#    L    TT             EE             BB             TE          
   247   0.491027E+04   0.188249E+01   0.402218E-04   0.525473E+02
   248   0.489579E+04   0.194953E+01   0.403093E-04   0.540139E+02
   249   0.488090E+04   0.201825E+01   0.403850E-04   0.554734E+02
   250   0.486547E+04   0.208908E+01   0.404483E-04   0.569245E+02
   251   0.484964E+04   0.216173E+01   0.404985E-04   0.583680E+02
   252   0.483318E+04   0.223641E+01   0.405358E-04   0.598024E+02
   253   0.481647E+04   0.231292E+01   0.405603E-04   0.612263E+02
   254   0.479921E+04   0.239155E+01   0.405723E-04   0.626397E+02
   255   0.478147E+04   0.247201E+01   0.405721E-04   0.640428E+02
   256   0.476333E+04   0.255466E+01   0.405600E-04   0.654356E+02
   257   0.474478E+04   0.263908E+01   0.405361E-04   0.668100E+02
   258   0.472575E+04   0.272563E+01   0.405008E-04   0.681787E+02
   259   0.470632E+04   0.281417E+01   0.404542E-04   0.695268E+02
   260   0.468655E+04   0.290469E+01   0.403967E-04   0.708693E+02
   261   0.466630E+04   0.299714E+01   0.403285E-04   0.721839E+02
   262   0.464556E+04   0.309174E+01   0.402499E-04   0.734931E+02
   263   0.462471E+04   0.318826E+01   0.401610E-04   0.747894E+02
   264   0.460330E+04   0.328679E+01   0.400622E-04   0.760655E+02
   265   0.458141E+04   0.338725E+01   0.399537E-04   0.773140E+02
   266   0.455925E+04   0.348987E+01   0.398357E-04   0.785572E+02
   267   0.453660E+04   0.359428E+01   0.397086E-04   0.797729E+02
   268   0.451361E+04   0.370085E+01   0.395725E-04   0.809761E+02
   269   0.449014E+04   0.380930E+01   0.394277E-04   0.821594E+02
   270   0.446646E+04   0.391969E+01   0.392745E-04   0.833227E+02
   271   0.444237E+04   0.403197E+01   0.391132E-04   0.844663E+02
   272   0.441809E+04   0.414642E+01   0.389439E-04   0.855827E+02
   273   0.439339E+04   0.426246E+01   0.387669E-04   0.866868E+02
   274   0.436841E+04   0.438068E+01   0.385825E-04   0.877564E+02
   275   0.434309E+04   0.450057E+01   0.383909E-04   0.888139E+02
   276   0.431757E+04   0.462235E+01   0.381924E-04   0.898370E+02
   277   0.429163E+04   0.474604E+01   0.379873E-04   0.908480E+02
   278   0.426549E+04   0.487154E+01   0.377757E-04   0.918248E+02
   279   0.423907E+04   0.499880E+01   0.375580E-04   0.927749E+02
