#    L    TT             EE             TE             PP             TP          
   552   0.336128E+04   0.104221E+02   0.308222E+01   0.853464E+06   0.591592E+02
   553   0.335692E+04   0.105880E+02   0.465123E+01   0.850911E+06   0.604793E+02
   554   0.335226E+04   0.107624E+02   0.620124E+01   0.848369E+06   0.617462E+02
   555   0.334730E+04   0.109429E+02   0.773126E+01   0.845837E+06   0.629615E+02
   556   0.334205E+04   0.111304E+02   0.924095E+01   0.843316E+06   0.641268E+02
   557   0.333657E+04   0.113241E+02   0.107283E+02   0.840805E+06   0.652436E+02
   558   0.333079E+04   0.115254E+02   0.121939E+02   0.838304E+06   0.663134E+02
   559   0.332472E+04   0.117321E+02   0.136366E+02   0.835814E+06   0.673378E+02
   560   0.331850E+04   0.119449E+02   0.150549E+02   0.833333E+06   0.683184E+02
   561   0.331185E+04   0.121645E+02   0.164485E+02   0.830864E+06   0.692566E+02
   562   0.330512E+04   0.123909E+02   0.178166E+02   0.828404E+06   0.701540E+02
   563   0.329811E+04   0.126227E+02   0.191604E+02   0.825954E+06   0.710122E+02
   564   0.329088E+04   0.128619E+02   0.204745E+02   0.823515E+06   0.718327E+02
   565   0.328336E+04   0.131057E+02   0.217626E+02   0.821085E+06   0.726170E+02
   566   0.327563E+04   0.133561E+02   0.230214E+02   0.818666E+06   0.733668E+02
   567   0.326769E+04   0.136118E+02   0.242515E+02   0.816257E+06   0.740834E+02
   568   0.325954E+04   0.138742E+02   0.254513E+02   0.813857E+06   0.747686E+02
   569   0.325111E+04   0.141425E+02   0.266227E+02   0.811467E+06   0.754237E+02
   570   0.324255E+04   0.144159E+02   0.277605E+02   0.809087E+06   0.760505E+02
   571   0.323370E+04   0.146953E+02   0.288666E+02   0.806717E+06   0.766503E+02
   572   0.322465E+04   0.149797E+02   0.299409E+02   0.804357E+06   0.772248E+02
   573   0.321547E+04   0.152692E+02   0.309810E+02   0.802006E+06   0.777755E+02
   574   0.320609E+04   0.155646E+02   0.319881E+02   0.799665E+06   0.783040E+02
   575   0.319650E+04   0.158642E+02   0.329600E+02   0.797334E+06   0.788117E+02
   576   0.318679E+04   0.161696E+02   0.338978E+02   0.795012E+06   0.793003E+02
   577   0.317681E+04   0.164801E+02   0.347999E+02   0.792699E+06   0.797712E+02
   578   0.316671E+04   0.167947E+02   0.356653E+02   0.790396E+06   0.802261E+02
   579   0.315648E+04   0.171151E+02   0.364948E+02   0.788103E+06   0.806664E+02
   580   0.314613E+04   0.174397E+02   0.372858E+02   0.785819E+06   0.810938E+02
   581   0.313544E+04   0.177685E+02   0.380403E+02   0.783544E+06   0.815097E+02
   582   0.312470E+04   0.181021E+02   0.387561E+02   0.781278E+06   0.819156E+02
   583   0.311385E+04   0.184399E+02   0.394321E+02   0.779022E+06   0.823133E+02
   584   0.310288E+04   0.187818E+02   0.400696E+02   0.776775E+06   0.827041E+02
   585   0.309180E+04   0.191278E+02   0.406671E+02   0.774537E+06   0.830896E+02
   586   0.308052E+04   0.194772E+02   0.412243E+02   0.772308E+06   0.834714E+02
   587   0.306921E+04   0.198313E+02   0.417410E+02   0.770088E+06   0.838511E+02
   588   0.305772E+04   0.201888E+02   0.422156E+02   0.767877E+06   0.842301E+02
   589   0.304611E+04   0.205502E+02   0.426494E+02   0.765676E+06   0.846100E+02
   590   0.303440E+04   0.209142E+02   0.430414E+02   0.763483E+06   0.849923E+02
   591   0.302265E+04   0.212828E+02   0.433908E+02   0.761299E+06   0.853787E+02
   592   0.301080E+04   0.216532E+02   0.436966E+02   0.759123E+06   0.857705E+02
   593   0.299884E+04   0.220283E+02   0.439608E+02   0.756957E+06   0.861695E+02
   594   0.298670E+04   0.224057E+02   0.441804E+02   0.754799E+06   0.865771E+02
   595   0.297453E+04   0.227849E+02   0.443573E+02   0.752650E+06   0.869948E+02
   596   0.296241E+04   0.231686E+02   0.444892E+02   0.750510E+06   0.874243E+02
   597   0.295019E+04   0.235525E+02   0.445773E+02   0.748378E+06   0.878670E+02
   598   0.293810E+04   0.239402E+02   0.446207E+02   0.746255E+06   0.883245E+02
   599   0.292583E+04   0.243302E+02   0.446201E+02   0.744141E+06   0.887984E+02
   600   0.291346E+04   0.247225E+02   0.445737E+02   0.742034E+06   0.892902E+02
   601   0.290108E+04   0.251171E+02   0.444821E+02   0.739937E+06   0.898011E+02
   602   0.288867E+04   0.255124E+02   0.443446E+02   0.737847E+06   0.903312E+02
   603   0.287617E+04   0.259106E+02   0.441636E+02   0.735767E+06   0.908803E+02
   604   0.286381E+04   0.263096E+02   0.439368E+02   0.733694E+06   0.914483E+02
   605   0.285135E+04   0.267099E+02   0.436651E+02   0.731630E+06   0.920349E+02
   606   0.283895E+04   0.271115E+02   0.433485E+02   0.729573E+06   0.926399E+02
   607   0.282632E+04   0.275144E+02   0.429872E+02   0.727526E+06   0.932631E+02
   608   0.281390E+04   0.279186E+02   0.425811E+02   0.725486E+06   0.939043E+02
   609   0.280155E+04   0.283224E+02   0.421304E+02   0.723454E+06   0.945633E+02
   610   0.278911E+04   0.287268E+02   0.416351E+02   0.721431E+06   0.952399E+02
   611   0.277675E+04   0.291322E+02   0.410960E+02   0.719416E+06   0.959338E+02
   612   0.276445E+04   0.295387E+02   0.405140E+02   0.717408E+06   0.966450E+02
   613   0.275208E+04   0.299425E+02   0.398869E+02   0.715409E+06   0.973731E+02
   614   0.273985E+04   0.303481E+02   0.392163E+02   0.713417E+06   0.981180E+02
   615   0.272762E+04   0.307524E+02   0.385029E+02   0.711434E+06   0.988795E+02
   616   0.271547E+04   0.311577E+02   0.377468E+02   0.709458E+06   0.996573E+02
   617   0.270347E+04   0.315623E+02   0.369481E+02   0.707491E+06   0.100451E+03
   618   0.269147E+04   0.319663E+02   0.361062E+02   0.705531E+06   0.101261E+03
   619   0.267949E+04   0.323704E+02   0.352240E+02   0.703579E+06   0.102087E+03
   620   0.266773E+04   0.327715E+02   0.342995E+02   0.701634E+06   0.102928E+03
   621   0.265590E+04   0.331725E+02   0.333333E+02   0.699698E+06   0.103785E+03
   622   0.264424E+04   0.335721E+02   0.323257E+02   0.697769E+06   0.104656E+03
   623   0.263274E+04   0.339693E+02   0.312789E+02   0.695847E+06   0.105543E+03
   624   0.262125E+04   0.343648E+02   0.301914E+02   0.693933E+06   0.106444E+03
   625   0.260985E+04   0.347587E+02   0.290634E+02   0.692027E+06   0.107360E+03
   626   0.259861E+04   0.351509E+02   0.278963E+02   0.690129E+06   0.108290E+03
   627   0.258754E+04   0.355405E+02   0.266904E+02   0.688237E+06   0.109235E+03
   628   0.257657E+04   0.359277E+02   0.254456E+02   0.686354E+06   0.110193E+03
   629   0.256577E+04   0.363122E+02   0.241628E+02   0.684477E+06   0.111165E+03
   630   0.255499E+04   0.366942E+02   0.228412E+02   0.682608E+06   0.112150E+03
   631   0.254438E+04   0.370735E+02   0.214840E+02   0.680747E+06   0.113149E+03
   632   0.253402E+04   0.374493E+02   0.200889E+02   0.678892E+06   0.114161E+03
   633   0.252369E+04   0.378231E+02   0.186583E+02   0.677045E+06   0.115185E+03
   634   0.251361E+04   0.381920E+02   0.171922E+02   0.675206E+06   0.116223E+03
   635   0.250371E+04   0.385587E+02   0.156911E+02   0.673373E+06   0.117272E+03
   636   0.249384E+04   0.389226E+02   0.141558E+02   0.671548E+06   0.118335E+03
   637   0.248423E+04   0.392806E+02   0.125856E+02   0.669729E+06   0.119409E+03
   638   0.247480E+04   0.396365E+02   0.109828E+02   0.667918E+06   0.120495E+03
   639   0.246556E+04   0.399871E+02   0.934661E+01   0.666114E+06   0.121592E+03
   640   0.245650E+04   0.403346E+02   0.767856E+01   0.664317E+06   0.122701E+03
   641   0.244764E+04   0.406777E+02   0.597873E+01   0.662527E+06   0.123822E+03
   642   0.243888E+04   0.410154E+02   0.424798E+01   0.660744E+06   0.124953E+03
   643   0.243040E+04   0.413499E+02   0.248685E+01   0.658967E+06   0.126095E+03
   644   0.242218E+04   0.416776E+02   0.696091E+00   0.657198E+06   0.127248E+03
   645   0.241408E+04   0.420012E+02  -0.112394E+01   0.655435E+06   0.128411E+03
   646   0.240618E+04   0.423202E+02  -0.297250E+01   0.653680E+06   0.129585E+03
   647   0.239862E+04   0.426335E+02  -0.484937E+01   0.651931E+06   0.130768E+03
   648   0.239111E+04   0.429421E+02  -0.675255E+01   0.650188E+06   0.131962E+03
   649   0.238396E+04   0.432443E+02  -0.868272E+01   0.648453E+06   0.133165E+03
   650   0.237700E+04   0.435408E+02  -0.106383E+02   0.646724E+06   0.134377E+03
   651   0.237025E+04   0.438331E+02  -0.126192E+02   0.645001E+06   0.135598E+03
   652   0.236370E+04   0.441190E+02  -0.146245E+02   0.643286E+06   0.136829E+03
   653   0.235750E+04   0.443976E+02  -0.166524E+02   0.641577E+06   0.138067E+03
   654   0.235144E+04   0.446712E+02  -0.187020E+02   0.639874E+06   0.139314E+03
   655   0.234558E+04   0.449391E+02  -0.207738E+02   0.638178E+06   0.140568E+03
   656   0.234007E+04   0.452004E+02  -0.228660E+02   0.636488E+06   0.141829E+03
   657   0.233477E+04   0.454552E+02  -0.249769E+02   0.634805E+06   0.143097E+03
   658   0.232959E+04   0.457042E+02  -0.271070E+02   0.633128E+06   0.144371E+03
   659   0.232485E+04   0.459466E+02  -0.292546E+02   0.631458E+06   0.145651E+03
   660   0.232031E+04   0.461817E+02  -0.314186E+02   0.629794E+06   0.146937E+03
   661   0.231598E+04   0.464101E+02  -0.335975E+02   0.628136E+06   0.148228E+03
   662   0.231193E+04   0.466327E+02  -0.357924E+02   0.626485E+06   0.149523E+03
   663   0.230809E+04   0.468486E+02  -0.380015E+02   0.624839E+06   0.150823E+03
   664   0.230453E+04   0.470564E+02  -0.402225E+02   0.623200E+06   0.152126E+03
   665   0.230117E+04   0.472575E+02  -0.424558E+02   0.621568E+06   0.153433E+03
   666   0.229810E+04   0.474519E+02  -0.446997E+02   0.619941E+06   0.154743E+03
   667   0.229530E+04   0.476389E+02  -0.469540E+02   0.618321E+06   0.156055E+03
   668   0.229265E+04   0.478191E+02  -0.492176E+02   0.616707E+06   0.157369E+03
   669   0.229042E+04   0.479918E+02  -0.514888E+02   0.615098E+06   0.158686E+03
   670   0.228833E+04   0.481571E+02  -0.537660E+02   0.613496E+06   0.160003E+03
   671   0.228659E+04   0.483163E+02  -0.560503E+02   0.611900E+06   0.161322E+03
   672   0.228499E+04   0.484665E+02  -0.583401E+02   0.610310E+06   0.162641E+03
   673   0.228375E+04   0.486106E+02  -0.606328E+02   0.608726E+06   0.163960E+03
   674   0.228271E+04   0.487464E+02  -0.629290E+02   0.607148E+06   0.165279E+03
   675   0.228196E+04   0.488746E+02  -0.652276E+02   0.605575E+06   0.166597E+03
   676   0.228142E+04   0.489952E+02  -0.675263E+02   0.604009E+06   0.167914E+03
   677   0.228117E+04   0.491082E+02  -0.698255E+02   0.602449E+06   0.169230E+03
   678   0.228120E+04   0.492128E+02  -0.721242E+02   0.600894E+06   0.170543E+03
   679   0.228144E+04   0.493105E+02  -0.744207E+02   0.599345E+06   0.171854E+03
   680   0.228204E+04   0.494006E+02  -0.767148E+02   0.597802E+06   0.173163E+03
   681   0.228285E+04   0.494822E+02  -0.790039E+02   0.596264E+06   0.174468E+03
   682   0.228388E+04   0.495553E+02  -0.812894E+02   0.594733E+06   0.175769E+03
   683   0.228526E+04   0.496223E+02  -0.835703E+02   0.593207E+06   0.177067E+03
   684   0.228678E+04   0.496792E+02  -0.858440E+02   0.591686E+06   0.178360E+03
   685   0.228852E+04   0.497292E+02  -0.881103E+02   0.590172E+06   0.179648E+03
   686   0.229054E+04   0.497706E+02  -0.903602E+02   0.588662E+06   0.180931E+03
   687   0.229292E+04   0.498050E+02  -0.926044E+02   0.587159E+06   0.182208E+03
   688   0.229544E+04   0.498301E+02  -0.948405E+02   0.585661E+06   0.183479E+03
   689   0.229825E+04   0.498474E+02  -0.970609E+02   0.584168E+06   0.184743E+03
   690   0.230127E+04   0.498576E+02  -0.992727E+02   0.582681E+06   0.186001E+03
   691   0.230458E+04   0.498577E+02  -0.101468E+03   0.581200E+06   0.187251E+03
   692   0.230811E+04   0.498514E+02  -0.103647E+03   0.579723E+06   0.188494E+03
   693   0.231192E+04   0.498365E+02  -0.105817E+03   0.578252E+06   0.189728E+03
   694   0.231587E+04   0.498130E+02  -0.107963E+03   0.576787E+06   0.190954E+03
   695   0.232019E+04   0.497830E+02  -0.110091E+03   0.575327E+06   0.192171E+03
   696   0.232472E+04   0.497436E+02  -0.112216E+03   0.573872E+06   0.193378E+03
   697   0.232947E+04   0.496962E+02  -0.114309E+03   0.572422E+06   0.194576E+03
   698   0.233443E+04   0.496401E+02  -0.116385E+03   0.570978E+06   0.195763E+03
   699   0.233961E+04   0.495768E+02  -0.118434E+03   0.569539E+06   0.196940E+03
   700   0.234508E+04   0.495048E+02  -0.120465E+03   0.568105E+06   0.198106E+03
   701   0.235077E+04   0.494247E+02  -0.122478E+03   0.566676E+06   0.199260E+03
   702   0.235667E+04   0.493374E+02  -0.124457E+03   0.565252E+06   0.200402E+03
   703   0.236279E+04   0.492413E+02  -0.126431E+03   0.563834E+06   0.201532E+03
   704   0.236912E+04   0.491381E+02  -0.128365E+03   0.562420E+06   0.202649E+03
   705   0.237558E+04   0.490261E+02  -0.130271E+03   0.561012E+06   0.203752E+03
   706   0.238233E+04   0.489070E+02  -0.132158E+03   0.559608E+06   0.204842E+03
   707   0.238922E+04   0.487801E+02  -0.134018E+03   0.558210E+06   0.205918E+03
   708   0.239647E+04   0.486460E+02  -0.135836E+03   0.556816E+06   0.206979E+03
   709   0.240377E+04   0.485040E+02  -0.137641E+03   0.555428E+06   0.208024E+03
   710   0.241136E+04   0.483542E+02  -0.139411E+03   0.554044E+06   0.209054E+03
   711   0.241907E+04   0.481974E+02  -0.141146E+03   0.552666E+06   0.210068E+03
   712   0.242699E+04   0.480336E+02  -0.142860E+03   0.551292E+06   0.211066E+03
   713   0.243519E+04   0.478620E+02  -0.144532E+03   0.549923E+06   0.212046E+03
   714   0.244337E+04   0.476841E+02  -0.146175E+03   0.548559E+06   0.213009E+03
   715   0.245182E+04   0.474986E+02  -0.147789E+03   0.547200E+06   0.213954E+03
   716   0.246047E+04   0.473061E+02  -0.149368E+03   0.545845E+06   0.214880E+03
   717   0.246924E+04   0.471074E+02  -0.150903E+03   0.544496E+06   0.215787E+03
   718   0.247814E+04   0.469018E+02  -0.152416E+03   0.543151E+06   0.216676E+03
   719   0.248724E+04   0.466879E+02  -0.153878E+03   0.541811E+06   0.217544E+03
   720   0.249638E+04   0.464686E+02  -0.155318E+03   0.540475E+06   0.218392E+03
   721   0.250587E+04   0.462440E+02  -0.156706E+03   0.539145E+06   0.219219E+03
   722   0.251532E+04   0.460118E+02  -0.158058E+03   0.537819E+06   0.220025E+03
   723   0.252497E+04   0.457743E+02  -0.159379E+03   0.536497E+06   0.220810E+03
   724   0.253474E+04   0.455300E+02  -0.160663E+03   0.535180E+06   0.221572E+03
   725   0.254462E+04   0.452805E+02  -0.161902E+03   0.533868E+06   0.222312E+03
   726   0.255469E+04   0.450265E+02  -0.163095E+03   0.532561E+06   0.223028E+03
   727   0.256479E+04   0.447650E+02  -0.164259E+03   0.531258E+06   0.223721E+03
   728   0.257501E+04   0.444969E+02  -0.165376E+03   0.529959E+06   0.224390E+03
   729   0.258534E+04   0.442243E+02  -0.166456E+03   0.528665E+06   0.225035E+03
   730   0.259571E+04   0.439466E+02  -0.167489E+03   0.527375E+06   0.225655E+03
   731   0.260634E+04   0.436623E+02  -0.168477E+03   0.526090E+06   0.226249E+03
   732   0.261692E+04   0.433752E+02  -0.169418E+03   0.524810E+06   0.226817E+03
   733   0.262768E+04   0.430814E+02  -0.170328E+03   0.523533E+06   0.227360E+03
   734   0.263848E+04   0.427834E+02  -0.171176E+03   0.522261E+06   0.227875E+03
   735   0.264938E+04   0.424795E+02  -0.172000E+03   0.520994E+06   0.228363E+03
   736   0.266023E+04   0.421714E+02  -0.172762E+03   0.519731E+06   0.228824E+03
   737   0.267127E+04   0.418598E+02  -0.173492E+03   0.518472E+06   0.229256E+03
   738   0.268225E+04   0.415440E+02  -0.174160E+03   0.517217E+06   0.229659E+03
   739   0.269333E+04   0.412232E+02  -0.174787E+03   0.515967E+06   0.230034E+03
   740   0.270444E+04   0.408983E+02  -0.175375E+03   0.514721E+06   0.230379E+03
   741   0.271565E+04   0.405685E+02  -0.175915E+03   0.513479E+06   0.230694E+03
   742   0.272688E+04   0.402374E+02  -0.176399E+03   0.512241E+06   0.230978E+03
   743   0.273813E+04   0.399031E+02  -0.176843E+03   0.511008E+06   0.231232E+03
   744   0.274947E+04   0.395639E+02  -0.177232E+03   0.509778E+06   0.231454E+03
   745   0.276076E+04   0.392213E+02  -0.177586E+03   0.508553E+06   0.231644E+03
   746   0.277199E+04   0.388762E+02  -0.177870E+03   0.507332E+06   0.231802E+03
   747   0.278324E+04   0.385271E+02  -0.178120E+03   0.506115E+06   0.231927E+03
   748   0.279458E+04   0.381762E+02  -0.178321E+03   0.504902E+06   0.232019E+03
   749   0.280593E+04   0.378206E+02  -0.178480E+03   0.503693E+06   0.232077E+03
   750   0.281723E+04   0.374640E+02  -0.178582E+03   0.502489E+06   0.232100E+03
   751   0.282853E+04   0.371042E+02  -0.178636E+03   0.501288E+06   0.232090E+03
   752   0.283985E+04   0.367435E+02  -0.178632E+03   0.500091E+06   0.232046E+03
   753   0.285110E+04   0.363790E+02  -0.178586E+03   0.498898E+06   0.231970E+03
   754   0.286229E+04   0.360136E+02  -0.178484E+03   0.497709E+06   0.231863E+03
   755   0.287356E+04   0.356459E+02  -0.178340E+03   0.496524E+06   0.231727E+03
   756   0.288461E+04   0.352768E+02  -0.178146E+03   0.495343E+06   0.231563E+03
   757   0.289581E+04   0.349069E+02  -0.177896E+03   0.494165E+06   0.231372E+03
   758   0.290679E+04   0.345348E+02  -0.177597E+03   0.492992E+06   0.231155E+03
   759   0.291785E+04   0.341614E+02  -0.177257E+03   0.491822E+06   0.230915E+03
   760   0.292876E+04   0.337874E+02  -0.176867E+03   0.490657E+06   0.230651E+03
   761   0.293960E+04   0.334129E+02  -0.176429E+03   0.489495E+06   0.230366E+03
   762   0.295051E+04   0.330379E+02  -0.175941E+03   0.488337E+06   0.230060E+03
   763   0.296119E+04   0.326631E+02  -0.175405E+03   0.487182E+06   0.229736E+03
   764   0.297186E+04   0.322872E+02  -0.174828E+03   0.486032E+06   0.229393E+03
   765   0.298238E+04   0.319109E+02  -0.174194E+03   0.484885E+06   0.229035E+03
   766   0.299290E+04   0.315357E+02  -0.173519E+03   0.483742E+06   0.228661E+03
   767   0.300325E+04   0.311610E+02  -0.172796E+03   0.482603E+06   0.228274E+03
   768   0.301353E+04   0.307861E+02  -0.172017E+03   0.481467E+06   0.227874E+03
   769   0.302371E+04   0.304109E+02  -0.171204E+03   0.480335E+06   0.227463E+03
   770   0.303374E+04   0.300378E+02  -0.170342E+03   0.479207E+06   0.227042E+03
   771   0.304367E+04   0.296653E+02  -0.169433E+03   0.478082E+06   0.226612E+03
   772   0.305344E+04   0.292942E+02  -0.168467E+03   0.476961E+06   0.226176E+03
   773   0.306312E+04   0.289246E+02  -0.167468E+03   0.475844E+06   0.225733E+03
   774   0.307263E+04   0.285564E+02  -0.166428E+03   0.474730E+06   0.225286E+03
   775   0.308213E+04   0.281898E+02  -0.165341E+03   0.473620E+06   0.224835E+03
   776   0.309130E+04   0.278255E+02  -0.164212E+03   0.472513E+06   0.224383E+03
   777   0.310038E+04   0.274628E+02  -0.163036E+03   0.471410E+06   0.223930E+03
   778   0.310951E+04   0.271024E+02  -0.161811E+03   0.470310E+06   0.223477E+03
   779   0.311824E+04   0.267445E+02  -0.160553E+03   0.469214E+06   0.223027E+03
   780   0.312687E+04   0.263876E+02  -0.159248E+03   0.468122E+06   0.222579E+03
   781   0.313540E+04   0.260355E+02  -0.157909E+03   0.467033E+06   0.222136E+03
   782   0.314368E+04   0.256851E+02  -0.156538E+03   0.465947E+06   0.221699E+03
   783   0.315186E+04   0.253382E+02  -0.155111E+03   0.464865E+06   0.221269E+03
   784   0.315985E+04   0.249946E+02  -0.153644E+03   0.463786E+06   0.220848E+03
   785   0.316759E+04   0.246536E+02  -0.152145E+03   0.462710E+06   0.220436E+03
   786   0.317522E+04   0.243162E+02  -0.150583E+03   0.461638E+06   0.220035E+03
   787   0.318259E+04   0.239830E+02  -0.148995E+03   0.460570E+06   0.219647E+03
   788   0.318977E+04   0.236526E+02  -0.147376E+03   0.459504E+06   0.219272E+03
   789   0.319677E+04   0.233251E+02  -0.145723E+03   0.458442E+06   0.218913E+03
   790   0.320365E+04   0.230042E+02  -0.144023E+03   0.457384E+06   0.218569E+03
   791   0.321027E+04   0.226862E+02  -0.142284E+03   0.456328E+06   0.218244E+03
   792   0.321670E+04   0.223734E+02  -0.140519E+03   0.455276E+06   0.217937E+03
   793   0.322286E+04   0.220659E+02  -0.138707E+03   0.454227E+06   0.217650E+03
   794   0.322876E+04   0.217629E+02  -0.136871E+03   0.453182E+06   0.217385E+03
   795   0.323445E+04   0.214637E+02  -0.134995E+03   0.452139E+06   0.217143E+03
   796   0.324011E+04   0.211707E+02  -0.133094E+03   0.451100E+06   0.216925E+03
   797   0.324534E+04   0.208816E+02  -0.131153E+03   0.450064E+06   0.216732E+03
   798   0.325037E+04   0.205987E+02  -0.129188E+03   0.449032E+06   0.216566E+03
   799   0.325520E+04   0.203213E+02  -0.127191E+03   0.448002E+06   0.216428E+03
   800   0.325983E+04   0.200487E+02  -0.125162E+03   0.446975E+06   0.216319E+03
   801   0.326418E+04   0.197825E+02  -0.123108E+03   0.445952E+06   0.216241E+03
   802   0.326818E+04   0.195218E+02  -0.121008E+03   0.444932E+06   0.216191E+03
   803   0.327213E+04   0.192660E+02  -0.118899E+03   0.443915E+06   0.216169E+03
   804   0.327572E+04   0.190173E+02  -0.116751E+03   0.442901E+06   0.216172E+03
   805   0.327919E+04   0.187743E+02  -0.114580E+03   0.441890E+06   0.216199E+03
   806   0.328230E+04   0.185371E+02  -0.112385E+03   0.440882E+06   0.216247E+03
   807   0.328513E+04   0.183070E+02  -0.110167E+03   0.439877E+06   0.216316E+03
   808   0.328768E+04   0.180834E+02  -0.107919E+03   0.438875E+06   0.216404E+03
   809   0.329011E+04   0.178662E+02  -0.105656E+03   0.437876E+06   0.216508E+03
   810   0.329217E+04   0.176557E+02  -0.103364E+03   0.436880E+06   0.216627E+03
   811   0.329396E+04   0.174516E+02  -0.101049E+03   0.435888E+06   0.216759E+03
   812   0.329554E+04   0.172556E+02  -0.987184E+02   0.434898E+06   0.216903E+03
   813   0.329684E+04   0.170647E+02  -0.963703E+02   0.433911E+06   0.217056E+03
   814   0.329801E+04   0.168820E+02  -0.940030E+02   0.432927E+06   0.217218E+03
   815   0.329882E+04   0.167058E+02  -0.916190E+02   0.431946E+06   0.217386E+03
   816   0.329927E+04   0.165371E+02  -0.892185E+02   0.430968E+06   0.217558E+03
   817   0.329952E+04   0.163750E+02  -0.868026E+02   0.429993E+06   0.217734E+03
   818   0.329963E+04   0.162211E+02  -0.843721E+02   0.429021E+06   0.217910E+03
   819   0.329939E+04   0.160740E+02  -0.819280E+02   0.428052E+06   0.218086E+03
   820   0.329894E+04   0.159343E+02  -0.794707E+02   0.427085E+06   0.218259E+03
   821   0.329813E+04   0.158014E+02  -0.770032E+02   0.426122E+06   0.218428E+03
   822   0.329711E+04   0.156775E+02  -0.745244E+02   0.425161E+06   0.218591E+03
   823   0.329581E+04   0.155605E+02  -0.720353E+02   0.424203E+06   0.218746E+03
   824   0.329415E+04   0.154517E+02  -0.695367E+02   0.423249E+06   0.218892E+03
   825   0.329235E+04   0.153498E+02  -0.670312E+02   0.422296E+06   0.219027E+03
   826   0.329019E+04   0.152570E+02  -0.645182E+02   0.421347E+06   0.219149E+03
   827   0.328775E+04   0.151712E+02  -0.620003E+02   0.420401E+06   0.219257E+03
   828   0.328517E+04   0.150937E+02  -0.594769E+02   0.419457E+06   0.219348E+03
   829   0.328224E+04   0.150246E+02  -0.569497E+02   0.418516E+06   0.219421E+03
   830   0.327909E+04   0.149633E+02  -0.544213E+02   0.417578E+06   0.219474E+03
   831   0.327565E+04   0.149097E+02  -0.518903E+02   0.416642E+06   0.219505E+03
   832   0.327193E+04   0.148639E+02  -0.493584E+02   0.415709E+06   0.219513E+03
   833   0.326799E+04   0.148266E+02  -0.468268E+02   0.414779E+06   0.219496E+03
   834   0.326370E+04   0.147970E+02  -0.442955E+02   0.413852E+06   0.219453E+03
   835   0.325926E+04   0.147768E+02  -0.417663E+02   0.412927E+06   0.219381E+03
   836   0.325439E+04   0.147637E+02  -0.392394E+02   0.412006E+06   0.219278E+03
   837   0.324938E+04   0.147592E+02  -0.367166E+02   0.411086E+06   0.219143E+03
   838   0.324408E+04   0.147633E+02  -0.341982E+02   0.410170E+06   0.218975E+03
   839   0.323841E+04   0.147754E+02  -0.316842E+02   0.409256E+06   0.218771E+03
   840   0.323261E+04   0.147968E+02  -0.291773E+02   0.408344E+06   0.218530E+03
   841   0.322652E+04   0.148255E+02  -0.266790E+02   0.407436E+06   0.218250E+03
   842   0.322014E+04   0.148621E+02  -0.241868E+02   0.406530E+06   0.217929E+03
   843   0.321354E+04   0.149075E+02  -0.217067E+02   0.405626E+06   0.217566E+03
   844   0.320658E+04   0.149616E+02  -0.192353E+02   0.404725E+06   0.217158E+03
   845   0.319947E+04   0.150231E+02  -0.167758E+02   0.403827E+06   0.216705E+03
   846   0.319215E+04   0.150948E+02  -0.143290E+02   0.402931E+06   0.216204E+03
   847   0.318461E+04   0.151731E+02  -0.118947E+02   0.402038E+06   0.215653E+03
   848   0.317678E+04   0.152603E+02  -0.947516E+01   0.401147E+06   0.215051E+03
   849   0.316859E+04   0.153557E+02  -0.707001E+01   0.400259E+06   0.214396E+03
   850   0.316033E+04   0.154599E+02  -0.468057E+01   0.399373E+06   0.213687E+03
   851   0.315169E+04   0.155723E+02  -0.230766E+01   0.398490E+06   0.212922E+03
   852   0.314285E+04   0.156936E+02   0.481227E-01   0.397609E+06   0.212102E+03
   853   0.313378E+04   0.158222E+02   0.238588E+01   0.396731E+06   0.211229E+03
   854   0.312443E+04   0.159597E+02   0.470402E+01   0.395855E+06   0.210305E+03
   855   0.311479E+04   0.161053E+02   0.700333E+01   0.394982E+06   0.209331E+03
   856   0.310508E+04   0.162575E+02   0.928180E+01   0.394111E+06   0.208310E+03
   857   0.309502E+04   0.164184E+02   0.115385E+02   0.393243E+06   0.207243E+03
   858   0.308474E+04   0.165888E+02   0.137732E+02   0.392377E+06   0.206131E+03
   859   0.307425E+04   0.167643E+02   0.159866E+02   0.391513E+06   0.204977E+03
   860   0.306362E+04   0.169484E+02   0.181755E+02   0.390652E+06   0.203783E+03
   861   0.305272E+04   0.171405E+02   0.203397E+02   0.389794E+06   0.202549E+03
   862   0.304160E+04   0.173397E+02   0.224797E+02   0.388937E+06   0.201278E+03
   863   0.303028E+04   0.175468E+02   0.245933E+02   0.388083E+06   0.199971E+03
   864   0.301875E+04   0.177603E+02   0.266808E+02   0.387232E+06   0.198631E+03
   865   0.300687E+04   0.179816E+02   0.287401E+02   0.386383E+06   0.197259E+03
   866   0.299516E+04   0.182100E+02   0.307715E+02   0.385536E+06   0.195856E+03
   867   0.298302E+04   0.184461E+02   0.327743E+02   0.384691E+06   0.194425E+03
   868   0.297075E+04   0.186886E+02   0.347482E+02   0.383849E+06   0.192966E+03
   869   0.295828E+04   0.189380E+02   0.366923E+02   0.383009E+06   0.191483E+03
   870   0.294561E+04   0.191937E+02   0.386057E+02   0.382172E+06   0.189976E+03
   871   0.293282E+04   0.194563E+02   0.404874E+02   0.381337E+06   0.188448E+03
