#    L    TT             EE             BB             TE             PP             TP             EP          
   506   0.324032E+04   0.998748E+01   0.743379E-03  -0.731656E+02   0.211402E-07  -0.289496E-06   0.104536E-05
   507   0.324954E+04   0.985961E+01   0.740471E-03  -0.717622E+02   0.210735E-07  -0.286516E-06   0.102005E-05
   508   0.325839E+04   0.973747E+01   0.737718E-03  -0.703323E+02   0.210071E-07  -0.276483E-06   0.994891E-06
   509   0.326704E+04   0.962011E+01   0.735113E-03  -0.688792E+02   0.209410E-07  -0.259638E-06   0.969877E-06
   510   0.327532E+04   0.950820E+01   0.732654E-03  -0.674024E+02   0.208751E-07  -0.236226E-06   0.945011E-06
   511   0.328347E+04   0.940148E+01   0.730335E-03  -0.659021E+02   0.208096E-07  -0.206489E-06   0.920293E-06
   512   0.329126E+04   0.930039E+01   0.728153E-03  -0.643801E+02   0.207443E-07  -0.170670E-06   0.895722E-06
   513   0.329883E+04   0.920475E+01   0.726102E-03  -0.628381E+02   0.206793E-07  -0.129011E-06   0.871298E-06
   514   0.330612E+04   0.911485E+01   0.724179E-03  -0.612764E+02   0.206146E-07  -0.817556E-07   0.847022E-06
   515   0.331312E+04   0.903064E+01   0.722378E-03  -0.596951E+02   0.205501E-07  -0.291461E-07   0.822894E-06
   516   0.331982E+04   0.895222E+01   0.720696E-03  -0.580961E+02   0.204859E-07   0.285745E-07   0.798912E-06
   517   0.332617E+04   0.887975E+01   0.719127E-03  -0.564804E+02   0.204220E-07   0.911635E-07   0.775078E-06
   518   0.333230E+04   0.881309E+01   0.717669E-03  -0.548488E+02   0.203583E-07   0.158378E-06   0.751390E-06
   519   0.333821E+04   0.875249E+01   0.716315E-03  -0.532009E+02   0.202949E-07   0.229975E-06   0.727850E-06
   520   0.334376E+04   0.869789E+01   0.715062E-03  -0.515400E+02   0.202318E-07   0.305713E-06   0.704457E-06
   521   0.334895E+04   0.864939E+01   0.713905E-03  -0.498663E+02   0.201689E-07   0.385348E-06   0.681210E-06
   522   0.335384E+04   0.860721E+01   0.712840E-03  -0.481800E+02   0.201063E-07   0.468637E-06   0.658109E-06
   523   0.335852E+04   0.857123E+01   0.711862E-03  -0.464829E+02   0.200440E-07   0.555338E-06   0.635156E-06
   524   0.336290E+04   0.854146E+01   0.710967E-03  -0.447760E+02   0.199819E-07   0.645208E-06   0.612348E-06
   525   0.336684E+04   0.851807E+01   0.710151E-03  -0.430586E+02   0.199201E-07   0.738005E-06   0.589687E-06
   526   0.337056E+04   0.850109E+01   0.709408E-03  -0.413335E+02   0.198586E-07   0.833485E-06   0.567173E-06
   527   0.337414E+04   0.849051E+01   0.708735E-03  -0.396014E+02   0.197973E-07   0.931406E-06   0.544804E-06
   528   0.337728E+04   0.848637E+01   0.708127E-03  -0.378643E+02   0.197362E-07   0.103153E-05   0.522581E-06
   529   0.338012E+04   0.848897E+01   0.707580E-03  -0.361207E+02   0.196754E-07   0.113360E-05   0.500504E-06
   530   0.338259E+04   0.849811E+01   0.707089E-03  -0.343747E+02   0.196149E-07   0.123739E-05   0.478574E-06
   531   0.338499E+04   0.851373E+01   0.706650E-03  -0.326236E+02   0.195546E-07   0.134265E-05   0.456788E-06
   532   0.338687E+04   0.853614E+01   0.706258E-03  -0.308713E+02   0.194946E-07   0.144913E-05   0.435149E-06
   533   0.338845E+04   0.856522E+01   0.705909E-03  -0.291181E+02   0.194348E-07   0.155660E-05   0.413655E-06
   534   0.338974E+04   0.860105E+01   0.705598E-03  -0.273649E+02   0.193753E-07   0.166481E-05   0.392306E-06
   535   0.339073E+04   0.864373E+01   0.705322E-03  -0.256128E+02   0.193160E-07   0.177352E-05   0.371103E-06
   536   0.339142E+04   0.869312E+01   0.705075E-03  -0.238620E+02   0.192570E-07   0.188249E-05   0.350044E-06
   537   0.339189E+04   0.874932E+01   0.704853E-03  -0.221142E+02   0.191982E-07   0.199147E-05   0.329131E-06
   538   0.339191E+04   0.881248E+01   0.704652E-03  -0.203705E+02   0.191397E-07   0.210023E-05   0.308363E-06
   539   0.339170E+04   0.888234E+01   0.704467E-03  -0.186317E+02   0.190814E-07   0.220851E-05   0.287740E-06
   540   0.339120E+04   0.895934E+01   0.704294E-03  -0.168989E+02   0.190233E-07   0.231608E-05   0.267262E-06
   541   0.339032E+04   0.904307E+01   0.704129E-03  -0.151724E+02   0.189655E-07   0.242269E-05   0.246928E-06
   542   0.338922E+04   0.913376E+01   0.703966E-03  -0.134547E+02   0.189080E-07   0.252810E-05   0.226739E-06
   543   0.338774E+04   0.923151E+01   0.703802E-03  -0.117454E+02   0.188506E-07   0.263207E-05   0.206695E-06
   544   0.338603E+04   0.933618E+01   0.703631E-03  -0.100459E+02   0.187935E-07   0.273436E-05   0.186795E-06
   545   0.338395E+04   0.944778E+01   0.703451E-03  -0.835695E+01   0.187367E-07   0.283472E-05   0.167039E-06
   546   0.338164E+04   0.956612E+01   0.703255E-03  -0.667988E+01   0.186801E-07   0.293291E-05   0.147427E-06
   547   0.337895E+04   0.969143E+01   0.703041E-03  -0.501523E+01   0.186237E-07   0.302869E-05   0.127960E-06
   548   0.337603E+04   0.982373E+01   0.702802E-03  -0.336428E+01   0.185676E-07   0.312181E-05   0.108636E-06
   549   0.337281E+04   0.996304E+01   0.702536E-03  -0.172797E+01   0.185116E-07   0.321203E-05   0.894568E-07
   550   0.336929E+04   0.101094E+02   0.702236E-03  -0.107140E+00   0.184560E-07   0.329912E-05   0.704211E-07
   551   0.336554E+04   0.102627E+02   0.701901E-03   0.149737E+01   0.184005E-07   0.338287E-05   0.515284E-07
   552   0.336140E+04   0.104231E+02   0.701528E-03   0.308429E+01   0.183453E-07   0.346334E-05   0.327754E-07
   553   0.335705E+04   0.105890E+02   0.701117E-03   0.465322E+01   0.182903E-07   0.354060E-05   0.141581E-07
   554   0.335239E+04   0.107634E+02   0.700668E-03   0.620315E+01   0.182355E-07   0.361475E-05  -0.432767E-08
   555   0.334743E+04   0.109439E+02   0.700180E-03   0.773308E+01   0.181810E-07   0.368588E-05  -0.226859E-07
   556   0.334217E+04   0.111314E+02   0.699653E-03   0.924270E+01   0.181267E-07   0.375408E-05  -0.409205E-07
   557   0.333669E+04   0.113251E+02   0.699087E-03   0.107300E+02   0.180726E-07   0.381944E-05  -0.590357E-07
   558   0.333091E+04   0.115264E+02   0.698481E-03   0.121955E+02   0.180187E-07   0.388205E-05  -0.770354E-07
   559   0.332484E+04   0.117331E+02   0.697835E-03   0.136382E+02   0.179651E-07   0.394200E-05  -0.949238E-07
   560   0.331862E+04   0.119459E+02   0.697148E-03   0.150564E+02   0.179116E-07   0.399939E-05  -0.112705E-06
   561   0.331196E+04   0.121655E+02   0.696420E-03   0.164500E+02   0.178584E-07   0.405429E-05  -0.130382E-06
   562   0.330524E+04   0.123919E+02   0.695651E-03   0.178180E+02   0.178055E-07   0.410681E-05  -0.147961E-06
   563   0.329822E+04   0.126237E+02   0.694840E-03   0.191618E+02   0.177527E-07   0.415703E-05  -0.165444E-06
   564   0.329099E+04   0.128629E+02   0.693987E-03   0.204759E+02   0.177002E-07   0.420504E-05  -0.182836E-06
   565   0.328347E+04   0.131067E+02   0.693091E-03   0.217639E+02   0.176478E-07   0.425093E-05  -0.200140E-06
   566   0.327574E+04   0.133572E+02   0.692152E-03   0.230227E+02   0.175957E-07   0.429480E-05  -0.217362E-06
   567   0.326780E+04   0.136129E+02   0.691170E-03   0.242528E+02   0.175438E-07   0.433673E-05  -0.234504E-06
   568   0.325965E+04   0.138752E+02   0.690144E-03   0.254525E+02   0.174921E-07   0.437682E-05  -0.251571E-06
   569   0.325121E+04   0.141436E+02   0.689074E-03   0.266240E+02   0.174407E-07   0.441515E-05  -0.268568E-06
   570   0.324265E+04   0.144170E+02   0.687959E-03   0.277617E+02   0.173894E-07   0.445182E-05  -0.285497E-06
   571   0.323380E+04   0.146963E+02   0.686799E-03   0.288678E+02   0.173384E-07   0.448691E-05  -0.302363E-06
   572   0.322475E+04   0.149808E+02   0.685594E-03   0.299421E+02   0.172875E-07   0.452052E-05  -0.319170E-06
   573   0.321557E+04   0.152703E+02   0.684343E-03   0.309822E+02   0.172369E-07   0.455274E-05  -0.335923E-06
   574   0.320618E+04   0.155657E+02   0.683046E-03   0.319893E+02   0.171865E-07   0.458365E-05  -0.352624E-06
   575   0.319660E+04   0.158653E+02   0.681703E-03   0.329611E+02   0.171363E-07   0.461335E-05  -0.369279E-06
   576   0.318689E+04   0.161708E+02   0.680312E-03   0.338989E+02   0.170863E-07   0.464193E-05  -0.385891E-06
   577   0.317690E+04   0.164812E+02   0.678874E-03   0.348011E+02   0.170365E-07   0.466947E-05  -0.402464E-06
   578   0.316680E+04   0.167959E+02   0.677389E-03   0.356666E+02   0.169869E-07   0.469608E-05  -0.419003E-06
   579   0.315657E+04   0.171162E+02   0.675855E-03   0.364960E+02   0.169375E-07   0.472183E-05  -0.435511E-06
   580   0.314622E+04   0.174408E+02   0.674273E-03   0.372870E+02   0.168883E-07   0.474682E-05  -0.451992E-06
   581   0.313552E+04   0.177696E+02   0.672641E-03   0.380416E+02   0.168393E-07   0.477115E-05  -0.468450E-06
   582   0.312479E+04   0.181033E+02   0.670961E-03   0.387574E+02   0.167905E-07   0.479489E-05  -0.484890E-06
   583   0.311393E+04   0.184411E+02   0.669230E-03   0.394334E+02   0.167419E-07   0.481815E-05  -0.501316E-06
   584   0.310296E+04   0.187830E+02   0.667450E-03   0.400710E+02   0.166935E-07   0.484100E-05  -0.517731E-06
   585   0.309188E+04   0.191290E+02   0.665619E-03   0.406685E+02   0.166453E-07   0.486355E-05  -0.534139E-06
   586   0.308060E+04   0.194784E+02   0.663737E-03   0.412257E+02   0.165973E-07   0.488587E-05  -0.550545E-06
   587   0.306929E+04   0.198325E+02   0.661804E-03   0.417425E+02   0.165495E-07   0.490807E-05  -0.566953E-06
   588   0.305780E+04   0.201900E+02   0.659819E-03   0.422171E+02   0.165019E-07   0.493024E-05  -0.583366E-06
   589   0.304619E+04   0.205514E+02   0.657782E-03   0.426510E+02   0.164545E-07   0.495245E-05  -0.599789E-06
   590   0.303447E+04   0.209154E+02   0.655692E-03   0.430430E+02   0.164073E-07   0.497481E-05  -0.616226E-06
   591   0.302272E+04   0.212840E+02   0.653550E-03   0.433925E+02   0.163603E-07   0.499740E-05  -0.632680E-06
   592   0.301087E+04   0.216544E+02   0.651354E-03   0.436983E+02   0.163134E-07   0.502032E-05  -0.649156E-06
   593   0.299891E+04   0.220295E+02   0.649104E-03   0.439626E+02   0.162668E-07   0.504365E-05  -0.665658E-06
   594   0.298677E+04   0.224070E+02   0.646801E-03   0.441822E+02   0.162203E-07   0.506748E-05  -0.682190E-06
   595   0.297460E+04   0.227861E+02   0.644443E-03   0.443592E+02   0.161741E-07   0.509191E-05  -0.698756E-06
   596   0.296248E+04   0.231699E+02   0.642030E-03   0.444911E+02   0.161280E-07   0.511703E-05  -0.715360E-06
   597   0.295026E+04   0.235537E+02   0.639561E-03   0.445792E+02   0.160821E-07   0.514292E-05  -0.732005E-06
   598   0.293816E+04   0.239414E+02   0.637038E-03   0.446228E+02   0.160364E-07   0.516968E-05  -0.748697E-06
   599   0.292589E+04   0.243314E+02   0.634458E-03   0.446222E+02   0.159908E-07   0.519739E-05  -0.765438E-06
   600   0.291353E+04   0.247237E+02   0.631821E-03   0.445758E+02   0.159455E-07   0.522615E-05  -0.782234E-06
   601   0.290114E+04   0.251183E+02   0.629128E-03   0.444843E+02   0.159003E-07   0.525603E-05  -0.799086E-06
   602   0.288873E+04   0.255137E+02   0.626381E-03   0.443469E+02   0.158553E-07   0.528704E-05  -0.815988E-06
   603   0.287624E+04   0.259119E+02   0.623582E-03   0.441659E+02   0.158105E-07   0.531916E-05  -0.832933E-06
   604   0.286387E+04   0.263108E+02   0.620734E-03   0.439392E+02   0.157659E-07   0.535238E-05  -0.849915E-06
   605   0.285141E+04   0.267111E+02   0.617839E-03   0.436676E+02   0.157215E-07   0.538669E-05  -0.866924E-06
   606   0.283901E+04   0.271128E+02   0.614899E-03   0.433511E+02   0.156772E-07   0.542208E-05  -0.883955E-06
   607   0.282638E+04   0.275157E+02   0.611918E-03   0.429898E+02   0.156331E-07   0.545853E-05  -0.900999E-06
   608   0.281396E+04   0.279198E+02   0.608898E-03   0.425838E+02   0.155892E-07   0.549604E-05  -0.918049E-06
   609   0.280161E+04   0.283237E+02   0.605842E-03   0.421331E+02   0.155454E-07   0.553458E-05  -0.935098E-06
   610   0.278917E+04   0.287280E+02   0.602751E-03   0.416379E+02   0.155019E-07   0.557416E-05  -0.952138E-06
   611   0.277681E+04   0.291334E+02   0.599628E-03   0.410989E+02   0.154585E-07   0.561475E-05  -0.969161E-06
   612   0.276451E+04   0.295400E+02   0.596477E-03   0.405170E+02   0.154153E-07   0.565635E-05  -0.986161E-06
   613   0.275213E+04   0.299438E+02   0.593299E-03   0.398900E+02   0.153722E-07   0.569895E-05  -0.100313E-05
   614   0.273991E+04   0.303494E+02   0.590097E-03   0.392194E+02   0.153294E-07   0.574252E-05  -0.102006E-05
   615   0.272768E+04   0.307537E+02   0.586874E-03   0.385061E+02   0.152867E-07   0.578706E-05  -0.103694E-05
   616   0.271553E+04   0.311589E+02   0.583632E-03   0.377501E+02   0.152441E-07   0.583256E-05  -0.105377E-05
   617   0.270353E+04   0.315636E+02   0.580373E-03   0.369515E+02   0.152018E-07   0.587901E-05  -0.107054E-05
   618   0.269153E+04   0.319676E+02   0.577101E-03   0.361096E+02   0.151596E-07   0.592639E-05  -0.108724E-05
   619   0.267954E+04   0.323716E+02   0.573817E-03   0.352275E+02   0.151176E-07   0.597469E-05  -0.110387E-05
   620   0.266779E+04   0.327727E+02   0.570525E-03   0.343030E+02   0.150757E-07   0.602390E-05  -0.112041E-05
   621   0.265596E+04   0.331738E+02   0.567226E-03   0.333370E+02   0.150340E-07   0.607400E-05  -0.113686E-05
   622   0.264430E+04   0.335733E+02   0.563924E-03   0.323294E+02   0.149925E-07   0.612500E-05  -0.115322E-05
   623   0.263279E+04   0.339705E+02   0.560620E-03   0.312826E+02   0.149511E-07   0.617686E-05  -0.116946E-05
   624   0.262130E+04   0.343660E+02   0.557318E-03   0.301952E+02   0.149099E-07   0.622959E-05  -0.118560E-05
   625   0.260990E+04   0.347599E+02   0.554019E-03   0.290673E+02   0.148689E-07   0.628317E-05  -0.120161E-05
   626   0.259867E+04   0.351521E+02   0.550727E-03   0.279003E+02   0.148280E-07   0.633758E-05  -0.121750E-05
   627   0.258760E+04   0.355417E+02   0.547444E-03   0.266944E+02   0.147873E-07   0.639282E-05  -0.123325E-05
   628   0.257663E+04   0.359289E+02   0.544173E-03   0.254497E+02   0.147468E-07   0.644887E-05  -0.124886E-05
   629   0.256583E+04   0.363134E+02   0.540915E-03   0.241669E+02   0.147064E-07   0.650573E-05  -0.126432E-05
   630   0.255505E+04   0.366954E+02   0.537674E-03   0.228454E+02   0.146662E-07   0.656337E-05  -0.127962E-05
   631   0.254444E+04   0.370746E+02   0.534452E-03   0.214882E+02   0.146261E-07   0.662179E-05  -0.129475E-05
   632   0.253408E+04   0.374505E+02   0.531251E-03   0.200932E+02   0.145862E-07   0.668098E-05  -0.130972E-05
   633   0.252375E+04   0.378243E+02   0.528075E-03   0.186627E+02   0.145464E-07   0.674092E-05  -0.132450E-05
   634   0.251367E+04   0.381931E+02   0.524926E-03   0.171967E+02   0.145068E-07   0.680160E-05  -0.133910E-05
   635   0.250377E+04   0.385599E+02   0.521805E-03   0.156956E+02   0.144674E-07   0.686301E-05  -0.135350E-05
   636   0.249390E+04   0.389237E+02   0.518716E-03   0.141603E+02   0.144281E-07   0.692514E-05  -0.136770E-05
   637   0.248429E+04   0.392818E+02   0.515662E-03   0.125902E+02   0.143889E-07   0.698797E-05  -0.138169E-05
   638   0.247486E+04   0.396376E+02   0.512644E-03   0.109875E+02   0.143500E-07   0.705150E-05  -0.139546E-05
   639   0.246562E+04   0.399882E+02   0.509666E-03   0.935127E+01   0.143111E-07   0.711571E-05  -0.140901E-05
   640   0.245657E+04   0.403357E+02   0.506729E-03   0.768326E+01   0.142724E-07   0.718059E-05  -0.142232E-05
   641   0.244770E+04   0.406787E+02   0.503837E-03   0.598347E+01   0.142339E-07   0.724613E-05  -0.143540E-05
   642   0.243895E+04   0.410164E+02   0.500992E-03   0.425275E+01   0.141955E-07   0.731231E-05  -0.144823E-05
   643   0.243046E+04   0.413510E+02   0.498196E-03   0.249165E+01   0.141573E-07   0.737912E-05  -0.146080E-05
   644   0.242224E+04   0.416786E+02   0.495452E-03   0.700918E+00   0.141192E-07   0.744656E-05  -0.147312E-05
   645   0.241414E+04   0.420023E+02   0.492763E-03  -0.111909E+01   0.140813E-07   0.751461E-05  -0.148516E-05
   646   0.240624E+04   0.423212E+02   0.490131E-03  -0.296763E+01   0.140435E-07   0.758325E-05  -0.149693E-05
   647   0.239868E+04   0.426346E+02   0.487558E-03  -0.484449E+01   0.140059E-07   0.765248E-05  -0.150841E-05
   648   0.239118E+04   0.429431E+02   0.485047E-03  -0.674765E+01   0.139684E-07   0.772228E-05  -0.151961E-05
   649   0.238402E+04   0.432453E+02   0.482601E-03  -0.867781E+01   0.139310E-07   0.779265E-05  -0.153050E-05
   650   0.237706E+04   0.435418E+02   0.480223E-03  -0.106334E+02   0.138938E-07   0.786356E-05  -0.154109E-05
   651   0.237031E+04   0.438341E+02   0.477913E-03  -0.126143E+02   0.138567E-07   0.793501E-05  -0.155136E-05
   652   0.236376E+04   0.441199E+02   0.475671E-03  -0.146196E+02   0.138198E-07   0.800698E-05  -0.156132E-05
   653   0.235757E+04   0.443986E+02   0.473497E-03  -0.166475E+02   0.137830E-07   0.807943E-05  -0.157097E-05
   654   0.235150E+04   0.446722E+02   0.471388E-03  -0.186971E+02   0.137464E-07   0.815235E-05  -0.158030E-05
   655   0.234564E+04   0.449400E+02   0.469344E-03  -0.207689E+02   0.137099E-07   0.822571E-05  -0.158932E-05
   656   0.234013E+04   0.452014E+02   0.467363E-03  -0.228611E+02   0.136735E-07   0.829949E-05  -0.159802E-05
   657   0.233483E+04   0.454561E+02   0.465444E-03  -0.249720E+02   0.136373E-07   0.837365E-05  -0.160641E-05
   658   0.232966E+04   0.457051E+02   0.463585E-03  -0.271021E+02   0.136012E-07   0.844819E-05  -0.161448E-05
   659   0.232492E+04   0.459475E+02   0.461786E-03  -0.292497E+02   0.135653E-07   0.852307E-05  -0.162224E-05
   660   0.232038E+04   0.461825E+02   0.460044E-03  -0.314139E+02   0.135295E-07   0.859827E-05  -0.162968E-05
   661   0.231605E+04   0.464110E+02   0.458359E-03  -0.335927E+02   0.134938E-07   0.867377E-05  -0.163681E-05
   662   0.231200E+04   0.466335E+02   0.456729E-03  -0.357876E+02   0.134582E-07   0.874954E-05  -0.164362E-05
   663   0.230816E+04   0.468495E+02   0.455153E-03  -0.379968E+02   0.134228E-07   0.882555E-05  -0.165011E-05
   664   0.230459E+04   0.470572E+02   0.453629E-03  -0.402179E+02   0.133876E-07   0.890179E-05  -0.165629E-05
   665   0.230124E+04   0.472583E+02   0.452157E-03  -0.424512E+02   0.133524E-07   0.897823E-05  -0.166215E-05
   666   0.229816E+04   0.474527E+02   0.450735E-03  -0.446951E+02   0.133174E-07   0.905484E-05  -0.166770E-05
   667   0.229537E+04   0.476397E+02   0.449362E-03  -0.469494E+02   0.132826E-07   0.913160E-05  -0.167293E-05
   668   0.229271E+04   0.478199E+02   0.448036E-03  -0.492131E+02   0.132478E-07   0.920849E-05  -0.167784E-05
   669   0.229049E+04   0.479926E+02   0.446756E-03  -0.514844E+02   0.132132E-07   0.928548E-05  -0.168243E-05
   670   0.228839E+04   0.481579E+02   0.445521E-03  -0.537616E+02   0.131788E-07   0.936255E-05  -0.168671E-05
   671   0.228666E+04   0.483171E+02   0.444329E-03  -0.560460E+02   0.131444E-07   0.943968E-05  -0.169066E-05
   672   0.228506E+04   0.484672E+02   0.443179E-03  -0.583358E+02   0.131102E-07   0.951683E-05  -0.169430E-05
   673   0.228382E+04   0.486113E+02   0.442071E-03  -0.606286E+02   0.130761E-07   0.959399E-05  -0.169762E-05
   674   0.228278E+04   0.487471E+02   0.441001E-03  -0.629248E+02   0.130421E-07   0.967113E-05  -0.170063E-05
   675   0.228203E+04   0.488753E+02   0.439970E-03  -0.652235E+02   0.130083E-07   0.974823E-05  -0.170331E-05
   676   0.228149E+04   0.489959E+02   0.438976E-03  -0.675223E+02   0.129746E-07   0.982526E-05  -0.170568E-05
   677   0.228124E+04   0.491089E+02   0.438017E-03  -0.698215E+02   0.129410E-07   0.990220E-05  -0.170772E-05
   678   0.228127E+04   0.492135E+02   0.437092E-03  -0.721203E+02   0.129076E-07   0.997902E-05  -0.170945E-05
   679   0.228151E+04   0.493112E+02   0.436201E-03  -0.744169E+02   0.128743E-07   0.100557E-04  -0.171086E-05
   680   0.228211E+04   0.494013E+02   0.435341E-03  -0.767110E+02   0.128411E-07   0.101322E-04  -0.171195E-05
   681   0.228292E+04   0.494829E+02   0.434511E-03  -0.790002E+02   0.128080E-07   0.102086E-04  -0.171272E-05
   682   0.228394E+04   0.495560E+02   0.433710E-03  -0.812858E+02   0.127750E-07   0.102847E-04  -0.171317E-05
   683   0.228533E+04   0.496229E+02   0.432937E-03  -0.835667E+02   0.127422E-07   0.103606E-04  -0.171330E-05
   684   0.228685E+04   0.496799E+02   0.432191E-03  -0.858404E+02   0.127095E-07   0.104362E-04  -0.171310E-05
   685   0.228858E+04   0.497298E+02   0.431469E-03  -0.881069E+02   0.126769E-07   0.105115E-04  -0.171259E-05
   686   0.229060E+04   0.497713E+02   0.430771E-03  -0.903568E+02   0.126444E-07   0.105866E-04  -0.171176E-05
   687   0.229298E+04   0.498057E+02   0.430096E-03  -0.926010E+02   0.126121E-07   0.106612E-04  -0.171060E-05
   688   0.229551E+04   0.498308E+02   0.429441E-03  -0.948372E+02   0.125798E-07   0.107356E-04  -0.170913E-05
   689   0.229831E+04   0.498480E+02   0.428807E-03  -0.970577E+02   0.125477E-07   0.108095E-04  -0.170733E-05
   690   0.230134E+04   0.498582E+02   0.428191E-03  -0.992696E+02   0.125157E-07   0.108831E-04  -0.170521E-05
   691   0.230465E+04   0.498583E+02   0.427592E-03  -0.101465E+03   0.124838E-07   0.109562E-04  -0.170277E-05
   692   0.230817E+04   0.498520E+02   0.427009E-03  -0.103644E+03   0.124521E-07   0.110289E-04  -0.170001E-05
   693   0.231198E+04   0.498371E+02   0.426440E-03  -0.105814E+03   0.124204E-07   0.111011E-04  -0.169693E-05
   694   0.231594E+04   0.498136E+02   0.425885E-03  -0.107960E+03   0.123889E-07   0.111728E-04  -0.169352E-05
   695   0.232025E+04   0.497836E+02   0.425342E-03  -0.110088E+03   0.123575E-07   0.112439E-04  -0.168979E-05
   696   0.232479E+04   0.497442E+02   0.424809E-03  -0.112214E+03   0.123262E-07   0.113145E-04  -0.168574E-05
   697   0.232953E+04   0.496968E+02   0.424286E-03  -0.114307E+03   0.122950E-07   0.113846E-04  -0.168136E-05
   698   0.233450E+04   0.496407E+02   0.423770E-03  -0.116382E+03   0.122639E-07   0.114540E-04  -0.167666E-05
   699   0.233968E+04   0.495774E+02   0.423261E-03  -0.118432E+03   0.122330E-07   0.115228E-04  -0.167164E-05
   700   0.234515E+04   0.495054E+02   0.422758E-03  -0.120463E+03   0.122021E-07   0.115910E-04  -0.166629E-05
   701   0.235083E+04   0.494253E+02   0.422258E-03  -0.122475E+03   0.121714E-07   0.116585E-04  -0.166063E-05
   702   0.235673E+04   0.493380E+02   0.421762E-03  -0.124454E+03   0.121408E-07   0.117253E-04  -0.165464E-05
   703   0.236285E+04   0.492419E+02   0.421269E-03  -0.126429E+03   0.121102E-07   0.117913E-04  -0.164834E-05
   704   0.236918E+04   0.491387E+02   0.420778E-03  -0.128362E+03   0.120798E-07   0.118567E-04  -0.164174E-05
   705   0.237564E+04   0.490267E+02   0.420287E-03  -0.130269E+03   0.120495E-07   0.119212E-04  -0.163483E-05
   706   0.238239E+04   0.489076E+02   0.419798E-03  -0.132156E+03   0.120193E-07   0.119849E-04  -0.162763E-05
   707   0.238928E+04   0.487806E+02   0.419308E-03  -0.134016E+03   0.119893E-07   0.120478E-04  -0.162015E-05
   708   0.239653E+04   0.486465E+02   0.418817E-03  -0.135833E+03   0.119593E-07   0.121098E-04  -0.161238E-05
   709   0.240383E+04   0.485046E+02   0.418324E-03  -0.137639E+03   0.119294E-07   0.121710E-04  -0.160433E-05
   710   0.241141E+04   0.483548E+02   0.417830E-03  -0.139409E+03   0.118996E-07   0.122312E-04  -0.159602E-05
   711   0.241913E+04   0.481980E+02   0.417332E-03  -0.141144E+03   0.118700E-07   0.122905E-04  -0.158744E-05
   712   0.242705E+04   0.480342E+02   0.416830E-03  -0.142858E+03   0.118404E-07   0.123488E-04  -0.157860E-05
   713   0.243525E+04   0.478626E+02   0.416324E-03  -0.144530E+03   0.118110E-07   0.124061E-04  -0.156951E-05
   714   0.244342E+04   0.476847E+02   0.415813E-03  -0.146173E+03   0.117816E-07   0.124624E-04  -0.156017E-05
   715   0.245187E+04   0.474992E+02   0.415296E-03  -0.147787E+03   0.117524E-07   0.125177E-04  -0.155059E-05
   716   0.246052E+04   0.473067E+02   0.414772E-03  -0.149366E+03   0.117233E-07   0.125718E-04  -0.154078E-05
   717   0.246930E+04   0.471080E+02   0.414241E-03  -0.150901E+03   0.116942E-07   0.126249E-04  -0.153074E-05
   718   0.247820E+04   0.469024E+02   0.413702E-03  -0.152414E+03   0.116653E-07   0.126768E-04  -0.152048E-05
   719   0.248729E+04   0.466885E+02   0.413155E-03  -0.153876E+03   0.116365E-07   0.127276E-04  -0.151000E-05
   720   0.249644E+04   0.464692E+02   0.412598E-03  -0.155316E+03   0.116078E-07   0.127772E-04  -0.149931E-05
   721   0.250592E+04   0.462446E+02   0.412030E-03  -0.156705E+03   0.115791E-07   0.128255E-04  -0.148842E-05
   722   0.251538E+04   0.460124E+02   0.411452E-03  -0.158056E+03   0.115506E-07   0.128727E-04  -0.147732E-05
   723   0.252502E+04   0.457749E+02   0.410863E-03  -0.159377E+03   0.115222E-07   0.129185E-04  -0.146604E-05
   724   0.253479E+04   0.455306E+02   0.410261E-03  -0.160661E+03   0.114939E-07   0.129631E-04  -0.145456E-05
   725   0.254467E+04   0.452811E+02   0.409646E-03  -0.161900E+03   0.114656E-07   0.130063E-04  -0.144291E-05
   726   0.255473E+04   0.450271E+02   0.409018E-03  -0.163094E+03   0.114375E-07   0.130482E-04  -0.143108E-05
   727   0.256484E+04   0.447656E+02   0.408375E-03  -0.164257E+03   0.114095E-07   0.130887E-04  -0.141909E-05
   728   0.257506E+04   0.444975E+02   0.407717E-03  -0.165375E+03   0.113816E-07   0.131278E-04  -0.140692E-05
   729   0.258539E+04   0.442250E+02   0.407044E-03  -0.166454E+03   0.113537E-07   0.131655E-04  -0.139461E-05
   730   0.259576E+04   0.439473E+02   0.406354E-03  -0.167488E+03   0.113260E-07   0.132017E-04  -0.138214E-05
   731   0.260638E+04   0.436630E+02   0.405646E-03  -0.168475E+03   0.112983E-07   0.132364E-04  -0.136953E-05
   732   0.261696E+04   0.433758E+02   0.404921E-03  -0.169416E+03   0.112708E-07   0.132697E-04  -0.135677E-05
   733   0.262773E+04   0.430821E+02   0.404177E-03  -0.170326E+03   0.112433E-07   0.133013E-04  -0.134389E-05
   734   0.263852E+04   0.427840E+02   0.403414E-03  -0.171174E+03   0.112160E-07   0.133314E-04  -0.133087E-05
   735   0.264942E+04   0.424802E+02   0.402631E-03  -0.171998E+03   0.111887E-07   0.133600E-04  -0.131774E-05
   736   0.266028E+04   0.421721E+02   0.401827E-03  -0.172760E+03   0.111616E-07   0.133869E-04  -0.130449E-05
