#    L    TT             EE             BB             TE             PP             TP             EP          
   592   0.305123E+04   0.219493E+02   0.834168E-03   0.443206E+02   0.165161E-07   0.507558E-05  -0.658609E-06
   593   0.303910E+04   0.223294E+02   0.831281E-03   0.445888E+02   0.164688E-07   0.509957E-05  -0.675337E-06
   594   0.302679E+04   0.227120E+02   0.828324E-03   0.448116E+02   0.164217E-07   0.512408E-05  -0.692096E-06
   595   0.301445E+04   0.230963E+02   0.825298E-03   0.449912E+02   0.163748E-07   0.514919E-05  -0.708890E-06
   596   0.300215E+04   0.234852E+02   0.822201E-03   0.451252E+02   0.163281E-07   0.517501E-05  -0.725723E-06
   597   0.298976E+04   0.238743E+02   0.819034E-03   0.452147E+02   0.162816E-07   0.520161E-05  -0.742599E-06
   598   0.297749E+04   0.242672E+02   0.815795E-03   0.452590E+02   0.162353E-07   0.522909E-05  -0.759523E-06
   599   0.296504E+04   0.246624E+02   0.812484E-03   0.452584E+02   0.161892E-07   0.525755E-05  -0.776497E-06
   600   0.295250E+04   0.250600E+02   0.809101E-03   0.452115E+02   0.161432E-07   0.528707E-05  -0.793527E-06
   601   0.293994E+04   0.254599E+02   0.805645E-03   0.451187E+02   0.160974E-07   0.531772E-05  -0.810615E-06
   602   0.292736E+04   0.258606E+02   0.802120E-03   0.449794E+02   0.160519E-07   0.534952E-05  -0.827755E-06
   603   0.291468E+04   0.262642E+02   0.798529E-03   0.447958E+02   0.160065E-07   0.538244E-05  -0.844939E-06
   604   0.290214E+04   0.266685E+02   0.794874E-03   0.445658E+02   0.159612E-07   0.541648E-05  -0.862159E-06
   605   0.288950E+04   0.270742E+02   0.791159E-03   0.442903E+02   0.159162E-07   0.545163E-05  -0.879410E-06
   606   0.287693E+04   0.274813E+02   0.787388E-03   0.439693E+02   0.158714E-07   0.548787E-05  -0.896681E-06
   607   0.286412E+04   0.278896E+02   0.783564E-03   0.436029E+02   0.158267E-07   0.552519E-05  -0.913967E-06
   608   0.285153E+04   0.282992E+02   0.779689E-03   0.431911E+02   0.157822E-07   0.556357E-05  -0.931259E-06
   609   0.283900E+04   0.287086E+02   0.775767E-03   0.427340E+02   0.157379E-07   0.560301E-05  -0.948550E-06
   610   0.282639E+04   0.291183E+02   0.771802E-03   0.422318E+02   0.156937E-07   0.564349E-05  -0.965833E-06
   611   0.281385E+04   0.295292E+02   0.767796E-03   0.416852E+02   0.156497E-07   0.568500E-05  -0.983099E-06
   612   0.280137E+04   0.299412E+02   0.763753E-03   0.410950E+02   0.156060E-07   0.572753E-05  -0.100034E-05
   613   0.278882E+04   0.303505E+02   0.759676E-03   0.404592E+02   0.155623E-07   0.577106E-05  -0.101755E-05
   614   0.277642E+04   0.307616E+02   0.755568E-03   0.397792E+02   0.155189E-07   0.581558E-05  -0.103472E-05
   615   0.276402E+04   0.311713E+02   0.751433E-03   0.390558E+02   0.154756E-07   0.586108E-05  -0.105185E-05
   616   0.275170E+04   0.315820E+02   0.747273E-03   0.382893E+02   0.154325E-07   0.590755E-05  -0.106892E-05
   617   0.273953E+04   0.319921E+02   0.743093E-03   0.374795E+02   0.153896E-07   0.595497E-05  -0.108593E-05
   618   0.272736E+04   0.324016E+02   0.738895E-03   0.366260E+02   0.153469E-07   0.600334E-05  -0.110287E-05
   619   0.271521E+04   0.328110E+02   0.734682E-03   0.357316E+02   0.153043E-07   0.605263E-05  -0.111973E-05
   620   0.270328E+04   0.332175E+02   0.730458E-03   0.347943E+02   0.152619E-07   0.610284E-05  -0.113651E-05
   621   0.269129E+04   0.336240E+02   0.726227E-03   0.338149E+02   0.152196E-07   0.615396E-05  -0.115319E-05
   622   0.267946E+04   0.340289E+02   0.721990E-03   0.327934E+02   0.151776E-07   0.620597E-05  -0.116978E-05
   623   0.266779E+04   0.344314E+02   0.717752E-03   0.317322E+02   0.151357E-07   0.625885E-05  -0.118626E-05
   624   0.265614E+04   0.348323E+02   0.713516E-03   0.306298E+02   0.150939E-07   0.631261E-05  -0.120262E-05
   625   0.264458E+04   0.352315E+02   0.709284E-03   0.294864E+02   0.150523E-07   0.636722E-05  -0.121886E-05
   626   0.263319E+04   0.356289E+02   0.705061E-03   0.283035E+02   0.150109E-07   0.642267E-05  -0.123497E-05
   627   0.262196E+04   0.360239E+02   0.700850E-03   0.270811E+02   0.149697E-07   0.647895E-05  -0.125094E-05
   628   0.261083E+04   0.364162E+02   0.696653E-03   0.258194E+02   0.149286E-07   0.653605E-05  -0.126677E-05
   629   0.259987E+04   0.368059E+02   0.692474E-03   0.245191E+02   0.148877E-07   0.659395E-05  -0.128245E-05
   630   0.258894E+04   0.371930E+02   0.688317E-03   0.231796E+02   0.148469E-07   0.665264E-05  -0.129796E-05
   631   0.257818E+04   0.375774E+02   0.684183E-03   0.218040E+02   0.148063E-07   0.671212E-05  -0.131331E-05
   632   0.256767E+04   0.379583E+02   0.680078E-03   0.203900E+02   0.147659E-07   0.677236E-05  -0.132848E-05
   633   0.255720E+04   0.383371E+02   0.676003E-03   0.189401E+02   0.147256E-07   0.683335E-05  -0.134346E-05
   634   0.254697E+04   0.387109E+02   0.671963E-03   0.174542E+02   0.146855E-07   0.689509E-05  -0.135826E-05
   635   0.253693E+04   0.390826E+02   0.667960E-03   0.159329E+02   0.146455E-07   0.695756E-05  -0.137286E-05
   636   0.252692E+04   0.394513E+02   0.663998E-03   0.143768E+02   0.146057E-07   0.702075E-05  -0.138725E-05
   637   0.251717E+04   0.398142E+02   0.660080E-03   0.127854E+02   0.145660E-07   0.708463E-05  -0.140143E-05
   638   0.250761E+04   0.401747E+02   0.656209E-03   0.111611E+02   0.145265E-07   0.714922E-05  -0.141539E-05
   639   0.249824E+04   0.405300E+02   0.652388E-03   0.950280E+01   0.144872E-07   0.721448E-05  -0.142911E-05
   640   0.248905E+04   0.408823E+02   0.648621E-03   0.781229E+01   0.144480E-07   0.728041E-05  -0.144261E-05
   641   0.248006E+04   0.412299E+02   0.644911E-03   0.608958E+01   0.144090E-07   0.734699E-05  -0.145586E-05
   642   0.247118E+04   0.415721E+02   0.641262E-03   0.433553E+01   0.143701E-07   0.741422E-05  -0.146885E-05
   643   0.246257E+04   0.419111E+02   0.637675E-03   0.255070E+01   0.143313E-07   0.748207E-05  -0.148159E-05
   644   0.245424E+04   0.422431E+02   0.634155E-03   0.735825E+00   0.142928E-07   0.755055E-05  -0.149406E-05
   645   0.244602E+04   0.425711E+02   0.630706E-03  -0.110871E+01   0.142543E-07   0.761963E-05  -0.150626E-05
   646   0.243801E+04   0.428942E+02   0.627329E-03  -0.298216E+01   0.142160E-07   0.768930E-05  -0.151817E-05
   647   0.243034E+04   0.432117E+02   0.624028E-03  -0.488431E+01   0.141779E-07   0.775955E-05  -0.152980E-05
   648   0.242273E+04   0.435244E+02   0.620808E-03  -0.681314E+01   0.141399E-07   0.783037E-05  -0.154113E-05
   649   0.241547E+04   0.438306E+02   0.617670E-03  -0.876933E+01   0.141021E-07   0.790174E-05  -0.155215E-05
   650   0.240841E+04   0.441310E+02   0.614618E-03  -0.107513E+02   0.140644E-07   0.797366E-05  -0.156286E-05
   651   0.240156E+04   0.444271E+02   0.611655E-03  -0.127590E+02   0.140268E-07   0.804610E-05  -0.157325E-05
   652   0.239492E+04   0.447167E+02   0.608780E-03  -0.147913E+02   0.139894E-07   0.811905E-05  -0.158333E-05
   653   0.238864E+04   0.449990E+02   0.605990E-03  -0.168467E+02   0.139521E-07   0.819249E-05  -0.159308E-05
   654   0.238249E+04   0.452762E+02   0.603285E-03  -0.189240E+02   0.139150E-07   0.826638E-05  -0.160251E-05
   655   0.237654E+04   0.455476E+02   0.600663E-03  -0.210238E+02   0.138780E-07   0.834070E-05  -0.161162E-05
   656   0.237095E+04   0.458123E+02   0.598121E-03  -0.231443E+02   0.138412E-07   0.841544E-05  -0.162042E-05
   657   0.236558E+04   0.460704E+02   0.595659E-03  -0.252838E+02   0.138045E-07   0.849055E-05  -0.162889E-05
   658   0.236033E+04   0.463226E+02   0.593274E-03  -0.274428E+02   0.137679E-07   0.856604E-05  -0.163704E-05
   659   0.235552E+04   0.465682E+02   0.590965E-03  -0.296195E+02   0.137315E-07   0.864185E-05  -0.164487E-05
   660   0.235092E+04   0.468063E+02   0.588731E-03  -0.318129E+02   0.136952E-07   0.871798E-05  -0.165238E-05
   661   0.234653E+04   0.470377E+02   0.586569E-03  -0.340213E+02   0.136591E-07   0.879441E-05  -0.165957E-05
   662   0.234242E+04   0.472631E+02   0.584478E-03  -0.362459E+02   0.136231E-07   0.887109E-05  -0.166643E-05
   663   0.233852E+04   0.474818E+02   0.582456E-03  -0.384850E+02   0.135872E-07   0.894802E-05  -0.167298E-05
   664   0.233490E+04   0.476923E+02   0.580501E-03  -0.407361E+02   0.135515E-07   0.902516E-05  -0.167920E-05
   665   0.233150E+04   0.478960E+02   0.578613E-03  -0.429997E+02   0.135159E-07   0.910250E-05  -0.168511E-05
   666   0.232838E+04   0.480929E+02   0.576788E-03  -0.452741E+02   0.134804E-07   0.918000E-05  -0.169069E-05
   667   0.232555E+04   0.482822E+02   0.575026E-03  -0.475589E+02   0.134451E-07   0.925765E-05  -0.169595E-05
   668   0.232285E+04   0.484647E+02   0.573324E-03  -0.498532E+02   0.134099E-07   0.933542E-05  -0.170089E-05
   669   0.232059E+04   0.486397E+02   0.571682E-03  -0.521553E+02   0.133749E-07   0.941329E-05  -0.170550E-05
   670   0.231847E+04   0.488070E+02   0.570097E-03  -0.544633E+02   0.133399E-07   0.949123E-05  -0.170979E-05
   671   0.231670E+04   0.489683E+02   0.568568E-03  -0.567786E+02   0.133051E-07   0.956922E-05  -0.171377E-05
   672   0.231508E+04   0.491204E+02   0.567093E-03  -0.590994E+02   0.132705E-07   0.964723E-05  -0.171741E-05
   673   0.231381E+04   0.492663E+02   0.565670E-03  -0.614232E+02   0.132359E-07   0.972524E-05  -0.172074E-05
   674   0.231276E+04   0.494038E+02   0.564298E-03  -0.637505E+02   0.132015E-07   0.980323E-05  -0.172374E-05
   675   0.231200E+04   0.495337E+02   0.562974E-03  -0.660803E+02   0.131673E-07   0.988117E-05  -0.172643E-05
   676   0.231145E+04   0.496558E+02   0.561698E-03  -0.684102E+02   0.131331E-07   0.995904E-05  -0.172878E-05
   677   0.231118E+04   0.497702E+02   0.560468E-03  -0.707405E+02   0.130991E-07   0.100368E-04  -0.173082E-05
   678   0.231121E+04   0.498762E+02   0.559281E-03  -0.730704E+02   0.130652E-07   0.101145E-04  -0.173253E-05
   679   0.231145E+04   0.499751E+02   0.558137E-03  -0.753980E+02   0.130315E-07   0.101920E-04  -0.173392E-05
   680   0.231205E+04   0.500662E+02   0.557033E-03  -0.777231E+02   0.129978E-07   0.102693E-04  -0.173498E-05
   681   0.231287E+04   0.501488E+02   0.555969E-03  -0.800432E+02   0.129643E-07   0.103465E-04  -0.173573E-05
   682   0.231390E+04   0.502229E+02   0.554941E-03  -0.823597E+02   0.129309E-07   0.104234E-04  -0.173614E-05
   683   0.231529E+04   0.502906E+02   0.553949E-03  -0.846713E+02   0.128977E-07   0.105001E-04  -0.173624E-05
   684   0.231683E+04   0.503483E+02   0.552990E-03  -0.869758E+02   0.128645E-07   0.105765E-04  -0.173601E-05
   685   0.231858E+04   0.503988E+02   0.552064E-03  -0.892727E+02   0.128315E-07   0.106526E-04  -0.173545E-05
   686   0.232063E+04   0.504408E+02   0.551168E-03  -0.915531E+02   0.127986E-07   0.107285E-04  -0.173458E-05
   687   0.232303E+04   0.504755E+02   0.550301E-03  -0.938276E+02   0.127658E-07   0.108040E-04  -0.173337E-05
   688   0.232558E+04   0.505009E+02   0.549461E-03  -0.960939E+02   0.127332E-07   0.108791E-04  -0.173185E-05
   689   0.232842E+04   0.505184E+02   0.548647E-03  -0.983443E+02   0.127007E-07   0.109538E-04  -0.173000E-05
   690   0.233148E+04   0.505286E+02   0.547856E-03  -0.100586E+03   0.126682E-07   0.110282E-04  -0.172782E-05
   691   0.233483E+04   0.505287E+02   0.547087E-03  -0.102811E+03   0.126359E-07   0.111021E-04  -0.172532E-05
   692   0.233840E+04   0.505222E+02   0.546339E-03  -0.105020E+03   0.126038E-07   0.111755E-04  -0.172250E-05
   693   0.234225E+04   0.505071E+02   0.545609E-03  -0.107219E+03   0.125717E-07   0.112485E-04  -0.171935E-05
   694   0.234626E+04   0.504831E+02   0.544896E-03  -0.109393E+03   0.125398E-07   0.113209E-04  -0.171587E-05
   695   0.235062E+04   0.504526E+02   0.544198E-03  -0.111550E+03   0.125080E-07   0.113928E-04  -0.171207E-05
   696   0.235521E+04   0.504126E+02   0.543515E-03  -0.113704E+03   0.124762E-07   0.114642E-04  -0.170794E-05
   697   0.236002E+04   0.503646E+02   0.542842E-03  -0.115825E+03   0.124447E-07   0.115350E-04  -0.170349E-05
   698   0.236504E+04   0.503076E+02   0.542181E-03  -0.117928E+03   0.124132E-07   0.116052E-04  -0.169871E-05
   699   0.237029E+04   0.502434E+02   0.541528E-03  -0.120005E+03   0.123818E-07   0.116748E-04  -0.169361E-05
   700   0.237582E+04   0.501703E+02   0.540881E-03  -0.122063E+03   0.123506E-07   0.117437E-04  -0.168818E-05
   701   0.238158E+04   0.500890E+02   0.540240E-03  -0.124103E+03   0.123194E-07   0.118119E-04  -0.168243E-05
   702   0.238756E+04   0.500004E+02   0.539603E-03  -0.126108E+03   0.122884E-07   0.118795E-04  -0.167635E-05
   703   0.239375E+04   0.499029E+02   0.538970E-03  -0.128109E+03   0.122575E-07   0.119463E-04  -0.166997E-05
   704   0.240016E+04   0.497981E+02   0.538339E-03  -0.130068E+03   0.122267E-07   0.120123E-04  -0.166327E-05
   705   0.240671E+04   0.496846E+02   0.537710E-03  -0.132000E+03   0.121960E-07   0.120776E-04  -0.165627E-05
   706   0.241355E+04   0.495638E+02   0.537081E-03  -0.133912E+03   0.121654E-07   0.121421E-04  -0.164898E-05
   707   0.242052E+04   0.494349E+02   0.536452E-03  -0.135796E+03   0.121349E-07   0.122057E-04  -0.164139E-05
   708   0.242786E+04   0.492989E+02   0.535822E-03  -0.137638E+03   0.121046E-07   0.122684E-04  -0.163352E-05
   709   0.243526E+04   0.491549E+02   0.535190E-03  -0.139467E+03   0.120743E-07   0.123303E-04  -0.162538E-05
   710   0.244294E+04   0.490030E+02   0.534555E-03  -0.141261E+03   0.120441E-07   0.123912E-04  -0.161696E-05
   711   0.245076E+04   0.488439E+02   0.533916E-03  -0.143019E+03   0.120141E-07   0.124512E-04  -0.160827E-05
   712   0.245878E+04   0.486777E+02   0.533272E-03  -0.144756E+03   0.119842E-07   0.125102E-04  -0.159932E-05
   713   0.246708E+04   0.485037E+02   0.532623E-03  -0.146450E+03   0.119543E-07   0.125682E-04  -0.159012E-05
   714   0.247537E+04   0.483233E+02   0.531966E-03  -0.148114E+03   0.119246E-07   0.126252E-04  -0.158067E-05
   715   0.248393E+04   0.481351E+02   0.531303E-03  -0.149750E+03   0.118950E-07   0.126811E-04  -0.157098E-05
   716   0.249269E+04   0.479399E+02   0.530631E-03  -0.151350E+03   0.118655E-07   0.127359E-04  -0.156105E-05
   717   0.250158E+04   0.477384E+02   0.529950E-03  -0.152905E+03   0.118361E-07   0.127896E-04  -0.155090E-05
   718   0.251059E+04   0.475300E+02   0.529258E-03  -0.154438E+03   0.118068E-07   0.128421E-04  -0.154051E-05
   719   0.251981E+04   0.473131E+02   0.528555E-03  -0.155920E+03   0.117776E-07   0.128935E-04  -0.152991E-05
   720   0.252907E+04   0.470907E+02   0.527840E-03  -0.157379E+03   0.117485E-07   0.129437E-04  -0.151910E-05
   721   0.253868E+04   0.468629E+02   0.527113E-03  -0.158786E+03   0.117195E-07   0.129926E-04  -0.150807E-05
   722   0.254826E+04   0.466275E+02   0.526371E-03  -0.160155E+03   0.116906E-07   0.130403E-04  -0.149685E-05
   723   0.255803E+04   0.463867E+02   0.525615E-03  -0.161494E+03   0.116618E-07   0.130868E-04  -0.148543E-05
   724   0.256792E+04   0.461390E+02   0.524843E-03  -0.162794E+03   0.116331E-07   0.131319E-04  -0.147383E-05
   725   0.257793E+04   0.458861E+02   0.524054E-03  -0.164050E+03   0.116045E-07   0.131756E-04  -0.146204E-05
   726   0.258813E+04   0.456285E+02   0.523248E-03  -0.165260E+03   0.115760E-07   0.132180E-04  -0.145007E-05
   727   0.259837E+04   0.453634E+02   0.522424E-03  -0.166438E+03   0.115476E-07   0.132590E-04  -0.143794E-05
   728   0.260872E+04   0.450916E+02   0.521580E-03  -0.167571E+03   0.115193E-07   0.132986E-04  -0.142564E-05
   729   0.261918E+04   0.448153E+02   0.520716E-03  -0.168664E+03   0.114911E-07   0.133368E-04  -0.141318E-05
   730   0.262969E+04   0.445338E+02   0.519831E-03  -0.169712E+03   0.114631E-07   0.133734E-04  -0.140056E-05
   731   0.264045E+04   0.442456E+02   0.518924E-03  -0.170712E+03   0.114351E-07   0.134086E-04  -0.138780E-05
   732   0.265117E+04   0.439545E+02   0.517994E-03  -0.171666E+03   0.114072E-07   0.134422E-04  -0.137490E-05
   733   0.266207E+04   0.436568E+02   0.517040E-03  -0.172588E+03   0.113793E-07   0.134743E-04  -0.136186E-05
   734   0.267300E+04   0.433546E+02   0.516061E-03  -0.173448E+03   0.113516E-07   0.135048E-04  -0.134870E-05
   735   0.268404E+04   0.430467E+02   0.515057E-03  -0.174282E+03   0.113240E-07   0.135336E-04  -0.133541E-05
   736   0.269504E+04   0.427344E+02   0.514026E-03  -0.175055E+03   0.112965E-07   0.135608E-04  -0.132200E-05
   737   0.270621E+04   0.424186E+02   0.512968E-03  -0.175794E+03   0.112691E-07   0.135864E-04  -0.130848E-05
   738   0.271734E+04   0.420984E+02   0.511881E-03  -0.176471E+03   0.112417E-07   0.136103E-04  -0.129486E-05
   739   0.272857E+04   0.417733E+02   0.510765E-03  -0.177107E+03   0.112145E-07   0.136324E-04  -0.128113E-05
   740   0.273982E+04   0.414440E+02   0.509619E-03  -0.177703E+03   0.111874E-07   0.136528E-04  -0.126732E-05
   741   0.275117E+04   0.411097E+02   0.508442E-03  -0.178250E+03   0.111603E-07   0.136714E-04  -0.125341E-05
   742   0.276254E+04   0.407742E+02   0.507233E-03  -0.178741E+03   0.111333E-07   0.136881E-04  -0.123943E-05
   743   0.277394E+04   0.404352E+02   0.505991E-03  -0.179191E+03   0.111065E-07   0.137031E-04  -0.122537E-05
   744   0.278543E+04   0.400914E+02   0.504715E-03  -0.179584E+03   0.110797E-07   0.137162E-04  -0.121124E-05
   745   0.279686E+04   0.397443E+02   0.503404E-03  -0.179944E+03   0.110530E-07   0.137274E-04  -0.119704E-05
   746   0.280824E+04   0.393945E+02   0.502058E-03  -0.180231E+03   0.110264E-07   0.137367E-04  -0.118279E-05
   747   0.281963E+04   0.390406E+02   0.500675E-03  -0.180484E+03   0.109999E-07   0.137440E-04  -0.116849E-05
   748   0.283112E+04   0.386850E+02   0.499255E-03  -0.180688E+03   0.109735E-07   0.137493E-04  -0.115414E-05
   749   0.284262E+04   0.383246E+02   0.497796E-03  -0.180849E+03   0.109471E-07   0.137527E-04  -0.113975E-05
   750   0.285406E+04   0.379632E+02   0.496298E-03  -0.180952E+03   0.109209E-07   0.137540E-04  -0.112533E-05
   751   0.286551E+04   0.375985E+02   0.494761E-03  -0.181006E+03   0.108947E-07   0.137533E-04  -0.111088E-05
   752   0.287697E+04   0.372329E+02   0.493184E-03  -0.181002E+03   0.108687E-07   0.137506E-04  -0.109641E-05
   753   0.288837E+04   0.368635E+02   0.491571E-03  -0.180955E+03   0.108427E-07   0.137460E-04  -0.108192E-05
   754   0.289970E+04   0.364931E+02   0.489921E-03  -0.180851E+03   0.108168E-07   0.137396E-04  -0.106743E-05
   755   0.291111E+04   0.361205E+02   0.488237E-03  -0.180704E+03   0.107910E-07   0.137314E-04  -0.105294E-05
   756   0.292230E+04   0.357463E+02   0.486520E-03  -0.180508E+03   0.107652E-07   0.137216E-04  -0.103846E-05
   757   0.293365E+04   0.353714E+02   0.484772E-03  -0.180254E+03   0.107396E-07   0.137102E-04  -0.102399E-05
   758   0.294477E+04   0.349944E+02   0.482993E-03  -0.179951E+03   0.107140E-07   0.136972E-04  -0.100954E-05
   759   0.295597E+04   0.346159E+02   0.481185E-03  -0.179605E+03   0.106886E-07   0.136829E-04  -0.995117E-06
   760   0.296702E+04   0.342369E+02   0.479350E-03  -0.179210E+03   0.106632E-07   0.136671E-04  -0.980733E-06
   761   0.297800E+04   0.338573E+02   0.477490E-03  -0.178765E+03   0.106379E-07   0.136501E-04  -0.966391E-06
   762   0.298905E+04   0.334772E+02   0.475604E-03  -0.178271E+03   0.106126E-07   0.136319E-04  -0.952099E-06
   763   0.299986E+04   0.330973E+02   0.473696E-03  -0.177727E+03   0.105875E-07   0.136126E-04  -0.937863E-06
   764   0.301068E+04   0.327163E+02   0.471766E-03  -0.177141E+03   0.105624E-07   0.135922E-04  -0.923691E-06
   765   0.302133E+04   0.323349E+02   0.469816E-03  -0.176499E+03   0.105375E-07   0.135708E-04  -0.909590E-06
   766   0.303198E+04   0.319547E+02   0.467848E-03  -0.175814E+03   0.105126E-07   0.135486E-04  -0.895566E-06
   767   0.304247E+04   0.315749E+02   0.465862E-03  -0.175081E+03   0.104877E-07   0.135255E-04  -0.881628E-06
   768   0.305287E+04   0.311949E+02   0.463860E-03  -0.174291E+03   0.104630E-07   0.135017E-04  -0.867781E-06
   769   0.306319E+04   0.308147E+02   0.461843E-03  -0.173466E+03   0.104384E-07   0.134772E-04  -0.854032E-06
   770   0.307334E+04   0.304365E+02   0.459814E-03  -0.172593E+03   0.104138E-07   0.134522E-04  -0.840390E-06
   771   0.308341E+04   0.300590E+02   0.457773E-03  -0.171671E+03   0.103893E-07   0.134266E-04  -0.826860E-06
   772   0.309330E+04   0.296829E+02   0.455722E-03  -0.170692E+03   0.103649E-07   0.134006E-04  -0.813450E-06
   773   0.310311E+04   0.293082E+02   0.453662E-03  -0.169679E+03   0.103405E-07   0.133743E-04  -0.800168E-06
   774   0.311274E+04   0.289350E+02   0.451594E-03  -0.168625E+03   0.103163E-07   0.133477E-04  -0.787019E-06
   775   0.312236E+04   0.285634E+02   0.449521E-03  -0.167523E+03   0.102921E-07   0.133209E-04  -0.774011E-06
   776   0.313165E+04   0.281942E+02   0.447444E-03  -0.166379E+03   0.102680E-07   0.132940E-04  -0.761152E-06
   777   0.314084E+04   0.278265E+02   0.445363E-03  -0.165186E+03   0.102440E-07   0.132670E-04  -0.748447E-06
   778   0.315009E+04   0.274613E+02   0.443281E-03  -0.163945E+03   0.102200E-07   0.132401E-04  -0.735904E-06
   779   0.315893E+04   0.270986E+02   0.441198E-03  -0.162670E+03   0.101961E-07   0.132133E-04  -0.723531E-06
   780   0.316768E+04   0.267369E+02   0.439117E-03  -0.161347E+03   0.101724E-07   0.131867E-04  -0.711334E-06
   781   0.317632E+04   0.263799E+02   0.437038E-03  -0.159991E+03   0.101486E-07   0.131604E-04  -0.699320E-06
   782   0.318470E+04   0.260248E+02   0.434964E-03  -0.158601E+03   0.101250E-07   0.131344E-04  -0.687497E-06
   783   0.319298E+04   0.256731E+02   0.432895E-03  -0.157155E+03   0.101014E-07   0.131089E-04  -0.675870E-06
   784   0.320107E+04   0.253249E+02   0.430833E-03  -0.155668E+03   0.100779E-07   0.130838E-04  -0.664449E-06
   785   0.320891E+04   0.249793E+02   0.428780E-03  -0.154148E+03   0.100545E-07   0.130594E-04  -0.653238E-06
   786   0.321664E+04   0.246373E+02   0.426736E-03  -0.152566E+03   0.100312E-07   0.130356E-04  -0.642246E-06
   787   0.322410E+04   0.242996E+02   0.424703E-03  -0.150957E+03   0.100079E-07   0.130125E-04  -0.631479E-06
   788   0.323138E+04   0.239647E+02   0.422684E-03  -0.149316E+03   0.998469E-08   0.129903E-04  -0.620945E-06
   789   0.323846E+04   0.236328E+02   0.420678E-03  -0.147641E+03   0.996157E-08   0.129689E-04  -0.610650E-06
   790   0.324543E+04   0.233075E+02   0.418688E-03  -0.145919E+03   0.993851E-08   0.129485E-04  -0.600602E-06
   791   0.325214E+04   0.229852E+02   0.416714E-03  -0.144156E+03   0.991553E-08   0.129292E-04  -0.590807E-06
   792   0.325865E+04   0.226682E+02   0.414760E-03  -0.142368E+03   0.989262E-08   0.129110E-04  -0.581274E-06
   793   0.326489E+04   0.223565E+02   0.412825E-03  -0.140532E+03   0.986978E-08   0.128940E-04  -0.572007E-06
   794   0.327085E+04   0.220494E+02   0.410911E-03  -0.138671E+03   0.984701E-08   0.128782E-04  -0.563016E-06
   795   0.327663E+04   0.217462E+02   0.409020E-03  -0.136770E+03   0.982432E-08   0.128639E-04  -0.554306E-06
   796   0.328235E+04   0.214493E+02   0.407153E-03  -0.134844E+03   0.980169E-08   0.128509E-04  -0.545884E-06
   797   0.328764E+04   0.211563E+02   0.405311E-03  -0.132878E+03   0.977913E-08   0.128395E-04  -0.537759E-06
   798   0.329274E+04   0.208695E+02   0.403496E-03  -0.130886E+03   0.975664E-08   0.128297E-04  -0.529937E-06
   799   0.329763E+04   0.205884E+02   0.401710E-03  -0.128863E+03   0.973422E-08   0.128215E-04  -0.522424E-06
   800   0.330231E+04   0.203121E+02   0.399954E-03  -0.126807E+03   0.971187E-08   0.128151E-04  -0.515228E-06
   801   0.330672E+04   0.200423E+02   0.398228E-03  -0.124726E+03   0.968959E-08   0.128105E-04  -0.508352E-06
   802   0.331077E+04   0.197781E+02   0.396534E-03  -0.122598E+03   0.966738E-08   0.128076E-04  -0.501784E-06
   803   0.331476E+04   0.195189E+02   0.394870E-03  -0.120460E+03   0.964523E-08   0.128063E-04  -0.495507E-06
   804   0.331840E+04   0.192669E+02   0.393236E-03  -0.118284E+03   0.962315E-08   0.128065E-04  -0.489503E-06
   805   0.332190E+04   0.190207E+02   0.391632E-03  -0.116084E+03   0.960114E-08   0.128082E-04  -0.483758E-06
   806   0.332504E+04   0.187802E+02   0.390058E-03  -0.113860E+03   0.957919E-08   0.128111E-04  -0.478255E-06
   807   0.332791E+04   0.185471E+02   0.388512E-03  -0.111613E+03   0.955731E-08   0.128153E-04  -0.472976E-06
   808   0.333049E+04   0.183205E+02   0.386996E-03  -0.109335E+03   0.953550E-08   0.128205E-04  -0.467906E-06
   809   0.333293E+04   0.181005E+02   0.385508E-03  -0.107042E+03   0.951375E-08   0.128268E-04  -0.463028E-06
   810   0.333502E+04   0.178871E+02   0.384048E-03  -0.104718E+03   0.949207E-08   0.128339E-04  -0.458326E-06
   811   0.333683E+04   0.176803E+02   0.382616E-03  -0.102373E+03   0.947046E-08   0.128419E-04  -0.453782E-06
   812   0.333842E+04   0.174817E+02   0.381211E-03  -0.100011E+03   0.944891E-08   0.128505E-04  -0.449381E-06
   813   0.333973E+04   0.172883E+02   0.379833E-03  -0.976319E+02   0.942742E-08   0.128597E-04  -0.445106E-06
   814   0.334091E+04   0.171031E+02   0.378482E-03  -0.952331E+02   0.940600E-08   0.128693E-04  -0.440941E-06
   815   0.334172E+04   0.169246E+02   0.377158E-03  -0.928173E+02   0.938464E-08   0.128794E-04  -0.436869E-06
   816   0.334218E+04   0.167536E+02   0.375859E-03  -0.903849E+02   0.936335E-08   0.128897E-04  -0.432873E-06
   817   0.334242E+04   0.165893E+02   0.374586E-03  -0.879368E+02   0.934212E-08   0.129002E-04  -0.428937E-06
   818   0.334253E+04   0.164334E+02   0.373339E-03  -0.854740E+02   0.932096E-08   0.129108E-04  -0.425045E-06
   819   0.334228E+04   0.162842E+02   0.372117E-03  -0.829974E+02   0.929986E-08   0.129213E-04  -0.421180E-06
   820   0.334181E+04   0.161427E+02   0.370919E-03  -0.805074E+02   0.927882E-08   0.129316E-04  -0.417326E-06
