#    L    TT             EE             BB             TE             PP             TP             EP          
   548   0.337014E+04   0.980654E+01   0.657584E-03  -0.335927E+01   0.185361E-07   0.311731E-05   0.108470E-06
   549   0.336693E+04   0.994561E+01   0.657335E-03  -0.172582E+01   0.184803E-07   0.320738E-05   0.893245E-07
   550   0.336341E+04   0.100917E+02   0.657056E-03  -0.107819E+00   0.184247E-07   0.329432E-05   0.703227E-07
   551   0.335966E+04   0.102448E+02   0.656743E-03   0.149390E+01   0.183693E-07   0.337794E-05   0.514636E-07
   552   0.335554E+04   0.104049E+02   0.656394E-03   0.307805E+01   0.183142E-07   0.345827E-05   0.327439E-07
   553   0.335119E+04   0.105705E+02   0.656010E-03   0.464424E+01   0.182593E-07   0.353540E-05   0.141595E-07
   554   0.334654E+04   0.107445E+02   0.655591E-03   0.619147E+01   0.182047E-07   0.360942E-05  -0.429353E-08
   555   0.334159E+04   0.109248E+02   0.655135E-03   0.771875E+01   0.181502E-07   0.368043E-05  -0.226193E-07
   556   0.333634E+04   0.111119E+02   0.654643E-03   0.922574E+01   0.180960E-07   0.374851E-05  -0.408217E-07
   557   0.333087E+04   0.113053E+02   0.654114E-03   0.107105E+02   0.180420E-07   0.381376E-05  -0.589049E-07
   558   0.332510E+04   0.115062E+02   0.653547E-03   0.121734E+02   0.179882E-07   0.387626E-05  -0.768729E-07
   559   0.331904E+04   0.117125E+02   0.652943E-03   0.136136E+02   0.179347E-07   0.393610E-05  -0.947298E-07
   560   0.331284E+04   0.119250E+02   0.652302E-03   0.150293E+02   0.178813E-07   0.399339E-05  -0.112479E-06
   561   0.330619E+04   0.121442E+02   0.651621E-03   0.164205E+02   0.178282E-07   0.404819E-05  -0.130126E-06
   562   0.329948E+04   0.123702E+02   0.650902E-03   0.177861E+02   0.177753E-07   0.410061E-05  -0.147673E-06
   563   0.329247E+04   0.126016E+02   0.650144E-03   0.191276E+02   0.177227E-07   0.415074E-05  -0.165126E-06
   564   0.328526E+04   0.128404E+02   0.649346E-03   0.204394E+02   0.176702E-07   0.419866E-05  -0.182487E-06
   565   0.327775E+04   0.130837E+02   0.648509E-03   0.217252E+02   0.176180E-07   0.424447E-05  -0.199761E-06
   566   0.327003E+04   0.133338E+02   0.647631E-03   0.229818E+02   0.175660E-07   0.428826E-05  -0.216953E-06
   567   0.326211E+04   0.135890E+02   0.646713E-03   0.242097E+02   0.175142E-07   0.433011E-05  -0.234065E-06
   568   0.325397E+04   0.138509E+02   0.645754E-03   0.254074E+02   0.174626E-07   0.437012E-05  -0.251103E-06
   569   0.324555E+04   0.141188E+02   0.644753E-03   0.265768E+02   0.174112E-07   0.440838E-05  -0.268069E-06
   570   0.323700E+04   0.143917E+02   0.643711E-03   0.277125E+02   0.173600E-07   0.444497E-05  -0.284969E-06
   571   0.322817E+04   0.146706E+02   0.642627E-03   0.288167E+02   0.173091E-07   0.447999E-05  -0.301806E-06
   572   0.321913E+04   0.149545E+02   0.641500E-03   0.298891E+02   0.172583E-07   0.451353E-05  -0.318584E-06
   573   0.320997E+04   0.152435E+02   0.640330E-03   0.309274E+02   0.172078E-07   0.454568E-05  -0.335307E-06
   574   0.320060E+04   0.155384E+02   0.639118E-03   0.319327E+02   0.171574E-07   0.457653E-05  -0.351979E-06
   575   0.319104E+04   0.158375E+02   0.637861E-03   0.329028E+02   0.171073E-07   0.460617E-05  -0.368605E-06
   576   0.318134E+04   0.161424E+02   0.636561E-03   0.338390E+02   0.170574E-07   0.463469E-05  -0.385188E-06
   577   0.317138E+04   0.164523E+02   0.635216E-03   0.347395E+02   0.170077E-07   0.466217E-05  -0.401733E-06
   578   0.316129E+04   0.167664E+02   0.633827E-03   0.356035E+02   0.169582E-07   0.468872E-05  -0.418242E-06
   579   0.315108E+04   0.170862E+02   0.632393E-03   0.364314E+02   0.169089E-07   0.471442E-05  -0.434721E-06
   580   0.314075E+04   0.174103E+02   0.630913E-03   0.372210E+02   0.168598E-07   0.473935E-05  -0.451174E-06
   581   0.313007E+04   0.177385E+02   0.629388E-03   0.379743E+02   0.168109E-07   0.476362E-05  -0.467604E-06
   582   0.311935E+04   0.180715E+02   0.627816E-03   0.386888E+02   0.167622E-07   0.478731E-05  -0.484015E-06
   583   0.310852E+04   0.184088E+02   0.626198E-03   0.393636E+02   0.167137E-07   0.481051E-05  -0.500412E-06
   584   0.309757E+04   0.187501E+02   0.624533E-03   0.400000E+02   0.166653E-07   0.483331E-05  -0.516798E-06
   585   0.308650E+04   0.190955E+02   0.622821E-03   0.405965E+02   0.166172E-07   0.485580E-05  -0.533178E-06
   586   0.307525E+04   0.194443E+02   0.621061E-03   0.411527E+02   0.165693E-07   0.487807E-05  -0.549555E-06
   587   0.306396E+04   0.197978E+02   0.619253E-03   0.416685E+02   0.165216E-07   0.490022E-05  -0.565934E-06
   588   0.305248E+04   0.201546E+02   0.617397E-03   0.421423E+02   0.164741E-07   0.492232E-05  -0.582319E-06
   589   0.304090E+04   0.205154E+02   0.615492E-03   0.425753E+02   0.164267E-07   0.494448E-05  -0.598713E-06
   590   0.302920E+04   0.208788E+02   0.613537E-03   0.429667E+02   0.163796E-07   0.496679E-05  -0.615121E-06
   591   0.301747E+04   0.212468E+02   0.611534E-03   0.433154E+02   0.163327E-07   0.498932E-05  -0.631547E-06
   592   0.300564E+04   0.216165E+02   0.609480E-03   0.436207E+02   0.162859E-07   0.501218E-05  -0.647994E-06
   593   0.299370E+04   0.219909E+02   0.607376E-03   0.438845E+02   0.162393E-07   0.503546E-05  -0.664467E-06
   594   0.298158E+04   0.223678E+02   0.605222E-03   0.441037E+02   0.161930E-07   0.505923E-05  -0.680970E-06
   595   0.296944E+04   0.227463E+02   0.603017E-03   0.442803E+02   0.161468E-07   0.508360E-05  -0.697507E-06
   596   0.295734E+04   0.231293E+02   0.600760E-03   0.444120E+02   0.161008E-07   0.510866E-05  -0.714081E-06
   597   0.294514E+04   0.235125E+02   0.598451E-03   0.445000E+02   0.160549E-07   0.513449E-05  -0.730697E-06
   598   0.293306E+04   0.238996E+02   0.596091E-03   0.445434E+02   0.160093E-07   0.516118E-05  -0.747360E-06
   599   0.292082E+04   0.242889E+02   0.593678E-03   0.445428E+02   0.159639E-07   0.518883E-05  -0.764072E-06
   600   0.290847E+04   0.246805E+02   0.591212E-03   0.444965E+02   0.159186E-07   0.521752E-05  -0.780838E-06
   601   0.289611E+04   0.250744E+02   0.588694E-03   0.444052E+02   0.158735E-07   0.524733E-05  -0.797660E-06
   602   0.288372E+04   0.254691E+02   0.586124E-03   0.442680E+02   0.158286E-07   0.527827E-05  -0.814532E-06
   603   0.287124E+04   0.258666E+02   0.583506E-03   0.440873E+02   0.157839E-07   0.531031E-05  -0.831448E-06
   604   0.285890E+04   0.262649E+02   0.580842E-03   0.438610E+02   0.157393E-07   0.534346E-05  -0.848399E-06
   605   0.284646E+04   0.266645E+02   0.578135E-03   0.435899E+02   0.156949E-07   0.537769E-05  -0.865379E-06
   606   0.283409E+04   0.270654E+02   0.575385E-03   0.432740E+02   0.156508E-07   0.541300E-05  -0.882379E-06
   607   0.282148E+04   0.274676E+02   0.572597E-03   0.429133E+02   0.156067E-07   0.544937E-05  -0.899393E-06
   608   0.280908E+04   0.278711E+02   0.569773E-03   0.425081E+02   0.155629E-07   0.548679E-05  -0.916413E-06
   609   0.279675E+04   0.282743E+02   0.566914E-03   0.420583E+02   0.155192E-07   0.552525E-05  -0.933431E-06
   610   0.278434E+04   0.286779E+02   0.564023E-03   0.415639E+02   0.154758E-07   0.556474E-05  -0.950441E-06
   611   0.277199E+04   0.290826E+02   0.561102E-03   0.410259E+02   0.154324E-07   0.560525E-05  -0.967434E-06
   612   0.275972E+04   0.294884E+02   0.558155E-03   0.404451E+02   0.153893E-07   0.564676E-05  -0.984404E-06
   613   0.274736E+04   0.298915E+02   0.555183E-03   0.398191E+02   0.153463E-07   0.568926E-05  -0.100134E-05
   614   0.273516E+04   0.302964E+02   0.552188E-03   0.391498E+02   0.153035E-07   0.573274E-05  -0.101824E-05
   615   0.272295E+04   0.307000E+02   0.549173E-03   0.384377E+02   0.152609E-07   0.577719E-05  -0.103510E-05
   616   0.271082E+04   0.311045E+02   0.546140E-03   0.376830E+02   0.152185E-07   0.582259E-05  -0.105190E-05
   617   0.269884E+04   0.315085E+02   0.543093E-03   0.368859E+02   0.151762E-07   0.586894E-05  -0.106864E-05
   618   0.268687E+04   0.319118E+02   0.540032E-03   0.360455E+02   0.151341E-07   0.591622E-05  -0.108531E-05
   619   0.267490E+04   0.323151E+02   0.536961E-03   0.351650E+02   0.150921E-07   0.596442E-05  -0.110190E-05
   620   0.266316E+04   0.327155E+02   0.533881E-03   0.342421E+02   0.150503E-07   0.601353E-05  -0.111842E-05
   621   0.265136E+04   0.331159E+02   0.530796E-03   0.332778E+02   0.150087E-07   0.606353E-05  -0.113484E-05
   622   0.263972E+04   0.335147E+02   0.527707E-03   0.322720E+02   0.149672E-07   0.611442E-05  -0.115116E-05
   623   0.262823E+04   0.339112E+02   0.524617E-03   0.312270E+02   0.149260E-07   0.616618E-05  -0.116738E-05
   624   0.261676E+04   0.343061E+02   0.521528E-03   0.301415E+02   0.148848E-07   0.621880E-05  -0.118349E-05
   625   0.260539E+04   0.346993E+02   0.518443E-03   0.290155E+02   0.148439E-07   0.627227E-05  -0.119947E-05
   626   0.259417E+04   0.350907E+02   0.515364E-03   0.278506E+02   0.148031E-07   0.632658E-05  -0.121533E-05
   627   0.258312E+04   0.354797E+02   0.512293E-03   0.266469E+02   0.147624E-07   0.638171E-05  -0.123106E-05
   628   0.257217E+04   0.358662E+02   0.509233E-03   0.254043E+02   0.147220E-07   0.643765E-05  -0.124664E-05
   629   0.256139E+04   0.362501E+02   0.506186E-03   0.241237E+02   0.146816E-07   0.649439E-05  -0.126207E-05
   630   0.255062E+04   0.366313E+02   0.503154E-03   0.228045E+02   0.146415E-07   0.655192E-05  -0.127734E-05
   631   0.254004E+04   0.370099E+02   0.500141E-03   0.214497E+02   0.146015E-07   0.661023E-05  -0.129245E-05
   632   0.252970E+04   0.373851E+02   0.497147E-03   0.200571E+02   0.145616E-07   0.666930E-05  -0.130739E-05
   633   0.251938E+04   0.377583E+02   0.494176E-03   0.186291E+02   0.145219E-07   0.672912E-05  -0.132214E-05
   634   0.250932E+04   0.381265E+02   0.491230E-03   0.171656E+02   0.144824E-07   0.678969E-05  -0.133671E-05
   635   0.249944E+04   0.384926E+02   0.488311E-03   0.156672E+02   0.144430E-07   0.685098E-05  -0.135109E-05
   636   0.248959E+04   0.388559E+02   0.485422E-03   0.141345E+02   0.144038E-07   0.691299E-05  -0.136526E-05
   637   0.248000E+04   0.392132E+02   0.482565E-03   0.125671E+02   0.143647E-07   0.697571E-05  -0.137923E-05
   638   0.247058E+04   0.395684E+02   0.479743E-03   0.109671E+02   0.143258E-07   0.703912E-05  -0.139298E-05
   639   0.246136E+04   0.399184E+02   0.476957E-03   0.933377E+01   0.142871E-07   0.710320E-05  -0.140650E-05
   640   0.245232E+04   0.402654E+02   0.474210E-03   0.766864E+01   0.142484E-07   0.716796E-05  -0.141979E-05
   641   0.244347E+04   0.406078E+02   0.471505E-03   0.597179E+01   0.142100E-07   0.723338E-05  -0.143285E-05
   642   0.243473E+04   0.409449E+02   0.468844E-03   0.424405E+01   0.141717E-07   0.729944E-05  -0.144566E-05
   643   0.242626E+04   0.412789E+02   0.466229E-03   0.248600E+01   0.141335E-07   0.736613E-05  -0.145821E-05
   644   0.241806E+04   0.416059E+02   0.463663E-03   0.698354E+00   0.140955E-07   0.743344E-05  -0.147050E-05
   645   0.240997E+04   0.419290E+02   0.461147E-03  -0.111851E+01   0.140576E-07   0.750137E-05  -0.148253E-05
   646   0.240208E+04   0.422474E+02   0.458685E-03  -0.296386E+01   0.140199E-07   0.756988E-05  -0.149427E-05
   647   0.239454E+04   0.425602E+02   0.456279E-03  -0.483747E+01   0.139823E-07   0.763899E-05  -0.150574E-05
   648   0.238705E+04   0.428682E+02   0.453930E-03  -0.673734E+01   0.139449E-07   0.770867E-05  -0.151691E-05
   649   0.237990E+04   0.431699E+02   0.451643E-03  -0.866415E+01   0.139076E-07   0.777891E-05  -0.152779E-05
   650   0.237296E+04   0.434659E+02   0.449417E-03  -0.106163E+02   0.138705E-07   0.784970E-05  -0.153836E-05
   651   0.236622E+04   0.437577E+02   0.447257E-03  -0.125938E+02   0.138335E-07   0.792102E-05  -0.154862E-05
   652   0.235968E+04   0.440431E+02   0.445161E-03  -0.145956E+02   0.137966E-07   0.799286E-05  -0.155856E-05
   653   0.235350E+04   0.443212E+02   0.443127E-03  -0.166201E+02   0.137599E-07   0.806519E-05  -0.156819E-05
   654   0.234744E+04   0.445944E+02   0.441155E-03  -0.186661E+02   0.137233E-07   0.813798E-05  -0.157751E-05
   655   0.234159E+04   0.448617E+02   0.439243E-03  -0.207343E+02   0.136869E-07   0.821121E-05  -0.158651E-05
   656   0.233610E+04   0.451226E+02   0.437390E-03  -0.228228E+02   0.136506E-07   0.828486E-05  -0.159520E-05
   657   0.233080E+04   0.453770E+02   0.435595E-03  -0.249301E+02   0.136144E-07   0.835890E-05  -0.160358E-05
   658   0.232564E+04   0.456255E+02   0.433856E-03  -0.270565E+02   0.135784E-07   0.843331E-05  -0.161164E-05
   659   0.232090E+04   0.458675E+02   0.432173E-03  -0.292003E+02   0.135425E-07   0.850807E-05  -0.161938E-05
   660   0.231638E+04   0.461021E+02   0.430544E-03  -0.313607E+02   0.135067E-07   0.858314E-05  -0.162681E-05
   661   0.231205E+04   0.463302E+02   0.428968E-03  -0.335358E+02   0.134711E-07   0.865851E-05  -0.163393E-05
   662   0.230801E+04   0.465524E+02   0.427443E-03  -0.357269E+02   0.134356E-07   0.873415E-05  -0.164073E-05
   663   0.230417E+04   0.467679E+02   0.425969E-03  -0.379322E+02   0.134003E-07   0.881004E-05  -0.164722E-05
   664   0.230062E+04   0.469753E+02   0.424544E-03  -0.401493E+02   0.133651E-07   0.888615E-05  -0.165338E-05
   665   0.229727E+04   0.471761E+02   0.423168E-03  -0.423788E+02   0.133300E-07   0.896246E-05  -0.165924E-05
   666   0.229420E+04   0.473702E+02   0.421838E-03  -0.446188E+02   0.132951E-07   0.903895E-05  -0.166477E-05
   667   0.229141E+04   0.475568E+02   0.420553E-03  -0.468692E+02   0.132603E-07   0.911559E-05  -0.166999E-05
   668   0.228876E+04   0.477367E+02   0.419313E-03  -0.491289E+02   0.132256E-07   0.919235E-05  -0.167490E-05
   669   0.228653E+04   0.479092E+02   0.418116E-03  -0.513962E+02   0.131911E-07   0.926921E-05  -0.167948E-05
   670   0.228445E+04   0.480741E+02   0.416960E-03  -0.536695E+02   0.131566E-07   0.934616E-05  -0.168375E-05
   671   0.228271E+04   0.482330E+02   0.415846E-03  -0.559499E+02   0.131224E-07   0.942316E-05  -0.168771E-05
   672   0.228112E+04   0.483830E+02   0.414771E-03  -0.582357E+02   0.130882E-07   0.950018E-05  -0.169134E-05
   673   0.227987E+04   0.485268E+02   0.413734E-03  -0.605244E+02   0.130542E-07   0.957722E-05  -0.169466E-05
   674   0.227884E+04   0.486624E+02   0.412733E-03  -0.628167E+02   0.130203E-07   0.965423E-05  -0.169766E-05
   675   0.227810E+04   0.487904E+02   0.411769E-03  -0.651114E+02   0.129865E-07   0.973121E-05  -0.170034E-05
   676   0.227756E+04   0.489108E+02   0.410839E-03  -0.674061E+02   0.129528E-07   0.980811E-05  -0.170271E-05
   677   0.227730E+04   0.490236E+02   0.409942E-03  -0.697013E+02   0.129193E-07   0.988493E-05  -0.170475E-05
   678   0.227733E+04   0.491280E+02   0.409078E-03  -0.719961E+02   0.128859E-07   0.996163E-05  -0.170648E-05
   679   0.227757E+04   0.492255E+02   0.408244E-03  -0.742887E+02   0.128527E-07   0.100382E-04  -0.170789E-05
   680   0.227817E+04   0.493154E+02   0.407439E-03  -0.765788E+02   0.128195E-07   0.101146E-04  -0.170897E-05
   681   0.227898E+04   0.493969E+02   0.406664E-03  -0.788640E+02   0.127865E-07   0.101908E-04  -0.170974E-05
   682   0.228001E+04   0.494699E+02   0.405915E-03  -0.811456E+02   0.127536E-07   0.102668E-04  -0.171019E-05
   683   0.228139E+04   0.495367E+02   0.405192E-03  -0.834225E+02   0.127208E-07   0.103426E-04  -0.171032E-05
   684   0.228291E+04   0.495935E+02   0.404493E-03  -0.856923E+02   0.126882E-07   0.104181E-04  -0.171013E-05
   685   0.228464E+04   0.496434E+02   0.403819E-03  -0.879548E+02   0.126556E-07   0.104933E-04  -0.170962E-05
   686   0.228665E+04   0.496848E+02   0.403166E-03  -0.902008E+02   0.126232E-07   0.105682E-04  -0.170879E-05
   687   0.228903E+04   0.497191E+02   0.402534E-03  -0.924412E+02   0.125909E-07   0.106428E-04  -0.170764E-05
   688   0.229155E+04   0.497441E+02   0.401922E-03  -0.946735E+02   0.125587E-07   0.107170E-04  -0.170617E-05
   689   0.229435E+04   0.497614E+02   0.401329E-03  -0.968900E+02   0.125267E-07   0.107908E-04  -0.170438E-05
   690   0.229737E+04   0.497716E+02   0.400753E-03  -0.990981E+02   0.124947E-07   0.108642E-04  -0.170227E-05
   691   0.230068E+04   0.497717E+02   0.400193E-03  -0.101290E+03   0.124629E-07   0.109373E-04  -0.169983E-05
   692   0.230419E+04   0.497654E+02   0.399647E-03  -0.103465E+03   0.124312E-07   0.110098E-04  -0.169707E-05
   693   0.230800E+04   0.497505E+02   0.399116E-03  -0.105631E+03   0.123996E-07   0.110819E-04  -0.169400E-05
   694   0.231195E+04   0.497270E+02   0.398596E-03  -0.107773E+03   0.123682E-07   0.111535E-04  -0.169060E-05
   695   0.231626E+04   0.496971E+02   0.398088E-03  -0.109898E+03   0.123368E-07   0.112245E-04  -0.168687E-05
   696   0.232078E+04   0.496577E+02   0.397590E-03  -0.112020E+03   0.123055E-07   0.112950E-04  -0.168283E-05
   697   0.232552E+04   0.496105E+02   0.397100E-03  -0.114109E+03   0.122744E-07   0.113649E-04  -0.167846E-05
   698   0.233048E+04   0.495545E+02   0.396618E-03  -0.116181E+03   0.122434E-07   0.114342E-04  -0.167377E-05
   699   0.233565E+04   0.494913E+02   0.396143E-03  -0.118227E+03   0.122125E-07   0.115029E-04  -0.166876E-05
   700   0.234111E+04   0.494193E+02   0.395672E-03  -0.120254E+03   0.121817E-07   0.115710E-04  -0.166342E-05
   701   0.234678E+04   0.493394E+02   0.395205E-03  -0.122264E+03   0.121510E-07   0.116384E-04  -0.165776E-05
   702   0.235268E+04   0.492522E+02   0.394741E-03  -0.124239E+03   0.121204E-07   0.117051E-04  -0.165179E-05
   703   0.235878E+04   0.491564E+02   0.394280E-03  -0.126210E+03   0.120900E-07   0.117710E-04  -0.164550E-05
   704   0.236510E+04   0.490533E+02   0.393820E-03  -0.128140E+03   0.120596E-07   0.118362E-04  -0.163891E-05
   705   0.237155E+04   0.489416E+02   0.393362E-03  -0.130043E+03   0.120294E-07   0.119007E-04  -0.163202E-05
   706   0.237829E+04   0.488227E+02   0.392904E-03  -0.131927E+03   0.119992E-07   0.119643E-04  -0.162483E-05
   707   0.238517E+04   0.486959E+02   0.392445E-03  -0.133784E+03   0.119692E-07   0.120271E-04  -0.161736E-05
   708   0.239240E+04   0.485621E+02   0.391986E-03  -0.135599E+03   0.119393E-07   0.120890E-04  -0.160960E-05
   709   0.239969E+04   0.484204E+02   0.391526E-03  -0.137401E+03   0.119094E-07   0.121501E-04  -0.160157E-05
   710   0.240726E+04   0.482709E+02   0.391063E-03  -0.139168E+03   0.118797E-07   0.122102E-04  -0.159327E-05
   711   0.241496E+04   0.481144E+02   0.390598E-03  -0.140900E+03   0.118501E-07   0.122694E-04  -0.158470E-05
   712   0.242287E+04   0.479508E+02   0.390128E-03  -0.142611E+03   0.118206E-07   0.123276E-04  -0.157588E-05
   713   0.243105E+04   0.477795E+02   0.389655E-03  -0.144280E+03   0.117912E-07   0.123848E-04  -0.156680E-05
   714   0.243922E+04   0.476020E+02   0.389177E-03  -0.145920E+03   0.117619E-07   0.124410E-04  -0.155748E-05
   715   0.244765E+04   0.474168E+02   0.388693E-03  -0.147532E+03   0.117327E-07   0.124962E-04  -0.154792E-05
   716   0.245629E+04   0.472246E+02   0.388204E-03  -0.149108E+03   0.117037E-07   0.125502E-04  -0.153813E-05
   717   0.246505E+04   0.470263E+02   0.387707E-03  -0.150640E+03   0.116747E-07   0.126032E-04  -0.152810E-05
   718   0.247393E+04   0.468211E+02   0.387203E-03  -0.152151E+03   0.116458E-07   0.126550E-04  -0.151786E-05
   719   0.248301E+04   0.466075E+02   0.386691E-03  -0.153610E+03   0.116170E-07   0.127057E-04  -0.150740E-05
   720   0.249214E+04   0.463886E+02   0.386170E-03  -0.155048E+03   0.115883E-07   0.127552E-04  -0.149672E-05
   721   0.250161E+04   0.461644E+02   0.385639E-03  -0.156434E+03   0.115598E-07   0.128035E-04  -0.148585E-05
   722   0.251105E+04   0.459326E+02   0.385099E-03  -0.157783E+03   0.115313E-07   0.128506E-04  -0.147477E-05
   723   0.252068E+04   0.456955E+02   0.384547E-03  -0.159102E+03   0.115029E-07   0.128963E-04  -0.146351E-05
   724   0.253042E+04   0.454517E+02   0.383984E-03  -0.160384E+03   0.114746E-07   0.129408E-04  -0.145205E-05
   725   0.254029E+04   0.452026E+02   0.383409E-03  -0.161620E+03   0.114465E-07   0.129840E-04  -0.144042E-05
   726   0.255034E+04   0.449490E+02   0.382822E-03  -0.162812E+03   0.114184E-07   0.130258E-04  -0.142861E-05
   727   0.256043E+04   0.446881E+02   0.382220E-03  -0.163973E+03   0.113904E-07   0.130662E-04  -0.141663E-05
   728   0.257063E+04   0.444204E+02   0.381605E-03  -0.165089E+03   0.113625E-07   0.131053E-04  -0.140449E-05
   729   0.258094E+04   0.441483E+02   0.380975E-03  -0.166166E+03   0.113347E-07   0.131429E-04  -0.139219E-05
   730   0.259129E+04   0.438711E+02   0.380330E-03  -0.167198E+03   0.113070E-07   0.131790E-04  -0.137974E-05
   731   0.260190E+04   0.435873E+02   0.379668E-03  -0.168184E+03   0.112795E-07   0.132137E-04  -0.136715E-05
   732   0.261246E+04   0.433007E+02   0.378990E-03  -0.169123E+03   0.112520E-07   0.132469E-04  -0.135442E-05
   733   0.262321E+04   0.430074E+02   0.378294E-03  -0.170032E+03   0.112245E-07   0.132785E-04  -0.134156E-05
   734   0.263398E+04   0.427099E+02   0.377580E-03  -0.170878E+03   0.111972E-07   0.133086E-04  -0.132856E-05
   735   0.264486E+04   0.424066E+02   0.376847E-03  -0.171701E+03   0.111700E-07   0.133370E-04  -0.131545E-05
   736   0.265570E+04   0.420990E+02   0.376095E-03  -0.172462E+03   0.111429E-07   0.133639E-04  -0.130222E-05
   737   0.266671E+04   0.417880E+02   0.375323E-03  -0.173190E+03   0.111159E-07   0.133891E-04  -0.128889E-05
   738   0.267768E+04   0.414727E+02   0.374530E-03  -0.173857E+03   0.110889E-07   0.134126E-04  -0.127545E-05
   739   0.268874E+04   0.411525E+02   0.373716E-03  -0.174484E+03   0.110621E-07   0.134345E-04  -0.126191E-05
   740   0.269983E+04   0.408281E+02   0.372880E-03  -0.175070E+03   0.110353E-07   0.134546E-04  -0.124828E-05
   741   0.271102E+04   0.404989E+02   0.372021E-03  -0.175609E+03   0.110087E-07   0.134730E-04  -0.123457E-05
   742   0.272222E+04   0.401684E+02   0.371138E-03  -0.176093E+03   0.109821E-07   0.134895E-04  -0.122077E-05
   743   0.273345E+04   0.398346E+02   0.370232E-03  -0.176536E+03   0.109556E-07   0.135043E-04  -0.120691E-05
   744   0.274478E+04   0.394960E+02   0.369301E-03  -0.176923E+03   0.109292E-07   0.135172E-04  -0.119297E-05
   745   0.275605E+04   0.391541E+02   0.368344E-03  -0.177277E+03   0.109029E-07   0.135283E-04  -0.117898E-05
   746   0.276726E+04   0.388096E+02   0.367362E-03  -0.177561E+03   0.108767E-07   0.135375E-04  -0.116492E-05
   747   0.277849E+04   0.384611E+02   0.366352E-03  -0.177810E+03   0.108506E-07   0.135448E-04  -0.115082E-05
   748   0.278981E+04   0.381108E+02   0.365316E-03  -0.178011E+03   0.108245E-07   0.135501E-04  -0.113668E-05
   749   0.280115E+04   0.377558E+02   0.364251E-03  -0.178170E+03   0.107986E-07   0.135534E-04  -0.112250E-05
   750   0.281242E+04   0.373998E+02   0.363158E-03  -0.178272E+03   0.107727E-07   0.135548E-04  -0.110828E-05
   751   0.282370E+04   0.370407E+02   0.362036E-03  -0.178325E+03   0.107469E-07   0.135541E-04  -0.109404E-05
   752   0.283500E+04   0.366806E+02   0.360885E-03  -0.178321E+03   0.107212E-07   0.135515E-04  -0.107978E-05
   753   0.284623E+04   0.363167E+02   0.359707E-03  -0.178276E+03   0.106956E-07   0.135471E-04  -0.106551E-05
   754   0.285740E+04   0.359519E+02   0.358503E-03  -0.178173E+03   0.106701E-07   0.135408E-04  -0.105123E-05
   755   0.286865E+04   0.355849E+02   0.357274E-03  -0.178029E+03   0.106446E-07   0.135328E-04  -0.103696E-05
   756   0.287968E+04   0.352164E+02   0.356020E-03  -0.177836E+03   0.106193E-07   0.135232E-04  -0.102269E-05
   757   0.289086E+04   0.348472E+02   0.354744E-03  -0.177587E+03   0.105940E-07   0.135120E-04  -0.100844E-05
   758   0.290183E+04   0.344758E+02   0.353445E-03  -0.177288E+03   0.105688E-07   0.134993E-04  -0.994214E-06
   759   0.291287E+04   0.341030E+02   0.352126E-03  -0.176948E+03   0.105437E-07   0.134852E-04  -0.980015E-06
   760   0.292376E+04   0.337297E+02   0.350786E-03  -0.176560E+03   0.105187E-07   0.134698E-04  -0.965852E-06
   761   0.293458E+04   0.333558E+02   0.349428E-03  -0.176122E+03   0.104937E-07   0.134531E-04  -0.951731E-06
   762   0.294547E+04   0.329814E+02   0.348051E-03  -0.175635E+03   0.104689E-07   0.134352E-04  -0.937661E-06
   763   0.295613E+04   0.326073E+02   0.346658E-03  -0.175100E+03   0.104441E-07   0.134163E-04  -0.923647E-06
   764   0.296679E+04   0.322320E+02   0.345249E-03  -0.174524E+03   0.104194E-07   0.133962E-04  -0.909697E-06
   765   0.297729E+04   0.318564E+02   0.343826E-03  -0.173891E+03   0.103948E-07   0.133753E-04  -0.895818E-06
   766   0.298779E+04   0.314819E+02   0.342388E-03  -0.173218E+03   0.103702E-07   0.133534E-04  -0.882016E-06
   767   0.299813E+04   0.311078E+02   0.340938E-03  -0.172496E+03   0.103458E-07   0.133308E-04  -0.868298E-06
   768   0.300838E+04   0.307335E+02   0.339477E-03  -0.171718E+03   0.103214E-07   0.133074E-04  -0.854671E-06
   769   0.301855E+04   0.303590E+02   0.338004E-03  -0.170906E+03   0.102971E-07   0.132833E-04  -0.841142E-06
   770   0.302855E+04   0.299866E+02   0.336523E-03  -0.170046E+03   0.102729E-07   0.132587E-04  -0.827718E-06
   771   0.303847E+04   0.296147E+02   0.335033E-03  -0.169138E+03   0.102487E-07   0.132336E-04  -0.814406E-06
   772   0.304823E+04   0.292443E+02   0.333535E-03  -0.168174E+03   0.102247E-07   0.132081E-04  -0.801213E-06
   773   0.305789E+04   0.288753E+02   0.332031E-03  -0.167177E+03   0.102007E-07   0.131822E-04  -0.788145E-06
   774   0.306739E+04   0.285078E+02   0.330521E-03  -0.166139E+03   0.101768E-07   0.131561E-04  -0.775209E-06
   775   0.307686E+04   0.281418E+02   0.329008E-03  -0.165053E+03   0.101529E-07   0.131297E-04  -0.762413E-06
   776   0.308602E+04   0.277781E+02   0.327491E-03  -0.163927E+03   0.101292E-07   0.131033E-04  -0.749763E-06
   777   0.309509E+04   0.274160E+02   0.325972E-03  -0.162752E+03   0.101055E-07   0.130768E-04  -0.737266E-06
