#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.152515E+04   0.454328E+01   0.469183E-02   0.454328E+01   0.737875E-01  -0.219973E-04   0.469183E-02  -0.219973E-04   0.663633E-07
     3   0.142040E+04   0.569146E+01   0.467034E-02   0.569146E+01   0.118815E+00  -0.267298E-04   0.467034E-02  -0.267298E-04   0.808550E-07
     4   0.132333E+04   0.584148E+01   0.455172E-02   0.584148E+01   0.131509E+00  -0.266683E-04   0.455172E-02  -0.266683E-04   0.932315E-07
     5   0.124849E+04   0.539983E+01   0.439586E-02   0.539983E+01   0.114752E+00  -0.232218E-04   0.439586E-02  -0.232218E-04   0.103973E-06
     6   0.119389E+04   0.468433E+01   0.422695E-02   0.468433E+01   0.833556E-01  -0.176710E-04   0.422695E-02  -0.176710E-04   0.113340E-06
     7   0.115600E+04   0.389506E+01   0.405901E-02   0.389506E+01   0.522161E-01  -0.112444E-04   0.405901E-02  -0.112444E-04   0.121578E-06
     8   0.113064E+04   0.315202E+01   0.389478E-02   0.315202E+01   0.298376E-01  -0.505438E-05   0.389478E-02  -0.505438E-05   0.128864E-06
     9   0.111473E+04   0.251651E+01   0.373373E-02   0.251651E+01   0.176424E-01   0.298005E-07   0.373373E-02   0.298005E-07   0.135346E-06
    10   0.110602E+04   0.202201E+01   0.357724E-02   0.202201E+01   0.127392E-01   0.354846E-05   0.357724E-02   0.354846E-05   0.141112E-06
    11   0.110230E+04   0.167960E+01   0.343064E-02   0.167960E+01   0.112460E-01   0.545211E-05   0.343064E-02   0.545211E-05   0.146289E-06
    12   0.110389E+04   0.148676E+01   0.329663E-02   0.148676E+01   0.104631E-01   0.588992E-05   0.329663E-02   0.588992E-05   0.150909E-06
    13   0.110867E+04   0.141065E+01   0.317540E-02   0.141065E+01   0.936726E-02   0.508923E-05   0.317540E-02   0.508923E-05   0.155033E-06
    14   0.111527E+04   0.141240E+01   0.306567E-02   0.141240E+01   0.814199E-02   0.335395E-05   0.306567E-02   0.335395E-05   0.158731E-06
    15   0.112387E+04   0.146607E+01   0.296190E-02   0.146607E+01   0.719164E-02   0.124345E-05   0.296190E-02   0.124345E-05   0.162044E-06
    16   0.113484E+04   0.155028E+01   0.285926E-02   0.155028E+01   0.683154E-02  -0.686933E-06   0.285926E-02  -0.686933E-06   0.165007E-06
    17   0.114806E+04   0.164567E+01   0.276001E-02   0.164567E+01   0.702029E-02  -0.215331E-05   0.276001E-02  -0.215331E-05   0.167658E-06
    18   0.116253E+04   0.173685E+01   0.266727E-02   0.173685E+01   0.744827E-02  -0.300488E-05   0.266727E-02  -0.300488E-05   0.170032E-06
    19   0.117897E+04   0.181561E+01   0.258067E-02   0.181561E+01   0.793841E-02  -0.335166E-05   0.258067E-02  -0.335166E-05   0.172144E-06
    20   0.119560E+04   0.187551E+01   0.249888E-02   0.187551E+01   0.844449E-02  -0.333365E-05   0.249888E-02  -0.333365E-05   0.174006E-06
    21   0.121269E+04   0.192459E+01   0.242053E-02   0.192459E+01   0.904390E-02  -0.294994E-05   0.242053E-02  -0.294994E-05   0.175648E-06
    22   0.123046E+04   0.197168E+01   0.234462E-02   0.197168E+01   0.990918E-02  -0.221598E-05   0.234462E-02  -0.221598E-05   0.177098E-06
    23   0.124878E+04   0.201931E+01   0.227190E-02   0.201931E+01   0.111104E-01  -0.135358E-05   0.227190E-02  -0.135358E-05   0.178368E-06
    24   0.126774E+04   0.206866E+01   0.220318E-02   0.206866E+01   0.126502E-01  -0.616077E-06   0.220318E-02  -0.616077E-06   0.179467E-06
    25   0.128715E+04   0.212193E+01   0.213777E-02   0.212193E+01   0.145348E-01  -0.176680E-06   0.213777E-02  -0.176680E-06   0.180410E-06
    26   0.130673E+04   0.218192E+01   0.207492E-02   0.218192E+01   0.167258E-01  -0.126695E-06   0.207492E-02  -0.126695E-06   0.181214E-06
    27   0.132694E+04   0.224571E+01   0.201517E-02   0.224571E+01   0.191657E-01  -0.309935E-06   0.201517E-02  -0.309935E-06   0.181890E-06
    28   0.134781E+04   0.231002E+01   0.195907E-02   0.231002E+01   0.218301E-01  -0.542269E-06   0.195907E-02  -0.542269E-06   0.182447E-06
    29   0.136913E+04   0.237068E+01   0.190618E-02   0.237068E+01   0.247308E-01  -0.775262E-06   0.190618E-02  -0.775262E-06   0.182886E-06
    30   0.139053E+04   0.242248E+01   0.185584E-02   0.242248E+01   0.278893E-01  -0.100414E-05   0.185584E-02  -0.100414E-05   0.183209E-06
    31   0.141202E+04   0.246320E+01   0.180750E-02   0.246320E+01   0.312890E-01  -0.126311E-05   0.180750E-02  -0.126311E-05   0.183429E-06
    32   0.143400E+04   0.249089E+01   0.176070E-02   0.249089E+01   0.349019E-01  -0.156648E-05   0.176070E-02  -0.156648E-05   0.183563E-06
    33   0.145656E+04   0.250190E+01   0.171516E-02   0.250190E+01   0.387397E-01  -0.181012E-05   0.171516E-02  -0.181012E-05   0.183617E-06
    34   0.147952E+04   0.249459E+01   0.167077E-02   0.249459E+01   0.428360E-01  -0.187921E-05   0.167077E-02  -0.187921E-05   0.183594E-06
    35   0.150271E+04   0.247427E+01   0.162791E-02   0.247427E+01   0.472228E-01  -0.173466E-05   0.162791E-02  -0.173466E-05   0.183498E-06
    36   0.152593E+04   0.244487E+01   0.158701E-02   0.244487E+01   0.519300E-01  -0.139330E-05   0.158701E-02  -0.139330E-05   0.183336E-06
    37   0.154931E+04   0.240183E+01   0.154820E-02   0.240183E+01   0.569482E-01  -0.102000E-05   0.154820E-02  -0.102000E-05   0.183113E-06
    38   0.157325E+04   0.234207E+01   0.151147E-02   0.234207E+01   0.622709E-01  -0.772411E-06   0.151147E-02  -0.772411E-06   0.182833E-06
    39   0.159770E+04   0.226812E+01   0.147647E-02   0.226812E+01   0.679162E-01  -0.631470E-06   0.147647E-02  -0.631470E-06   0.182498E-06
    40   0.162233E+04   0.218373E+01   0.144281E-02   0.218373E+01   0.739135E-01  -0.533926E-06   0.144281E-02  -0.533926E-06   0.182113E-06
    41   0.164720E+04   0.209124E+01   0.141013E-02   0.209124E+01   0.802902E-01  -0.430129E-06   0.141013E-02  -0.430129E-06   0.181678E-06
    42   0.167207E+04   0.198832E+01   0.137839E-02   0.198832E+01   0.870450E-01  -0.324828E-06   0.137839E-02  -0.324828E-06   0.181199E-06
    43   0.169713E+04   0.187143E+01   0.134762E-02   0.187143E+01   0.941691E-01  -0.236369E-06   0.134762E-02  -0.236369E-06   0.180677E-06
    44   0.172224E+04   0.173796E+01   0.131787E-02   0.173796E+01   0.101639E+00  -0.183099E-06   0.131787E-02  -0.183099E-06   0.180117E-06
    45   0.174780E+04   0.158536E+01   0.128915E-02   0.158536E+01   0.109441E+00  -0.183368E-06   0.128915E-02  -0.183368E-06   0.179521E-06
    46   0.177376E+04   0.141002E+01   0.126148E-02   0.141002E+01   0.117569E+00  -0.248860E-06   0.126148E-02  -0.248860E-06   0.178893E-06
    47   0.179996E+04   0.121402E+01   0.123471E-02   0.121402E+01   0.126031E+00  -0.364620E-06   0.123471E-02  -0.364620E-06   0.178235E-06
    48   0.182632E+04   0.100350E+01   0.120870E-02   0.100350E+01   0.134843E+00  -0.509030E-06   0.120870E-02  -0.509030E-06   0.177548E-06
    49   0.185293E+04   0.784017E+00   0.118329E-02   0.784017E+00   0.144001E+00  -0.660472E-06   0.118329E-02  -0.660472E-06   0.176836E-06
    50   0.188000E+04   0.554326E+00   0.115831E-02   0.554326E+00   0.153493E+00  -0.797327E-06   0.115831E-02  -0.797327E-06   0.176101E-06
    51   0.190731E+04   0.311213E+00   0.113367E-02   0.311213E+00   0.163299E+00  -0.902069E-06   0.113367E-02  -0.902069E-06   0.175344E-06
    52   0.193506E+04   0.491569E-01   0.110954E-02   0.491569E-01   0.173501E+00  -0.973525E-06   0.110954E-02  -0.973525E-06   0.174568E-06
    53   0.196289E+04  -0.236091E+00   0.108618E-02  -0.236091E+00   0.184237E+00  -0.101461E-05   0.108618E-02  -0.101461E-05   0.173772E-06
    54   0.199071E+04  -0.540807E+00   0.106382E-02  -0.540807E+00   0.195492E+00  -0.102825E-05   0.106382E-02  -0.102825E-05   0.172960E-06
    55   0.201874E+04  -0.861152E+00   0.104270E-02  -0.861152E+00   0.207236E+00  -0.101735E-05   0.104270E-02  -0.101735E-05   0.172131E-06
    56   0.204718E+04  -0.119926E+01   0.102297E-02  -0.119926E+01   0.219319E+00  -0.985318E-06   0.102297E-02  -0.985318E-06   0.171289E-06
    57   0.207599E+04  -0.155487E+01   0.100443E-02  -0.155487E+01   0.231635E+00  -0.937456E-06   0.100443E-02  -0.937456E-06   0.170432E-06
    58   0.210515E+04  -0.192833E+01   0.986769E-03  -0.192833E+01   0.244200E+00  -0.879554E-06   0.986769E-03  -0.879554E-06   0.169562E-06
    59   0.213455E+04  -0.232002E+01   0.969686E-03  -0.232002E+01   0.257058E+00  -0.817400E-06   0.969686E-03  -0.817400E-06   0.168680E-06
    60   0.216418E+04  -0.272890E+01   0.952879E-03  -0.272890E+01   0.270268E+00  -0.756781E-06   0.952879E-03  -0.756781E-06   0.167787E-06
    61   0.219436E+04  -0.315384E+01   0.936109E-03  -0.315384E+01   0.283927E+00  -0.702594E-06   0.936109E-03  -0.702594E-06   0.166883E-06
    62   0.222449E+04  -0.359585E+01   0.919396E-03  -0.359585E+01   0.298015E+00  -0.656169E-06   0.919396E-03  -0.656169E-06   0.165970E-06
    63   0.225481E+04  -0.405607E+01   0.902824E-03  -0.405607E+01   0.312485E+00  -0.617945E-06   0.902824E-03  -0.617945E-06   0.165049E-06
    64   0.228562E+04  -0.453591E+01   0.886478E-03  -0.453591E+01   0.327340E+00  -0.588359E-06   0.886478E-03  -0.588359E-06   0.164121E-06
    65   0.231656E+04  -0.503613E+01   0.870442E-03  -0.503613E+01   0.342547E+00  -0.567851E-06   0.870442E-03  -0.567851E-06   0.163188E-06
    66   0.234793E+04  -0.555497E+01   0.854790E-03  -0.555497E+01   0.358033E+00  -0.557351E-06   0.854790E-03  -0.557351E-06   0.162251E-06
    67   0.237954E+04  -0.608946E+01   0.839558E-03  -0.608946E+01   0.373802E+00  -0.559761E-06   0.839558E-03  -0.559761E-06   0.161310E-06
    68   0.241167E+04  -0.663763E+01   0.824773E-03  -0.663763E+01   0.389900E+00  -0.578476E-06   0.824773E-03  -0.578476E-06   0.160367E-06
    69   0.244405E+04  -0.719747E+01   0.810461E-03  -0.719747E+01   0.406290E+00  -0.616890E-06   0.810461E-03  -0.616890E-06   0.159421E-06
    70   0.247680E+04  -0.777034E+01   0.796648E-03  -0.777034E+01   0.423019E+00  -0.678397E-06   0.796648E-03  -0.678397E-06   0.158474E-06
    71   0.250975E+04  -0.835843E+01   0.783352E-03  -0.835843E+01   0.440076E+00  -0.763159E-06   0.783352E-03  -0.763159E-06   0.157526E-06
    72   0.254294E+04  -0.896307E+01   0.770553E-03  -0.896307E+01   0.457426E+00  -0.858413E-06   0.770553E-03  -0.858413E-06   0.156577E-06
    73   0.257637E+04  -0.958494E+01   0.758225E-03  -0.958494E+01   0.475023E+00  -0.948163E-06   0.758225E-03  -0.948163E-06   0.155627E-06
    74   0.261009E+04  -0.102232E+02   0.746340E-03  -0.102232E+02   0.492843E+00  -0.101641E-05   0.746340E-03  -0.101641E-05   0.154676E-06
    75   0.264425E+04  -0.108764E+02   0.734871E-03  -0.108764E+02   0.510883E+00  -0.104717E-05   0.734871E-03  -0.104717E-05   0.153724E-06
    76   0.267880E+04  -0.115440E+02   0.723780E-03  -0.115440E+02   0.529136E+00  -0.102983E-05   0.723780E-03  -0.102983E-05   0.152772E-06
    77   0.271379E+04  -0.122259E+02   0.712991E-03  -0.122259E+02   0.547596E+00  -0.975377E-06   0.712991E-03  -0.975377E-06   0.151819E-06
    78   0.274923E+04  -0.129235E+02   0.702417E-03  -0.129235E+02   0.566294E+00  -0.900198E-06   0.702417E-03  -0.900198E-06   0.150867E-06
    79   0.278492E+04  -0.136331E+02   0.691970E-03  -0.136331E+02   0.585181E+00  -0.820672E-06   0.691970E-03  -0.820672E-06   0.149916E-06
    80   0.282095E+04  -0.143562E+02   0.681564E-03  -0.143562E+02   0.604268E+00  -0.753179E-06   0.681564E-03  -0.753179E-06   0.148966E-06
    81   0.285720E+04  -0.150932E+02   0.671139E-03  -0.150932E+02   0.623506E+00  -0.711099E-06   0.671139E-03  -0.711099E-06   0.148018E-06
    82   0.289376E+04  -0.158428E+02   0.660748E-03  -0.158428E+02   0.642910E+00  -0.695797E-06   0.660748E-03  -0.695797E-06   0.147072E-06
    83   0.293057E+04  -0.166042E+02   0.650468E-03  -0.166042E+02   0.662444E+00  -0.705635E-06   0.650468E-03  -0.705635E-06   0.146129E-06
    84   0.296774E+04  -0.173749E+02   0.640377E-03  -0.173749E+02   0.682095E+00  -0.738977E-06   0.640377E-03  -0.738977E-06   0.145188E-06
    85   0.300514E+04  -0.181555E+02   0.630556E-03  -0.181555E+02   0.701827E+00  -0.794187E-06   0.630556E-03  -0.794187E-06   0.144251E-06
    86   0.304287E+04  -0.189448E+02   0.621065E-03  -0.189448E+02   0.721643E+00  -0.868612E-06   0.621065E-03  -0.868612E-06   0.143318E-06
    87   0.308113E+04  -0.197418E+02   0.611894E-03  -0.197418E+02   0.741510E+00  -0.955544E-06   0.611894E-03  -0.955544E-06   0.142389E-06
    88   0.311948E+04  -0.205467E+02   0.603015E-03  -0.205467E+02   0.761441E+00  -0.104726E-05   0.603015E-03  -0.104726E-05   0.141464E-06
    89   0.315828E+04  -0.213611E+02   0.594401E-03  -0.213611E+02   0.781419E+00  -0.113604E-05   0.594401E-03  -0.113604E-05   0.140543E-06
    90   0.319737E+04  -0.221823E+02   0.586025E-03  -0.221823E+02   0.801406E+00  -0.121415E-05   0.586025E-03  -0.121415E-05   0.139626E-06
    91   0.323666E+04  -0.230110E+02   0.577862E-03  -0.230110E+02   0.821392E+00  -0.127540E-05   0.577862E-03  -0.127540E-05   0.138714E-06
    92   0.327631E+04  -0.238464E+02   0.569902E-03  -0.238464E+02   0.841358E+00  -0.131962E-05   0.569902E-03  -0.131962E-05   0.137806E-06
    93   0.331631E+04  -0.246883E+02   0.562140E-03  -0.246883E+02   0.861292E+00  -0.134818E-05   0.562140E-03  -0.134818E-05   0.136903E-06
    94   0.335644E+04  -0.255351E+02   0.554568E-03  -0.255351E+02   0.881153E+00  -0.136243E-05   0.554568E-03  -0.136243E-05   0.136005E-06
    95   0.339693E+04  -0.263874E+02   0.547182E-03  -0.263874E+02   0.900937E+00  -0.136373E-05   0.547182E-03  -0.136373E-05   0.135112E-06
    96   0.343747E+04  -0.272444E+02   0.539973E-03  -0.272444E+02   0.920623E+00  -0.135344E-05   0.539973E-03  -0.135344E-05   0.134224E-06
    97   0.347852E+04  -0.281050E+02   0.532937E-03  -0.281050E+02   0.940192E+00  -0.133293E-05   0.532937E-03  -0.133293E-05   0.133340E-06
    98   0.351984E+04  -0.289669E+02   0.526067E-03  -0.289669E+02   0.959634E+00  -0.130355E-05   0.526067E-03  -0.130355E-05   0.132462E-06
    99   0.356130E+04  -0.298329E+02   0.519356E-03  -0.298329E+02   0.978906E+00  -0.126665E-05   0.519356E-03  -0.126665E-05   0.131589E-06
   100   0.360312E+04  -0.306985E+02   0.512798E-03  -0.306985E+02   0.998004E+00  -0.122361E-05   0.512798E-03  -0.122361E-05   0.130721E-06
   101   0.364514E+04  -0.315664E+02   0.506387E-03  -0.315664E+02   0.101698E+01  -0.117577E-05   0.506387E-03  -0.117577E-05   0.129858E-06
   102   0.368774E+04  -0.324343E+02   0.500116E-03  -0.324343E+02   0.103569E+01  -0.112450E-05   0.500116E-03  -0.112450E-05   0.129001E-06
   103   0.373033E+04  -0.333028E+02   0.493980E-03  -0.333028E+02   0.105419E+01  -0.107116E-05   0.493980E-03  -0.107116E-05   0.128149E-06
   104   0.377320E+04  -0.341686E+02   0.487972E-03  -0.341686E+02   0.107249E+01  -0.101710E-05   0.487972E-03  -0.101710E-05   0.127302E-06
   105   0.381627E+04  -0.350332E+02   0.482085E-03  -0.350332E+02   0.109051E+01  -0.963690E-06   0.482085E-03  -0.963690E-06   0.126461E-06
   106   0.385963E+04  -0.358957E+02   0.476314E-03  -0.358957E+02   0.110830E+01  -0.912283E-06   0.476314E-03  -0.912283E-06   0.125626E-06
   107   0.390298E+04  -0.367544E+02   0.470652E-03  -0.367544E+02   0.112573E+01  -0.864240E-06   0.470652E-03  -0.864240E-06   0.124796E-06
   108   0.394676E+04  -0.376099E+02   0.465093E-03  -0.376099E+02   0.114286E+01  -0.820919E-06   0.465093E-03  -0.820919E-06   0.123972E-06
   109   0.399074E+04  -0.384606E+02   0.459630E-03  -0.384606E+02   0.115962E+01  -0.783681E-06   0.459630E-03  -0.783681E-06   0.123154E-06
   110   0.403487E+04  -0.393048E+02   0.454258E-03  -0.393048E+02   0.117599E+01  -0.753884E-06   0.454258E-03  -0.753884E-06   0.122342E-06
   111   0.407920E+04  -0.401439E+02   0.448970E-03  -0.401439E+02   0.119205E+01  -0.732552E-06   0.448970E-03  -0.732552E-06   0.121535E-06
   112   0.412374E+04  -0.409769E+02   0.443764E-03  -0.409769E+02   0.120772E+01  -0.719367E-06   0.443764E-03  -0.719367E-06   0.120735E-06
   113   0.416855E+04  -0.418021E+02   0.438640E-03  -0.418021E+02   0.122300E+01  -0.713675E-06   0.438640E-03  -0.713675E-06   0.119941E-06
   114   0.421348E+04  -0.426186E+02   0.433595E-03  -0.426186E+02   0.123781E+01  -0.714824E-06   0.433595E-03  -0.714824E-06   0.119152E-06
   115   0.425868E+04  -0.434262E+02   0.428629E-03  -0.434262E+02   0.125229E+01  -0.722160E-06   0.428629E-03  -0.722160E-06   0.118370E-06
   116   0.430392E+04  -0.442238E+02   0.423740E-03  -0.442238E+02   0.126623E+01  -0.735028E-06   0.423740E-03  -0.735028E-06   0.117593E-06
   117   0.434949E+04  -0.450105E+02   0.418926E-03  -0.450105E+02   0.127968E+01  -0.752777E-06   0.418926E-03  -0.752777E-06   0.116823E-06
   118   0.439525E+04  -0.457870E+02   0.414187E-03  -0.457870E+02   0.129280E+01  -0.774752E-06   0.414187E-03  -0.774752E-06   0.116058E-06
   119   0.444102E+04  -0.465507E+02   0.409520E-03  -0.465507E+02   0.130544E+01  -0.800300E-06   0.409520E-03  -0.800300E-06   0.115299E-06
   120   0.448697E+04  -0.473014E+02   0.404925E-03  -0.473014E+02   0.131744E+01  -0.828768E-06   0.404925E-03  -0.828768E-06   0.114546E-06
   121   0.453293E+04  -0.480389E+02   0.400399E-03  -0.480389E+02   0.132909E+01  -0.859501E-06   0.400399E-03  -0.859501E-06   0.113799E-06
   122   0.457898E+04  -0.487623E+02   0.395942E-03  -0.487623E+02   0.134010E+01  -0.891847E-06   0.395942E-03  -0.891847E-06   0.113058E-06
   123   0.462512E+04  -0.494713E+02   0.391553E-03  -0.494713E+02   0.135054E+01  -0.925152E-06   0.391553E-03  -0.925152E-06   0.112323E-06
   124   0.467133E+04  -0.501627E+02   0.387229E-03  -0.501627E+02   0.136048E+01  -0.958763E-06   0.387229E-03  -0.958763E-06   0.111593E-06
   125   0.471754E+04  -0.508387E+02   0.382969E-03  -0.508387E+02   0.136983E+01  -0.992027E-06   0.382969E-03  -0.992027E-06   0.110870E-06
   126   0.476382E+04  -0.514982E+02   0.378773E-03  -0.514982E+02   0.137868E+01  -0.102429E-05   0.378773E-03  -0.102429E-05   0.110152E-06
   127   0.481009E+04  -0.521403E+02   0.374638E-03  -0.521403E+02   0.138687E+01  -0.105490E-05   0.374638E-03  -0.105490E-05   0.109440E-06
   128   0.485635E+04  -0.527639E+02   0.370564E-03  -0.527639E+02   0.139455E+01  -0.108319E-05   0.370564E-03  -0.108319E-05   0.108735E-06
   129   0.490267E+04  -0.533683E+02   0.366548E-03  -0.533683E+02   0.140156E+01  -0.110853E-05   0.366548E-03  -0.110853E-05   0.108034E-06
   130   0.494896E+04  -0.539523E+02   0.362590E-03  -0.539523E+02   0.140790E+01  -0.113026E-05   0.362590E-03  -0.113026E-05   0.107340E-06
   131   0.499522E+04  -0.545174E+02   0.358688E-03  -0.545174E+02   0.141372E+01  -0.114786E-05   0.358688E-03  -0.114786E-05   0.106652E-06
   132   0.504153E+04  -0.550603E+02   0.354842E-03  -0.550603E+02   0.141887E+01  -0.116148E-05   0.354842E-03  -0.116148E-05   0.105969E-06
   133   0.508774E+04  -0.555833E+02   0.351051E-03  -0.555833E+02   0.142342E+01  -0.117138E-05   0.351051E-03  -0.117138E-05   0.105292E-06
   134   0.513392E+04  -0.560816E+02   0.347315E-03  -0.560816E+02   0.142737E+01  -0.117784E-05   0.347315E-03  -0.117784E-05   0.104620E-06
   135   0.518006E+04  -0.565582E+02   0.343633E-03  -0.565582E+02   0.143065E+01  -0.118114E-05   0.343633E-03  -0.118114E-05   0.103955E-06
   136   0.522602E+04  -0.570093E+02   0.340005E-03  -0.570093E+02   0.143327E+01  -0.118155E-05   0.340005E-03  -0.118155E-05   0.103295E-06
   137   0.527194E+04  -0.574369E+02   0.336430E-03  -0.574369E+02   0.143528E+01  -0.117935E-05   0.336430E-03  -0.117935E-05   0.102640E-06
   138   0.531775E+04  -0.578394E+02   0.332908E-03  -0.578394E+02   0.143664E+01  -0.117482E-05   0.332908E-03  -0.117482E-05   0.101991E-06
   139   0.536330E+04  -0.582159E+02   0.329439E-03  -0.582159E+02   0.143747E+01  -0.116822E-05   0.329439E-03  -0.116822E-05   0.101348E-06
   140   0.540888E+04  -0.585672E+02   0.326023E-03  -0.585672E+02   0.143756E+01  -0.115984E-05   0.326023E-03  -0.115984E-05   0.100710E-06
   141   0.545419E+04  -0.588907E+02   0.322657E-03  -0.588907E+02   0.143698E+01  -0.114996E-05   0.322657E-03  -0.114996E-05   0.100077E-06
   142   0.549947E+04  -0.591872E+02   0.319343E-03  -0.591872E+02   0.143581E+01  -0.113885E-05   0.319343E-03  -0.113885E-05   0.994499E-07
   143   0.554462E+04  -0.594566E+02   0.316080E-03  -0.594566E+02   0.143405E+01  -0.112678E-05   0.316080E-03  -0.112678E-05   0.988280E-07
   144   0.558950E+04  -0.596979E+02   0.312868E-03  -0.596979E+02   0.143162E+01  -0.111404E-05   0.312868E-03  -0.111404E-05   0.982114E-07
   145   0.563418E+04  -0.599103E+02   0.309705E-03  -0.599103E+02   0.142868E+01  -0.110089E-05   0.309705E-03  -0.110089E-05   0.976000E-07
   146   0.567889E+04  -0.600937E+02   0.306592E-03  -0.600937E+02   0.142500E+01  -0.108762E-05   0.306592E-03  -0.108762E-05   0.969938E-07
   147   0.572318E+04  -0.602464E+02   0.303527E-03  -0.602464E+02   0.142080E+01  -0.107451E-05   0.303527E-03  -0.107451E-05   0.963928E-07
   148   0.576726E+04  -0.603698E+02   0.300512E-03  -0.603698E+02   0.141594E+01  -0.106181E-05   0.300512E-03  -0.106181E-05   0.957969E-07
   149   0.581122E+04  -0.604624E+02   0.297544E-03  -0.604624E+02   0.141050E+01  -0.104983E-05   0.297544E-03  -0.104983E-05   0.952061E-07
   150   0.585482E+04  -0.605217E+02   0.294625E-03  -0.605217E+02   0.140454E+01  -0.103882E-05   0.294625E-03  -0.103882E-05   0.946203E-07
   151   0.589821E+04  -0.605507E+02   0.291752E-03  -0.605507E+02   0.139799E+01  -0.102900E-05   0.291752E-03  -0.102900E-05   0.940395E-07
   152   0.594124E+04  -0.605477E+02   0.288926E-03  -0.605477E+02   0.139079E+01  -0.102035E-05   0.288926E-03  -0.102035E-05   0.934637E-07
   153   0.598406E+04  -0.605106E+02   0.286146E-03  -0.605106E+02   0.138308E+01  -0.101275E-05   0.286146E-03  -0.101275E-05   0.928928E-07
   154   0.602659E+04  -0.604413E+02   0.283409E-03  -0.604413E+02   0.137488E+01  -0.100612E-05   0.283409E-03  -0.100612E-05   0.923268E-07
   155   0.606882E+04  -0.603393E+02   0.280716E-03  -0.603393E+02   0.136619E+01  -0.100034E-05   0.280716E-03  -0.100034E-05   0.917656E-07
   156   0.611060E+04  -0.602043E+02   0.278065E-03  -0.602043E+02   0.135702E+01  -0.995334E-06   0.278065E-03  -0.995334E-06   0.912093E-07
   157   0.615223E+04  -0.600349E+02   0.275455E-03  -0.600349E+02   0.134736E+01  -0.990992E-06   0.275455E-03  -0.990992E-06   0.906578E-07
   158   0.619347E+04  -0.598318E+02   0.272886E-03  -0.598318E+02   0.133731E+01  -0.987218E-06   0.272886E-03  -0.987218E-06   0.901110E-07
   159   0.623432E+04  -0.595948E+02   0.270356E-03  -0.595948E+02   0.132671E+01  -0.983912E-06   0.270356E-03  -0.983912E-06   0.895690E-07
   160   0.627486E+04  -0.593225E+02   0.267864E-03  -0.593225E+02   0.131572E+01  -0.980979E-06   0.267864E-03  -0.980979E-06   0.890316E-07
   161   0.631509E+04  -0.590163E+02   0.265409E-03  -0.590163E+02   0.130443E+01  -0.978317E-06   0.265409E-03  -0.978317E-06   0.884989E-07
   162   0.635491E+04  -0.586760E+02   0.262990E-03  -0.586760E+02   0.129268E+01  -0.975831E-06   0.262990E-03  -0.975831E-06   0.879708E-07
   163   0.639448E+04  -0.583003E+02   0.260607E-03  -0.583003E+02   0.128056E+01  -0.973420E-06   0.260607E-03  -0.973420E-06   0.874473E-07
   164   0.643349E+04  -0.578905E+02   0.258258E-03  -0.578905E+02   0.126815E+01  -0.970987E-06   0.258258E-03  -0.970987E-06   0.869284E-07
   165   0.647224E+04  -0.574443E+02   0.255942E-03  -0.574443E+02   0.125538E+01  -0.968434E-06   0.255942E-03  -0.968434E-06   0.864139E-07
   166   0.651058E+04  -0.569632E+02   0.253658E-03  -0.569632E+02   0.124241E+01  -0.965661E-06   0.253658E-03  -0.965661E-06   0.859040E-07
   167   0.654858E+04  -0.564477E+02   0.251405E-03  -0.564477E+02   0.122901E+01  -0.962572E-06   0.251405E-03  -0.962572E-06   0.853984E-07
   168   0.658600E+04  -0.558958E+02   0.249182E-03  -0.558958E+02   0.121556E+01  -0.959066E-06   0.249182E-03  -0.959066E-06   0.848973E-07
   169   0.662300E+04  -0.553072E+02   0.246989E-03  -0.553072E+02   0.120178E+01  -0.955047E-06   0.246989E-03  -0.955047E-06   0.844006E-07
   170   0.665957E+04  -0.546835E+02   0.244824E-03  -0.546835E+02   0.118788E+01  -0.950416E-06   0.244824E-03  -0.950416E-06   0.839082E-07
   171   0.669556E+04  -0.540223E+02   0.242685E-03  -0.540223E+02   0.117388E+01  -0.945074E-06   0.242685E-03  -0.945074E-06   0.834201E-07
   172   0.673103E+04  -0.533251E+02   0.240573E-03  -0.533251E+02   0.115971E+01  -0.938923E-06   0.240573E-03  -0.938923E-06   0.829362E-07
   173   0.676592E+04  -0.525918E+02   0.238486E-03  -0.525918E+02   0.114537E+01  -0.931865E-06   0.238486E-03  -0.931865E-06   0.824566E-07
   174   0.680036E+04  -0.518224E+02   0.236423E-03  -0.518224E+02   0.113117E+01  -0.923801E-06   0.236423E-03  -0.923801E-06   0.819812E-07
   175   0.683428E+04  -0.510160E+02   0.234383E-03  -0.510160E+02   0.111681E+01  -0.914634E-06   0.234383E-03  -0.914634E-06   0.815100E-07
   176   0.686752E+04  -0.501727E+02   0.232366E-03  -0.501727E+02   0.110253E+01  -0.904290E-06   0.232366E-03  -0.904290E-06   0.810429E-07
   177   0.690023E+04  -0.492938E+02   0.230369E-03  -0.492938E+02   0.108825E+01  -0.892800E-06   0.230369E-03  -0.892800E-06   0.805799E-07
   178   0.693234E+04  -0.483781E+02   0.228394E-03  -0.483781E+02   0.107422E+01  -0.880221E-06   0.228394E-03  -0.880221E-06   0.801209E-07
   179   0.696384E+04  -0.474256E+02   0.226440E-03  -0.474256E+02   0.106014E+01  -0.866610E-06   0.226440E-03  -0.866610E-06   0.796659E-07
