#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
  1117   0.160851E+04  -0.844120E+02  -0.582048E-06  -0.844120E+02   0.205697E+02   0.349124E-06  -0.582048E-06   0.349124E-06   0.492568E-08
  1118   0.161023E+04  -0.832951E+02  -0.581655E-06  -0.832951E+02   0.203062E+02   0.342570E-06  -0.581655E-06   0.342570E-06   0.491608E-08
  1119   0.161193E+04  -0.821631E+02  -0.580840E-06  -0.821631E+02   0.200476E+02   0.336012E-06  -0.580840E-06   0.336012E-06   0.490650E-08
  1120   0.161346E+04  -0.810153E+02  -0.579615E-06  -0.810153E+02   0.197952E+02   0.329452E-06  -0.579615E-06   0.329452E-06   0.489695E-08
  1121   0.161489E+04  -0.798512E+02  -0.577991E-06  -0.798512E+02   0.195484E+02   0.322888E-06  -0.577991E-06   0.322888E-06   0.488741E-08
  1122   0.161623E+04  -0.786738E+02  -0.575981E-06  -0.786738E+02   0.193072E+02   0.316323E-06  -0.575981E-06   0.316323E-06   0.487790E-08
  1123   0.161740E+04  -0.774826E+02  -0.573597E-06  -0.774826E+02   0.190731E+02   0.309755E-06  -0.573597E-06   0.309755E-06   0.486842E-08
  1124   0.161854E+04  -0.762778E+02  -0.570852E-06  -0.762778E+02   0.188439E+02   0.303186E-06  -0.570852E-06   0.303186E-06   0.485895E-08
  1125   0.161951E+04  -0.750593E+02  -0.567756E-06  -0.750593E+02   0.186211E+02   0.296615E-06  -0.567756E-06   0.296615E-06   0.484951E-08
  1126   0.162038E+04  -0.738297E+02  -0.564323E-06  -0.738297E+02   0.184047E+02   0.290044E-06  -0.564323E-06   0.290044E-06   0.484009E-08
  1127   0.162116E+04  -0.725883E+02  -0.560564E-06  -0.725883E+02   0.181940E+02   0.283473E-06  -0.560564E-06   0.283473E-06   0.483070E-08
  1128   0.162183E+04  -0.713367E+02  -0.556492E-06  -0.713367E+02   0.179906E+02   0.276902E-06  -0.556492E-06   0.276902E-06   0.482132E-08
  1129   0.162241E+04  -0.700735E+02  -0.552118E-06  -0.700735E+02   0.177936E+02   0.270332E-06  -0.552118E-06   0.270332E-06   0.481197E-08
  1130   0.162274E+04  -0.688013E+02  -0.547455E-06  -0.688013E+02   0.176024E+02   0.263762E-06  -0.547455E-06   0.263762E-06   0.480265E-08
  1131   0.162312E+04  -0.675207E+02  -0.542515E-06  -0.675207E+02   0.174178E+02   0.257194E-06  -0.542515E-06   0.257194E-06   0.479334E-08
  1132   0.162332E+04  -0.662306E+02  -0.537310E-06  -0.662306E+02   0.172397E+02   0.250627E-06  -0.537310E-06   0.250627E-06   0.478406E-08
  1133   0.162335E+04  -0.649332E+02  -0.531851E-06  -0.649332E+02   0.170689E+02   0.244063E-06  -0.531851E-06   0.244063E-06   0.477479E-08
  1134   0.162335E+04  -0.636280E+02  -0.526152E-06  -0.636280E+02   0.169040E+02   0.237502E-06  -0.526152E-06   0.237502E-06   0.476555E-08
  1135   0.162317E+04  -0.623158E+02  -0.520224E-06  -0.623158E+02   0.167457E+02   0.230943E-06  -0.520224E-06   0.230943E-06   0.475634E-08
  1136   0.162290E+04  -0.609989E+02  -0.514080E-06  -0.609989E+02   0.165948E+02   0.224388E-06  -0.514080E-06   0.224388E-06   0.474714E-08
  1137   0.162252E+04  -0.596747E+02  -0.507730E-06  -0.596747E+02   0.164499E+02   0.217837E-06  -0.507730E-06   0.217837E-06   0.473797E-08
  1138   0.162204E+04  -0.583469E+02  -0.501188E-06  -0.583469E+02   0.163131E+02   0.211290E-06  -0.501188E-06   0.211290E-06   0.472882E-08
  1139   0.162145E+04  -0.570134E+02  -0.494466E-06  -0.570134E+02   0.161816E+02   0.204748E-06  -0.494466E-06   0.204748E-06   0.471969E-08
  1140   0.162069E+04  -0.556773E+02  -0.487576E-06  -0.556773E+02   0.160582E+02   0.198211E-06  -0.487576E-06   0.198211E-06   0.471058E-08
  1141   0.161983E+04  -0.543374E+02  -0.480529E-06  -0.543374E+02   0.159402E+02   0.191680E-06  -0.480529E-06   0.191680E-06   0.470149E-08
  1142   0.161886E+04  -0.529951E+02  -0.473338E-06  -0.529951E+02   0.158305E+02   0.185154E-06  -0.473338E-06   0.185154E-06   0.469243E-08
  1143   0.161778E+04  -0.516515E+02  -0.466015E-06  -0.516515E+02   0.157268E+02   0.178635E-06  -0.466015E-06   0.178635E-06   0.468339E-08
  1144   0.161646E+04  -0.503066E+02  -0.458572E-06  -0.503066E+02   0.156299E+02   0.172123E-06  -0.458572E-06   0.172123E-06   0.467437E-08
  1145   0.161517E+04  -0.489606E+02  -0.451022E-06  -0.489606E+02   0.155414E+02   0.165617E-06  -0.451022E-06   0.165617E-06   0.466537E-08
  1146   0.161371E+04  -0.476143E+02  -0.443375E-06  -0.476143E+02   0.154590E+02   0.159120E-06  -0.443375E-06   0.159120E-06   0.465639E-08
  1147   0.161214E+04  -0.462687E+02  -0.435645E-06  -0.462687E+02   0.153843E+02   0.152630E-06  -0.435645E-06   0.152630E-06   0.464743E-08
  1148   0.161039E+04  -0.449239E+02  -0.427844E-06  -0.449239E+02   0.153158E+02   0.146149E-06  -0.427844E-06   0.146149E-06   0.463849E-08
  1149   0.160861E+04  -0.435815E+02  -0.419983E-06  -0.435815E+02   0.152549E+02   0.139677E-06  -0.419983E-06   0.139677E-06   0.462958E-08
  1150   0.160664E+04  -0.422408E+02  -0.412075E-06  -0.422408E+02   0.152010E+02   0.133214E-06  -0.412075E-06   0.133214E-06   0.462069E-08
  1151   0.160464E+04  -0.409029E+02  -0.404129E-06  -0.409029E+02   0.151541E+02   0.126760E-06  -0.404129E-06   0.126760E-06   0.461181E-08
  1152   0.160239E+04  -0.395685E+02  -0.396143E-06  -0.395685E+02   0.151142E+02   0.120317E-06  -0.396143E-06   0.120317E-06   0.460296E-08
  1153   0.160018E+04  -0.382386E+02  -0.388114E-06  -0.382386E+02   0.150820E+02   0.113885E-06  -0.388114E-06   0.113885E-06   0.459413E-08
  1154   0.159779E+04  -0.369117E+02  -0.380037E-06  -0.369117E+02   0.150567E+02   0.107464E-06  -0.380037E-06   0.107464E-06   0.458532E-08
  1155   0.159529E+04  -0.355903E+02  -0.371908E-06  -0.355903E+02   0.150384E+02   0.101055E-06  -0.371908E-06   0.101055E-06   0.457653E-08
  1156   0.159261E+04  -0.342753E+02  -0.363723E-06  -0.342753E+02   0.150263E+02   0.946592E-07  -0.363723E-06   0.946592E-07   0.456777E-08
  1157   0.158983E+04  -0.329651E+02  -0.355478E-06  -0.329651E+02   0.150211E+02   0.882762E-07  -0.355478E-06   0.882762E-07   0.455902E-08
  1158   0.158701E+04  -0.316624E+02  -0.347168E-06  -0.316624E+02   0.150236E+02   0.819071E-07  -0.347168E-06   0.819071E-07   0.455029E-08
  1159   0.158409E+04  -0.303663E+02  -0.338789E-06  -0.303663E+02   0.150322E+02   0.755523E-07  -0.338789E-06   0.755523E-07   0.454159E-08
  1160   0.158092E+04  -0.290793E+02  -0.330338E-06  -0.290793E+02   0.150485E+02   0.692126E-07  -0.330338E-06   0.692126E-07   0.453290E-08
  1161   0.157779E+04  -0.277993E+02  -0.321809E-06  -0.277993E+02   0.150709E+02   0.628884E-07  -0.321809E-06   0.628884E-07   0.452424E-08
  1162   0.157448E+04  -0.265287E+02  -0.313199E-06  -0.265287E+02   0.151002E+02   0.565804E-07  -0.313199E-06   0.565804E-07   0.451559E-08
  1163   0.157107E+04  -0.252675E+02  -0.304504E-06  -0.252675E+02   0.151363E+02   0.502891E-07  -0.304504E-06   0.502891E-07   0.450697E-08
  1164   0.156763E+04  -0.240159E+02  -0.295719E-06  -0.240159E+02   0.151793E+02   0.440151E-07  -0.295719E-06   0.440151E-07   0.449837E-08
  1165   0.156401E+04  -0.227741E+02  -0.286840E-06  -0.227741E+02   0.152284E+02   0.377591E-07  -0.286840E-06   0.377591E-07   0.448978E-08
  1166   0.156022E+04  -0.215437E+02  -0.277863E-06  -0.215437E+02   0.152843E+02   0.315216E-07  -0.277863E-06   0.315216E-07   0.448122E-08
  1167   0.155647E+04  -0.203247E+02  -0.268784E-06  -0.203247E+02   0.153462E+02   0.253032E-07  -0.268784E-06   0.253032E-07   0.447268E-08
  1168   0.155255E+04  -0.191167E+02  -0.259599E-06  -0.191167E+02   0.154150E+02   0.191045E-07  -0.259599E-06   0.191045E-07   0.446415E-08
  1169   0.154859E+04  -0.179226E+02  -0.250302E-06  -0.179226E+02   0.154899E+02   0.129261E-07  -0.250302E-06   0.129261E-07   0.445565E-08
  1170   0.154454E+04  -0.167397E+02  -0.240892E-06  -0.167397E+02   0.155707E+02   0.676861E-08  -0.240892E-06   0.676861E-08   0.444717E-08
  1171   0.154031E+04  -0.155711E+02  -0.231362E-06  -0.155711E+02   0.156584E+02   0.632546E-09  -0.231362E-06   0.632546E-09   0.443871E-08
  1172   0.153605E+04  -0.144161E+02  -0.221709E-06  -0.144161E+02   0.157520E+02  -0.548146E-08  -0.221709E-06  -0.548146E-08   0.443026E-08
  1173   0.153170E+04  -0.132748E+02  -0.211928E-06  -0.132748E+02   0.158517E+02  -0.115728E-07  -0.211928E-06  -0.115728E-07   0.442184E-08
  1174   0.152724E+04  -0.121486E+02  -0.202016E-06  -0.121486E+02   0.159566E+02  -0.176409E-07  -0.202016E-06  -0.176409E-07   0.441344E-08
  1175   0.152268E+04  -0.110375E+02  -0.191969E-06  -0.110375E+02   0.160675E+02  -0.236852E-07  -0.191969E-06  -0.236852E-07   0.440505E-08
  1176   0.151795E+04  -0.994238E+01  -0.181781E-06  -0.994238E+01   0.161844E+02  -0.297051E-07  -0.181781E-06  -0.297051E-07   0.439669E-08
  1177   0.151327E+04  -0.886289E+01  -0.171450E-06  -0.886289E+01   0.163080E+02  -0.357000E-07  -0.171450E-06  -0.357000E-07   0.438835E-08
  1178   0.150841E+04  -0.779984E+01  -0.160970E-06  -0.779984E+01   0.164360E+02  -0.416693E-07  -0.160970E-06  -0.416693E-07   0.438002E-08
  1179   0.150360E+04  -0.675361E+01  -0.150337E-06  -0.675361E+01   0.165715E+02  -0.476124E-07  -0.150337E-06  -0.476124E-07   0.437172E-08
  1180   0.149863E+04  -0.572461E+01  -0.139548E-06  -0.572461E+01   0.167122E+02  -0.535287E-07  -0.139548E-06  -0.535287E-07   0.436343E-08
  1181   0.149362E+04  -0.471327E+01  -0.128599E-06  -0.471327E+01   0.168573E+02  -0.594177E-07  -0.128599E-06  -0.594177E-07   0.435516E-08
  1182   0.148845E+04  -0.372004E+01  -0.117484E-06  -0.372004E+01   0.170083E+02  -0.652787E-07  -0.117484E-06  -0.652787E-07   0.434692E-08
  1183   0.148325E+04  -0.274518E+01  -0.106200E-06  -0.274518E+01   0.171644E+02  -0.711111E-07  -0.106200E-06  -0.711111E-07   0.433869E-08
  1184   0.147796E+04  -0.178923E+01  -0.947421E-07  -0.178923E+01   0.173250E+02  -0.769145E-07  -0.947421E-07  -0.769145E-07   0.433048E-08
  1185   0.147264E+04  -0.852401E+00  -0.831070E-07  -0.852401E+00   0.174922E+02  -0.826881E-07  -0.831070E-07  -0.826881E-07   0.432229E-08
  1186   0.146722E+04   0.647393E-01  -0.712901E-07   0.647393E-01   0.176637E+02  -0.884314E-07  -0.712901E-07  -0.884314E-07   0.431412E-08
  1187   0.146179E+04   0.961929E+00  -0.592873E-07   0.961929E+00   0.178404E+02  -0.941438E-07  -0.592873E-07  -0.941438E-07   0.430597E-08
  1188   0.145626E+04   0.183867E+01  -0.470943E-07   0.183867E+01   0.180214E+02  -0.998247E-07  -0.470943E-07  -0.998247E-07   0.429784E-08
  1189   0.145063E+04   0.269489E+01  -0.347069E-07   0.269489E+01   0.182075E+02  -0.105474E-06  -0.347069E-07  -0.105474E-06   0.428972E-08
  1190   0.144498E+04   0.353002E+01  -0.221211E-07   0.353002E+01   0.183979E+02  -0.111090E-06  -0.221211E-07  -0.111090E-06   0.428163E-08
  1191   0.143923E+04   0.434400E+01  -0.933246E-08   0.434400E+01   0.185934E+02  -0.116673E-06  -0.933246E-08  -0.116673E-06   0.427355E-08
  1192   0.143347E+04   0.513625E+01   0.366304E-08   0.513625E+01   0.187932E+02  -0.122222E-06   0.366304E-08  -0.122222E-06   0.426549E-08
  1193   0.142761E+04   0.590664E+01   0.168696E-07   0.590664E+01   0.189973E+02  -0.127736E-06   0.168696E-07  -0.127736E-06   0.425745E-08
  1194   0.142173E+04   0.665497E+01   0.302915E-07   0.665497E+01   0.192057E+02  -0.133216E-06   0.302915E-07  -0.133216E-06   0.424943E-08
  1195   0.141583E+04   0.738079E+01   0.439328E-07   0.738079E+01   0.194184E+02  -0.138660E-06   0.439328E-07  -0.138660E-06   0.424143E-08
  1196   0.140977E+04   0.808354E+01   0.577978E-07   0.808354E+01   0.196360E+02  -0.144068E-06   0.577978E-07  -0.144068E-06   0.423345E-08
  1197   0.140376E+04   0.876337E+01   0.718907E-07   0.876337E+01   0.198565E+02  -0.149439E-06   0.718907E-07  -0.149439E-06   0.422549E-08
  1198   0.139765E+04   0.941874E+01   0.862155E-07   0.941874E+01   0.200812E+02  -0.154772E-06   0.862155E-07  -0.154772E-06   0.421754E-08
  1199   0.139153E+04   0.100518E+02   0.100777E-06   0.100518E+02   0.203094E+02  -0.160068E-06   0.100777E-06  -0.160068E-06   0.420961E-08
  1200   0.138532E+04   0.106607E+02   0.115578E-06   0.106607E+02   0.205418E+02  -0.165325E-06   0.115578E-06  -0.165325E-06   0.420170E-08
  1201   0.137916E+04   0.112448E+02   0.130622E-06   0.112448E+02   0.207769E+02  -0.170543E-06   0.130622E-06  -0.170543E-06   0.419381E-08
  1202   0.137284E+04   0.118054E+02   0.145904E-06   0.118054E+02   0.210170E+02  -0.175721E-06   0.145904E-06  -0.175721E-06   0.418594E-08
  1203   0.136657E+04   0.123410E+02   0.161416E-06   0.123410E+02   0.212597E+02  -0.180860E-06   0.161416E-06  -0.180860E-06   0.417808E-08
  1204   0.136021E+04   0.128524E+02   0.177152E-06   0.128524E+02   0.215058E+02  -0.185958E-06   0.177152E-06  -0.185958E-06   0.417025E-08
  1205   0.135384E+04   0.133388E+02   0.193103E-06   0.133388E+02   0.217537E+02  -0.191016E-06   0.193103E-06  -0.191016E-06   0.416243E-08
  1206   0.134746E+04   0.138010E+02   0.209264E-06   0.138010E+02   0.220057E+02  -0.196032E-06   0.209264E-06  -0.196032E-06   0.415463E-08
  1207   0.134113E+04   0.142374E+02   0.225627E-06   0.142374E+02   0.222602E+02  -0.201008E-06   0.225627E-06  -0.201008E-06   0.414684E-08
  1208   0.133472E+04   0.146503E+02   0.242185E-06   0.146503E+02   0.225180E+02  -0.205942E-06   0.242185E-06  -0.205942E-06   0.413908E-08
  1209   0.132822E+04   0.150382E+02   0.258930E-06   0.150382E+02   0.227775E+02  -0.210834E-06   0.258930E-06  -0.210834E-06   0.413133E-08
  1210   0.132178E+04   0.154002E+02   0.275857E-06   0.154002E+02   0.230395E+02  -0.215683E-06   0.275857E-06  -0.215683E-06   0.412360E-08
  1211   0.131525E+04   0.157372E+02   0.292957E-06   0.157372E+02   0.233046E+02  -0.220490E-06   0.292957E-06  -0.220490E-06   0.411589E-08
  1212   0.130879E+04   0.160499E+02   0.310224E-06   0.160499E+02   0.235713E+02  -0.225253E-06   0.310224E-06  -0.225253E-06   0.410820E-08
  1213   0.130224E+04   0.163382E+02   0.327650E-06   0.163382E+02   0.238396E+02  -0.229974E-06   0.327650E-06  -0.229974E-06   0.410052E-08
  1214   0.129576E+04   0.166007E+02   0.345228E-06   0.166007E+02   0.241110E+02  -0.234650E-06   0.345228E-06  -0.234650E-06   0.409286E-08
  1215   0.128926E+04   0.168380E+02   0.362952E-06   0.168380E+02   0.243832E+02  -0.239282E-06   0.362952E-06  -0.239282E-06   0.408522E-08
  1216   0.128276E+04   0.170502E+02   0.380815E-06   0.170502E+02   0.246577E+02  -0.243870E-06   0.380815E-06  -0.243870E-06   0.407760E-08
  1217   0.127610E+04   0.172381E+02   0.398808E-06   0.172381E+02   0.249336E+02  -0.248413E-06   0.398808E-06  -0.248413E-06   0.406999E-08
  1218   0.126958E+04   0.174000E+02   0.416925E-06   0.174000E+02   0.252117E+02  -0.252911E-06   0.416925E-06  -0.252911E-06   0.406240E-08
  1219   0.126298E+04   0.175382E+02   0.435160E-06   0.175382E+02   0.254897E+02  -0.257363E-06   0.435160E-06  -0.257363E-06   0.405483E-08
  1220   0.125645E+04   0.176506E+02   0.453504E-06   0.176506E+02   0.257691E+02  -0.261769E-06   0.453504E-06  -0.261769E-06   0.404727E-08
  1221   0.124991E+04   0.177384E+02   0.471951E-06   0.177384E+02   0.260491E+02  -0.266129E-06   0.471951E-06  -0.266129E-06   0.403974E-08
  1222   0.124336E+04   0.178003E+02   0.490493E-06   0.178003E+02   0.263312E+02  -0.270443E-06   0.490493E-06  -0.270443E-06   0.403222E-08
  1223   0.123681E+04   0.178393E+02   0.509125E-06   0.178393E+02   0.266138E+02  -0.274709E-06   0.509125E-06  -0.274709E-06   0.402471E-08
  1224   0.123026E+04   0.178515E+02   0.527838E-06   0.178515E+02   0.268954E+02  -0.278928E-06   0.527838E-06  -0.278928E-06   0.401723E-08
  1225   0.122377E+04   0.178392E+02   0.546625E-06   0.178392E+02   0.271790E+02  -0.283099E-06   0.546625E-06  -0.283099E-06   0.400976E-08
  1226   0.121728E+04   0.178031E+02   0.565479E-06   0.178031E+02   0.274623E+02  -0.287222E-06   0.565479E-06  -0.287222E-06   0.400230E-08
  1227   0.121087E+04   0.177418E+02   0.584394E-06   0.177418E+02   0.277461E+02  -0.291297E-06   0.584394E-06  -0.291297E-06   0.399487E-08
  1228   0.120438E+04   0.176566E+02   0.603362E-06   0.176566E+02   0.280302E+02  -0.295323E-06   0.603362E-06  -0.295323E-06   0.398745E-08
  1229   0.119795E+04   0.175462E+02   0.622376E-06   0.175462E+02   0.283139E+02  -0.299300E-06   0.622376E-06  -0.299300E-06   0.398005E-08
  1230   0.119138E+04   0.174126E+02   0.641429E-06   0.174126E+02   0.285972E+02  -0.303227E-06   0.641429E-06  -0.303227E-06   0.397266E-08
  1231   0.118496E+04   0.172545E+02   0.660513E-06   0.172545E+02   0.288808E+02  -0.307105E-06   0.660513E-06  -0.307105E-06   0.396530E-08
  1232   0.117854E+04   0.170733E+02   0.679623E-06   0.170733E+02   0.291631E+02  -0.310932E-06   0.679623E-06  -0.310932E-06   0.395794E-08
  1233   0.117227E+04   0.168667E+02   0.698750E-06   0.168667E+02   0.294464E+02  -0.314709E-06   0.698750E-06  -0.314709E-06   0.395061E-08
  1234   0.116592E+04   0.166377E+02   0.717888E-06   0.166377E+02   0.297277E+02  -0.318434E-06   0.717888E-06  -0.318434E-06   0.394329E-08
  1235   0.115987E+04   0.163848E+02   0.737029E-06   0.163848E+02   0.300092E+02  -0.322109E-06   0.737029E-06  -0.322109E-06   0.393599E-08
  1236   0.115368E+04   0.161088E+02   0.756167E-06   0.161088E+02   0.302885E+02  -0.325732E-06   0.756167E-06  -0.325732E-06   0.392870E-08
  1237   0.114749E+04   0.158089E+02   0.775294E-06   0.158089E+02   0.305672E+02  -0.329303E-06   0.775294E-06  -0.329303E-06   0.392143E-08
  1238   0.114138E+04   0.154857E+02   0.794403E-06   0.154857E+02   0.308452E+02  -0.332821E-06   0.794403E-06  -0.332821E-06   0.391418E-08
  1239   0.113527E+04   0.151394E+02   0.813488E-06   0.151394E+02   0.311211E+02  -0.336287E-06   0.813488E-06  -0.336287E-06   0.390694E-08
  1240   0.112917E+04   0.147713E+02   0.832540E-06   0.147713E+02   0.313962E+02  -0.339700E-06   0.832540E-06  -0.339700E-06   0.389972E-08
  1241   0.112321E+04   0.143800E+02   0.851554E-06   0.143800E+02   0.316690E+02  -0.343059E-06   0.851554E-06  -0.343059E-06   0.389252E-08
  1242   0.111720E+04   0.139677E+02   0.870521E-06   0.139677E+02   0.319418E+02  -0.346365E-06   0.870521E-06  -0.346365E-06   0.388533E-08
  1243   0.111126E+04   0.135311E+02   0.889435E-06   0.135311E+02   0.322107E+02  -0.349617E-06   0.889435E-06  -0.349617E-06   0.387816E-08
  1244   0.110540E+04   0.130741E+02   0.908289E-06   0.130741E+02   0.324796E+02  -0.352814E-06   0.908289E-06  -0.352814E-06   0.387100E-08
  1245   0.109963E+04   0.125950E+02   0.927075E-06   0.125950E+02   0.327460E+02  -0.355956E-06   0.927075E-06  -0.355956E-06   0.386386E-08
  1246   0.109386E+04   0.120956E+02   0.945787E-06   0.120956E+02   0.330093E+02  -0.359043E-06   0.945787E-06  -0.359043E-06   0.385674E-08
  1247   0.108810E+04   0.115741E+02   0.964418E-06   0.115741E+02   0.332709E+02  -0.362074E-06   0.964418E-06  -0.362074E-06   0.384963E-08
  1248   0.108242E+04   0.110313E+02   0.982959E-06   0.110313E+02   0.335301E+02  -0.365050E-06   0.982959E-06  -0.365050E-06   0.384254E-08
  1249   0.107683E+04   0.104681E+02   0.100141E-05   0.104681E+02   0.337881E+02  -0.367969E-06   0.100141E-05  -0.367969E-06   0.383546E-08
  1250   0.107133E+04   0.988432E+01   0.101975E-05   0.988432E+01   0.340422E+02  -0.370832E-06   0.101975E-05  -0.370832E-06   0.382840E-08
  1251   0.106583E+04   0.928006E+01   0.103798E-05   0.928006E+01   0.342930E+02  -0.373637E-06   0.103798E-05  -0.373637E-06   0.382135E-08
  1252   0.106049E+04   0.865567E+01   0.105611E-05   0.865567E+01   0.345426E+02  -0.376386E-06   0.105611E-05  -0.376386E-06   0.381433E-08
  1253   0.105509E+04   0.801191E+01   0.107413E-05   0.801191E+01   0.347881E+02  -0.379079E-06   0.107413E-05  -0.379079E-06   0.380731E-08
  1254   0.104978E+04   0.734894E+01   0.109204E-05   0.734894E+01   0.350303E+02  -0.381715E-06   0.109204E-05  -0.381715E-06   0.380031E-08
  1255   0.104456E+04   0.666704E+01   0.110985E-05   0.666704E+01   0.352705E+02  -0.384295E-06   0.110985E-05  -0.384295E-06   0.379333E-08
  1256   0.103949E+04   0.596690E+01   0.112756E-05   0.596690E+01   0.355066E+02  -0.386819E-06   0.112756E-05  -0.386819E-06   0.378636E-08
  1257   0.103444E+04   0.524867E+01   0.114517E-05   0.524867E+01   0.357399E+02  -0.389287E-06   0.114517E-05  -0.389287E-06   0.377941E-08
  1258   0.102940E+04   0.451288E+01   0.116268E-05   0.451288E+01   0.359691E+02  -0.391699E-06   0.116268E-05  -0.391699E-06   0.377247E-08
  1259   0.102444E+04   0.375989E+01   0.118010E-05   0.375989E+01   0.361955E+02  -0.394057E-06   0.118010E-05  -0.394057E-06   0.376555E-08
  1260   0.101958E+04   0.299017E+01   0.119741E-05   0.299017E+01   0.364177E+02  -0.396359E-06   0.119741E-05  -0.396359E-06   0.375864E-08
  1261   0.101480E+04   0.220405E+01   0.121464E-05   0.220405E+01   0.366370E+02  -0.398606E-06   0.121464E-05  -0.398606E-06   0.375175E-08
  1262   0.101012E+04   0.140213E+01   0.123177E-05   0.140213E+01   0.368528E+02  -0.400798E-06   0.123177E-05  -0.400798E-06   0.374488E-08
  1263   0.100552E+04   0.584520E+00   0.124881E-05   0.584520E+00   0.370643E+02  -0.402936E-06   0.124881E-05  -0.402936E-06   0.373802E-08
  1264   0.100093E+04  -0.248383E+00   0.126576E-05  -0.248383E+00   0.372722E+02  -0.405019E-06   0.126576E-05  -0.405019E-06   0.373117E-08
  1265   0.996511E+03  -0.109596E+01   0.128263E-05  -0.109596E+01   0.374757E+02  -0.407048E-06   0.128263E-05  -0.407048E-06   0.372434E-08
  1266   0.992106E+03  -0.195766E+01   0.129941E-05  -0.195766E+01   0.376756E+02  -0.409023E-06   0.129941E-05  -0.409023E-06   0.371753E-08
  1267   0.987790E+03  -0.283339E+01   0.131610E-05  -0.283339E+01   0.378704E+02  -0.410945E-06   0.131610E-05  -0.410945E-06   0.371072E-08
  1268   0.983573E+03  -0.372267E+01   0.133272E-05  -0.372267E+01   0.380629E+02  -0.412813E-06   0.133272E-05  -0.412813E-06   0.370394E-08
  1269   0.979453E+03  -0.462459E+01   0.134925E-05  -0.462459E+01   0.382488E+02  -0.414627E-06   0.134925E-05  -0.414627E-06   0.369717E-08
  1270   0.975394E+03  -0.553994E+01   0.136570E-05  -0.553994E+01   0.384309E+02  -0.416388E-06   0.136570E-05  -0.416388E-06   0.369041E-08
  1271   0.971434E+03  -0.646697E+01   0.138208E-05  -0.646697E+01   0.386093E+02  -0.418097E-06   0.138208E-05  -0.418097E-06   0.368367E-08
  1272   0.967543E+03  -0.740560E+01   0.139838E-05  -0.740560E+01   0.387832E+02  -0.419753E-06   0.139838E-05  -0.419753E-06   0.367694E-08
  1273   0.963721E+03  -0.835572E+01   0.141461E-05  -0.835572E+01   0.389518E+02  -0.421356E-06   0.141461E-05  -0.421356E-06   0.367023E-08
  1274   0.959999E+03  -0.931649E+01   0.143076E-05  -0.931649E+01   0.391151E+02  -0.422906E-06   0.143076E-05  -0.422906E-06   0.366353E-08
  1275   0.956362E+03  -0.102871E+02   0.144684E-05  -0.102871E+02   0.392745E+02  -0.424405E-06   0.144684E-05  -0.424405E-06   0.365685E-08
  1276   0.952802E+03  -0.112681E+02   0.146285E-05  -0.112681E+02   0.394294E+02  -0.425852E-06   0.146285E-05  -0.425852E-06   0.365018E-08
  1277   0.949336E+03  -0.122580E+02   0.147880E-05  -0.122580E+02   0.395796E+02  -0.427246E-06   0.147880E-05  -0.427246E-06   0.364353E-08
  1278   0.945955E+03  -0.132573E+02   0.149468E-05  -0.132573E+02   0.397245E+02  -0.428590E-06   0.149468E-05  -0.428590E-06   0.363689E-08
  1279   0.942668E+03  -0.142646E+02   0.151049E-05  -0.142646E+02   0.398639E+02  -0.429882E-06   0.151049E-05  -0.429882E-06   0.363027E-08
  1280   0.939474E+03  -0.152812E+02   0.152624E-05  -0.152812E+02   0.399994E+02  -0.431122E-06   0.152624E-05  -0.431122E-06   0.362366E-08
  1281   0.936368E+03  -0.163041E+02   0.154193E-05  -0.163041E+02   0.401295E+02  -0.432312E-06   0.154193E-05  -0.432312E-06   0.361706E-08
  1282   0.933355E+03  -0.173345E+02   0.155756E-05  -0.173345E+02   0.402541E+02  -0.433451E-06   0.155756E-05  -0.433451E-06   0.361048E-08
  1283   0.930430E+03  -0.183717E+02   0.157313E-05  -0.183717E+02   0.403739E+02  -0.434540E-06   0.157313E-05  -0.434540E-06   0.360391E-08
  1284   0.927600E+03  -0.194156E+02   0.158865E-05  -0.194156E+02   0.404883E+02  -0.435578E-06   0.158865E-05  -0.435578E-06   0.359736E-08
  1285   0.924851E+03  -0.204645E+02   0.160411E-05  -0.204645E+02   0.405978E+02  -0.436566E-06   0.160411E-05  -0.436566E-06   0.359082E-08
  1286   0.922197E+03  -0.215192E+02   0.161952E-05  -0.215192E+02   0.407010E+02  -0.437504E-06   0.161952E-05  -0.437504E-06   0.358429E-08
  1287   0.919639E+03  -0.225781E+02   0.163487E-05  -0.225781E+02   0.407994E+02  -0.438393E-06   0.163487E-05  -0.438393E-06   0.357778E-08
  1288   0.917177E+03  -0.236424E+02   0.165018E-05  -0.236424E+02   0.408922E+02  -0.439232E-06   0.165018E-05  -0.439232E-06   0.357129E-08
  1289   0.914804E+03  -0.247092E+02   0.166543E-05  -0.247092E+02   0.409801E+02  -0.440021E-06   0.166543E-05  -0.440021E-06   0.356480E-08
  1290   0.912521E+03  -0.257806E+02   0.168065E-05  -0.257806E+02   0.410616E+02  -0.440761E-06   0.168065E-05  -0.440761E-06   0.355833E-08
  1291   0.910334E+03  -0.268550E+02   0.169581E-05  -0.268550E+02   0.411382E+02  -0.441453E-06   0.169581E-05  -0.441453E-06   0.355188E-08
