#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   453   0.254215E+04  -0.944253E+02   0.888706E-05  -0.944253E+02   0.211160E+02   0.217660E-05   0.888706E-05   0.217660E-05   0.251143E-07
   454   0.255554E+04  -0.951735E+02   0.861423E-05  -0.951735E+02   0.208859E+02   0.216984E-05   0.861423E-05   0.216984E-05   0.250305E-07
   455   0.256905E+04  -0.958752E+02   0.834237E-05  -0.958752E+02   0.206544E+02   0.216210E-05   0.834237E-05   0.216210E-05   0.249471E-07
   456   0.258283E+04  -0.965240E+02   0.807164E-05  -0.965240E+02   0.204210E+02   0.215342E-05   0.807164E-05   0.215342E-05   0.248640E-07
   457   0.259658E+04  -0.971339E+02   0.780222E-05  -0.971339E+02   0.201871E+02   0.214380E-05   0.780222E-05   0.214380E-05   0.247813E-07
   458   0.261052E+04  -0.976865E+02   0.753428E-05  -0.976865E+02   0.199520E+02   0.213329E-05   0.753428E-05   0.213329E-05   0.246990E-07
   459   0.262458E+04  -0.981973E+02   0.726798E-05  -0.981973E+02   0.197165E+02   0.212189E-05   0.726798E-05   0.212189E-05   0.246170E-07
   460   0.263874E+04  -0.986606E+02   0.700349E-05  -0.986606E+02   0.194791E+02   0.210964E-05   0.700349E-05   0.210964E-05   0.245354E-07
   461   0.265294E+04  -0.990771E+02   0.674099E-05  -0.990771E+02   0.192413E+02   0.209656E-05   0.674099E-05   0.209656E-05   0.244542E-07
   462   0.266725E+04  -0.994410E+02   0.648064E-05  -0.994410E+02   0.190025E+02   0.208268E-05   0.648064E-05   0.208268E-05   0.243733E-07
   463   0.268159E+04  -0.997708E+02   0.622261E-05  -0.997708E+02   0.187642E+02   0.206802E-05   0.622261E-05   0.206802E-05   0.242928E-07
   464   0.269595E+04  -0.100037E+03   0.596707E-05  -0.100037E+03   0.185256E+02   0.205260E-05   0.596707E-05   0.205260E-05   0.242126E-07
   465   0.271034E+04  -0.100269E+03   0.571419E-05  -0.100269E+03   0.182868E+02   0.203645E-05   0.571419E-05   0.203645E-05   0.241328E-07
   466   0.272482E+04  -0.100445E+03   0.546414E-05  -0.100445E+03   0.180470E+02   0.201959E-05   0.546414E-05   0.201959E-05   0.240533E-07
   467   0.273941E+04  -0.100580E+03   0.521709E-05  -0.100580E+03   0.178079E+02   0.200205E-05   0.521709E-05   0.200205E-05   0.239741E-07
   468   0.275393E+04  -0.100666E+03   0.497320E-05  -0.100666E+03   0.175694E+02   0.198385E-05   0.497320E-05   0.198385E-05   0.238954E-07
   469   0.276847E+04  -0.100711E+03   0.473266E-05  -0.100711E+03   0.173300E+02   0.196502E-05   0.473266E-05   0.196502E-05   0.238169E-07
   470   0.278310E+04  -0.100707E+03   0.449562E-05  -0.100707E+03   0.170921E+02   0.194558E-05   0.449562E-05   0.194558E-05   0.237388E-07
   471   0.279752E+04  -0.100655E+03   0.426225E-05  -0.100655E+03   0.168557E+02   0.192555E-05   0.426225E-05   0.192555E-05   0.236611E-07
   472   0.281209E+04  -0.100563E+03   0.403273E-05  -0.100563E+03   0.166193E+02   0.190497E-05   0.403273E-05   0.190497E-05   0.235836E-07
   473   0.282660E+04  -0.100421E+03   0.380722E-05  -0.100421E+03   0.163837E+02   0.188384E-05   0.380722E-05   0.188384E-05   0.235065E-07
   474   0.284111E+04  -0.100239E+03   0.358590E-05  -0.100239E+03   0.161497E+02   0.186221E-05   0.358590E-05   0.186221E-05   0.234298E-07
   475   0.285562E+04  -0.100009E+03   0.336893E-05  -0.100009E+03   0.159158E+02   0.184009E-05   0.336893E-05   0.184009E-05   0.233534E-07
   476   0.286999E+04  -0.997327E+02   0.315648E-05  -0.997327E+02   0.156842E+02   0.181751E-05   0.315648E-05   0.181751E-05   0.232773E-07
   477   0.288427E+04  -0.994203E+02   0.294873E-05  -0.994203E+02   0.154536E+02   0.179449E-05   0.294873E-05   0.179449E-05   0.232015E-07
   478   0.289856E+04  -0.990531E+02   0.274583E-05  -0.990531E+02   0.152240E+02   0.177105E-05   0.274583E-05   0.177105E-05   0.231261E-07
   479   0.291276E+04  -0.986558E+02   0.254796E-05  -0.986558E+02   0.149969E+02   0.174723E-05   0.254796E-05   0.174723E-05   0.230510E-07
   480   0.292687E+04  -0.982090E+02   0.235529E-05  -0.982090E+02   0.147715E+02   0.172304E-05   0.235529E-05   0.172304E-05   0.229762E-07
   481   0.294090E+04  -0.977166E+02   0.216799E-05  -0.977166E+02   0.145480E+02   0.169851E-05   0.216799E-05   0.169851E-05   0.229018E-07
   482   0.295492E+04  -0.971845E+02   0.198623E-05  -0.971845E+02   0.143270E+02   0.167366E-05   0.198623E-05   0.167366E-05   0.228276E-07
   483   0.296869E+04  -0.966150E+02   0.181017E-05  -0.966150E+02   0.141079E+02   0.164853E-05   0.181017E-05   0.164853E-05   0.227538E-07
   484   0.298230E+04  -0.960024E+02   0.163999E-05  -0.960024E+02   0.138915E+02   0.162312E-05   0.163999E-05   0.162312E-05   0.226803E-07
   485   0.299596E+04  -0.953480E+02   0.147586E-05  -0.953480E+02   0.136770E+02   0.159748E-05   0.147586E-05   0.159748E-05   0.226071E-07
   486   0.300944E+04  -0.946541E+02   0.131794E-05  -0.946541E+02   0.134660E+02   0.157162E-05   0.131794E-05   0.157162E-05   0.225343E-07
   487   0.302276E+04  -0.939209E+02   0.116640E-05  -0.939209E+02   0.132577E+02   0.154556E-05   0.116640E-05   0.154556E-05   0.224617E-07
   488   0.303589E+04  -0.931477E+02   0.102142E-05  -0.931477E+02   0.130515E+02   0.151933E-05   0.102142E-05   0.151933E-05   0.223895E-07
   489   0.304892E+04  -0.923360E+02   0.883156E-06  -0.923360E+02   0.128488E+02   0.149296E-05   0.883156E-06   0.149296E-05   0.223175E-07
   490   0.306184E+04  -0.914850E+02   0.751786E-06  -0.914850E+02   0.126498E+02   0.146647E-05   0.751786E-06   0.146647E-05   0.222459E-07
   491   0.307443E+04  -0.905979E+02   0.627476E-06  -0.905979E+02   0.124536E+02   0.143989E-05   0.627476E-06   0.143989E-05   0.221746E-07
   492   0.308699E+04  -0.896739E+02   0.510397E-06  -0.896739E+02   0.122611E+02   0.141323E-05   0.510397E-06   0.141323E-05   0.221036E-07
   493   0.309935E+04  -0.887117E+02   0.400716E-06  -0.887117E+02   0.120708E+02   0.138652E-05   0.400716E-06   0.138652E-05   0.220328E-07
   494   0.311152E+04  -0.877149E+02   0.298604E-06  -0.877149E+02   0.118858E+02   0.135980E-05   0.298604E-06   0.135980E-05   0.219624E-07
   495   0.312342E+04  -0.866822E+02   0.204230E-06  -0.866822E+02   0.117038E+02   0.133307E-05   0.204230E-06   0.133307E-05   0.218923E-07
   496   0.313513E+04  -0.856151E+02   0.117763E-06  -0.856151E+02   0.115263E+02   0.130637E-05   0.117763E-06   0.130637E-05   0.218225E-07
   497   0.314664E+04  -0.845129E+02   0.393719E-07  -0.845129E+02   0.113526E+02   0.127973E-05   0.393719E-07   0.127973E-05   0.217530E-07
   498   0.315795E+04  -0.833787E+02  -0.307734E-07  -0.833787E+02   0.111821E+02   0.125316E-05  -0.307734E-07   0.125316E-05   0.216837E-07
   499   0.316913E+04  -0.822095E+02  -0.925040E-07  -0.822095E+02   0.110170E+02   0.122668E-05  -0.925040E-07   0.122668E-05   0.216148E-07
   500   0.318003E+04  -0.810098E+02  -0.145651E-06  -0.810098E+02   0.108550E+02   0.120034E-05  -0.145651E-06   0.120034E-05   0.215461E-07
   501   0.319058E+04  -0.797783E+02  -0.190112E-06  -0.797783E+02   0.106985E+02   0.117414E-05  -0.190112E-06   0.117414E-05   0.214777E-07
   502   0.320106E+04  -0.785151E+02  -0.226064E-06  -0.785151E+02   0.105468E+02   0.114808E-05  -0.226064E-06   0.114808E-05   0.214097E-07
   503   0.321119E+04  -0.772228E+02  -0.253747E-06  -0.772228E+02   0.103990E+02   0.112218E-05  -0.253747E-06   0.112218E-05   0.213419E-07
   504   0.322104E+04  -0.759000E+02  -0.273406E-06  -0.759000E+02   0.102561E+02   0.109642E-05  -0.273406E-06   0.109642E-05   0.212743E-07
   505   0.323082E+04  -0.745509E+02  -0.285282E-06  -0.745509E+02   0.101186E+02   0.107081E-05  -0.285282E-06   0.107081E-05   0.212071E-07
   506   0.324018E+04  -0.731733E+02  -0.289618E-06  -0.731733E+02   0.998608E+01   0.104535E-05  -0.289618E-06   0.104535E-05   0.211402E-07
   507   0.324939E+04  -0.717698E+02  -0.286658E-06  -0.717698E+02   0.985824E+01   0.102004E-05  -0.286658E-06   0.102004E-05   0.210735E-07
   508   0.325825E+04  -0.703398E+02  -0.276643E-06  -0.703398E+02   0.973612E+01   0.994880E-06  -0.276643E-06   0.994880E-06   0.210071E-07
   509   0.326689E+04  -0.688866E+02  -0.259817E-06  -0.688866E+02   0.961877E+01   0.969865E-06  -0.259817E-06   0.969865E-06   0.209410E-07
   510   0.327518E+04  -0.674097E+02  -0.236422E-06  -0.674097E+02   0.950688E+01   0.944998E-06  -0.236422E-06   0.944998E-06   0.208751E-07
   511   0.328333E+04  -0.659094E+02  -0.206702E-06  -0.659094E+02   0.940017E+01   0.920279E-06  -0.206702E-06   0.920279E-06   0.208096E-07
   512   0.329111E+04  -0.643873E+02  -0.170898E-06  -0.643873E+02   0.929910E+01   0.895707E-06  -0.170898E-06   0.895707E-06   0.207443E-07
   513   0.329869E+04  -0.628452E+02  -0.129253E-06  -0.628452E+02   0.920347E+01   0.871283E-06  -0.129253E-06   0.871283E-06   0.206793E-07
   514   0.330597E+04  -0.612834E+02  -0.820109E-07  -0.612834E+02   0.911359E+01   0.847007E-06  -0.820109E-07   0.847007E-06   0.206146E-07
   515   0.331297E+04  -0.597020E+02  -0.294136E-07  -0.597020E+02   0.902940E+01   0.822878E-06  -0.294136E-07   0.822878E-06   0.205501E-07
   516   0.331968E+04  -0.581029E+02   0.282959E-07  -0.581029E+02   0.895099E+01   0.798896E-06   0.282959E-07   0.798896E-06   0.204859E-07
   517   0.332602E+04  -0.564870E+02   0.908750E-07  -0.564870E+02   0.887854E+01   0.775062E-06   0.908750E-07   0.775062E-06   0.204220E-07
   518   0.333215E+04  -0.548553E+02   0.158081E-06  -0.548553E+02   0.881189E+01   0.751374E-06   0.158081E-06   0.751374E-06   0.203583E-07
   519   0.333807E+04  -0.532074E+02   0.229671E-06  -0.532074E+02   0.875131E+01   0.727834E-06   0.229671E-06   0.727834E-06   0.202949E-07
   520   0.334362E+04  -0.515463E+02   0.305402E-06  -0.515463E+02   0.869672E+01   0.704440E-06   0.305402E-06   0.704440E-06   0.202318E-07
   521   0.334880E+04  -0.498725E+02   0.385032E-06  -0.498725E+02   0.864823E+01   0.681194E-06   0.385032E-06   0.681194E-06   0.201689E-07
   522   0.335370E+04  -0.481861E+02   0.468318E-06  -0.481861E+02   0.860606E+01   0.658093E-06   0.468318E-06   0.658093E-06   0.201063E-07
   523   0.335837E+04  -0.464888E+02   0.555017E-06  -0.464888E+02   0.857009E+01   0.635140E-06   0.555017E-06   0.635140E-06   0.200440E-07
   524   0.336275E+04  -0.447817E+02   0.644887E-06  -0.447817E+02   0.854034E+01   0.612333E-06   0.644887E-06   0.612333E-06   0.199819E-07
   525   0.336670E+04  -0.430642E+02   0.737684E-06  -0.430642E+02   0.851697E+01   0.589672E-06   0.737684E-06   0.589672E-06   0.199201E-07
   526   0.337042E+04  -0.413389E+02   0.833166E-06  -0.413389E+02   0.849999E+01   0.567158E-06   0.833166E-06   0.567158E-06   0.198586E-07
   527   0.337400E+04  -0.396068E+02   0.931090E-06  -0.396068E+02   0.848942E+01   0.544790E-06   0.931090E-06   0.544790E-06   0.197973E-07
   528   0.337713E+04  -0.378694E+02   0.103121E-05  -0.378694E+02   0.848529E+01   0.522568E-06   0.103121E-05   0.522568E-06   0.197362E-07
   529   0.337997E+04  -0.361257E+02   0.113329E-05  -0.361257E+02   0.848790E+01   0.500491E-06   0.113329E-05   0.500491E-06   0.196754E-07
   530   0.338244E+04  -0.343796E+02   0.123709E-05  -0.343796E+02   0.849705E+01   0.478561E-06   0.123709E-05   0.478561E-06   0.196149E-07
   531   0.338484E+04  -0.326283E+02   0.134236E-05  -0.326283E+02   0.851268E+01   0.456776E-06   0.134236E-05   0.456776E-06   0.195546E-07
   532   0.338672E+04  -0.308759E+02   0.144885E-05  -0.308759E+02   0.853510E+01   0.435137E-06   0.144885E-05   0.435137E-06   0.194946E-07
   533   0.338831E+04  -0.291225E+02   0.155633E-05  -0.291225E+02   0.856419E+01   0.413644E-06   0.155633E-05   0.413644E-06   0.194348E-07
   534   0.338960E+04  -0.273692E+02   0.166455E-05  -0.273692E+02   0.860003E+01   0.392296E-06   0.166455E-05   0.392296E-06   0.193753E-07
   535   0.339058E+04  -0.256170E+02   0.177328E-05  -0.256170E+02   0.864271E+01   0.371093E-06   0.177328E-05   0.371093E-06   0.193160E-07
   536   0.339128E+04  -0.238660E+02   0.188226E-05  -0.238660E+02   0.869211E+01   0.350036E-06   0.188226E-05   0.350036E-06   0.192570E-07
   537   0.339175E+04  -0.221181E+02   0.199125E-05  -0.221181E+02   0.874831E+01   0.329124E-06   0.199125E-05   0.329124E-06   0.191982E-07
   538   0.339177E+04  -0.203742E+02   0.210002E-05  -0.203742E+02   0.881149E+01   0.308356E-06   0.210002E-05   0.308356E-06   0.191397E-07
   539   0.339156E+04  -0.186353E+02   0.220832E-05  -0.186353E+02   0.888135E+01   0.287734E-06   0.220832E-05   0.287734E-06   0.190814E-07
   540   0.339106E+04  -0.169024E+02   0.231591E-05  -0.169024E+02   0.895836E+01   0.267256E-06   0.231591E-05   0.267256E-06   0.190233E-07
   541   0.339018E+04  -0.151758E+02   0.242253E-05  -0.151758E+02   0.904209E+01   0.246923E-06   0.242253E-05   0.246923E-06   0.189655E-07
   542   0.338908E+04  -0.134578E+02   0.252796E-05  -0.134578E+02   0.913279E+01   0.226735E-06   0.252796E-05   0.226735E-06   0.189080E-07
   543   0.338760E+04  -0.117485E+02   0.263195E-05  -0.117485E+02   0.923054E+01   0.206691E-06   0.263195E-05   0.206691E-06   0.188506E-07
   544   0.338590E+04  -0.100488E+02   0.273426E-05  -0.100488E+02   0.933521E+01   0.186792E-06   0.273426E-05   0.186792E-06   0.187935E-07
   545   0.338381E+04  -0.835976E+01   0.283463E-05  -0.835976E+01   0.944682E+01   0.167036E-06   0.283463E-05   0.167036E-06   0.187367E-07
   546   0.338150E+04  -0.668257E+01   0.293284E-05  -0.668257E+01   0.956516E+01   0.147425E-06   0.293284E-05   0.147425E-06   0.186801E-07
   547   0.337882E+04  -0.501781E+01   0.302863E-05  -0.501781E+01   0.969047E+01   0.127958E-06   0.302863E-05   0.127958E-06   0.186237E-07
   548   0.337590E+04  -0.336674E+01   0.312177E-05  -0.336674E+01   0.982277E+01   0.108635E-06   0.312177E-05   0.108635E-06   0.185675E-07
   549   0.337268E+04  -0.173033E+01   0.321202E-05  -0.173033E+01   0.996208E+01   0.894564E-07   0.321202E-05   0.894564E-07   0.185116E-07
   550   0.336916E+04  -0.109398E+00   0.329912E-05  -0.109398E+00   0.101084E+02   0.704211E-07   0.329912E-05   0.704211E-07   0.184560E-07
   551   0.336541E+04   0.149521E+01   0.338289E-05   0.149521E+01   0.102618E+02   0.515288E-07   0.338289E-05   0.515288E-07   0.184005E-07
   552   0.336128E+04   0.308222E+01   0.346337E-05   0.308222E+01   0.104221E+02   0.327761E-07   0.346337E-05   0.327761E-07   0.183453E-07
   553   0.335692E+04   0.465123E+01   0.354065E-05   0.465123E+01   0.105880E+02   0.141589E-07   0.354065E-05   0.141589E-07   0.182903E-07
   554   0.335226E+04   0.620124E+01   0.361481E-05   0.620124E+01   0.107624E+02  -0.432661E-08   0.361481E-05  -0.432661E-08   0.182355E-07
   555   0.334730E+04   0.773126E+01   0.368596E-05   0.773126E+01   0.109429E+02  -0.226847E-07   0.368596E-05  -0.226847E-07   0.181810E-07
   556   0.334205E+04   0.924095E+01   0.375417E-05   0.924095E+01   0.111304E+02  -0.409192E-07   0.375417E-05  -0.409192E-07   0.181267E-07
   557   0.333657E+04   0.107283E+02   0.381954E-05   0.107283E+02   0.113241E+02  -0.590343E-07   0.381954E-05  -0.590343E-07   0.180726E-07
   558   0.333079E+04   0.121939E+02   0.388216E-05   0.121939E+02   0.115254E+02  -0.770340E-07   0.388216E-05  -0.770340E-07   0.180187E-07
   559   0.332472E+04   0.136366E+02   0.394212E-05   0.136366E+02   0.117321E+02  -0.949223E-07   0.394212E-05  -0.949223E-07   0.179651E-07
   560   0.331850E+04   0.150549E+02   0.399951E-05   0.150549E+02   0.119449E+02  -0.112703E-06   0.399951E-05  -0.112703E-06   0.179116E-07
   561   0.331185E+04   0.164485E+02   0.405443E-05   0.164485E+02   0.121645E+02  -0.130381E-06   0.405443E-05  -0.130381E-06   0.178584E-07
   562   0.330512E+04   0.178166E+02   0.410695E-05   0.178166E+02   0.123909E+02  -0.147959E-06   0.410695E-05  -0.147959E-06   0.178055E-07
   563   0.329811E+04   0.191604E+02   0.415718E-05   0.191604E+02   0.126227E+02  -0.165442E-06   0.415718E-05  -0.165442E-06   0.177527E-07
   564   0.329088E+04   0.204745E+02   0.420519E-05   0.204745E+02   0.128619E+02  -0.182834E-06   0.420519E-05  -0.182834E-06   0.177002E-07
   565   0.328336E+04   0.217626E+02   0.425109E-05   0.217626E+02   0.131057E+02  -0.200139E-06   0.425109E-05  -0.200139E-06   0.176478E-07
   566   0.327563E+04   0.230214E+02   0.429497E-05   0.230214E+02   0.133561E+02  -0.217361E-06   0.429497E-05  -0.217361E-06   0.175957E-07
   567   0.326769E+04   0.242515E+02   0.433690E-05   0.242515E+02   0.136118E+02  -0.234503E-06   0.433690E-05  -0.234503E-06   0.175438E-07
   568   0.325954E+04   0.254513E+02   0.437699E-05   0.254513E+02   0.138742E+02  -0.251571E-06   0.437699E-05  -0.251571E-06   0.174921E-07
   569   0.325111E+04   0.266227E+02   0.441533E-05   0.266227E+02   0.141425E+02  -0.268567E-06   0.441533E-05  -0.268567E-06   0.174407E-07
   570   0.324255E+04   0.277605E+02   0.445199E-05   0.277605E+02   0.144159E+02  -0.285496E-06   0.445199E-05  -0.285496E-06   0.173894E-07
   571   0.323370E+04   0.288666E+02   0.448709E-05   0.288666E+02   0.146953E+02  -0.302363E-06   0.448709E-05  -0.302363E-06   0.173384E-07
   572   0.322465E+04   0.299409E+02   0.452070E-05   0.299409E+02   0.149797E+02  -0.319170E-06   0.452070E-05  -0.319170E-06   0.172875E-07
   573   0.321547E+04   0.309810E+02   0.455291E-05   0.309810E+02   0.152692E+02  -0.335923E-06   0.455291E-05  -0.335923E-06   0.172369E-07
   574   0.320609E+04   0.319881E+02   0.458382E-05   0.319881E+02   0.155646E+02  -0.352625E-06   0.458382E-05  -0.352625E-06   0.171865E-07
   575   0.319650E+04   0.329600E+02   0.461352E-05   0.329600E+02   0.158642E+02  -0.369280E-06   0.461352E-05  -0.369280E-06   0.171363E-07
   576   0.318679E+04   0.338978E+02   0.464210E-05   0.338978E+02   0.161696E+02  -0.385892E-06   0.464210E-05  -0.385892E-06   0.170863E-07
   577   0.317681E+04   0.347999E+02   0.466964E-05   0.347999E+02   0.164801E+02  -0.402465E-06   0.466964E-05  -0.402465E-06   0.170365E-07
   578   0.316671E+04   0.356653E+02   0.469624E-05   0.356653E+02   0.167947E+02  -0.419004E-06   0.469624E-05  -0.419004E-06   0.169869E-07
   579   0.315648E+04   0.364948E+02   0.472199E-05   0.364948E+02   0.171151E+02  -0.435512E-06   0.472199E-05  -0.435512E-06   0.169375E-07
   580   0.314613E+04   0.372858E+02   0.474698E-05   0.372858E+02   0.174397E+02  -0.451993E-06   0.474698E-05  -0.451993E-06   0.168883E-07
   581   0.313544E+04   0.380403E+02   0.477130E-05   0.380403E+02   0.177685E+02  -0.468452E-06   0.477130E-05  -0.468452E-06   0.168393E-07
   582   0.312470E+04   0.387561E+02   0.479503E-05   0.387561E+02   0.181021E+02  -0.484892E-06   0.479503E-05  -0.484892E-06   0.167905E-07
   583   0.311385E+04   0.394321E+02   0.481828E-05   0.394321E+02   0.184399E+02  -0.501317E-06   0.481828E-05  -0.501317E-06   0.167419E-07
   584   0.310288E+04   0.400696E+02   0.484113E-05   0.400696E+02   0.187818E+02  -0.517732E-06   0.484113E-05  -0.517732E-06   0.166935E-07
   585   0.309180E+04   0.406671E+02   0.486367E-05   0.406671E+02   0.191278E+02  -0.534141E-06   0.486367E-05  -0.534141E-06   0.166453E-07
   586   0.308052E+04   0.412243E+02   0.488599E-05   0.412243E+02   0.194772E+02  -0.550547E-06   0.488599E-05  -0.550547E-06   0.165973E-07
   587   0.306921E+04   0.417410E+02   0.490818E-05   0.417410E+02   0.198313E+02  -0.566954E-06   0.490818E-05  -0.566954E-06   0.165495E-07
   588   0.305772E+04   0.422156E+02   0.493034E-05   0.422156E+02   0.201888E+02  -0.583368E-06   0.493034E-05  -0.583368E-06   0.165019E-07
   589   0.304611E+04   0.426494E+02   0.495254E-05   0.426494E+02   0.205502E+02  -0.599790E-06   0.495254E-05  -0.599790E-06   0.164545E-07
   590   0.303440E+04   0.430414E+02   0.497489E-05   0.430414E+02   0.209142E+02  -0.616227E-06   0.497489E-05  -0.616227E-06   0.164073E-07
   591   0.302265E+04   0.433908E+02   0.499748E-05   0.433908E+02   0.212828E+02  -0.632681E-06   0.499748E-05  -0.632681E-06   0.163603E-07
   592   0.301080E+04   0.436966E+02   0.502038E-05   0.436966E+02   0.216532E+02  -0.649158E-06   0.502038E-05  -0.649158E-06   0.163134E-07
   593   0.299884E+04   0.439608E+02   0.504370E-05   0.439608E+02   0.220283E+02  -0.665659E-06   0.504370E-05  -0.665659E-06   0.162668E-07
   594   0.298670E+04   0.441804E+02   0.506753E-05   0.441804E+02   0.224057E+02  -0.682191E-06   0.506753E-05  -0.682191E-06   0.162203E-07
   595   0.297453E+04   0.443573E+02   0.509195E-05   0.443573E+02   0.227849E+02  -0.698757E-06   0.509195E-05  -0.698757E-06   0.161741E-07
   596   0.296241E+04   0.444892E+02   0.511706E-05   0.444892E+02   0.231686E+02  -0.715360E-06   0.511706E-05  -0.715360E-06   0.161280E-07
   597   0.295019E+04   0.445773E+02   0.514294E-05   0.445773E+02   0.235525E+02  -0.732006E-06   0.514294E-05  -0.732006E-06   0.160821E-07
   598   0.293810E+04   0.446207E+02   0.516969E-05   0.446207E+02   0.239402E+02  -0.748697E-06   0.516969E-05  -0.748697E-06   0.160364E-07
   599   0.292583E+04   0.446201E+02   0.519740E-05   0.446201E+02   0.243302E+02  -0.765438E-06   0.519740E-05  -0.765438E-06   0.159908E-07
   600   0.291346E+04   0.445737E+02   0.522615E-05   0.445737E+02   0.247225E+02  -0.782234E-06   0.522615E-05  -0.782234E-06   0.159455E-07
   601   0.290108E+04   0.444821E+02   0.525603E-05   0.444821E+02   0.251171E+02  -0.799085E-06   0.525603E-05  -0.799085E-06   0.159003E-07
   602   0.288867E+04   0.443446E+02   0.528703E-05   0.443446E+02   0.255124E+02  -0.815987E-06   0.528703E-05  -0.815987E-06   0.158553E-07
   603   0.287617E+04   0.441636E+02   0.531914E-05   0.441636E+02   0.259106E+02  -0.832933E-06   0.531914E-05  -0.832933E-06   0.158105E-07
   604   0.286381E+04   0.439368E+02   0.535235E-05   0.439368E+02   0.263096E+02  -0.849914E-06   0.535235E-05  -0.849914E-06   0.157659E-07
   605   0.285135E+04   0.436651E+02   0.538666E-05   0.436651E+02   0.267099E+02  -0.866923E-06   0.538666E-05  -0.866923E-06   0.157215E-07
   606   0.283895E+04   0.433485E+02   0.542204E-05   0.433485E+02   0.271115E+02  -0.883954E-06   0.542204E-05  -0.883954E-06   0.156772E-07
   607   0.282632E+04   0.429872E+02   0.545849E-05   0.429872E+02   0.275144E+02  -0.900998E-06   0.545849E-05  -0.900998E-06   0.156331E-07
   608   0.281390E+04   0.425811E+02   0.549599E-05   0.425811E+02   0.279186E+02  -0.918047E-06   0.549599E-05  -0.918047E-06   0.155892E-07
   609   0.280155E+04   0.421304E+02   0.553454E-05   0.421304E+02   0.283224E+02  -0.935096E-06   0.553454E-05  -0.935096E-06   0.155454E-07
   610   0.278911E+04   0.416351E+02   0.557411E-05   0.416351E+02   0.287268E+02  -0.952135E-06   0.557411E-05  -0.952135E-06   0.155019E-07
   611   0.277675E+04   0.410960E+02   0.561470E-05   0.410960E+02   0.291322E+02  -0.969159E-06   0.561470E-05  -0.969159E-06   0.154585E-07
   612   0.276445E+04   0.405140E+02   0.565630E-05   0.405140E+02   0.295387E+02  -0.986158E-06   0.565630E-05  -0.986158E-06   0.154153E-07
   613   0.275208E+04   0.398869E+02   0.569889E-05   0.398869E+02   0.299425E+02  -0.100313E-05   0.569889E-05  -0.100313E-05   0.153722E-07
   614   0.273985E+04   0.392163E+02   0.574246E-05   0.392163E+02   0.303481E+02  -0.102006E-05   0.574246E-05  -0.102006E-05   0.153294E-07
   615   0.272762E+04   0.385029E+02   0.578700E-05   0.385029E+02   0.307524E+02  -0.103694E-05   0.578700E-05  -0.103694E-05   0.152867E-07
   616   0.271547E+04   0.377468E+02   0.583250E-05   0.377468E+02   0.311577E+02  -0.105377E-05   0.583250E-05  -0.105377E-05   0.152441E-07
   617   0.270347E+04   0.369481E+02   0.587895E-05   0.369481E+02   0.315623E+02  -0.107054E-05   0.587895E-05  -0.107054E-05   0.152018E-07
   618   0.269147E+04   0.361062E+02   0.592632E-05   0.361062E+02   0.319663E+02  -0.108724E-05   0.592632E-05  -0.108724E-05   0.151596E-07
   619   0.267949E+04   0.352240E+02   0.597462E-05   0.352240E+02   0.323704E+02  -0.110387E-05   0.597462E-05  -0.110387E-05   0.151176E-07
   620   0.266773E+04   0.342995E+02   0.602383E-05   0.342995E+02   0.327715E+02  -0.112041E-05   0.602383E-05  -0.112041E-05   0.150757E-07
   621   0.265590E+04   0.333333E+02   0.607394E-05   0.333333E+02   0.331725E+02  -0.113686E-05   0.607394E-05  -0.113686E-05   0.150340E-07
   622   0.264424E+04   0.323257E+02   0.612493E-05   0.323257E+02   0.335721E+02  -0.115321E-05   0.612493E-05  -0.115321E-05   0.149925E-07
   623   0.263274E+04   0.312789E+02   0.617680E-05   0.312789E+02   0.339693E+02  -0.116946E-05   0.617680E-05  -0.116946E-05   0.149511E-07
   624   0.262125E+04   0.301914E+02   0.622953E-05   0.301914E+02   0.343648E+02  -0.118559E-05   0.622953E-05  -0.118559E-05   0.149099E-07
   625   0.260985E+04   0.290634E+02   0.628311E-05   0.290634E+02   0.347587E+02  -0.120161E-05   0.628311E-05  -0.120161E-05   0.148689E-07
   626   0.259861E+04   0.278963E+02   0.633752E-05   0.278963E+02   0.351509E+02  -0.121750E-05   0.633752E-05  -0.121750E-05   0.148280E-07
   627   0.258754E+04   0.266904E+02   0.639276E-05   0.266904E+02   0.355405E+02  -0.123325E-05   0.639276E-05  -0.123325E-05   0.147873E-07
   628   0.257657E+04   0.254456E+02   0.644882E-05   0.254456E+02   0.359277E+02  -0.124886E-05   0.644882E-05  -0.124886E-05   0.147468E-07
   629   0.256577E+04   0.241628E+02   0.650567E-05   0.241628E+02   0.363122E+02  -0.126431E-05   0.650567E-05  -0.126431E-05   0.147064E-07
   630   0.255499E+04   0.228412E+02   0.656332E-05   0.228412E+02   0.366942E+02  -0.127961E-05   0.656332E-05  -0.127961E-05   0.146662E-07
   631   0.254438E+04   0.214840E+02   0.662174E-05   0.214840E+02   0.370735E+02  -0.129475E-05   0.662174E-05  -0.129475E-05   0.146261E-07
   632   0.253402E+04   0.200889E+02   0.668093E-05   0.200889E+02   0.374493E+02  -0.130971E-05   0.668093E-05  -0.130971E-05   0.145862E-07
