#    L    TT             EE             BB             TE          
   236   0.502734E+04   0.129873E+01   0.135757E-01   0.361112E+02
   237   0.501856E+04   0.134544E+01   0.136956E-01   0.376062E+02
   238   0.500924E+04   0.139400E+01   0.138156E-01   0.391014E+02
   239   0.499946E+04   0.144426E+01   0.139358E-01   0.405960E+02
   240   0.498898E+04   0.149630E+01   0.140560E-01   0.420880E+02
   241   0.497811E+04   0.155025E+01   0.141763E-01   0.435781E+02
   242   0.496670E+04   0.160596E+01   0.142966E-01   0.450658E+02
   243   0.495474E+04   0.166358E+01   0.144170E-01   0.465495E+02
   244   0.494224E+04   0.172302E+01   0.145374E-01   0.480301E+02
   245   0.492920E+04   0.178437E+01   0.146578E-01   0.495047E+02
   246   0.491569E+04   0.184761E+01   0.147782E-01   0.509749E+02
   247   0.490171E+04   0.191268E+01   0.148986E-01   0.524385E+02
   248   0.488718E+04   0.197992E+01   0.150189E-01   0.538956E+02
   249   0.487226E+04   0.204883E+01   0.151392E-01   0.553455E+02
   250   0.485679E+04   0.211984E+01   0.152593E-01   0.567868E+02
   251   0.484093E+04   0.219265E+01   0.153794E-01   0.582204E+02
   252   0.482444E+04   0.226749E+01   0.154994E-01   0.596448E+02
   253   0.480771E+04   0.234414E+01   0.156192E-01   0.610585E+02
   254   0.479043E+04   0.242290E+01   0.157389E-01   0.624617E+02
   255   0.477267E+04   0.250347E+01   0.158584E-01   0.638545E+02
   256   0.475452E+04   0.258622E+01   0.159777E-01   0.652368E+02
   257   0.473596E+04   0.267072E+01   0.160968E-01   0.666006E+02
   258   0.471692E+04   0.275734E+01   0.162158E-01   0.679585E+02
   259   0.469748E+04   0.284593E+01   0.163345E-01   0.692959E+02
   260   0.467772E+04   0.293650E+01   0.164530E-01   0.706275E+02
   261   0.465747E+04   0.302897E+01   0.165712E-01   0.719312E+02
   262   0.463674E+04   0.312357E+01   0.166891E-01   0.732293E+02
   263   0.461590E+04   0.322008E+01   0.168068E-01   0.745145E+02
   264   0.459451E+04   0.331858E+01   0.169242E-01   0.757794E+02
   265   0.457263E+04   0.341899E+01   0.170413E-01   0.770166E+02
   266   0.455050E+04   0.352154E+01   0.171580E-01   0.782485E+02
   267   0.452788E+04   0.362587E+01   0.172745E-01   0.794529E+02
   268   0.450492E+04   0.373234E+01   0.173906E-01   0.806446E+02
   269   0.448148E+04   0.384066E+01   0.175064E-01   0.818164E+02
   270   0.445784E+04   0.395091E+01   0.176218E-01   0.829683E+02
   271   0.443380E+04   0.406302E+01   0.177368E-01   0.841003E+02
   272   0.440956E+04   0.417729E+01   0.178515E-01   0.852051E+02
   273   0.438490E+04   0.429312E+01   0.179657E-01   0.862976E+02
   274   0.435998E+04   0.441112E+01   0.180796E-01   0.873556E+02
   275   0.433472E+04   0.453076E+01   0.181931E-01   0.884015E+02
   276   0.430926E+04   0.465227E+01   0.183062E-01   0.894130E+02
   277   0.428339E+04   0.477566E+01   0.184188E-01   0.904125E+02
   278   0.425731E+04   0.490085E+01   0.185310E-01   0.913777E+02
   279   0.423097E+04   0.502778E+01   0.186428E-01   0.923161E+02
   280   0.420435E+04   0.515643E+01   0.187542E-01   0.932428E+02
   281   0.417761E+04   0.528690E+01   0.188651E-01   0.941354E+02
   282   0.415044E+04   0.541889E+01   0.189755E-01   0.950015E+02
   283   0.412315E+04   0.555262E+01   0.190855E-01   0.958410E+02
   284   0.409566E+04   0.568802E+01   0.191950E-01   0.966542E+02
   285   0.406796E+04   0.582510E+01   0.193041E-01   0.974410E+02
   286   0.403998E+04   0.596371E+01   0.194126E-01   0.981941E+02
   287   0.401180E+04   0.610385E+01   0.195207E-01   0.989284E+02
   288   0.398349E+04   0.624552E+01   0.196284E-01   0.996291E+02
   289   0.395497E+04   0.638866E+01   0.197355E-01   0.100304E+03
   290   0.392632E+04   0.653312E+01   0.198421E-01   0.100952E+03
   291   0.389754E+04   0.667964E+01   0.199482E-01   0.101560E+03
   292   0.386832E+04   0.682711E+01   0.200538E-01   0.102150E+03
   293   0.383927E+04   0.697517E+01   0.201589E-01   0.102698E+03
   294   0.380993E+04   0.712531E+01   0.202635E-01   0.103229E+03
   295   0.378067E+04   0.727603E+01   0.203676E-01   0.103719E+03
   296   0.375113E+04   0.742883E+01   0.204711E-01   0.104183E+03
   297   0.372152E+04   0.758149E+01   0.205741E-01   0.104622E+03
   298   0.369170E+04   0.773623E+01   0.206766E-01   0.105020E+03
   299   0.366189E+04   0.789232E+01   0.207786E-01   0.105385E+03
   300   0.363193E+04   0.804827E+01   0.208800E-01   0.105718E+03
   301   0.360191E+04   0.820558E+01   0.209809E-01   0.106026E+03
   302   0.357189E+04   0.836350E+01   0.210812E-01   0.106308E+03
   303   0.354180E+04   0.852279E+01   0.211810E-01   0.106550E+03
   304   0.351164E+04   0.868346E+01   0.212802E-01   0.106751E+03
   305   0.348148E+04   0.884403E+01   0.213789E-01   0.106928E+03
   306   0.345124E+04   0.900525E+01   0.214770E-01   0.107071E+03
   307   0.342101E+04   0.916713E+01   0.215746E-01   0.107174E+03
   308   0.339077E+04   0.933116E+01   0.216716E-01   0.107260E+03
   309   0.336061E+04   0.949438E+01   0.217680E-01   0.107297E+03
   310   0.333037E+04   0.965754E+01   0.218639E-01   0.107309E+03
   311   0.330020E+04   0.982288E+01   0.219592E-01   0.107280E+03
   312   0.327010E+04   0.998743E+01   0.220540E-01   0.107226E+03
   313   0.323999E+04   0.101527E+02   0.221482E-01   0.107131E+03
   314   0.320995E+04   0.103187E+02   0.222418E-01   0.107010E+03
   315   0.317997E+04   0.104839E+02   0.223349E-01   0.106849E+03
   316   0.315006E+04   0.106498E+02   0.224274E-01   0.106655E+03
   317   0.312022E+04   0.108151E+02   0.225193E-01   0.106428E+03
   318   0.309043E+04   0.109818E+02   0.226107E-01   0.106167E+03
   319   0.306079E+04   0.111477E+02   0.227016E-01   0.105873E+03
   320   0.303127E+04   0.113137E+02   0.227918E-01   0.105553E+03
   321   0.300182E+04   0.114805E+02   0.228816E-01   0.105193E+03
   322   0.297251E+04   0.116459E+02   0.229708E-01   0.104799E+03
   323   0.294332E+04   0.118112E+02   0.230594E-01   0.104372E+03
   324   0.291426E+04   0.119774E+02   0.231475E-01   0.103904E+03
   325   0.288541E+04   0.121407E+02   0.232351E-01   0.103417E+03
   326   0.285662E+04   0.123056E+02   0.233221E-01   0.102882E+03
   327   0.282803E+04   0.124698E+02   0.234086E-01   0.102321E+03
   328   0.279964E+04   0.126326E+02   0.234947E-01   0.101734E+03
   329   0.277137E+04   0.127955E+02   0.235802E-01   0.101106E+03
   330   0.274330E+04   0.129570E+02   0.236652E-01   0.100444E+03
   331   0.271551E+04   0.131179E+02   0.237497E-01   0.997562E+02
   332   0.268784E+04   0.132789E+02   0.238338E-01   0.990420E+02
   333   0.266037E+04   0.134386E+02   0.239174E-01   0.982940E+02
   334   0.263316E+04   0.135977E+02   0.240005E-01   0.975124E+02
   335   0.260608E+04   0.137547E+02   0.240832E-01   0.966969E+02
   336   0.257926E+04   0.139112E+02   0.241654E-01   0.958551E+02
   337   0.255271E+04   0.140670E+02   0.242473E-01   0.949721E+02
   338   0.252635E+04   0.142209E+02   0.243287E-01   0.940700E+02
   339   0.250033E+04   0.143749E+02   0.244097E-01   0.931340E+02
   340   0.247450E+04   0.145269E+02   0.244903E-01   0.921789E+02
   341   0.244885E+04   0.146768E+02   0.245706E-01   0.911824E+02
   342   0.242354E+04   0.148270E+02   0.246505E-01   0.901593E+02
   343   0.239849E+04   0.149744E+02   0.247301E-01   0.891096E+02
   344   0.237378E+04   0.151206E+02   0.248093E-01   0.880333E+02
   345   0.234924E+04   0.152648E+02   0.248883E-01   0.869303E+02
   346   0.232504E+04   0.154086E+02   0.249669E-01   0.858080E+02
   347   0.230110E+04   0.155496E+02   0.250452E-01   0.846515E+02
   348   0.227748E+04   0.156886E+02   0.251233E-01   0.834682E+02
   349   0.225412E+04   0.158265E+02   0.252011E-01   0.822580E+02
   350   0.223108E+04   0.159616E+02   0.252787E-01   0.810285E+02
   351   0.220852E+04   0.160956E+02   0.253561E-01   0.797720E+02
   352   0.218606E+04   0.162277E+02   0.254333E-01   0.784885E+02
   353   0.216400E+04   0.163571E+02   0.255103E-01   0.771928E+02
   354   0.214220E+04   0.164845E+02   0.255871E-01   0.758625E+02
   355   0.212079E+04   0.166101E+02   0.256638E-01   0.745124E+02
   356   0.209971E+04   0.167337E+02   0.257403E-01   0.731498E+02
   357   0.207895E+04   0.168547E+02   0.258167E-01   0.717598E+02
   358   0.205860E+04   0.169724E+02   0.258930E-01   0.703571E+02
   359   0.203850E+04   0.170881E+02   0.259692E-01   0.689268E+02
   360   0.201879E+04   0.172019E+02   0.260453E-01   0.674799E+02
   361   0.199941E+04   0.173131E+02   0.261214E-01   0.660119E+02
   362   0.198044E+04   0.174217E+02   0.261974E-01   0.645258E+02
   363   0.196179E+04   0.175284E+02   0.262734E-01   0.630235E+02
   364   0.194353E+04   0.176310E+02   0.263494E-01   0.615013E+02
   365   0.192561E+04   0.177317E+02   0.264254E-01   0.599652E+02
   366   0.190808E+04   0.178299E+02   0.265015E-01   0.584119E+02
   367   0.189096E+04   0.179239E+02   0.265775E-01   0.568437E+02
   368   0.187408E+04   0.180161E+02   0.266536E-01   0.552619E+02
   369   0.185776E+04   0.181056E+02   0.267298E-01   0.536642E+02
   370   0.184176E+04   0.181919E+02   0.268060E-01   0.520557E+02
   371   0.182608E+04   0.182748E+02   0.268824E-01   0.504327E+02
   372   0.181081E+04   0.183551E+02   0.269589E-01   0.487995E+02
   373   0.179594E+04   0.184322E+02   0.270354E-01   0.471529E+02
   374   0.178146E+04   0.185066E+02   0.271122E-01   0.454968E+02
   375   0.176732E+04   0.185777E+02   0.271890E-01   0.438308E+02
   376   0.175364E+04   0.186463E+02   0.272661E-01   0.421551E+02
   377   0.174037E+04   0.187108E+02   0.273433E-01   0.404723E+02
   378   0.172743E+04   0.187720E+02   0.274207E-01   0.387796E+02
   379   0.171488E+04   0.188307E+02   0.274983E-01   0.370812E+02
   380   0.170281E+04   0.188868E+02   0.275761E-01   0.353747E+02
   381   0.169106E+04   0.189367E+02   0.276542E-01   0.336632E+02
   382   0.167965E+04   0.189855E+02   0.277325E-01   0.319472E+02
   383   0.166870E+04   0.190303E+02   0.278111E-01   0.302252E+02
   384   0.165823E+04   0.190711E+02   0.278899E-01   0.285007E+02
   385   0.164802E+04   0.191100E+02   0.279691E-01   0.267723E+02
   386   0.163828E+04   0.191450E+02   0.280485E-01   0.250420E+02
   387   0.162886E+04   0.191760E+02   0.281282E-01   0.233097E+02
   388   0.161985E+04   0.192037E+02   0.282083E-01   0.215768E+02
   389   0.161123E+04   0.192260E+02   0.282887E-01   0.198433E+02
   390   0.160302E+04   0.192480E+02   0.283695E-01   0.181112E+02
   391   0.159521E+04   0.192652E+02   0.284506E-01   0.163790E+02
   392   0.158772E+04   0.192807E+02   0.285321E-01   0.146495E+02
   393   0.158072E+04   0.192915E+02   0.286140E-01   0.129220E+02
   394   0.157403E+04   0.192990E+02   0.286963E-01   0.111985E+02
   395   0.156768E+04   0.193026E+02   0.287790E-01   0.947745E+01
