#    L    TT             EE             BB             TE          
   157   0.150503E+01   0.146695E-01   0.650948E-02  -0.538797E-01
   158   0.143742E+01   0.143902E-01   0.636289E-02  -0.478977E-01
   159   0.137634E+01   0.141114E-01   0.621911E-02  -0.421283E-01
   160   0.132154E+01   0.138333E-01   0.607818E-02  -0.365706E-01
   161   0.127276E+01   0.135561E-01   0.594015E-02  -0.312240E-01
   162   0.122976E+01   0.132799E-01   0.580508E-02  -0.260878E-01
   163   0.119228E+01   0.130049E-01   0.567300E-02  -0.211614E-01
   164   0.116007E+01   0.127314E-01   0.554396E-02  -0.164439E-01
   165   0.113289E+01   0.124595E-01   0.541801E-02  -0.119347E-01
   166   0.111049E+01   0.121893E-01   0.529520E-02  -0.763309E-02
   167   0.109261E+01   0.119212E-01   0.517557E-02  -0.353836E-02
   168   0.107900E+01   0.116552E-01   0.505917E-02   0.350176E-03
   169   0.106941E+01   0.113916E-01   0.494606E-02   0.403324E-02
   170   0.106359E+01   0.111305E-01   0.483626E-02   0.751153E-02
   171   0.106129E+01   0.108721E-01   0.472984E-02   0.107857E-01
   172   0.106227E+01   0.106166E-01   0.462684E-02   0.138566E-01
   173   0.106626E+01   0.103642E-01   0.452731E-02   0.167248E-01
   174   0.107303E+01   0.101151E-01   0.443129E-02   0.193910E-01
   175   0.108231E+01   0.986950E-02   0.433883E-02   0.218559E-01
   176   0.109388E+01   0.962751E-02   0.424995E-02   0.241212E-01
   177   0.110757E+01   0.938928E-02   0.416463E-02   0.261915E-01
   178   0.112324E+01   0.915490E-02   0.408279E-02   0.280727E-01
   179   0.114074E+01   0.892448E-02   0.400437E-02   0.297703E-01
   180   0.115992E+01   0.869812E-02   0.392931E-02   0.312902E-01
   181   0.118064E+01   0.847592E-02   0.385756E-02   0.326378E-01
   182   0.120276E+01   0.825799E-02   0.378904E-02   0.338191E-01
   183   0.122611E+01   0.804442E-02   0.372370E-02   0.348395E-01
   184   0.125057E+01   0.783533E-02   0.366147E-02   0.357048E-01
   185   0.127597E+01   0.763080E-02   0.360229E-02   0.364208E-01
   186   0.130219E+01   0.743095E-02   0.354611E-02   0.369930E-01
   187   0.132906E+01   0.723588E-02   0.349286E-02   0.374271E-01
   188   0.135645E+01   0.704568E-02   0.344247E-02   0.377289E-01
   189   0.138420E+01   0.686046E-02   0.339490E-02   0.379040E-01
   190   0.141218E+01   0.668032E-02   0.335006E-02   0.379581E-01
   191   0.144023E+01   0.650537E-02   0.330792E-02   0.378968E-01
   192   0.146821E+01   0.633571E-02   0.326839E-02   0.377260E-01
   193   0.149597E+01   0.617143E-02   0.323142E-02   0.374512E-01
   194   0.152337E+01   0.601264E-02   0.319695E-02   0.370781E-01
   195   0.155026E+01   0.585945E-02   0.316492E-02   0.366124E-01
   196   0.157649E+01   0.571195E-02   0.313527E-02   0.360598E-01
   197   0.160192E+01   0.557024E-02   0.310793E-02   0.354260E-01
   198   0.162640E+01   0.543444E-02   0.308284E-02   0.347166E-01
   199   0.164978E+01   0.530464E-02   0.305994E-02   0.339374E-01
   200   0.167193E+01   0.518094E-02   0.303917E-02   0.330940E-01
   201   0.169271E+01   0.506340E-02   0.302047E-02   0.321917E-01
   202   0.171213E+01   0.495196E-02   0.300377E-02   0.312334E-01
   203   0.173020E+01   0.484648E-02   0.298902E-02   0.302218E-01
   204   0.174694E+01   0.474685E-02   0.297614E-02   0.291595E-01
   205   0.176238E+01   0.465295E-02   0.296508E-02   0.280491E-01
   206   0.177654E+01   0.456467E-02   0.295577E-02   0.268932E-01
   207   0.178943E+01   0.448187E-02   0.294814E-02   0.256944E-01
   208   0.180108E+01   0.440445E-02   0.294214E-02   0.244553E-01
   209   0.181151E+01   0.433228E-02   0.293770E-02   0.231784E-01
   210   0.182074E+01   0.426525E-02   0.293477E-02   0.218665E-01
   211   0.182878E+01   0.420324E-02   0.293326E-02   0.205220E-01
   212   0.183567E+01   0.414612E-02   0.293313E-02   0.191477E-01
   213   0.184142E+01   0.409379E-02   0.293431E-02   0.177460E-01
   214   0.184604E+01   0.404611E-02   0.293673E-02   0.163195E-01
   215   0.184957E+01   0.400298E-02   0.294033E-02   0.148710E-01
   216   0.185203E+01   0.396427E-02   0.294506E-02   0.134029E-01
   217   0.185342E+01   0.392987E-02   0.295084E-02   0.119179E-01
   218   0.185378E+01   0.389965E-02   0.295761E-02   0.104186E-01
   219   0.185313E+01   0.387350E-02   0.296531E-02   0.890749E-02
   220   0.185148E+01   0.385129E-02   0.297387E-02   0.738728E-02
   221   0.184886E+01   0.383292E-02   0.298324E-02   0.586053E-02
   222   0.184528E+01   0.381825E-02   0.299335E-02   0.432983E-02
   223   0.184078E+01   0.380718E-02   0.300414E-02   0.279779E-02
   224   0.183536E+01   0.379958E-02   0.301554E-02   0.126700E-02
   225   0.182905E+01   0.379533E-02   0.302748E-02  -0.259932E-03
   226   0.182187E+01   0.379432E-02   0.303992E-02  -0.178042E-02
   227   0.181384E+01   0.379643E-02   0.305278E-02  -0.329186E-02
   228   0.180498E+01   0.380153E-02   0.306599E-02  -0.479166E-02
   229   0.179531E+01   0.380951E-02   0.307951E-02  -0.627721E-02
   230   0.178486E+01   0.382026E-02   0.309326E-02  -0.774593E-02
   231   0.177364E+01   0.383364E-02   0.310718E-02  -0.919520E-02
   232   0.176167E+01   0.384955E-02   0.312120E-02  -0.106224E-01
   233   0.174898E+01   0.386786E-02   0.313527E-02  -0.120251E-01
   234   0.173558E+01   0.388845E-02   0.314932E-02  -0.134004E-01
   235   0.172150E+01   0.391121E-02   0.316329E-02  -0.147460E-01
   236   0.170676E+01   0.393602E-02   0.317711E-02  -0.160591E-01
   237   0.169137E+01   0.396276E-02   0.319072E-02  -0.173372E-01
   238   0.167536E+01   0.399130E-02   0.320406E-02  -0.185777E-01
   239   0.165875E+01   0.402154E-02   0.321707E-02  -0.197780E-01
   240   0.164157E+01   0.405335E-02   0.322967E-02  -0.209354E-01
   241   0.162382E+01   0.408661E-02   0.324182E-02  -0.220474E-01
   242   0.160553E+01   0.412121E-02   0.325343E-02  -0.231115E-01
   243   0.158672E+01   0.415702E-02   0.326446E-02  -0.241249E-01
   244   0.156742E+01   0.419393E-02   0.327484E-02  -0.250851E-01
   245   0.154764E+01   0.423182E-02   0.328450E-02  -0.259895E-01
   246   0.152740E+01   0.427056E-02   0.329339E-02  -0.268355E-01
   247   0.150673E+01   0.431005E-02   0.330143E-02  -0.276205E-01
   248   0.148564E+01   0.435016E-02   0.330857E-02  -0.283419E-01
   249   0.146416E+01   0.439077E-02   0.331474E-02  -0.289971E-01
   250   0.144231E+01   0.443177E-02   0.331988E-02  -0.295835E-01
   251   0.142010E+01   0.447304E-02   0.332394E-02  -0.300992E-01
   252   0.139756E+01   0.451451E-02   0.332692E-02  -0.305453E-01
   253   0.137472E+01   0.455614E-02   0.332885E-02  -0.309234E-01
   254   0.135160E+01   0.459785E-02   0.332975E-02  -0.312354E-01
   255   0.132822E+01   0.463958E-02   0.332964E-02  -0.314828E-01
   256   0.130460E+01   0.468129E-02   0.332855E-02  -0.316675E-01
   257   0.128077E+01   0.472290E-02   0.332648E-02  -0.317912E-01
   258   0.125676E+01   0.476436E-02   0.332346E-02  -0.318556E-01
   259   0.123258E+01   0.480561E-02   0.331952E-02  -0.318624E-01
   260   0.120826E+01   0.484659E-02   0.331467E-02  -0.318134E-01
   261   0.118382E+01   0.488724E-02   0.330894E-02  -0.317103E-01
   262   0.115929E+01   0.492750E-02   0.330234E-02  -0.315548E-01
   263   0.113470E+01   0.496732E-02   0.329490E-02  -0.313487E-01
   264   0.111005E+01   0.500662E-02   0.328664E-02  -0.310936E-01
   265   0.108538E+01   0.504536E-02   0.327758E-02  -0.307913E-01
   266   0.106072E+01   0.508346E-02   0.326773E-02  -0.304436E-01
   267   0.103608E+01   0.512088E-02   0.325713E-02  -0.300521E-01
   268   0.101149E+01   0.515756E-02   0.324579E-02  -0.296187E-01
   269   0.986966E+00   0.519343E-02   0.323374E-02  -0.291449E-01
   270   0.962542E+00   0.522843E-02   0.322098E-02  -0.286326E-01
   271   0.938236E+00   0.526251E-02   0.320756E-02  -0.280835E-01
   272   0.914074E+00   0.529560E-02   0.319347E-02  -0.274992E-01
   273   0.890078E+00   0.532765E-02   0.317876E-02  -0.268816E-01
   274   0.866273E+00   0.535860E-02   0.316343E-02  -0.262324E-01
   275   0.842681E+00   0.538838E-02   0.314751E-02  -0.255532E-01
   276   0.819326E+00   0.541694E-02   0.313103E-02  -0.248459E-01
   277   0.796232E+00   0.544421E-02   0.311399E-02  -0.241121E-01
   278   0.773422E+00   0.547015E-02   0.309642E-02  -0.233536E-01
   279   0.750921E+00   0.549468E-02   0.307835E-02  -0.225721E-01
   280   0.728751E+00   0.551776E-02   0.305979E-02  -0.217693E-01
   281   0.706937E+00   0.553931E-02   0.304077E-02  -0.209470E-01
   282   0.685501E+00   0.555928E-02   0.302130E-02  -0.201069E-01
   283   0.664468E+00   0.557762E-02   0.300141E-02  -0.192507E-01
   284   0.643861E+00   0.559425E-02   0.298111E-02  -0.183801E-01
   285   0.623703E+00   0.560913E-02   0.296044E-02  -0.174969E-01
   286   0.604019E+00   0.562219E-02   0.293940E-02  -0.166028E-01
   287   0.584832E+00   0.563337E-02   0.291802E-02  -0.156995E-01
   288   0.566165E+00   0.564262E-02   0.289633E-02  -0.147888E-01
   289   0.548042E+00   0.564987E-02   0.287434E-02  -0.138724E-01
   290   0.530487E+00   0.565506E-02   0.285207E-02  -0.129520E-01
   291   0.513523E+00   0.565813E-02   0.282954E-02  -0.120293E-01
   292   0.497174E+00   0.565904E-02   0.280679E-02  -0.111061E-01
