#    L    TT             EE             BB             TE          
    91   0.326886E+04   0.844964E+00   0.161969E-01  -0.236883E+02
    92   0.330755E+04   0.865049E+00   0.161694E-01  -0.245174E+02
    93   0.334662E+04   0.885092E+00   0.161347E-01  -0.253527E+02
    94   0.338583E+04   0.905053E+00   0.160929E-01  -0.261925E+02
    95   0.342541E+04   0.924926E+00   0.160441E-01  -0.270375E+02
    96   0.346506E+04   0.944693E+00   0.159886E-01  -0.278868E+02
    97   0.350523E+04   0.964334E+00   0.159264E-01  -0.287394E+02
    98   0.354570E+04   0.983838E+00   0.158578E-01  -0.295931E+02
    99   0.358631E+04   0.100316E+01   0.157828E-01  -0.304507E+02
   100   0.362730E+04   0.102230E+01   0.157016E-01  -0.313075E+02
   101   0.366851E+04   0.104132E+01   0.156145E-01  -0.321665E+02
   102   0.371031E+04   0.106005E+01   0.155215E-01  -0.330251E+02
   103   0.375211E+04   0.107857E+01   0.154227E-01  -0.338841E+02
   104   0.379421E+04   0.109687E+01   0.153185E-01  -0.347403E+02
   105   0.383654E+04   0.111488E+01   0.152088E-01  -0.355951E+02
   106   0.387916E+04   0.113267E+01   0.150939E-01  -0.364476E+02
   107   0.392179E+04   0.115008E+01   0.149739E-01  -0.372961E+02
   108   0.396486E+04   0.116718E+01   0.148490E-01  -0.381413E+02
   109   0.400817E+04   0.118390E+01   0.147193E-01  -0.389815E+02
   110   0.405162E+04   0.120022E+01   0.145849E-01  -0.398152E+02
   111   0.409530E+04   0.121622E+01   0.144462E-01  -0.406435E+02
   112   0.413920E+04   0.123183E+01   0.143031E-01  -0.414658E+02
   113   0.418339E+04   0.124704E+01   0.141560E-01  -0.422801E+02
   114   0.422773E+04   0.126176E+01   0.140050E-01  -0.430856E+02
   115   0.427234E+04   0.127616E+01   0.138503E-01  -0.438821E+02
   116   0.431701E+04   0.129000E+01   0.136922E-01  -0.446686E+02
   117   0.436203E+04   0.130334E+01   0.135308E-01  -0.454443E+02
   118   0.440724E+04   0.131635E+01   0.133664E-01  -0.462095E+02
   119   0.445250E+04   0.132886E+01   0.131991E-01  -0.469620E+02
   120   0.449794E+04   0.134073E+01   0.130291E-01  -0.477015E+02
   121   0.454342E+04   0.135225E+01   0.128566E-01  -0.484278E+02
   122   0.458899E+04   0.136312E+01   0.126819E-01  -0.491399E+02
   123   0.463467E+04   0.137340E+01   0.125051E-01  -0.498377E+02
   124   0.468043E+04   0.138318E+01   0.123265E-01  -0.505180E+02
   125   0.472622E+04   0.139237E+01   0.121462E-01  -0.511829E+02
   126   0.477208E+04   0.140105E+01   0.119644E-01  -0.518313E+02
   127   0.481795E+04   0.140906E+01   0.117814E-01  -0.524623E+02
   128   0.486383E+04   0.141655E+01   0.115973E-01  -0.530750E+02
   129   0.490977E+04   0.142337E+01   0.114124E-01  -0.536684E+02
   130   0.495570E+04   0.142951E+01   0.112268E-01  -0.542417E+02
   131   0.500163E+04   0.143512E+01   0.110407E-01  -0.547960E+02
   132   0.504761E+04   0.144005E+01   0.108543E-01  -0.553284E+02
   133   0.509350E+04   0.144438E+01   0.106678E-01  -0.558408E+02
   134   0.513937E+04   0.144811E+01   0.104812E-01  -0.563288E+02
   135   0.518522E+04   0.145117E+01   0.102947E-01  -0.567951E+02
   136   0.523090E+04   0.145355E+01   0.101085E-01  -0.572360E+02
   137   0.527656E+04   0.145533E+01   0.992274E-02  -0.576536E+02
   138   0.532212E+04   0.145643E+01   0.973750E-02  -0.580463E+02
