#    L    TT             EE             BB             TE             PP             TP             EP          
   504   0.103542E+05   0.330052E+02   0.663747E-03  -0.244188E+03   0.682543E-07  -0.933553E-06   0.352822E-05
   505   0.103851E+05   0.325680E+02   0.660912E-03  -0.239852E+03   0.680382E-07  -0.972280E-06   0.344576E-05
   506   0.104149E+05   0.321469E+02   0.658220E-03  -0.235425E+03   0.678230E-07  -0.986898E-06   0.336376E-05
   507   0.104441E+05   0.317419E+02   0.655667E-03  -0.230910E+03   0.676087E-07  -0.978182E-06   0.328224E-05
   508   0.104723E+05   0.313540E+02   0.653250E-03  -0.226310E+03   0.673952E-07  -0.946908E-06   0.320120E-05
   509   0.104997E+05   0.309825E+02   0.650964E-03  -0.221631E+03   0.671827E-07  -0.893850E-06   0.312062E-05
   510   0.105261E+05   0.306282E+02   0.648806E-03  -0.216873E+03   0.669711E-07  -0.819783E-06   0.304052E-05
   511   0.105518E+05   0.302909E+02   0.646772E-03  -0.212040E+03   0.667603E-07  -0.725482E-06   0.296089E-05
   512   0.105765E+05   0.299711E+02   0.644858E-03  -0.207136E+03   0.665505E-07  -0.611723E-06   0.288174E-05
   513   0.106004E+05   0.296689E+02   0.643060E-03  -0.202165E+03   0.663415E-07  -0.479281E-06   0.280305E-05
   514   0.106234E+05   0.293846E+02   0.641373E-03  -0.197128E+03   0.661334E-07  -0.328930E-06   0.272484E-05
   515   0.106455E+05   0.291183E+02   0.639795E-03  -0.192029E+03   0.659262E-07  -0.161446E-06   0.264710E-05
   516   0.106668E+05   0.288702E+02   0.638321E-03  -0.186873E+03   0.657198E-07   0.223971E-07   0.256984E-05
   517   0.106870E+05   0.286405E+02   0.636947E-03  -0.181661E+03   0.655144E-07   0.221824E-06   0.249304E-05
   518   0.107064E+05   0.284294E+02   0.635669E-03  -0.176397E+03   0.653097E-07   0.436059E-06   0.241672E-05
   519   0.107250E+05   0.282371E+02   0.634484E-03  -0.171084E+03   0.651060E-07   0.664328E-06   0.234087E-05
   520   0.107426E+05   0.280636E+02   0.633388E-03  -0.165727E+03   0.649031E-07   0.905856E-06   0.226549E-05
   521   0.107592E+05   0.279093E+02   0.632376E-03  -0.160327E+03   0.647010E-07   0.115987E-05   0.219058E-05
   522   0.107749E+05   0.277744E+02   0.631445E-03  -0.154889E+03   0.644998E-07   0.142559E-05   0.211615E-05
   523   0.107897E+05   0.276590E+02   0.630591E-03  -0.149415E+03   0.642994E-07   0.170224E-05   0.204218E-05
   524   0.108036E+05   0.275631E+02   0.629809E-03  -0.143909E+03   0.640999E-07   0.198906E-05   0.196869E-05
   525   0.108165E+05   0.274872E+02   0.629097E-03  -0.138373E+03   0.639012E-07   0.228526E-05   0.189567E-05
   526   0.108285E+05   0.274312E+02   0.628450E-03  -0.132812E+03   0.637034E-07   0.259007E-05   0.182312E-05
   527   0.108397E+05   0.273953E+02   0.627863E-03  -0.127229E+03   0.635064E-07   0.290271E-05   0.175104E-05
   528   0.108498E+05   0.273797E+02   0.627335E-03  -0.121627E+03   0.633102E-07   0.322242E-05   0.167943E-05
   529   0.108590E+05   0.273848E+02   0.626859E-03  -0.116009E+03   0.631148E-07   0.354841E-05   0.160829E-05
   530   0.108672E+05   0.274105E+02   0.626433E-03  -0.110380E+03   0.629203E-07   0.387991E-05   0.153762E-05
   531   0.108746E+05   0.274569E+02   0.626052E-03  -0.104740E+03   0.627265E-07   0.421615E-05   0.146743E-05
   532   0.108809E+05   0.275244E+02   0.625713E-03  -0.990951E+02   0.625336E-07   0.455635E-05   0.139770E-05
   533   0.108862E+05   0.276130E+02   0.625412E-03  -0.934478E+02   0.623415E-07   0.489974E-05   0.132844E-05
   534   0.108906E+05   0.277229E+02   0.625144E-03  -0.878015E+02   0.621502E-07   0.524554E-05   0.125966E-05
   535   0.108940E+05   0.278543E+02   0.624907E-03  -0.821594E+02   0.619597E-07   0.559298E-05   0.119134E-05
   536   0.108965E+05   0.280072E+02   0.624695E-03  -0.765241E+02   0.617700E-07   0.594128E-05   0.112350E-05
   537   0.108981E+05   0.281818E+02   0.624506E-03  -0.708996E+02   0.615810E-07   0.628967E-05   0.105612E-05
   538   0.108986E+05   0.283784E+02   0.624334E-03  -0.652892E+02   0.613929E-07   0.663737E-05   0.989214E-06
   539   0.108982E+05   0.285969E+02   0.624177E-03  -0.596962E+02   0.612056E-07   0.698361E-05   0.922777E-06
   540   0.108968E+05   0.288377E+02   0.624030E-03  -0.541238E+02   0.610190E-07   0.732762E-05   0.856810E-06
   541   0.108943E+05   0.291006E+02   0.623889E-03  -0.485747E+02   0.608332E-07   0.766862E-05   0.791312E-06
   542   0.108910E+05   0.293860E+02   0.623751E-03  -0.430536E+02   0.606482E-07   0.800583E-05   0.726284E-06
   543   0.108866E+05   0.296941E+02   0.623612E-03  -0.375626E+02   0.604640E-07   0.833849E-05   0.661725E-06
   544   0.108813E+05   0.300248E+02   0.623467E-03  -0.321052E+02   0.602805E-07   0.866581E-05   0.597635E-06
   545   0.108750E+05   0.303783E+02   0.623313E-03  -0.266846E+02   0.600978E-07   0.898703E-05   0.534014E-06
   546   0.108677E+05   0.307545E+02   0.623146E-03  -0.213042E+02   0.599159E-07   0.930136E-05   0.470862E-06
   547   0.108594E+05   0.311537E+02   0.622962E-03  -0.159671E+02   0.597347E-07   0.960804E-05   0.408178E-06
   548   0.108502E+05   0.315762E+02   0.622757E-03  -0.106767E+02   0.595542E-07   0.990628E-05   0.345964E-06
   549   0.108399E+05   0.320219E+02   0.622527E-03  -0.543628E+01   0.593745E-07   0.101953E-04   0.284218E-06
   550   0.108287E+05   0.324911E+02   0.622268E-03  -0.248995E+00   0.591956E-07   0.104744E-04   0.222940E-06
   551   0.108166E+05   0.329839E+02   0.621977E-03   0.488218E+01   0.590174E-07   0.107429E-04   0.162128E-06
   552   0.108033E+05   0.335000E+02   0.621653E-03   0.995446E+01   0.588399E-07   0.110009E-04   0.101772E-06
   553   0.107892E+05   0.340377E+02   0.621295E-03   0.149661E+02   0.586632E-07   0.112487E-04   0.418576E-07
   554   0.107741E+05   0.345997E+02   0.620904E-03   0.199146E+02   0.584872E-07   0.114867E-04  -0.176280E-07
   555   0.107581E+05   0.351836E+02   0.620479E-03   0.247978E+02   0.583120E-07   0.117150E-04  -0.766982E-07
   556   0.107412E+05   0.357897E+02   0.620019E-03   0.296140E+02   0.581374E-07   0.119341E-04  -0.135366E-06
   557   0.107234E+05   0.364172E+02   0.619524E-03   0.343597E+02   0.579636E-07   0.121441E-04  -0.193645E-06
   558   0.107047E+05   0.370672E+02   0.618995E-03   0.390341E+02   0.577905E-07   0.123454E-04  -0.251547E-06
   559   0.106851E+05   0.377373E+02   0.618429E-03   0.436348E+02   0.576181E-07   0.125382E-04  -0.309087E-06
   560   0.106648E+05   0.384280E+02   0.617828E-03   0.481589E+02   0.574465E-07   0.127229E-04  -0.366278E-06
   561   0.106435E+05   0.391397E+02   0.617191E-03   0.526048E+02   0.572755E-07   0.128997E-04  -0.423132E-06
   562   0.106215E+05   0.398721E+02   0.616517E-03   0.569702E+02   0.571053E-07   0.130689E-04  -0.479663E-06
   563   0.105987E+05   0.406236E+02   0.615806E-03   0.612550E+02   0.569357E-07   0.132309E-04  -0.535884E-06
   564   0.105752E+05   0.413962E+02   0.615058E-03   0.654526E+02   0.567669E-07   0.133858E-04  -0.591808E-06
   565   0.105508E+05   0.421865E+02   0.614272E-03   0.695650E+02   0.565987E-07   0.135340E-04  -0.647448E-06
   566   0.105258E+05   0.429965E+02   0.613448E-03   0.735878E+02   0.564313E-07   0.136758E-04  -0.702819E-06
   567   0.105000E+05   0.438246E+02   0.612586E-03   0.775202E+02   0.562646E-07   0.138115E-04  -0.757932E-06
   568   0.104735E+05   0.446719E+02   0.611685E-03   0.813592E+02   0.560985E-07   0.139413E-04  -0.812801E-06
   569   0.104463E+05   0.455375E+02   0.610745E-03   0.851054E+02   0.559331E-07   0.140655E-04  -0.867439E-06
   570   0.104185E+05   0.464203E+02   0.609766E-03   0.887520E+02   0.557684E-07   0.141845E-04  -0.921860E-06
   571   0.103899E+05   0.473209E+02   0.608747E-03   0.922999E+02   0.556044E-07   0.142985E-04  -0.976076E-06
   572   0.103608E+05   0.482382E+02   0.607688E-03   0.957474E+02   0.554410E-07   0.144078E-04  -0.103010E-05
   573   0.103310E+05   0.491720E+02   0.606588E-03   0.990907E+02   0.552784E-07   0.145127E-04  -0.108395E-05
   574   0.103007E+05   0.501227E+02   0.605448E-03   0.102330E+03   0.551164E-07   0.146134E-04  -0.113763E-05
   575   0.102697E+05   0.510887E+02   0.604266E-03   0.105461E+03   0.549550E-07   0.147104E-04  -0.119116E-05
   576   0.102383E+05   0.520711E+02   0.603043E-03   0.108484E+03   0.547944E-07   0.148038E-04  -0.124455E-05
   577   0.102062E+05   0.530690E+02   0.601778E-03   0.111396E+03   0.546344E-07   0.148939E-04  -0.129782E-05
   578   0.101736E+05   0.540814E+02   0.600471E-03   0.114195E+03   0.544750E-07   0.149811E-04  -0.135098E-05
   579   0.101406E+05   0.551094E+02   0.599122E-03   0.116880E+03   0.543163E-07   0.150656E-04  -0.140403E-05
   580   0.101071E+05   0.561514E+02   0.597729E-03   0.119447E+03   0.541583E-07   0.151477E-04  -0.145700E-05
   581   0.100729E+05   0.572071E+02   0.596293E-03   0.121896E+03   0.540009E-07   0.152277E-04  -0.150990E-05
   582   0.100384E+05   0.582770E+02   0.594814E-03   0.124225E+03   0.538441E-07   0.153058E-04  -0.156274E-05
   583   0.100035E+05   0.593600E+02   0.593290E-03   0.126430E+03   0.536880E-07   0.153825E-04  -0.161553E-05
   584   0.996819E+04   0.604560E+02   0.591722E-03   0.128512E+03   0.535325E-07   0.154579E-04  -0.166829E-05
   585   0.993248E+04   0.615646E+02   0.590110E-03   0.130468E+03   0.533777E-07   0.155324E-04  -0.172103E-05
   586   0.989632E+04   0.626849E+02   0.588452E-03   0.132295E+03   0.532235E-07   0.156062E-04  -0.177377E-05
   587   0.985988E+04   0.638181E+02   0.586749E-03   0.133994E+03   0.530699E-07   0.156797E-04  -0.182651E-05
   588   0.982302E+04   0.649624E+02   0.585001E-03   0.135560E+03   0.529170E-07   0.157531E-04  -0.187927E-05
   589   0.978583E+04   0.661184E+02   0.583206E-03   0.136993E+03   0.527646E-07   0.158266E-04  -0.193206E-05
   590   0.974832E+04   0.672843E+02   0.581365E-03   0.138291E+03   0.526129E-07   0.159007E-04  -0.198490E-05
   591   0.971058E+04   0.684621E+02   0.579477E-03   0.139453E+03   0.524618E-07   0.159755E-04  -0.203780E-05
   592   0.967255E+04   0.696485E+02   0.577542E-03   0.140475E+03   0.523114E-07   0.160515E-04  -0.209077E-05
   593   0.963425E+04   0.708463E+02   0.575559E-03   0.141358E+03   0.521615E-07   0.161288E-04  -0.214383E-05
   594   0.959561E+04   0.720530E+02   0.573529E-03   0.142098E+03   0.520122E-07   0.162077E-04  -0.219699E-05
   595   0.955679E+04   0.732676E+02   0.571450E-03   0.142696E+03   0.518636E-07   0.162885E-04  -0.225026E-05
   596   0.951789E+04   0.744927E+02   0.569323E-03   0.143147E+03   0.517155E-07   0.163716E-04  -0.230365E-05
   597   0.947876E+04   0.757237E+02   0.567147E-03   0.143453E+03   0.515681E-07   0.164572E-04  -0.235718E-05
   598   0.943965E+04   0.769641E+02   0.564922E-03   0.143609E+03   0.514212E-07   0.165456E-04  -0.241087E-05
   599   0.940028E+04   0.782121E+02   0.562647E-03   0.143616E+03   0.512749E-07   0.166371E-04  -0.246472E-05
   600   0.936072E+04   0.794674E+02   0.560322E-03   0.143470E+03   0.511293E-07   0.167320E-04  -0.251874E-05
   601   0.932107E+04   0.807298E+02   0.557947E-03   0.143172E+03   0.509842E-07   0.168304E-04  -0.257296E-05
   602   0.928134E+04   0.819973E+02   0.555524E-03   0.142721E+03   0.508397E-07   0.169325E-04  -0.262734E-05
   603   0.924147E+04   0.832719E+02   0.553055E-03   0.142120E+03   0.506957E-07   0.170382E-04  -0.268186E-05
   604   0.920170E+04   0.845509E+02   0.550543E-03   0.141368E+03   0.505524E-07   0.171475E-04  -0.273650E-05
   605   0.916182E+04   0.858346E+02   0.547989E-03   0.140468E+03   0.504096E-07   0.172602E-04  -0.279124E-05
   606   0.912199E+04   0.871226E+02   0.545397E-03   0.139419E+03   0.502674E-07   0.173764E-04  -0.284604E-05
   607   0.908193E+04   0.884145E+02   0.542767E-03   0.138223E+03   0.501258E-07   0.174960E-04  -0.290090E-05
   608   0.904210E+04   0.897099E+02   0.540103E-03   0.136881E+03   0.499847E-07   0.176190E-04  -0.295577E-05
   609   0.900236E+04   0.910069E+02   0.537406E-03   0.135395E+03   0.498442E-07   0.177453E-04  -0.301064E-05
   610   0.896258E+04   0.923058E+02   0.534679E-03   0.133765E+03   0.497043E-07   0.178749E-04  -0.306548E-05
   611   0.892292E+04   0.936070E+02   0.531924E-03   0.131992E+03   0.495649E-07   0.180078E-04  -0.312028E-05
   612   0.888340E+04   0.949100E+02   0.529143E-03   0.130080E+03   0.494261E-07   0.181439E-04  -0.317499E-05
   613   0.884389E+04   0.962109E+02   0.526339E-03   0.128026E+03   0.492878E-07   0.182832E-04  -0.322961E-05
   614   0.880461E+04   0.975135E+02   0.523514E-03   0.125833E+03   0.491501E-07   0.184256E-04  -0.328411E-05
   615   0.876543E+04   0.988145E+02   0.520670E-03   0.123503E+03   0.490129E-07   0.185711E-04  -0.333845E-05
   616   0.872645E+04   0.100116E+03   0.517809E-03   0.121038E+03   0.488763E-07   0.187197E-04  -0.339263E-05
   617   0.868774E+04   0.101415E+03   0.514933E-03   0.118437E+03   0.487403E-07   0.188713E-04  -0.344661E-05
   618   0.864918E+04   0.102713E+03   0.512046E-03   0.115701E+03   0.486047E-07   0.190258E-04  -0.350036E-05
   619   0.861079E+04   0.104009E+03   0.509148E-03   0.112835E+03   0.484697E-07   0.191833E-04  -0.355388E-05
   620   0.857279E+04   0.105299E+03   0.506242E-03   0.109837E+03   0.483353E-07   0.193437E-04  -0.360712E-05
   621   0.853490E+04   0.106588E+03   0.503331E-03   0.106709E+03   0.482014E-07   0.195069E-04  -0.366007E-05
   622   0.849736E+04   0.107871E+03   0.500416E-03   0.103452E+03   0.480680E-07   0.196729E-04  -0.371270E-05
   623   0.846019E+04   0.109149E+03   0.497501E-03   0.100070E+03   0.479352E-07   0.198417E-04  -0.376499E-05
   624   0.842325E+04   0.110422E+03   0.494586E-03   0.965612E+02   0.478028E-07   0.200133E-04  -0.381692E-05
   625   0.838662E+04   0.111689E+03   0.491675E-03   0.929274E+02   0.476710E-07   0.201875E-04  -0.386845E-05
   626   0.835041E+04   0.112951E+03   0.488770E-03   0.891710E+02   0.475397E-07   0.203643E-04  -0.391957E-05
   627   0.831461E+04   0.114205E+03   0.485872E-03   0.852932E+02   0.474090E-07   0.205438E-04  -0.397025E-05
   628   0.827918E+04   0.115451E+03   0.482984E-03   0.812949E+02   0.472788E-07   0.207259E-04  -0.402047E-05
   629   0.824419E+04   0.116689E+03   0.480109E-03   0.771779E+02   0.471490E-07   0.209104E-04  -0.407020E-05
   630   0.820952E+04   0.117919E+03   0.477249E-03   0.729427E+02   0.470198E-07   0.210975E-04  -0.411941E-05
   631   0.817532E+04   0.119140E+03   0.474405E-03   0.685931E+02   0.468911E-07   0.212870E-04  -0.416810E-05
   632   0.814169E+04   0.120351E+03   0.471580E-03   0.641280E+02   0.467629E-07   0.214789E-04  -0.421622E-05
   633   0.810842E+04   0.121553E+03   0.468776E-03   0.595507E+02   0.466352E-07   0.216731E-04  -0.426376E-05
   634   0.807574E+04   0.122743E+03   0.465996E-03   0.548622E+02   0.465080E-07   0.218697E-04  -0.431069E-05
   635   0.804359E+04   0.123923E+03   0.463242E-03   0.500639E+02   0.463813E-07   0.220686E-04  -0.435699E-05
   636   0.801184E+04   0.125092E+03   0.460516E-03   0.451576E+02   0.462552E-07   0.222697E-04  -0.440263E-05
   637   0.798072E+04   0.126247E+03   0.457820E-03   0.401438E+02   0.461295E-07   0.224730E-04  -0.444759E-05
   638   0.795018E+04   0.127391E+03   0.455156E-03   0.350256E+02   0.460043E-07   0.226784E-04  -0.449184E-05
   639   0.792023E+04   0.128521E+03   0.452528E-03   0.298031E+02   0.458795E-07   0.228860E-04  -0.453537E-05
   640   0.789089E+04   0.129638E+03   0.449936E-03   0.244789E+02   0.457553E-07   0.230957E-04  -0.457814E-05
   641   0.786216E+04   0.130741E+03   0.447383E-03   0.190541E+02   0.456316E-07   0.233074E-04  -0.462013E-05
   642   0.783398E+04   0.131828E+03   0.444872E-03   0.135306E+02   0.455083E-07   0.235211E-04  -0.466132E-05
   643   0.780653E+04   0.132901E+03   0.442404E-03   0.790974E+01   0.453855E-07   0.237367E-04  -0.470169E-05
   644   0.777981E+04   0.133957E+03   0.439982E-03   0.219336E+01   0.452632E-07   0.239543E-04  -0.474120E-05
   645   0.775369E+04   0.134997E+03   0.437609E-03  -0.361722E+01   0.451414E-07   0.241737E-04  -0.477984E-05
   646   0.772825E+04   0.136021E+03   0.435285E-03  -0.952028E+01   0.450200E-07   0.243950E-04  -0.481758E-05
   647   0.770367E+04   0.137027E+03   0.433015E-03  -0.155146E+02   0.448991E-07   0.246180E-04  -0.485440E-05
   648   0.767965E+04   0.138017E+03   0.430799E-03  -0.215973E+02   0.447787E-07   0.248428E-04  -0.489027E-05
   649   0.765651E+04   0.138986E+03   0.428640E-03  -0.277679E+02   0.446588E-07   0.250694E-04  -0.492516E-05
   650   0.763411E+04   0.139938E+03   0.426541E-03  -0.340240E+02   0.445393E-07   0.252976E-04  -0.495906E-05
   651   0.761247E+04   0.140871E+03   0.424502E-03  -0.403642E+02   0.444202E-07   0.255274E-04  -0.499195E-05
   652   0.759159E+04   0.141784E+03   0.422524E-03  -0.467856E+02   0.443016E-07   0.257588E-04  -0.502381E-05
   653   0.757161E+04   0.142677E+03   0.420605E-03  -0.532842E+02   0.441835E-07   0.259916E-04  -0.505466E-05
   654   0.755231E+04   0.143550E+03   0.418744E-03  -0.598567E+02   0.440658E-07   0.262259E-04  -0.508448E-05
   655   0.753378E+04   0.144404E+03   0.416941E-03  -0.665013E+02   0.439486E-07   0.264615E-04  -0.511328E-05
   656   0.751614E+04   0.145237E+03   0.415192E-03  -0.732141E+02   0.438319E-07   0.266983E-04  -0.514106E-05
   657   0.749927E+04   0.146049E+03   0.413499E-03  -0.799910E+02   0.437155E-07   0.269363E-04  -0.516783E-05
   658   0.748307E+04   0.146842E+03   0.411859E-03  -0.868304E+02   0.435996E-07   0.271755E-04  -0.519356E-05
   659   0.746786E+04   0.147613E+03   0.410271E-03  -0.937282E+02   0.434842E-07   0.274156E-04  -0.521828E-05
   660   0.745341E+04   0.148362E+03   0.408734E-03  -0.100681E+03   0.433692E-07   0.276567E-04  -0.524198E-05
   661   0.743971E+04   0.149091E+03   0.407248E-03  -0.107685E+03   0.432547E-07   0.278987E-04  -0.526466E-05
   662   0.742684E+04   0.149798E+03   0.405810E-03  -0.114739E+03   0.431405E-07   0.281415E-04  -0.528631E-05
   663   0.741473E+04   0.150484E+03   0.404419E-03  -0.121840E+03   0.430268E-07   0.283851E-04  -0.530694E-05
   664   0.740345E+04   0.151147E+03   0.403075E-03  -0.128982E+03   0.429136E-07   0.286293E-04  -0.532655E-05
   665   0.739293E+04   0.151789E+03   0.401777E-03  -0.136163E+03   0.428008E-07   0.288740E-04  -0.534514E-05
   666   0.738324E+04   0.152408E+03   0.400522E-03  -0.143380E+03   0.426884E-07   0.291193E-04  -0.536271E-05
   667   0.737438E+04   0.153005E+03   0.399311E-03  -0.150631E+03   0.425764E-07   0.293650E-04  -0.537925E-05
   668   0.736620E+04   0.153579E+03   0.398142E-03  -0.157911E+03   0.424649E-07   0.296111E-04  -0.539478E-05
   669   0.735900E+04   0.154130E+03   0.397013E-03  -0.165217E+03   0.423537E-07   0.298575E-04  -0.540928E-05
   670   0.735248E+04   0.154659E+03   0.395923E-03  -0.172545E+03   0.422430E-07   0.301040E-04  -0.542275E-05
   671   0.734687E+04   0.155165E+03   0.394872E-03  -0.179894E+03   0.421328E-07   0.303507E-04  -0.543521E-05
   672   0.734194E+04   0.155647E+03   0.393858E-03  -0.187260E+03   0.420229E-07   0.305974E-04  -0.544664E-05
   673   0.733792E+04   0.156106E+03   0.392881E-03  -0.194638E+03   0.419134E-07   0.308442E-04  -0.545705E-05
   674   0.733465E+04   0.156542E+03   0.391938E-03  -0.202026E+03   0.418044E-07   0.310908E-04  -0.546644E-05
   675   0.733222E+04   0.156953E+03   0.391028E-03  -0.209422E+03   0.416958E-07   0.313373E-04  -0.547480E-05
   676   0.733054E+04   0.157340E+03   0.390152E-03  -0.216820E+03   0.415875E-07   0.315835E-04  -0.548214E-05
   677   0.732969E+04   0.157704E+03   0.389307E-03  -0.224219E+03   0.414797E-07   0.318294E-04  -0.548846E-05
   678   0.732967E+04   0.158042E+03   0.388491E-03  -0.231615E+03   0.413723E-07   0.320749E-04  -0.549375E-05
   679   0.733041E+04   0.158357E+03   0.387706E-03  -0.239004E+03   0.412653E-07   0.323200E-04  -0.549802E-05
   680   0.733205E+04   0.158648E+03   0.386947E-03  -0.246385E+03   0.411587E-07   0.325645E-04  -0.550127E-05
   681   0.733445E+04   0.158913E+03   0.386216E-03  -0.253751E+03   0.410525E-07   0.328084E-04  -0.550349E-05
   682   0.733760E+04   0.159153E+03   0.385510E-03  -0.261103E+03   0.409466E-07   0.330516E-04  -0.550469E-05
   683   0.734166E+04   0.159370E+03   0.384829E-03  -0.268437E+03   0.408412E-07   0.332940E-04  -0.550486E-05
   684   0.734640E+04   0.159559E+03   0.384171E-03  -0.275748E+03   0.407362E-07   0.335356E-04  -0.550402E-05
   685   0.735190E+04   0.159724E+03   0.383535E-03  -0.283033E+03   0.406315E-07   0.337763E-04  -0.550214E-05
   686   0.735823E+04   0.159863E+03   0.382920E-03  -0.290282E+03   0.405273E-07   0.340160E-04  -0.549924E-05
   687   0.736546E+04   0.159978E+03   0.382325E-03  -0.297502E+03   0.404234E-07   0.342546E-04  -0.549532E-05
   688   0.737338E+04   0.160065E+03   0.381749E-03  -0.304690E+03   0.403199E-07   0.344921E-04  -0.549037E-05
   689   0.738212E+04   0.160127E+03   0.381190E-03  -0.311835E+03   0.402168E-07   0.347284E-04  -0.548440E-05
   690   0.739162E+04   0.160164E+03   0.380647E-03  -0.318942E+03   0.401141E-07   0.349633E-04  -0.547740E-05
   691   0.740195E+04   0.160173E+03   0.380119E-03  -0.326002E+03   0.400118E-07   0.351970E-04  -0.546938E-05
   692   0.741304E+04   0.160158E+03   0.379606E-03  -0.333011E+03   0.399098E-07   0.354291E-04  -0.546034E-05
   693   0.742496E+04   0.160115E+03   0.379105E-03  -0.339974E+03   0.398082E-07   0.356598E-04  -0.545026E-05
   694   0.743756E+04   0.160046E+03   0.378616E-03  -0.346875E+03   0.397069E-07   0.358888E-04  -0.543917E-05
   695   0.745106E+04   0.159952E+03   0.378138E-03  -0.353718E+03   0.396061E-07   0.361162E-04  -0.542705E-05
   696   0.746532E+04   0.159830E+03   0.377668E-03  -0.360516E+03   0.395056E-07   0.363419E-04  -0.541390E-05
   697   0.748033E+04   0.159681E+03   0.377207E-03  -0.367236E+03   0.394055E-07   0.365657E-04  -0.539972E-05
   698   0.749610E+04   0.159505E+03   0.376753E-03  -0.373891E+03   0.393057E-07   0.367877E-04  -0.538452E-05
   699   0.751263E+04   0.159303E+03   0.376305E-03  -0.380470E+03   0.392063E-07   0.370077E-04  -0.536830E-05
   700   0.752998E+04   0.159073E+03   0.375862E-03  -0.386979E+03   0.391073E-07   0.372256E-04  -0.535105E-05
   701   0.754809E+04   0.158816E+03   0.375422E-03  -0.393415E+03   0.390086E-07   0.374415E-04  -0.533277E-05
   702   0.756694E+04   0.158532E+03   0.374985E-03  -0.399762E+03   0.389102E-07   0.376551E-04  -0.531349E-05
   703   0.758652E+04   0.158222E+03   0.374551E-03  -0.406048E+03   0.388123E-07   0.378665E-04  -0.529322E-05
   704   0.760682E+04   0.157886E+03   0.374118E-03  -0.412235E+03   0.387146E-07   0.380754E-04  -0.527198E-05
   705   0.762775E+04   0.157523E+03   0.373686E-03  -0.418336E+03   0.386174E-07   0.382819E-04  -0.524978E-05
   706   0.764945E+04   0.157136E+03   0.373255E-03  -0.424356E+03   0.385204E-07   0.384859E-04  -0.522666E-05
   707   0.767176E+04   0.156723E+03   0.372823E-03  -0.430288E+03   0.384238E-07   0.386872E-04  -0.520262E-05
   708   0.769488E+04   0.156285E+03   0.372391E-03  -0.436115E+03   0.383276E-07   0.388857E-04  -0.517768E-05
   709   0.771850E+04   0.155823E+03   0.371957E-03  -0.441865E+03   0.382317E-07   0.390815E-04  -0.515187E-05
   710   0.774285E+04   0.155337E+03   0.371521E-03  -0.447514E+03   0.381362E-07   0.392743E-04  -0.512520E-05
   711   0.776775E+04   0.154827E+03   0.371082E-03  -0.453061E+03   0.380410E-07   0.394642E-04  -0.509769E-05
   712   0.779326E+04   0.154293E+03   0.370640E-03  -0.458520E+03   0.379461E-07   0.396509E-04  -0.506936E-05
   713   0.781946E+04   0.153736E+03   0.370194E-03  -0.463866E+03   0.378516E-07   0.398345E-04  -0.504022E-05
   714   0.784603E+04   0.153157E+03   0.369744E-03  -0.469114E+03   0.377574E-07   0.400148E-04  -0.501031E-05
   715   0.787325E+04   0.152556E+03   0.369288E-03  -0.474261E+03   0.376635E-07   0.401918E-04  -0.497963E-05
   716   0.790104E+04   0.151932E+03   0.368826E-03  -0.479299E+03   0.375700E-07   0.403653E-04  -0.494820E-05
   717   0.792931E+04   0.151287E+03   0.368358E-03  -0.484219E+03   0.374768E-07   0.405353E-04  -0.491604E-05
   718   0.795804E+04   0.150620E+03   0.367883E-03  -0.489042E+03   0.373839E-07   0.407017E-04  -0.488318E-05
   719   0.798731E+04   0.149931E+03   0.367400E-03  -0.493737E+03   0.372914E-07   0.408644E-04  -0.484962E-05
   720   0.801695E+04   0.149223E+03   0.366908E-03  -0.498331E+03   0.371992E-07   0.410232E-04  -0.481540E-05
   721   0.804724E+04   0.148495E+03   0.366408E-03  -0.502795E+03   0.371073E-07   0.411783E-04  -0.478052E-05
   722   0.807779E+04   0.147747E+03   0.365898E-03  -0.507140E+03   0.370157E-07   0.413293E-04  -0.474500E-05
   723   0.810883E+04   0.146980E+03   0.365378E-03  -0.511374E+03   0.369245E-07   0.414763E-04  -0.470887E-05
   724   0.814026E+04   0.146193E+03   0.364847E-03  -0.515488E+03   0.368335E-07   0.416191E-04  -0.467214E-05
   725   0.817208E+04   0.145388E+03   0.364304E-03  -0.519472E+03   0.367429E-07   0.417577E-04  -0.463484E-05
   726   0.820433E+04   0.144567E+03   0.363750E-03  -0.523325E+03   0.366526E-07   0.418920E-04  -0.459697E-05
   727   0.823687E+04   0.143726E+03   0.363182E-03  -0.527060E+03   0.365627E-07   0.420218E-04  -0.455857E-05
   728   0.826974E+04   0.142866E+03   0.362601E-03  -0.530662E+03   0.364730E-07   0.421472E-04  -0.451964E-05
   729   0.830295E+04   0.141990E+03   0.362006E-03  -0.534136E+03   0.363837E-07   0.422680E-04  -0.448021E-05
   730   0.833640E+04   0.141098E+03   0.361397E-03  -0.537474E+03   0.362946E-07   0.423841E-04  -0.444029E-05
   731   0.837031E+04   0.140188E+03   0.360772E-03  -0.540673E+03   0.362059E-07   0.424954E-04  -0.439990E-05
   732   0.840436E+04   0.139264E+03   0.360132E-03  -0.543733E+03   0.361175E-07   0.426019E-04  -0.435907E-05
   733   0.843876E+04   0.138323E+03   0.359475E-03  -0.546667E+03   0.360293E-07   0.427035E-04  -0.431781E-05
   734   0.847336E+04   0.137368E+03   0.358800E-03  -0.549444E+03   0.359415E-07   0.428000E-04  -0.427614E-05
