#    L    TT             EE             BB             TE             PP             TP             EP          
  1016   0.415228E+04   0.175357E+03   0.156697E-03  -0.175124E+03   0.192937E-07   0.521070E-05   0.263977E-05
  1017   0.415115E+04   0.174786E+03   0.156428E-03  -0.180594E+03   0.192543E-07   0.508093E-05   0.263441E-05
  1018   0.415050E+04   0.174192E+03   0.156161E-03  -0.186009E+03   0.192150E-07   0.495319E-05   0.262892E-05
  1019   0.415031E+04   0.173577E+03   0.155898E-03  -0.191366E+03   0.191758E-07   0.482743E-05   0.262329E-05
  1020   0.415074E+04   0.172938E+03   0.155636E-03  -0.196665E+03   0.191366E-07   0.470359E-05   0.261752E-05
  1021   0.415162E+04   0.172278E+03   0.155377E-03  -0.201903E+03   0.190976E-07   0.458162E-05   0.261160E-05
  1022   0.415295E+04   0.171597E+03   0.155120E-03  -0.207078E+03   0.190587E-07   0.446148E-05   0.260553E-05
  1023   0.415479E+04   0.170894E+03   0.154865E-03  -0.212186E+03   0.190199E-07   0.434311E-05   0.259930E-05
  1024   0.415708E+04   0.170170E+03   0.154612E-03  -0.217229E+03   0.189811E-07   0.422647E-05   0.259291E-05
  1025   0.415979E+04   0.169426E+03   0.154359E-03  -0.222202E+03   0.189425E-07   0.411150E-05   0.258635E-05
  1026   0.416322E+04   0.168661E+03   0.154108E-03  -0.227106E+03   0.189039E-07   0.399816E-05   0.257962E-05
  1027   0.416685E+04   0.167878E+03   0.153858E-03  -0.231938E+03   0.188655E-07   0.388640E-05   0.257271E-05
  1028   0.417089E+04   0.167075E+03   0.153608E-03  -0.236695E+03   0.188271E-07   0.377616E-05   0.256563E-05
  1029   0.417541E+04   0.166252E+03   0.153358E-03  -0.241379E+03   0.187889E-07   0.366740E-05   0.255835E-05
  1030   0.418033E+04   0.165411E+03   0.153109E-03  -0.245985E+03   0.187507E-07   0.356006E-05   0.255089E-05
  1031   0.418549E+04   0.164551E+03   0.152859E-03  -0.250511E+03   0.187126E-07   0.345410E-05   0.254322E-05
  1032   0.419126E+04   0.163671E+03   0.152609E-03  -0.254960E+03   0.186747E-07   0.334946E-05   0.253536E-05
  1033   0.419734E+04   0.162774E+03   0.152358E-03  -0.259327E+03   0.186368E-07   0.324611E-05   0.252730E-05
  1034   0.420393E+04   0.161861E+03   0.152107E-03  -0.263609E+03   0.185990E-07   0.314397E-05   0.251902E-05
  1035   0.421082E+04   0.160929E+03   0.151854E-03  -0.267806E+03   0.185613E-07   0.304302E-05   0.251053E-05
  1036   0.421807E+04   0.159980E+03   0.151600E-03  -0.271917E+03   0.185237E-07   0.294319E-05   0.250181E-05
  1037   0.422568E+04   0.159014E+03   0.151344E-03  -0.275940E+03   0.184862E-07   0.284444E-05   0.249288E-05
  1038   0.423370E+04   0.158033E+03   0.151086E-03  -0.279872E+03   0.184488E-07   0.274671E-05   0.248371E-05
  1039   0.424207E+04   0.157035E+03   0.150827E-03  -0.283710E+03   0.184115E-07   0.264997E-05   0.247431E-05
  1040   0.425063E+04   0.156021E+03   0.150564E-03  -0.287456E+03   0.183742E-07   0.255415E-05   0.246467E-05
  1041   0.425966E+04   0.154993E+03   0.150300E-03  -0.291104E+03   0.183371E-07   0.245920E-05   0.245478E-05
  1042   0.426894E+04   0.153949E+03   0.150032E-03  -0.294658E+03   0.183001E-07   0.236509E-05   0.244465E-05
  1043   0.427854E+04   0.152890E+03   0.149761E-03  -0.298111E+03   0.182631E-07   0.227175E-05   0.243426E-05
  1044   0.428852E+04   0.151816E+03   0.149487E-03  -0.301466E+03   0.182262E-07   0.217914E-05   0.242361E-05
  1045   0.429865E+04   0.150731E+03   0.149209E-03  -0.304721E+03   0.181895E-07   0.208721E-05   0.241270E-05
  1046   0.430916E+04   0.149630E+03   0.148928E-03  -0.307867E+03   0.181528E-07   0.199591E-05   0.240152E-05
  1047   0.431995E+04   0.148515E+03   0.148642E-03  -0.310919E+03   0.181162E-07   0.190519E-05   0.239007E-05
  1048   0.433089E+04   0.147388E+03   0.148352E-03  -0.313860E+03   0.180797E-07   0.181499E-05   0.237834E-05
  1049   0.434217E+04   0.146249E+03   0.148057E-03  -0.316688E+03   0.180433E-07   0.172527E-05   0.236633E-05
  1050   0.435366E+04   0.145096E+03   0.147758E-03  -0.319409E+03   0.180070E-07   0.163599E-05   0.235403E-05
  1051   0.436540E+04   0.143932E+03   0.147454E-03  -0.322023E+03   0.179707E-07   0.154709E-05   0.234144E-05
  1052   0.437741E+04   0.142756E+03   0.147144E-03  -0.324521E+03   0.179346E-07   0.145861E-05   0.232856E-05
  1053   0.438952E+04   0.141569E+03   0.146830E-03  -0.326913E+03   0.178985E-07   0.137057E-05   0.231540E-05
  1054   0.440187E+04   0.140372E+03   0.146511E-03  -0.329197E+03   0.178626E-07   0.128301E-05   0.230197E-05
  1055   0.441437E+04   0.139165E+03   0.146188E-03  -0.331368E+03   0.178267E-07   0.119596E-05   0.228826E-05
  1056   0.442711E+04   0.137948E+03   0.145860E-03  -0.333433E+03   0.177909E-07   0.110946E-05   0.227428E-05
  1057   0.444006E+04   0.136723E+03   0.145527E-03  -0.335384E+03   0.177552E-07   0.102353E-05   0.226005E-05
  1058   0.445330E+04   0.135490E+03   0.145191E-03  -0.337229E+03   0.177196E-07   0.938216E-06   0.224555E-05
  1059   0.446659E+04   0.134248E+03   0.144850E-03  -0.338962E+03   0.176840E-07   0.853545E-06   0.223081E-05
  1060   0.448000E+04   0.132998E+03   0.144506E-03  -0.340590E+03   0.176486E-07   0.769552E-06   0.221582E-05
  1061   0.449352E+04   0.131743E+03   0.144157E-03  -0.342107E+03   0.176133E-07   0.686270E-06   0.220059E-05
  1062   0.450723E+04   0.130481E+03   0.143805E-03  -0.343519E+03   0.175780E-07   0.603732E-06   0.218513E-05
  1063   0.452088E+04   0.129213E+03   0.143450E-03  -0.344820E+03   0.175428E-07   0.521970E-06   0.216943E-05
  1064   0.453476E+04   0.127940E+03   0.143090E-03  -0.346024E+03   0.175077E-07   0.441018E-06   0.215351E-05
  1065   0.454873E+04   0.126661E+03   0.142728E-03  -0.347119E+03   0.174727E-07   0.360910E-06   0.213737E-05
  1066   0.456270E+04   0.125379E+03   0.142362E-03  -0.348103E+03   0.174378E-07   0.281678E-06   0.212101E-05
  1067   0.457688E+04   0.124093E+03   0.141993E-03  -0.348977E+03   0.174029E-07   0.203356E-06   0.210445E-05
  1068   0.459105E+04   0.122804E+03   0.141621E-03  -0.349749E+03   0.173682E-07   0.125977E-06   0.208768E-05
  1069   0.460526E+04   0.121512E+03   0.141246E-03  -0.350427E+03   0.173335E-07   0.495735E-07   0.207071E-05
  1070   0.461959E+04   0.120217E+03   0.140868E-03  -0.350996E+03   0.172990E-07  -0.258209E-07   0.205355E-05
  1071   0.463380E+04   0.118922E+03   0.140488E-03  -0.351456E+03   0.172645E-07  -0.100173E-06   0.203619E-05
  1072   0.464812E+04   0.117625E+03   0.140105E-03  -0.351809E+03   0.172300E-07  -0.173450E-06   0.201866E-05
  1073   0.466253E+04   0.116327E+03   0.139720E-03  -0.352061E+03   0.171957E-07  -0.245618E-06   0.200095E-05
  1074   0.467679E+04   0.115029E+03   0.139332E-03  -0.352212E+03   0.171615E-07  -0.316644E-06   0.198306E-05
  1075   0.469114E+04   0.113731E+03   0.138943E-03  -0.352265E+03   0.171273E-07  -0.386495E-06   0.196500E-05
  1076   0.470540E+04   0.112434E+03   0.138551E-03  -0.352210E+03   0.170932E-07  -0.455138E-06   0.194678E-05
  1077   0.471973E+04   0.111139E+03   0.138157E-03  -0.352064E+03   0.170592E-07  -0.522540E-06   0.192841E-05
  1078   0.473388E+04   0.109846E+03   0.137762E-03  -0.351797E+03   0.170253E-07  -0.588668E-06   0.190988E-05
  1079   0.474801E+04   0.108555E+03   0.137365E-03  -0.351446E+03   0.169915E-07  -0.653488E-06   0.189120E-05
  1080   0.476217E+04   0.107266E+03   0.136966E-03  -0.350998E+03   0.169578E-07  -0.716967E-06   0.187238E-05
  1081   0.477614E+04   0.105982E+03   0.136566E-03  -0.350444E+03   0.169241E-07  -0.779072E-06   0.185343E-05
  1082   0.479006E+04   0.104702E+03   0.136165E-03  -0.349793E+03   0.168905E-07  -0.839770E-06   0.183434E-05
  1083   0.480392E+04   0.103425E+03   0.135762E-03  -0.349046E+03   0.168570E-07  -0.899028E-06   0.181513E-05
  1084   0.481770E+04   0.102154E+03   0.135359E-03  -0.348201E+03   0.168236E-07  -0.956812E-06   0.179579E-05
  1085   0.483134E+04   0.100888E+03   0.134954E-03  -0.347253E+03   0.167903E-07  -0.101309E-05   0.177634E-05
  1086   0.484489E+04   0.996291E+02   0.134549E-03  -0.346224E+03   0.167570E-07  -0.106783E-05   0.175677E-05
  1087   0.485828E+04   0.983766E+02   0.134143E-03  -0.345077E+03   0.167238E-07  -0.112099E-05   0.173710E-05
  1088   0.487149E+04   0.971291E+02   0.133736E-03  -0.343849E+03   0.166908E-07  -0.117255E-05   0.171733E-05
  1089   0.488459E+04   0.958906E+02   0.133329E-03  -0.342520E+03   0.166577E-07  -0.122247E-05   0.169747E-05
  1090   0.489750E+04   0.946602E+02   0.132921E-03  -0.341110E+03   0.166248E-07  -0.127072E-05   0.167751E-05
  1091   0.491029E+04   0.934374E+02   0.132514E-03  -0.339592E+03   0.165920E-07  -0.131726E-05   0.165747E-05
  1092   0.492295E+04   0.922234E+02   0.132106E-03  -0.337987E+03   0.165592E-07  -0.136206E-05   0.163735E-05
  1093   0.493532E+04   0.910201E+02   0.131698E-03  -0.336289E+03   0.165265E-07  -0.140509E-05   0.161715E-05
  1094   0.494739E+04   0.898257E+02   0.131291E-03  -0.334504E+03   0.164939E-07  -0.144632E-05   0.159688E-05
  1095   0.495946E+04   0.886434E+02   0.130883E-03  -0.332635E+03   0.164614E-07  -0.148571E-05   0.157655E-05
  1096   0.497121E+04   0.874701E+02   0.130476E-03  -0.330665E+03   0.164289E-07  -0.152322E-05   0.155616E-05
  1097   0.498272E+04   0.863090E+02   0.130070E-03  -0.328604E+03   0.163965E-07  -0.155884E-05   0.153572E-05
  1098   0.499405E+04   0.851606E+02   0.129664E-03  -0.326458E+03   0.163642E-07  -0.159251E-05   0.151522E-05
  1099   0.500512E+04   0.840245E+02   0.129259E-03  -0.324228E+03   0.163320E-07  -0.162421E-05   0.149468E-05
  1100   0.501592E+04   0.829019E+02   0.128855E-03  -0.321906E+03   0.162999E-07  -0.165391E-05   0.147411E-05
  1101   0.502645E+04   0.817916E+02   0.128452E-03  -0.319500E+03   0.162678E-07  -0.168159E-05   0.145350E-05
  1102   0.503684E+04   0.806953E+02   0.128050E-03  -0.317007E+03   0.162358E-07  -0.170726E-05   0.143285E-05
  1103   0.504680E+04   0.796132E+02   0.127649E-03  -0.314432E+03   0.162039E-07  -0.173097E-05   0.141218E-05
  1104   0.505656E+04   0.785462E+02   0.127249E-03  -0.311776E+03   0.161721E-07  -0.175277E-05   0.139147E-05
  1105   0.506595E+04   0.774930E+02   0.126850E-03  -0.309041E+03   0.161403E-07  -0.177267E-05   0.137074E-05
  1106   0.507513E+04   0.764538E+02   0.126453E-03  -0.306229E+03   0.161087E-07  -0.179073E-05   0.134998E-05
  1107   0.508403E+04   0.754302E+02   0.126057E-03  -0.303341E+03   0.160771E-07  -0.180698E-05   0.132919E-05
  1108   0.509262E+04   0.744208E+02   0.125663E-03  -0.300381E+03   0.160456E-07  -0.182146E-05   0.130838E-05
  1109   0.510086E+04   0.734252E+02   0.125270E-03  -0.297348E+03   0.160141E-07  -0.183421E-05   0.128755E-05
  1110   0.510886E+04   0.724479E+02   0.124879E-03  -0.294247E+03   0.159827E-07  -0.184527E-05   0.126669E-05
  1111   0.511650E+04   0.714861E+02   0.124489E-03  -0.291077E+03   0.159514E-07  -0.185467E-05   0.124582E-05
  1112   0.512398E+04   0.705400E+02   0.124101E-03  -0.287842E+03   0.159202E-07  -0.186245E-05   0.122492E-05
  1113   0.513101E+04   0.696113E+02   0.123715E-03  -0.284542E+03   0.158891E-07  -0.186865E-05   0.120400E-05
  1114   0.513773E+04   0.686979E+02   0.123331E-03  -0.281182E+03   0.158580E-07  -0.187332E-05   0.118307E-05
  1115   0.514423E+04   0.678022E+02   0.122948E-03  -0.277762E+03   0.158270E-07  -0.187647E-05   0.116212E-05
  1116   0.515041E+04   0.669236E+02   0.122568E-03  -0.274283E+03   0.157961E-07  -0.187817E-05   0.114116E-05
  1117   0.515620E+04   0.660623E+02   0.122190E-03  -0.270749E+03   0.157653E-07  -0.187843E-05   0.112018E-05
  1118   0.516168E+04   0.652191E+02   0.121813E-03  -0.267160E+03   0.157345E-07  -0.187731E-05   0.109919E-05
  1119   0.516692E+04   0.643929E+02   0.121439E-03  -0.263519E+03   0.157038E-07  -0.187484E-05   0.107819E-05
  1120   0.517176E+04   0.635852E+02   0.121068E-03  -0.259828E+03   0.156732E-07  -0.187105E-05   0.105718E-05
  1121   0.517629E+04   0.627954E+02   0.120698E-03  -0.256087E+03   0.156426E-07  -0.186599E-05   0.103617E-05
  1122   0.518049E+04   0.620238E+02   0.120331E-03  -0.252302E+03   0.156121E-07  -0.185970E-05   0.101514E-05
  1123   0.518429E+04   0.612719E+02   0.119966E-03  -0.248472E+03   0.155817E-07  -0.185221E-05   0.994111E-06
  1124   0.518784E+04   0.605378E+02   0.119604E-03  -0.244599E+03   0.155514E-07  -0.184355E-05   0.973075E-06
  1125   0.519098E+04   0.598230E+02   0.119245E-03  -0.240685E+03   0.155212E-07  -0.183378E-05   0.952037E-06
  1126   0.519379E+04   0.591278E+02   0.118888E-03  -0.236733E+03   0.154910E-07  -0.182292E-05   0.930996E-06
  1127   0.519627E+04   0.584515E+02   0.118533E-03  -0.232744E+03   0.154609E-07  -0.181101E-05   0.909955E-06
  1128   0.519841E+04   0.577958E+02   0.118182E-03  -0.228722E+03   0.154308E-07  -0.179810E-05   0.888914E-06
  1129   0.520021E+04   0.571602E+02   0.117833E-03  -0.224666E+03   0.154009E-07  -0.178422E-05   0.867875E-06
  1130   0.520153E+04   0.565441E+02   0.117488E-03  -0.220580E+03   0.153710E-07  -0.176941E-05   0.846838E-06
  1131   0.520264E+04   0.559483E+02   0.117145E-03  -0.216465E+03   0.153412E-07  -0.175371E-05   0.825806E-06
  1132   0.520334E+04   0.553731E+02   0.116805E-03  -0.212323E+03   0.153114E-07  -0.173715E-05   0.804780E-06
  1133   0.520362E+04   0.548193E+02   0.116468E-03  -0.208157E+03   0.152817E-07  -0.171978E-05   0.783760E-06
  1134   0.520362E+04   0.542856E+02   0.116135E-03  -0.203968E+03   0.152521E-07  -0.170162E-05   0.762748E-06
  1135   0.520319E+04   0.537730E+02   0.115805E-03  -0.199758E+03   0.152226E-07  -0.168273E-05   0.741746E-06
  1136   0.520241E+04   0.532824E+02   0.115478E-03  -0.195530E+03   0.151931E-07  -0.166313E-05   0.720754E-06
  1137   0.520128E+04   0.528124E+02   0.115154E-03  -0.191283E+03   0.151637E-07  -0.164287E-05   0.699774E-06
  1138   0.519978E+04   0.523655E+02   0.114834E-03  -0.187023E+03   0.151344E-07  -0.162199E-05   0.678807E-06
  1139   0.519793E+04   0.519388E+02   0.114518E-03  -0.182748E+03   0.151051E-07  -0.160051E-05   0.657854E-06
  1140   0.519564E+04   0.515354E+02   0.114204E-03  -0.178464E+03   0.150759E-07  -0.157849E-05   0.636917E-06
  1141   0.519298E+04   0.511526E+02   0.113895E-03  -0.174170E+03   0.150468E-07  -0.155596E-05   0.615996E-06
  1142   0.518996E+04   0.507936E+02   0.113589E-03  -0.169869E+03   0.150178E-07  -0.153295E-05   0.595094E-06
  1143   0.518656E+04   0.504561E+02   0.113287E-03  -0.165563E+03   0.149888E-07  -0.150951E-05   0.574211E-06
  1144   0.518265E+04   0.501413E+02   0.112989E-03  -0.161254E+03   0.149599E-07  -0.148567E-05   0.553349E-06
  1145   0.517851E+04   0.498506E+02   0.112695E-03  -0.156944E+03   0.149311E-07  -0.146147E-05   0.532508E-06
  1146   0.517391E+04   0.495821E+02   0.112404E-03  -0.152634E+03   0.149023E-07  -0.143695E-05   0.511691E-06
  1147   0.516894E+04   0.493374E+02   0.112118E-03  -0.148327E+03   0.148736E-07  -0.141215E-05   0.490898E-06
  1148   0.516352E+04   0.491152E+02   0.111836E-03  -0.144025E+03   0.148450E-07  -0.138711E-05   0.470131E-06
  1149   0.515779E+04   0.489172E+02   0.111558E-03  -0.139730E+03   0.148164E-07  -0.136185E-05   0.449391E-06
  1150   0.515160E+04   0.487427E+02   0.111284E-03  -0.135443E+03   0.147879E-07  -0.133643E-05   0.428678E-06
  1151   0.514509E+04   0.485918E+02   0.111014E-03  -0.131166E+03   0.147595E-07  -0.131088E-05   0.407996E-06
  1152   0.513805E+04   0.484646E+02   0.110749E-03  -0.126902E+03   0.147311E-07  -0.128517E-05   0.387345E-06
  1153   0.513079E+04   0.483614E+02   0.110487E-03  -0.122652E+03   0.147028E-07  -0.125932E-05   0.366727E-06
  1154   0.512307E+04   0.482814E+02   0.110230E-03  -0.118416E+03   0.146746E-07  -0.123329E-05   0.346144E-06
  1155   0.511499E+04   0.482245E+02   0.109976E-03  -0.114196E+03   0.146464E-07  -0.120709E-05   0.325598E-06
  1156   0.510646E+04   0.481896E+02   0.109726E-03  -0.109996E+03   0.146183E-07  -0.118069E-05   0.305092E-06
  1157   0.509757E+04   0.481774E+02   0.109480E-03  -0.105815E+03   0.145903E-07  -0.115408E-05   0.284626E-06
  1158   0.508839E+04   0.481884E+02   0.109237E-03  -0.101655E+03   0.145623E-07  -0.112726E-05   0.264203E-06
  1159   0.507886E+04   0.482209E+02   0.108997E-03  -0.975180E+02   0.145344E-07  -0.110020E-05   0.243825E-06
  1160   0.506884E+04   0.482763E+02   0.108761E-03  -0.934065E+02   0.145066E-07  -0.107290E-05   0.223494E-06
  1161   0.505861E+04   0.483529E+02   0.108528E-03  -0.893197E+02   0.144788E-07  -0.104534E-05   0.203212E-06
  1162   0.504797E+04   0.484512E+02   0.108297E-03  -0.852608E+02   0.144512E-07  -0.101751E-05   0.182980E-06
  1163   0.503699E+04   0.485711E+02   0.108070E-03  -0.812311E+02   0.144235E-07  -0.989394E-06   0.162801E-06
  1164   0.502575E+04   0.487123E+02   0.107845E-03  -0.772316E+02   0.143960E-07  -0.960984E-06   0.142676E-06
  1165   0.501410E+04   0.488740E+02   0.107623E-03  -0.732635E+02   0.143685E-07  -0.932266E-06   0.122607E-06
  1166   0.500206E+04   0.490568E+02   0.107404E-03  -0.693293E+02   0.143410E-07  -0.903227E-06   0.102597E-06
  1167   0.498984E+04   0.492596E+02   0.107187E-03  -0.654303E+02   0.143136E-07  -0.873853E-06   0.826471E-07
  1168   0.497723E+04   0.494832E+02   0.106972E-03  -0.615667E+02   0.142863E-07  -0.844132E-06   0.627593E-07
  1169   0.496439E+04   0.497264E+02   0.106759E-03  -0.577427E+02   0.142591E-07  -0.814052E-06   0.429356E-07
  1170   0.495123E+04   0.499892E+02   0.106549E-03  -0.539564E+02   0.142319E-07  -0.783599E-06   0.231778E-07
  1171   0.493769E+04   0.502721E+02   0.106340E-03  -0.502120E+02   0.142048E-07  -0.752761E-06   0.348802E-08
  1172   0.492393E+04   0.505743E+02   0.106133E-03  -0.465098E+02   0.141777E-07  -0.721525E-06  -0.161320E-07
  1173   0.490987E+04   0.508954E+02   0.105928E-03  -0.428509E+02   0.141508E-07  -0.689878E-06  -0.356802E-07
  1174   0.489551E+04   0.512346E+02   0.105725E-03  -0.392376E+02   0.141238E-07  -0.657807E-06  -0.551547E-07
  1175   0.488087E+04   0.515925E+02   0.105523E-03  -0.356709E+02   0.140970E-07  -0.625300E-06  -0.745535E-07
  1176   0.486587E+04   0.519689E+02   0.105322E-03  -0.321528E+02   0.140702E-07  -0.592344E-06  -0.938749E-07
  1177   0.485074E+04   0.523643E+02   0.105122E-03  -0.286838E+02   0.140434E-07  -0.558927E-06  -0.113117E-06
  1178   0.483525E+04   0.527763E+02   0.104924E-03  -0.252658E+02   0.140168E-07  -0.525034E-06  -0.132277E-06
  1179   0.481965E+04   0.532077E+02   0.104726E-03  -0.219001E+02   0.139902E-07  -0.490654E-06  -0.151354E-06
  1180   0.480370E+04   0.536562E+02   0.104530E-03  -0.185881E+02   0.139636E-07  -0.455774E-06  -0.170346E-06
  1181   0.478756E+04   0.541207E+02   0.104334E-03  -0.153313E+02   0.139371E-07  -0.420381E-06  -0.189251E-06
  1182   0.477108E+04   0.546027E+02   0.104139E-03  -0.121312E+02   0.139107E-07  -0.384463E-06  -0.208067E-06
  1183   0.475443E+04   0.551010E+02   0.103944E-03  -0.898884E+01   0.138843E-07  -0.348006E-06  -0.226791E-06
  1184   0.473752E+04   0.556150E+02   0.103750E-03  -0.590591E+01   0.138580E-07  -0.310997E-06  -0.245423E-06
  1185   0.472044E+04   0.561465E+02   0.103556E-03  -0.288357E+01   0.138318E-07  -0.273425E-06  -0.263960E-06
  1186   0.470311E+04   0.566932E+02   0.103362E-03   0.766158E-01   0.138056E-07  -0.235276E-06  -0.282400E-06
  1187   0.468562E+04   0.572557E+02   0.103169E-03   0.297339E+01   0.137795E-07  -0.196537E-06  -0.300741E-06
  1188   0.466790E+04   0.578329E+02   0.102975E-03   0.580526E+01   0.137534E-07  -0.157197E-06  -0.318982E-06
  1189   0.464994E+04   0.584256E+02   0.102781E-03   0.857117E+01   0.137274E-07  -0.117241E-06  -0.337120E-06
  1190   0.463183E+04   0.590327E+02   0.102587E-03   0.112695E+02   0.137015E-07  -0.766571E-07  -0.355154E-06
  1191   0.461350E+04   0.596548E+02   0.102392E-03   0.138993E+02   0.136756E-07  -0.354329E-07  -0.373081E-06
  1192   0.459502E+04   0.602910E+02   0.102197E-03   0.164590E+02   0.136498E-07   0.644465E-08  -0.390900E-06
  1193   0.457633E+04   0.609412E+02   0.102001E-03   0.189474E+02   0.136241E-07   0.489883E-07  -0.408608E-06
  1194   0.455750E+04   0.616051E+02   0.101804E-03   0.213633E+02   0.135984E-07   0.922108E-07  -0.426205E-06
  1195   0.453854E+04   0.622825E+02   0.101606E-03   0.237052E+02   0.135727E-07   0.136125E-06  -0.443687E-06
  1196   0.451930E+04   0.629741E+02   0.101408E-03   0.259718E+02   0.135472E-07   0.180744E-06  -0.461053E-06
  1197   0.450001E+04   0.636773E+02   0.101208E-03   0.281620E+02   0.135216E-07   0.226079E-06  -0.478302E-06
  1198   0.448053E+04   0.643936E+02   0.101007E-03   0.302734E+02   0.134962E-07   0.272145E-06  -0.495430E-06
  1199   0.446093E+04   0.651220E+02   0.100805E-03   0.323070E+02   0.134708E-07   0.318953E-06  -0.512437E-06
  1200   0.444114E+04   0.658630E+02   0.100601E-03   0.342602E+02   0.134455E-07   0.366517E-06  -0.529320E-06
  1201   0.442133E+04   0.666150E+02   0.100396E-03   0.361314E+02   0.134202E-07   0.414843E-06  -0.546077E-06
  1202   0.440126E+04   0.673798E+02   0.100189E-03   0.379219E+02   0.133949E-07   0.463915E-06  -0.562708E-06
  1203   0.438117E+04   0.681550E+02   0.999805E-04   0.396306E+02   0.133698E-07   0.513711E-06  -0.579210E-06
  1204   0.436091E+04   0.689410E+02   0.997705E-04   0.412582E+02   0.133447E-07   0.564208E-06  -0.595584E-06
  1205   0.434057E+04   0.697358E+02   0.995591E-04   0.428043E+02   0.133196E-07   0.615384E-06  -0.611827E-06
  1206   0.432014E+04   0.705415E+02   0.993462E-04   0.442698E+02   0.132946E-07   0.667217E-06  -0.627939E-06
  1207   0.429971E+04   0.713562E+02   0.991319E-04   0.456534E+02   0.132697E-07   0.719685E-06  -0.643918E-06
  1208   0.427914E+04   0.721804E+02   0.989161E-04   0.469576E+02   0.132448E-07   0.772765E-06  -0.659763E-06
  1209   0.425844E+04   0.730121E+02   0.986990E-04   0.481809E+02   0.132200E-07   0.826434E-06  -0.675473E-06
  1210   0.423774E+04   0.738519E+02   0.984806E-04   0.493229E+02   0.131952E-07   0.880672E-06  -0.691047E-06
  1211   0.421692E+04   0.747002E+02   0.982609E-04   0.503845E+02   0.131705E-07   0.935455E-06  -0.706484E-06
  1212   0.419612E+04   0.755551E+02   0.980398E-04   0.513667E+02   0.131459E-07   0.990761E-06  -0.721783E-06
  1213   0.417521E+04   0.764162E+02   0.978176E-04   0.522695E+02   0.131213E-07   0.104657E-05  -0.736942E-06
  1214   0.415433E+04   0.772849E+02   0.975940E-04   0.530918E+02   0.130968E-07   0.110285E-05  -0.751960E-06
  1215   0.413342E+04   0.781584E+02   0.973693E-04   0.538344E+02   0.130723E-07   0.115960E-05  -0.766836E-06
  1216   0.411248E+04   0.790380E+02   0.971435E-04   0.544976E+02   0.130479E-07   0.121677E-05  -0.781569E-06
  1217   0.409137E+04   0.799226E+02   0.969164E-04   0.550822E+02   0.130235E-07   0.127436E-05  -0.796157E-06
  1218   0.407040E+04   0.808126E+02   0.966883E-04   0.555870E+02   0.129992E-07   0.133234E-05  -0.810601E-06
  1219   0.404933E+04   0.817055E+02   0.964591E-04   0.560144E+02   0.129749E-07   0.139068E-05  -0.824897E-06
  1220   0.402834E+04   0.826023E+02   0.962288E-04   0.563624E+02   0.129507E-07   0.144937E-05  -0.839046E-06
  1221   0.400735E+04   0.835021E+02   0.959975E-04   0.566326E+02   0.129266E-07   0.150838E-05  -0.853046E-06
  1222   0.398636E+04   0.844060E+02   0.957652E-04   0.568237E+02   0.129025E-07   0.156770E-05  -0.866896E-06
  1223   0.396538E+04   0.853122E+02   0.955319E-04   0.569389E+02   0.128784E-07   0.162729E-05  -0.880595E-06
  1224   0.394442E+04   0.862188E+02   0.952977E-04   0.569747E+02   0.128544E-07   0.168713E-05  -0.894141E-06
  1225   0.392356E+04   0.871286E+02   0.950625E-04   0.569334E+02   0.128305E-07   0.174721E-05  -0.907534E-06
  1226   0.390272E+04   0.880388E+02   0.948265E-04   0.568161E+02   0.128066E-07   0.180751E-05  -0.920772E-06
  1227   0.388198E+04   0.889501E+02   0.945896E-04   0.566213E+02   0.127828E-07   0.186799E-05  -0.933854E-06
  1228   0.386121E+04   0.898620E+02   0.943519E-04   0.563509E+02   0.127591E-07   0.192863E-05  -0.946779E-06
  1229   0.384056E+04   0.907735E+02   0.941134E-04   0.560034E+02   0.127354E-07   0.198943E-05  -0.959546E-06
  1230   0.381981E+04   0.916842E+02   0.938741E-04   0.555814E+02   0.127117E-07   0.205034E-05  -0.972154E-06
  1231   0.379925E+04   0.925945E+02   0.936341E-04   0.550835E+02   0.126881E-07   0.211135E-05  -0.984600E-06
  1232   0.377876E+04   0.935027E+02   0.933933E-04   0.545113E+02   0.126645E-07   0.217245E-05  -0.996886E-06
  1233   0.375848E+04   0.944107E+02   0.931519E-04   0.538629E+02   0.126410E-07   0.223359E-05  -0.100901E-05
  1234   0.373820E+04   0.953150E+02   0.929097E-04   0.531415E+02   0.126176E-07   0.229477E-05  -0.102097E-05
  1235   0.371828E+04   0.962177E+02   0.926670E-04   0.523456E+02   0.125942E-07   0.235596E-05  -0.103276E-05
  1236   0.369830E+04   0.971162E+02   0.924237E-04   0.514762E+02   0.125709E-07   0.241714E-05  -0.104439E-05
  1237   0.367841E+04   0.980117E+02   0.921797E-04   0.505329E+02   0.125476E-07   0.247829E-05  -0.105585E-05
  1238   0.365868E+04   0.989037E+02   0.919353E-04   0.495165E+02   0.125243E-07   0.253938E-05  -0.106714E-05
  1239   0.363905E+04   0.997906E+02   0.916903E-04   0.484272E+02   0.125012E-07   0.260039E-05  -0.107826E-05
  1240   0.361951E+04   0.100673E+03   0.914448E-04   0.472666E+02   0.124780E-07   0.266130E-05  -0.108921E-05
  1241   0.360024E+04   0.101550E+03   0.911989E-04   0.460336E+02   0.124550E-07   0.272209E-05  -0.109998E-05
