#    L    TT             EE             BB             TE          
   168   0.648363E+04   0.122023E+01   0.178904E-01  -0.547056E+02
   169   0.651990E+04   0.120687E+01   0.179903E-01  -0.541201E+02
   170   0.655575E+04   0.119342E+01   0.180944E-01  -0.535002E+02
   171   0.659102E+04   0.117988E+01   0.182026E-01  -0.528437E+02
   172   0.662579E+04   0.116618E+01   0.183151E-01  -0.521521E+02
   173   0.665997E+04   0.115233E+01   0.184318E-01  -0.514252E+02
   174   0.669372E+04   0.113862E+01   0.185528E-01  -0.506631E+02
   175   0.672696E+04   0.112478E+01   0.186781E-01  -0.498649E+02
   176   0.675952E+04   0.111102E+01   0.188078E-01  -0.490307E+02
   177   0.679157E+04   0.109729E+01   0.189417E-01  -0.481618E+02
   178   0.682301E+04   0.108381E+01   0.190799E-01  -0.472570E+02
   179   0.685386E+04   0.107031E+01   0.192223E-01  -0.463162E+02
   180   0.688426E+04   0.105700E+01   0.193688E-01  -0.453411E+02
   181   0.691397E+04   0.104392E+01   0.195193E-01  -0.443315E+02
   182   0.694309E+04   0.103113E+01   0.196738E-01  -0.432862E+02
   183   0.697152E+04   0.101858E+01   0.198323E-01  -0.422066E+02
   184   0.699942E+04   0.100635E+01   0.199946E-01  -0.410921E+02
   185   0.702670E+04   0.994601E+00   0.201608E-01  -0.399448E+02
   186   0.705300E+04   0.983204E+00   0.203307E-01  -0.387621E+02
   187   0.707899E+04   0.972309E+00   0.205044E-01  -0.375452E+02
   188   0.710428E+04   0.961912E+00   0.206817E-01  -0.362958E+02
   189   0.712881E+04   0.952061E+00   0.208625E-01  -0.350125E+02
   190   0.715302E+04   0.942819E+00   0.210469E-01  -0.336975E+02
   191   0.717615E+04   0.934219E+00   0.212347E-01  -0.323480E+02
   192   0.719874E+04   0.926294E+00   0.214259E-01  -0.309661E+02
   193   0.722055E+04   0.919098E+00   0.216204E-01  -0.295534E+02
   194   0.724181E+04   0.912673E+00   0.218182E-01  -0.281078E+02
   195   0.726229E+04   0.907066E+00   0.220192E-01  -0.266315E+02
   196   0.728199E+04   0.902325E+00   0.222234E-01  -0.251239E+02
   197   0.730106E+04   0.898505E+00   0.224306E-01  -0.235864E+02
   198   0.731941E+04   0.895639E+00   0.226408E-01  -0.220184E+02
   199   0.733706E+04   0.893774E+00   0.228540E-01  -0.204207E+02
   200   0.735399E+04   0.892951E+00   0.230700E-01  -0.187940E+02
   201   0.737013E+04   0.893239E+00   0.232889E-01  -0.171377E+02
   202   0.738556E+04   0.894656E+00   0.235105E-01  -0.154535E+02
   203   0.740020E+04   0.897272E+00   0.237348E-01  -0.137409E+02
   204   0.741397E+04   0.901117E+00   0.239617E-01  -0.120029E+02
   205   0.742703E+04   0.906246E+00   0.241911E-01  -0.102377E+02
   206   0.743922E+04   0.912706E+00   0.244231E-01  -0.844666E+01
   207   0.745070E+04   0.920529E+00   0.246574E-01  -0.663047E+01
   208   0.746124E+04   0.929777E+00   0.248941E-01  -0.478986E+01
   209   0.747099E+04   0.940481E+00   0.251330E-01  -0.292542E+01
   210   0.747995E+04   0.952702E+00   0.253742E-01  -0.103824E+01
   211   0.748812E+04   0.966481E+00   0.256175E-01   0.871393E+00
   212   0.749535E+04   0.981857E+00   0.258629E-01   0.280234E+01
   213   0.750187E+04   0.998883E+00   0.261102E-01   0.475443E+01
   214   0.750752E+04   0.101756E+01   0.263595E-01   0.672625E+01
   215   0.751239E+04   0.103810E+01   0.266106E-01   0.871684E+01
   216   0.751638E+04   0.106031E+01   0.268635E-01   0.107265E+02
   217   0.751967E+04   0.108437E+01   0.271181E-01   0.127530E+02
   218   0.752209E+04   0.111028E+01   0.273743E-01   0.147965E+02
   219   0.752372E+04   0.113805E+01   0.276321E-01   0.168575E+02
   220   0.752456E+04   0.116785E+01   0.278913E-01   0.189315E+02
   221   0.752461E+04   0.119960E+01   0.281520E-01   0.210205E+02
   222   0.752387E+04   0.123346E+01   0.284140E-01   0.231228E+02
   223   0.752219E+04   0.126938E+01   0.286773E-01   0.252389E+02
   224   0.751987E+04   0.130736E+01   0.289417E-01   0.273648E+02
   225   0.751669E+04   0.134755E+01   0.292072E-01   0.295035E+02
   226   0.751271E+04   0.138996E+01   0.294737E-01   0.316509E+02
   227   0.750788E+04   0.143462E+01   0.297412E-01   0.338082E+02
   228   0.750232E+04   0.148151E+01   0.300096E-01   0.359739E+02
   229   0.749598E+04   0.153074E+01   0.302787E-01   0.381463E+02
   230   0.748877E+04   0.158230E+01   0.305485E-01   0.403257E+02
   231   0.748070E+04   0.163629E+01   0.308190E-01   0.425114E+02
   232   0.747192E+04   0.169263E+01   0.310899E-01   0.447016E+02
   233   0.746234E+04   0.175156E+01   0.313614E-01   0.468946E+02
   234   0.745183E+04   0.181293E+01   0.316332E-01   0.490910E+02
   235   0.744060E+04   0.187684E+01   0.319053E-01   0.512891E+02
   236   0.742851E+04   0.194329E+01   0.321776E-01   0.534885E+02
   237   0.741562E+04   0.201237E+01   0.324501E-01   0.556878E+02
   238   0.740195E+04   0.208415E+01   0.327225E-01   0.578866E+02
   239   0.738756E+04   0.215851E+01   0.329950E-01   0.600840E+02
   240   0.737224E+04   0.223551E+01   0.332673E-01   0.622777E+02
   241   0.735627E+04   0.231533E+01   0.335394E-01   0.644680E+02
   242   0.733951E+04   0.239781E+01   0.338112E-01   0.666541E+02
   243   0.732197E+04   0.248313E+01   0.340826E-01   0.688342E+02
   244   0.730363E+04   0.257121E+01   0.343535E-01   0.710090E+02
   245   0.728450E+04   0.266213E+01   0.346239E-01   0.731752E+02
   246   0.726466E+04   0.275591E+01   0.348937E-01   0.753342E+02
   247   0.724411E+04   0.285249E+01   0.351627E-01   0.774834E+02
   248   0.722276E+04   0.295223E+01   0.354310E-01   0.796228E+02
   249   0.720078E+04   0.305463E+01   0.356983E-01   0.817512E+02
   250   0.717800E+04   0.316015E+01   0.359647E-01   0.838672E+02
   251   0.715459E+04   0.326850E+01   0.362300E-01   0.859711E+02
   252   0.713031E+04   0.337989E+01   0.364942E-01   0.880613E+02
   253   0.710555E+04   0.349409E+01   0.367574E-01   0.901362E+02
   254   0.708001E+04   0.361139E+01   0.370194E-01   0.921956E+02
   255   0.705377E+04   0.373150E+01   0.372804E-01   0.942392E+02
   256   0.702690E+04   0.385476E+01   0.375401E-01   0.962669E+02
   257   0.699942E+04   0.398074E+01   0.377988E-01   0.982703E+02
   258   0.697125E+04   0.410980E+01   0.380562E-01   0.100262E+03
   259   0.694246E+04   0.424177E+01   0.383125E-01   0.102226E+03
   260   0.691314E+04   0.437665E+01   0.385675E-01   0.104179E+03
   261   0.688314E+04   0.451437E+01   0.388213E-01   0.106097E+03
   262   0.685247E+04   0.465514E+01   0.390740E-01   0.108002E+03
   263   0.682149E+04   0.479872E+01   0.393253E-01   0.109887E+03
   264   0.678977E+04   0.494519E+01   0.395754E-01   0.111744E+03
   265   0.675739E+04   0.509446E+01   0.398243E-01   0.113565E+03
   266   0.672456E+04   0.524674E+01   0.400719E-01   0.115374E+03
   267   0.669108E+04   0.540167E+01   0.403182E-01   0.117146E+03
   268   0.665709E+04   0.555961E+01   0.405632E-01   0.118897E+03
   269   0.662245E+04   0.572025E+01   0.408069E-01   0.120620E+03
   270   0.658746E+04   0.588365E+01   0.410493E-01   0.122314E+03
   271   0.655190E+04   0.604974E+01   0.412904E-01   0.123978E+03
   272   0.651600E+04   0.621881E+01   0.415301E-01   0.125606E+03
   273   0.647953E+04   0.639026E+01   0.417686E-01   0.127211E+03
   274   0.644265E+04   0.656467E+01   0.420057E-01   0.128772E+03
   275   0.640529E+04   0.674152E+01   0.422415E-01   0.130311E+03
   276   0.636760E+04   0.692102E+01   0.424760E-01   0.131805E+03
   277   0.632936E+04   0.710316E+01   0.427091E-01   0.133275E+03
   278   0.629080E+04   0.728787E+01   0.429409E-01   0.134701E+03
   279   0.625184E+04   0.747507E+01   0.431713E-01   0.136089E+03
   280   0.621249E+04   0.766474E+01   0.434004E-01   0.137453E+03
   281   0.617291E+04   0.785696E+01   0.436282E-01   0.138771E+03
   282   0.613279E+04   0.805141E+01   0.438547E-01   0.140051E+03
   283   0.609244E+04   0.824833E+01   0.440798E-01   0.141292E+03
   284   0.605179E+04   0.844762E+01   0.443035E-01   0.142493E+03
   285   0.601084E+04   0.864928E+01   0.445260E-01   0.143656E+03
   286   0.596951E+04   0.885315E+01   0.447471E-01   0.144772E+03
   287   0.592790E+04   0.905923E+01   0.449668E-01   0.145856E+03
   288   0.588607E+04   0.926751E+01   0.451853E-01   0.146893E+03
   289   0.584396E+04   0.947792E+01   0.454024E-01   0.147890E+03
   290   0.580164E+04   0.969028E+01   0.456183E-01   0.148847E+03
   291   0.575911E+04   0.990535E+01   0.458328E-01   0.149748E+03
   292   0.571609E+04   0.101220E+02   0.460460E-01   0.150617E+03
   293   0.567317E+04   0.103399E+02   0.462579E-01   0.151430E+03
   294   0.562990E+04   0.105604E+02   0.464685E-01   0.152210E+03
   295   0.558666E+04   0.107821E+02   0.466779E-01   0.152934E+03
   296   0.554309E+04   0.110065E+02   0.468859E-01   0.153617E+03
   297   0.549941E+04   0.112313E+02   0.470927E-01   0.154259E+03
   298   0.545548E+04   0.114588E+02   0.472983E-01   0.154844E+03
   299   0.541151E+04   0.116882E+02   0.475026E-01   0.155380E+03
   300   0.536737E+04   0.119180E+02   0.477056E-01   0.155866E+03
   301   0.532314E+04   0.121497E+02   0.479074E-01   0.156311E+03
   302   0.527889E+04   0.123826E+02   0.481080E-01   0.156714E+03
   303   0.523454E+04   0.126172E+02   0.483074E-01   0.157060E+03
   304   0.519011E+04   0.128537E+02   0.485055E-01   0.157349E+03
   305   0.514567E+04   0.130906E+02   0.487025E-01   0.157596E+03
   306   0.510114E+04   0.133284E+02   0.488982E-01   0.157794E+03
   307   0.505662E+04   0.135673E+02   0.490927E-01   0.157935E+03
   308   0.501209E+04   0.138086E+02   0.492861E-01   0.158042E+03
   309   0.496763E+04   0.140495E+02   0.494783E-01   0.158086E+03
   310   0.492310E+04   0.142905E+02   0.496693E-01   0.158087E+03
   311   0.487866E+04   0.145340E+02   0.498591E-01   0.158033E+03
   312   0.483430E+04   0.147768E+02   0.500479E-01   0.157937E+03
   313   0.478995E+04   0.150205E+02   0.502354E-01   0.157784E+03
   314   0.474569E+04   0.152651E+02   0.504219E-01   0.157591E+03
   315   0.470153E+04   0.155091E+02   0.506073E-01   0.157341E+03
   316   0.465746E+04   0.157538E+02   0.507915E-01   0.157042E+03
   317   0.461349E+04   0.159978E+02   0.509747E-01   0.156696E+03
   318   0.456962E+04   0.162434E+02   0.511568E-01   0.156300E+03
   319   0.452592E+04   0.164882E+02   0.513379E-01   0.155856E+03
   320   0.448241E+04   0.167330E+02   0.515180E-01   0.155371E+03
   321   0.443901E+04   0.169784E+02   0.516971E-01   0.154830E+03
   322   0.439580E+04   0.172224E+02   0.518752E-01   0.154241E+03
   323   0.435277E+04   0.174662E+02   0.520523E-01   0.153604E+03
   324   0.430994E+04   0.177106E+02   0.522285E-01   0.152911E+03
   325   0.426738E+04   0.179520E+02   0.524037E-01   0.152185E+03
   326   0.422494E+04   0.181947E+02   0.525781E-01   0.151396E+03
   327   0.418277E+04   0.184364E+02   0.527517E-01   0.150566E+03
   328   0.414089E+04   0.186765E+02   0.529243E-01   0.149696E+03
   329   0.409921E+04   0.189163E+02   0.530962E-01   0.148770E+03
   330   0.405781E+04   0.191544E+02   0.532673E-01   0.147797E+03
   331   0.401677E+04   0.193915E+02   0.534377E-01   0.146783E+03
   332   0.397595E+04   0.196283E+02   0.536073E-01   0.145728E+03
   333   0.393542E+04   0.198633E+02   0.537762E-01   0.144627E+03
   334   0.389526E+04   0.200972E+02   0.539445E-01   0.143477E+03
   335   0.385533E+04   0.203286E+02   0.541122E-01   0.142280E+03
   336   0.381577E+04   0.205588E+02   0.542793E-01   0.141042E+03
   337   0.377658E+04   0.207879E+02   0.544458E-01   0.139750E+03
   338   0.373770E+04   0.210143E+02   0.546118E-01   0.138425E+03
   339   0.369928E+04   0.212403E+02   0.547773E-01   0.137053E+03
   340   0.366117E+04   0.214636E+02   0.549424E-01   0.135648E+03
   341   0.362337E+04   0.216842E+02   0.551071E-01   0.134189E+03
   342   0.358604E+04   0.219042E+02   0.552715E-01   0.132689E+03
   343   0.354910E+04   0.221208E+02   0.554355E-01   0.131150E+03
   344   0.351263E+04   0.223353E+02   0.555992E-01   0.129571E+03
   345   0.347649E+04   0.225471E+02   0.557627E-01   0.127953E+03
   346   0.344082E+04   0.227575E+02   0.559260E-01   0.126302E+03
   347   0.340556E+04   0.229643E+02   0.560891E-01   0.124604E+03
   348   0.337078E+04   0.231682E+02   0.562522E-01   0.122867E+03
   349   0.333641E+04   0.233700E+02   0.564151E-01   0.121090E+03
   350   0.330252E+04   0.235682E+02   0.565781E-01   0.119281E+03
   351   0.326928E+04   0.237642E+02   0.567410E-01   0.117433E+03
   352   0.323630E+04   0.239572E+02   0.569040E-01   0.115546E+03
   353   0.320389E+04   0.241465E+02   0.570670E-01   0.113634E+03
   354   0.317189E+04   0.243329E+02   0.572301E-01   0.111677E+03
   355   0.314046E+04   0.245163E+02   0.573933E-01   0.109688E+03
   356   0.310952E+04   0.246967E+02   0.575567E-01   0.107676E+03
   357   0.307907E+04   0.248734E+02   0.577201E-01   0.105627E+03
   358   0.304919E+04   0.250456E+02   0.578837E-01   0.103554E+03
   359   0.301973E+04   0.252147E+02   0.580475E-01   0.101445E+03
   360   0.299083E+04   0.253808E+02   0.582115E-01   0.993088E+02
   361   0.296243E+04   0.255431E+02   0.583757E-01   0.971429E+02
   362   0.293460E+04   0.257016E+02   0.585401E-01   0.949501E+02
   363   0.290726E+04   0.258571E+02   0.587048E-01   0.927328E+02
   364   0.288049E+04   0.260072E+02   0.588698E-01   0.904875E+02
   365   0.285422E+04   0.261542E+02   0.590351E-01   0.882206E+02
   366   0.282851E+04   0.262974E+02   0.592006E-01   0.859292E+02
   367   0.280338E+04   0.264352E+02   0.593666E-01   0.836158E+02
   368   0.277867E+04   0.265699E+02   0.595328E-01   0.812822E+02
   369   0.275467E+04   0.267008E+02   0.596995E-01   0.789264E+02
   370   0.273118E+04   0.268269E+02   0.598665E-01   0.765538E+02
   371   0.270818E+04   0.269485E+02   0.600340E-01   0.741609E+02
   372   0.268576E+04   0.270661E+02   0.602019E-01   0.717526E+02
   373   0.266391E+04   0.271790E+02   0.603702E-01   0.693260E+02
   374   0.264263E+04   0.272880E+02   0.605390E-01   0.668851E+02
   375   0.262185E+04   0.273922E+02   0.607083E-01   0.644302E+02
   376   0.260172E+04   0.274925E+02   0.608780E-01   0.619615E+02
   377   0.258217E+04   0.275874E+02   0.610483E-01   0.594822E+02
   378   0.256311E+04   0.276775E+02   0.612192E-01   0.569895E+02
   379   0.254463E+04   0.277636E+02   0.613906E-01   0.544883E+02
   380   0.252681E+04   0.278457E+02   0.615625E-01   0.519765E+02
   381   0.250948E+04   0.279200E+02   0.617351E-01   0.494573E+02
   382   0.249266E+04   0.279918E+02   0.619083E-01   0.469318E+02
   383   0.247649E+04   0.280581E+02   0.620820E-01   0.443986E+02
   384   0.246097E+04   0.281188E+02   0.622565E-01   0.418617E+02
   385   0.244588E+04   0.281762E+02   0.624315E-01   0.393199E+02
   386   0.243145E+04   0.282280E+02   0.626073E-01   0.367756E+02
   387   0.241752E+04   0.282742E+02   0.627837E-01   0.342292E+02
   388   0.240417E+04   0.283155E+02   0.629609E-01   0.316822E+02
   389   0.239140E+04   0.283498E+02   0.631387E-01   0.291350E+02
   390   0.237921E+04   0.283822E+02   0.633173E-01   0.265900E+02
   391   0.236761E+04   0.284082E+02   0.634966E-01   0.240460E+02
   392   0.235651E+04   0.284307E+02   0.636768E-01   0.215062E+02
   393   0.234607E+04   0.284469E+02   0.638576E-01   0.189701E+02
   394   0.233614E+04   0.284582E+02   0.640393E-01   0.164400E+02
