#    L    TT             EE             BB             TE          
   178   0.871520E+00   0.710193E-02   0.317036E-02   0.217578E-01
   179   0.885108E+00   0.692348E-02   0.310963E-02   0.230738E-01
   180   0.900001E+00   0.674816E-02   0.305150E-02   0.242520E-01
   181   0.916087E+00   0.657607E-02   0.299593E-02   0.252969E-01
   182   0.933252E+00   0.640727E-02   0.294286E-02   0.262127E-01
   183   0.951383E+00   0.624185E-02   0.289226E-02   0.270040E-01
   184   0.970366E+00   0.607988E-02   0.284407E-02   0.276751E-01
   185   0.990088E+00   0.592146E-02   0.279824E-02   0.282304E-01
   186   0.101043E+01   0.576665E-02   0.275474E-02   0.286743E-01
   187   0.103129E+01   0.561553E-02   0.271350E-02   0.290112E-01
   188   0.105255E+01   0.546819E-02   0.267449E-02   0.292455E-01
   189   0.107409E+01   0.532471E-02   0.263765E-02   0.293816E-01
   190   0.109581E+01   0.518516E-02   0.260293E-02   0.294239E-01
   191   0.111758E+01   0.504962E-02   0.257030E-02   0.293769E-01
   192   0.113930E+01   0.491818E-02   0.253970E-02   0.292448E-01
   193   0.116085E+01   0.479091E-02   0.251109E-02   0.290321E-01
   194   0.118211E+01   0.466790E-02   0.248441E-02   0.287432E-01
   195   0.120299E+01   0.454921E-02   0.245962E-02   0.283824E-01
   196   0.122335E+01   0.443494E-02   0.243667E-02   0.279543E-01
   197   0.124309E+01   0.432516E-02   0.241551E-02   0.274632E-01
   198   0.126210E+01   0.421995E-02   0.239610E-02   0.269134E-01
   199   0.128025E+01   0.411938E-02   0.237839E-02   0.263095E-01
   200   0.129745E+01   0.402355E-02   0.236233E-02   0.256557E-01
   201   0.131358E+01   0.393250E-02   0.234788E-02   0.249561E-01
   202   0.132866E+01   0.384617E-02   0.233498E-02   0.242131E-01
   203   0.134270E+01   0.376446E-02   0.232358E-02   0.234287E-01
   204   0.135571E+01   0.368728E-02   0.231364E-02   0.226049E-01
   205   0.136770E+01   0.361455E-02   0.230511E-02   0.217438E-01
   206   0.137871E+01   0.354616E-02   0.229793E-02   0.208473E-01
   207   0.138873E+01   0.348203E-02   0.229206E-02   0.199175E-01
   208   0.139778E+01   0.342207E-02   0.228746E-02   0.189564E-01
   209   0.140589E+01   0.336617E-02   0.228406E-02   0.179661E-01
   210   0.141307E+01   0.331426E-02   0.228183E-02   0.169484E-01
   211   0.141933E+01   0.326624E-02   0.228071E-02   0.159055E-01
   212   0.142470E+01   0.322202E-02   0.228065E-02   0.148394E-01
   213   0.142918E+01   0.318150E-02   0.228161E-02   0.137520E-01
   214   0.143279E+01   0.314459E-02   0.228353E-02   0.126454E-01
   215   0.143555E+01   0.311120E-02   0.228637E-02   0.115217E-01
   216   0.143747E+01   0.308124E-02   0.229008E-02   0.103827E-01
   217   0.143858E+01   0.305462E-02   0.229460E-02   0.923064E-02
   218   0.143888E+01   0.303125E-02   0.229989E-02   0.806741E-02
   219   0.143839E+01   0.301102E-02   0.230591E-02   0.689506E-02
   220   0.143714E+01   0.299386E-02   0.231259E-02   0.571560E-02
   221   0.143512E+01   0.297966E-02   0.231990E-02   0.453105E-02
   222   0.143237E+01   0.296834E-02   0.232778E-02   0.334343E-02
   223   0.142890E+01   0.295981E-02   0.233619E-02   0.215475E-02
   224   0.142471E+01   0.295397E-02   0.234507E-02   0.967030E-03
   225   0.141984E+01   0.295073E-02   0.235437E-02  -0.217715E-03
   226   0.141429E+01   0.295000E-02   0.236405E-02  -0.139747E-02
   227   0.140808E+01   0.295168E-02   0.237406E-02  -0.257021E-02
   228   0.140123E+01   0.295569E-02   0.238435E-02  -0.373393E-02
   229   0.139375E+01   0.296193E-02   0.239487E-02  -0.488661E-02
   230   0.138566E+01   0.297031E-02   0.240557E-02  -0.602623E-02
   231   0.137697E+01   0.298074E-02   0.241640E-02  -0.715077E-02
   232   0.136771E+01   0.299312E-02   0.242731E-02  -0.825822E-02
   233   0.135788E+01   0.300737E-02   0.243825E-02  -0.934656E-02
   234   0.134750E+01   0.302340E-02   0.244918E-02  -0.104138E-01
   235   0.133660E+01   0.304110E-02   0.246005E-02  -0.114579E-01
   236   0.132518E+01   0.306039E-02   0.247080E-02  -0.124768E-01
   237   0.131326E+01   0.308118E-02   0.248139E-02  -0.134685E-01
   238   0.130085E+01   0.310337E-02   0.249176E-02  -0.144311E-01
   239   0.128798E+01   0.312687E-02   0.250188E-02  -0.153624E-01
   240   0.127466E+01   0.315159E-02   0.251168E-02  -0.162606E-01
   241   0.126090E+01   0.317744E-02   0.252113E-02  -0.171234E-01
   242   0.124673E+01   0.320433E-02   0.253017E-02  -0.179491E-01
   243   0.123215E+01   0.323216E-02   0.253875E-02  -0.187354E-01
   244   0.121719E+01   0.326085E-02   0.254682E-02  -0.194805E-01
   245   0.120185E+01   0.329029E-02   0.255434E-02  -0.201823E-01
   246   0.118616E+01   0.332040E-02   0.256126E-02  -0.208387E-01
   247   0.117013E+01   0.335109E-02   0.256752E-02  -0.214478E-01
   248   0.115378E+01   0.338226E-02   0.257307E-02  -0.220075E-01
   249   0.113712E+01   0.341382E-02   0.257788E-02  -0.225159E-01
   250   0.112017E+01   0.344569E-02   0.258189E-02  -0.229709E-01
   251   0.110294E+01   0.347776E-02   0.258505E-02  -0.233710E-01
   252   0.108546E+01   0.351000E-02   0.258739E-02  -0.237171E-01
   253   0.106774E+01   0.354236E-02   0.258890E-02  -0.240104E-01
   254   0.104980E+01   0.357478E-02   0.258962E-02  -0.242524E-01
   255   0.103166E+01   0.360723E-02   0.258955E-02  -0.244443E-01
   256   0.101334E+01   0.363965E-02   0.258871E-02  -0.245876E-01
   257   0.994848E+00   0.367201E-02   0.258712E-02  -0.246834E-01
   258   0.976213E+00   0.370424E-02   0.258479E-02  -0.247333E-01
   259   0.957451E+00   0.373632E-02   0.258175E-02  -0.247384E-01
   260   0.938578E+00   0.376818E-02   0.257800E-02  -0.247003E-01
   261   0.919615E+00   0.379979E-02   0.257356E-02  -0.246201E-01
   262   0.900578E+00   0.383110E-02   0.256845E-02  -0.244993E-01
   263   0.881487E+00   0.386206E-02   0.256269E-02  -0.243391E-01
   264   0.862359E+00   0.389263E-02   0.255629E-02  -0.241410E-01
   265   0.843214E+00   0.392276E-02   0.254927E-02  -0.239063E-01
   266   0.824069E+00   0.395240E-02   0.254164E-02  -0.236363E-01
   267   0.804943E+00   0.398151E-02   0.253342E-02  -0.233323E-01
   268   0.785854E+00   0.401003E-02   0.252463E-02  -0.229957E-01
   269   0.766820E+00   0.403794E-02   0.251529E-02  -0.226278E-01
   270   0.747860E+00   0.406517E-02   0.250540E-02  -0.222301E-01
   271   0.728993E+00   0.409168E-02   0.249499E-02  -0.218037E-01
   272   0.710235E+00   0.411743E-02   0.248407E-02  -0.213501E-01
   273   0.691607E+00   0.414237E-02   0.247265E-02  -0.208706E-01
   274   0.673126E+00   0.416645E-02   0.246076E-02  -0.203665E-01
   275   0.654810E+00   0.418962E-02   0.244842E-02  -0.198392E-01
   276   0.636679E+00   0.421185E-02   0.243563E-02  -0.192900E-01
   277   0.618749E+00   0.423308E-02   0.242241E-02  -0.187202E-01
   278   0.601041E+00   0.425327E-02   0.240878E-02  -0.181313E-01
   279   0.583571E+00   0.427238E-02   0.239476E-02  -0.175245E-01
   280   0.566358E+00   0.429034E-02   0.238036E-02  -0.169012E-01
   281   0.549421E+00   0.430713E-02   0.236560E-02  -0.162627E-01
   282   0.532778E+00   0.432269E-02   0.235049E-02  -0.156104E-01
   283   0.516448E+00   0.433697E-02   0.233506E-02  -0.149456E-01
   284   0.500448E+00   0.434993E-02   0.231931E-02  -0.142696E-01
   285   0.484797E+00   0.436153E-02   0.230326E-02  -0.135838E-01
   286   0.469513E+00   0.437172E-02   0.228694E-02  -0.128896E-01
   287   0.454615E+00   0.438045E-02   0.227035E-02  -0.121882E-01
   288   0.440122E+00   0.438767E-02   0.225351E-02  -0.114810E-01
   289   0.426050E+00   0.439334E-02   0.223644E-02  -0.107694E-01
   290   0.412420E+00   0.439741E-02   0.221916E-02  -0.100547E-01
   291   0.399248E+00   0.439984E-02   0.220168E-02  -0.933817E-02
   292   0.386554E+00   0.440058E-02   0.218401E-02  -0.862124E-02
   293   0.374356E+00   0.439958E-02   0.216618E-02  -0.790523E-02
   294   0.362672E+00   0.439680E-02   0.214820E-02  -0.719147E-02
   295   0.351520E+00   0.439219E-02   0.213008E-02  -0.648131E-02
   296   0.340920E+00   0.438570E-02   0.211185E-02  -0.577608E-02
   297   0.330888E+00   0.437730E-02   0.209351E-02  -0.507714E-02
   298   0.321444E+00   0.436692E-02   0.207509E-02  -0.438581E-02
