#    L    TT             EE             TE             PP             TP          
   552   0.335542E+04   0.104040E+02   0.307611E+01   0.852019E+06   0.590726E+02
   553   0.335107E+04   0.105696E+02   0.464238E+01   0.849471E+06   0.603904E+02
   554   0.334642E+04   0.107436E+02   0.618969E+01   0.846933E+06   0.616551E+02
   555   0.334147E+04   0.109239E+02   0.771704E+01   0.844405E+06   0.628684E+02
   556   0.333623E+04   0.111110E+02   0.922410E+01   0.841888E+06   0.640317E+02
   557   0.333076E+04   0.113043E+02   0.107089E+02   0.839382E+06   0.651465E+02
   558   0.332499E+04   0.115053E+02   0.121719E+02   0.836885E+06   0.662145E+02
   559   0.331893E+04   0.117116E+02   0.136121E+02   0.834399E+06   0.672371E+02
   560   0.331273E+04   0.119240E+02   0.150279E+02   0.831924E+06   0.682159E+02
   561   0.330608E+04   0.121433E+02   0.164191E+02   0.829458E+06   0.691524E+02
   562   0.329937E+04   0.123693E+02   0.177848E+02   0.827003E+06   0.700482E+02
   563   0.329237E+04   0.126006E+02   0.191263E+02   0.824557E+06   0.709048E+02
   564   0.328515E+04   0.128394E+02   0.204382E+02   0.822122E+06   0.717238E+02
   565   0.327765E+04   0.130828E+02   0.217240E+02   0.819697E+06   0.725067E+02
   566   0.326993E+04   0.133328E+02   0.229806E+02   0.817282E+06   0.732550E+02
   567   0.326201E+04   0.135880E+02   0.242086E+02   0.814876E+06   0.739703E+02
   568   0.325387E+04   0.138499E+02   0.254062E+02   0.812481E+06   0.746541E+02
   569   0.324546E+04   0.141178E+02   0.265756E+02   0.810095E+06   0.753080E+02
   570   0.323691E+04   0.143907E+02   0.277114E+02   0.807720E+06   0.759335E+02
   571   0.322808E+04   0.146696E+02   0.288156E+02   0.805354E+06   0.765321E+02
   572   0.321904E+04   0.149535E+02   0.298880E+02   0.802997E+06   0.771055E+02
   573   0.320988E+04   0.152425E+02   0.309262E+02   0.800651E+06   0.776551E+02
   574   0.320051E+04   0.155374E+02   0.319316E+02   0.798314E+06   0.781824E+02
   575   0.319095E+04   0.158365E+02   0.329017E+02   0.795986E+06   0.786891E+02
   576   0.318126E+04   0.161414E+02   0.338379E+02   0.793668E+06   0.791766E+02
   577   0.317129E+04   0.164512E+02   0.347384E+02   0.791360E+06   0.796465E+02
   578   0.316120E+04   0.167654E+02   0.356023E+02   0.789061E+06   0.801004E+02
   579   0.315099E+04   0.170852E+02   0.364303E+02   0.786772E+06   0.805397E+02
   580   0.314066E+04   0.174092E+02   0.372199E+02   0.784491E+06   0.809661E+02
   581   0.312999E+04   0.177374E+02   0.379731E+02   0.782220E+06   0.813810E+02
   582   0.311928E+04   0.180705E+02   0.386876E+02   0.779959E+06   0.817861E+02
   583   0.310844E+04   0.184077E+02   0.393623E+02   0.777706E+06   0.821828E+02
   584   0.309749E+04   0.187490E+02   0.399988E+02   0.775463E+06   0.825726E+02
   585   0.308643E+04   0.190944E+02   0.405952E+02   0.773229E+06   0.829573E+02
   586   0.307518E+04   0.194431E+02   0.411513E+02   0.771004E+06   0.833381E+02
   587   0.306389E+04   0.197967E+02   0.416671E+02   0.768788E+06   0.837168E+02
   588   0.305241E+04   0.201535E+02   0.421409E+02   0.766581E+06   0.840949E+02
   589   0.304083E+04   0.205143E+02   0.425739E+02   0.764383E+06   0.844739E+02
   590   0.302913E+04   0.208776E+02   0.429652E+02   0.762194E+06   0.848553E+02
   591   0.301741E+04   0.212456E+02   0.433139E+02   0.760014E+06   0.852407E+02
   592   0.300557E+04   0.216154E+02   0.436191E+02   0.757842E+06   0.856316E+02
   593   0.299363E+04   0.219898E+02   0.438829E+02   0.755680E+06   0.860295E+02
   594   0.298152E+04   0.223666E+02   0.441020E+02   0.753526E+06   0.864361E+02
   595   0.296937E+04   0.227451E+02   0.442786E+02   0.751380E+06   0.868528E+02
   596   0.295727E+04   0.231282E+02   0.444102E+02   0.749244E+06   0.872813E+02
   597   0.294508E+04   0.235114E+02   0.444982E+02   0.747116E+06   0.877229E+02
   598   0.293300E+04   0.238984E+02   0.445415E+02   0.744996E+06   0.881793E+02
   599   0.292076E+04   0.242877E+02   0.445409E+02   0.742885E+06   0.886521E+02
   600   0.290841E+04   0.246794E+02   0.444945E+02   0.740783E+06   0.891427E+02
   601   0.289605E+04   0.250732E+02   0.444031E+02   0.738689E+06   0.896524E+02
   602   0.288366E+04   0.254679E+02   0.442659E+02   0.736603E+06   0.901813E+02
   603   0.287119E+04   0.258655E+02   0.440852E+02   0.734526E+06   0.907292E+02
   604   0.285884E+04   0.262637E+02   0.438588E+02   0.732457E+06   0.912959E+02
   605   0.284641E+04   0.266633E+02   0.435876E+02   0.730396E+06   0.918811E+02
   606   0.283403E+04   0.270642E+02   0.432716E+02   0.728344E+06   0.924847E+02
   607   0.282142E+04   0.274664E+02   0.429109E+02   0.726299E+06   0.931066E+02
   608   0.280903E+04   0.278699E+02   0.425056E+02   0.724263E+06   0.937463E+02
   609   0.279670E+04   0.282731E+02   0.420557E+02   0.722235E+06   0.944039E+02
   610   0.278428E+04   0.286767E+02   0.415613E+02   0.720215E+06   0.950790E+02
   611   0.277194E+04   0.290814E+02   0.410232E+02   0.718203E+06   0.957715E+02
   612   0.275966E+04   0.294872E+02   0.404423E+02   0.716199E+06   0.964811E+02
   613   0.274731E+04   0.298903E+02   0.398163E+02   0.714203E+06   0.972076E+02
   614   0.273510E+04   0.302952E+02   0.391468E+02   0.712215E+06   0.979509E+02
   615   0.272290E+04   0.306988E+02   0.384347E+02   0.710235E+06   0.987108E+02
   616   0.271077E+04   0.311034E+02   0.376800E+02   0.708263E+06   0.994870E+02
   617   0.269879E+04   0.315073E+02   0.368828E+02   0.706299E+06   0.100279E+03
   618   0.268681E+04   0.319106E+02   0.360423E+02   0.704342E+06   0.101088E+03
   619   0.267485E+04   0.323140E+02   0.351617E+02   0.702394E+06   0.101912E+03
   620   0.266311E+04   0.327144E+02   0.342388E+02   0.700453E+06   0.102751E+03
   621   0.265131E+04   0.331147E+02   0.332744E+02   0.698519E+06   0.103606E+03
   622   0.263966E+04   0.335136E+02   0.322685E+02   0.696594E+06   0.104476E+03
   623   0.262818E+04   0.339101E+02   0.312235E+02   0.694676E+06   0.105361E+03
   624   0.261671E+04   0.343049E+02   0.301379E+02   0.692765E+06   0.106260E+03
   625   0.260533E+04   0.346981E+02   0.290119E+02   0.690862E+06   0.107174E+03
   626   0.259412E+04   0.350896E+02   0.278469E+02   0.688967E+06   0.108102E+03
   627   0.258307E+04   0.354786E+02   0.266431E+02   0.687079E+06   0.109045E+03
   628   0.257211E+04   0.358651E+02   0.254005E+02   0.685198E+06   0.110001E+03
   629   0.256133E+04   0.362490E+02   0.241199E+02   0.683325E+06   0.110971E+03
   630   0.255057E+04   0.366302E+02   0.228006E+02   0.681460E+06   0.111955E+03
   631   0.253998E+04   0.370089E+02   0.214457E+02   0.679601E+06   0.112951E+03
   632   0.252964E+04   0.373840E+02   0.200531E+02   0.677750E+06   0.113961E+03
   633   0.251933E+04   0.377572E+02   0.186250E+02   0.675906E+06   0.114984E+03
   634   0.250927E+04   0.381254E+02   0.171614E+02   0.674070E+06   0.116019E+03
   635   0.249938E+04   0.384915E+02   0.156630E+02   0.672240E+06   0.117067E+03
   636   0.248953E+04   0.388548E+02   0.141303E+02   0.670418E+06   0.118127E+03
   637   0.247994E+04   0.392122E+02   0.125628E+02   0.668603E+06   0.119199E+03
   638   0.247053E+04   0.395674E+02   0.109628E+02   0.666795E+06   0.120283E+03
   639   0.246130E+04   0.399174E+02   0.932940E+01   0.664994E+06   0.121379E+03
   640   0.245226E+04   0.402644E+02   0.766424E+01   0.663200E+06   0.122486E+03
   641   0.244341E+04   0.406068E+02   0.596735E+01   0.661413E+06   0.123604E+03
   642   0.243467E+04   0.409439E+02   0.423959E+01   0.659633E+06   0.124733E+03
   643   0.242620E+04   0.412779E+02   0.248151E+01   0.657859E+06   0.125873E+03
   644   0.241800E+04   0.416050E+02   0.693838E+00   0.656093E+06   0.127024E+03
   645   0.240991E+04   0.419281E+02  -0.112305E+01   0.654333E+06   0.128185E+03
   646   0.240202E+04   0.422464E+02  -0.296841E+01   0.652581E+06   0.129356E+03
   647   0.239448E+04   0.425593E+02  -0.484204E+01   0.650835E+06   0.130538E+03
   648   0.238699E+04   0.428673E+02  -0.674193E+01   0.649095E+06   0.131729E+03
   649   0.237984E+04   0.431690E+02  -0.866875E+01   0.647363E+06   0.132930E+03
   650   0.237290E+04   0.434650E+02  -0.106209E+02   0.645637E+06   0.134140E+03
   651   0.236616E+04   0.437568E+02  -0.125984E+02   0.643918E+06   0.135359E+03
   652   0.235962E+04   0.440421E+02  -0.146002E+02   0.642205E+06   0.136587E+03
   653   0.235344E+04   0.443203E+02  -0.166246E+02   0.640499E+06   0.137824E+03
   654   0.234738E+04   0.445935E+02  -0.186707E+02   0.638799E+06   0.139068E+03
   655   0.234153E+04   0.448609E+02  -0.207388E+02   0.637106E+06   0.140320E+03
   656   0.233603E+04   0.451218E+02  -0.228274E+02   0.635419E+06   0.141579E+03
   657   0.233074E+04   0.453761E+02  -0.249346E+02   0.633739E+06   0.142845E+03
   658   0.232558E+04   0.456247E+02  -0.270610E+02   0.632065E+06   0.144117E+03
   659   0.232084E+04   0.458667E+02  -0.292048E+02   0.630397E+06   0.145395E+03
   660   0.231631E+04   0.461013E+02  -0.313652E+02   0.628736E+06   0.146678E+03
   661   0.231199E+04   0.463294E+02  -0.335402E+02   0.627081E+06   0.147967E+03
   662   0.230795E+04   0.465516E+02  -0.357313E+02   0.625433E+06   0.149260E+03
   663   0.230411E+04   0.467671E+02  -0.379366E+02   0.623790E+06   0.150558E+03
   664   0.230055E+04   0.469746E+02  -0.401537E+02   0.622154E+06   0.151859E+03
   665   0.229720E+04   0.471753E+02  -0.423831E+02   0.620524E+06   0.153163E+03
   666   0.229413E+04   0.473694E+02  -0.446231E+02   0.618901E+06   0.154471E+03
   667   0.229135E+04   0.475560E+02  -0.468734E+02   0.617283E+06   0.155781E+03
   668   0.228869E+04   0.477360E+02  -0.491331E+02   0.615671E+06   0.157094E+03
   669   0.228647E+04   0.479084E+02  -0.514004E+02   0.614066E+06   0.158408E+03
   670   0.228438E+04   0.480734E+02  -0.536736E+02   0.612467E+06   0.159723E+03
   671   0.228265E+04   0.482323E+02  -0.559539E+02   0.610873E+06   0.161040E+03
   672   0.228105E+04   0.483822E+02  -0.582397E+02   0.609286E+06   0.162357E+03
   673   0.227981E+04   0.485261E+02  -0.605284E+02   0.607705E+06   0.163674E+03
   674   0.227878E+04   0.486617E+02  -0.628206E+02   0.606129E+06   0.164990E+03
   675   0.227803E+04   0.487897E+02  -0.651152E+02   0.604560E+06   0.166306E+03
   676   0.227749E+04   0.489101E+02  -0.674099E+02   0.602996E+06   0.167621E+03
   677   0.227724E+04   0.490229E+02  -0.697051E+02   0.601438E+06   0.168934E+03
   678   0.227727E+04   0.491273E+02  -0.719998E+02   0.599886E+06   0.170246E+03
   679   0.227751E+04   0.492249E+02  -0.742923E+02   0.598340E+06   0.171555E+03
   680   0.227811E+04   0.493147E+02  -0.765824E+02   0.596799E+06   0.172861E+03
   681   0.227892E+04   0.493962E+02  -0.788675E+02   0.595265E+06   0.174164E+03
   682   0.227994E+04   0.494692E+02  -0.811490E+02   0.593735E+06   0.175463E+03
   683   0.228132E+04   0.495361E+02  -0.834259E+02   0.592212E+06   0.176759E+03
   684   0.228284E+04   0.495929E+02  -0.856957E+02   0.590694E+06   0.178050E+03
   685   0.228457E+04   0.496428E+02  -0.879581E+02   0.589182E+06   0.179336E+03
   686   0.228659E+04   0.496841E+02  -0.902040E+02   0.587676E+06   0.180617E+03
   687   0.228897E+04   0.497185E+02  -0.924443E+02   0.586175E+06   0.181892E+03
   688   0.229149E+04   0.497435E+02  -0.946765E+02   0.584679E+06   0.183161E+03
   689   0.229429E+04   0.497608E+02  -0.968930E+02   0.583189E+06   0.184423E+03
   690   0.229731E+04   0.497710E+02  -0.991010E+02   0.581705E+06   0.185679E+03
   691   0.230061E+04   0.497711E+02  -0.101293E+03   0.580226E+06   0.186927E+03
   692   0.230413E+04   0.497648E+02  -0.103468E+03   0.578752E+06   0.188168E+03
   693   0.230794E+04   0.497499E+02  -0.105634E+03   0.577284E+06   0.189400E+03
   694   0.231189E+04   0.497264E+02  -0.107776E+03   0.575821E+06   0.190624E+03
   695   0.231620E+04   0.496965E+02  -0.109900E+03   0.574363E+06   0.191839E+03
   696   0.232072E+04   0.496572E+02  -0.112022E+03   0.572910E+06   0.193044E+03
   697   0.232546E+04   0.496099E+02  -0.114112E+03   0.571463E+06   0.194240E+03
   698   0.233042E+04   0.495539E+02  -0.116183E+03   0.570021E+06   0.195425E+03
   699   0.233559E+04   0.494907E+02  -0.118229E+03   0.568585E+06   0.196600E+03
   700   0.234105E+04   0.494188E+02  -0.120257E+03   0.567153E+06   0.197764E+03
   701   0.234673E+04   0.493389E+02  -0.122266E+03   0.565727E+06   0.198916E+03
   702   0.235262E+04   0.492517E+02  -0.124241E+03   0.564306E+06   0.200057E+03
   703   0.235872E+04   0.491558E+02  -0.126213E+03   0.562889E+06   0.201185E+03
   704   0.236504E+04   0.490527E+02  -0.128142E+03   0.561478E+06   0.202300E+03
   705   0.237150E+04   0.489410E+02  -0.130046E+03   0.560072E+06   0.203402E+03
   706   0.237824E+04   0.488221E+02  -0.131929E+03   0.558671E+06   0.204490E+03
   707   0.238511E+04   0.486954E+02  -0.133786E+03   0.557275E+06   0.205563E+03
   708   0.239235E+04   0.485615E+02  -0.135601E+03   0.555884E+06   0.206623E+03
   709   0.239964E+04   0.484198E+02  -0.137403E+03   0.554498E+06   0.207667E+03
   710   0.240721E+04   0.482703E+02  -0.139170E+03   0.553117E+06   0.208695E+03
   711   0.241491E+04   0.481138E+02  -0.140902E+03   0.551741E+06   0.209707E+03
   712   0.242282E+04   0.479502E+02  -0.142613E+03   0.550369E+06   0.210703E+03
   713   0.243100E+04   0.477789E+02  -0.144282E+03   0.549003E+06   0.211681E+03
   714   0.243916E+04   0.476014E+02  -0.145922E+03   0.547641E+06   0.212643E+03
   715   0.244760E+04   0.474162E+02  -0.147534E+03   0.546284E+06   0.213586E+03
   716   0.245624E+04   0.472240E+02  -0.149110E+03   0.544932E+06   0.214511E+03
   717   0.246500E+04   0.470257E+02  -0.150642E+03   0.543585E+06   0.215417E+03
   718   0.247388E+04   0.468205E+02  -0.152153E+03   0.542242E+06   0.216303E+03
   719   0.248296E+04   0.466070E+02  -0.153612E+03   0.540905E+06   0.217170E+03
   720   0.249209E+04   0.463881E+02  -0.155050E+03   0.539571E+06   0.218017E+03
   721   0.250156E+04   0.461638E+02  -0.156436E+03   0.538243E+06   0.218843E+03
   722   0.251100E+04   0.459320E+02  -0.157784E+03   0.536919E+06   0.219648E+03
   723   0.252063E+04   0.456949E+02  -0.159103E+03   0.535600E+06   0.220431E+03
   724   0.253038E+04   0.454511E+02  -0.160385E+03   0.534285E+06   0.221192E+03
   725   0.254024E+04   0.452020E+02  -0.161622E+03   0.532976E+06   0.221930E+03
   726   0.255029E+04   0.449485E+02  -0.162814E+03   0.531670E+06   0.222646E+03
   727   0.256038E+04   0.446875E+02  -0.163975E+03   0.530369E+06   0.223337E+03
   728   0.257058E+04   0.444198E+02  -0.165090E+03   0.529073E+06   0.224005E+03
   729   0.258090E+04   0.441477E+02  -0.166168E+03   0.527781E+06   0.224649E+03
   730   0.259125E+04   0.438705E+02  -0.167200E+03   0.526494E+06   0.225268E+03
   731   0.260185E+04   0.435867E+02  -0.168185E+03   0.525211E+06   0.225861E+03
   732   0.261242E+04   0.433000E+02  -0.169125E+03   0.523932E+06   0.226428E+03
   733   0.262316E+04   0.430068E+02  -0.170033E+03   0.522658E+06   0.226970E+03
   734   0.263394E+04   0.427093E+02  -0.170880E+03   0.521388E+06   0.227484E+03
   735   0.264482E+04   0.424060E+02  -0.171702E+03   0.520123E+06   0.227971E+03
   736   0.265566E+04   0.420984E+02  -0.172463E+03   0.518862E+06   0.228431E+03
   737   0.266667E+04   0.417874E+02  -0.173192E+03   0.517605E+06   0.228863E+03
   738   0.267764E+04   0.414721E+02  -0.173858E+03   0.516353E+06   0.229266E+03
   739   0.268870E+04   0.411519E+02  -0.174485E+03   0.515105E+06   0.229639E+03
   740   0.269979E+04   0.408275E+02  -0.175072E+03   0.513861E+06   0.229984E+03
   741   0.271098E+04   0.404982E+02  -0.175611E+03   0.512621E+06   0.230298E+03
   742   0.272219E+04   0.401678E+02  -0.176094E+03   0.511386E+06   0.230582E+03
   743   0.273342E+04   0.398340E+02  -0.176537E+03   0.510154E+06   0.230835E+03
   744   0.274474E+04   0.394954E+02  -0.176925E+03   0.508927E+06   0.231057E+03
   745   0.275601E+04   0.391534E+02  -0.177279E+03   0.507704E+06   0.231247E+03
   746   0.276723E+04   0.388089E+02  -0.177562E+03   0.506485E+06   0.231404E+03
   747   0.277846E+04   0.384604E+02  -0.177812E+03   0.505270E+06   0.231529E+03
   748   0.278978E+04   0.381101E+02  -0.178012E+03   0.504059E+06   0.231621E+03
   749   0.280111E+04   0.377551E+02  -0.178171E+03   0.502852E+06   0.231679E+03
   750   0.281238E+04   0.373992E+02  -0.178273E+03   0.501650E+06   0.231703E+03
   751   0.282367E+04   0.370400E+02  -0.178326E+03   0.500451E+06   0.231692E+03
   752   0.283497E+04   0.366799E+02  -0.178323E+03   0.499256E+06   0.231649E+03
   753   0.284620E+04   0.363160E+02  -0.178277E+03   0.498065E+06   0.231573E+03
   754   0.285737E+04   0.359513E+02  -0.178175E+03   0.496878E+06   0.231466E+03
   755   0.286862E+04   0.355842E+02  -0.178031E+03   0.495695E+06   0.231331E+03
   756   0.287965E+04   0.352157E+02  -0.177838E+03   0.494516E+06   0.231167E+03
   757   0.289083E+04   0.348465E+02  -0.177589E+03   0.493341E+06   0.230976E+03
   758   0.290180E+04   0.344751E+02  -0.177290E+03   0.492169E+06   0.230760E+03
   759   0.291284E+04   0.341023E+02  -0.176950E+03   0.491002E+06   0.230519E+03
   760   0.292373E+04   0.337290E+02  -0.176562E+03   0.489838E+06   0.230256E+03
   761   0.293455E+04   0.333551E+02  -0.176124E+03   0.488678E+06   0.229971E+03
   762   0.294544E+04   0.329807E+02  -0.175637E+03   0.487522E+06   0.229666E+03
   763   0.295610E+04   0.326066E+02  -0.175102E+03   0.486370E+06   0.229343E+03
   764   0.296676E+04   0.322313E+02  -0.174526E+03   0.485221E+06   0.229001E+03
   765   0.297726E+04   0.318557E+02  -0.173893E+03   0.484076E+06   0.228643E+03
   766   0.298776E+04   0.314812E+02  -0.173220E+03   0.482935E+06   0.228270E+03
   767   0.299809E+04   0.311072E+02  -0.172498E+03   0.481798E+06   0.227883E+03
   768   0.300835E+04   0.307329E+02  -0.171720E+03   0.480664E+06   0.227484E+03
   769   0.301852E+04   0.303583E+02  -0.170908E+03   0.479534E+06   0.227074E+03
   770   0.302852E+04   0.299859E+02  -0.170048E+03   0.478408E+06   0.226654E+03
   771   0.303844E+04   0.296141E+02  -0.169140E+03   0.477285E+06   0.226225E+03
   772   0.304820E+04   0.292436E+02  -0.168176E+03   0.476166E+06   0.225789E+03
   773   0.305786E+04   0.288746E+02  -0.167179E+03   0.475050E+06   0.225347E+03
   774   0.306736E+04   0.285071E+02  -0.166141E+03   0.473938E+06   0.224901E+03
   775   0.307683E+04   0.281411E+02  -0.165055E+03   0.472830E+06   0.224451E+03
   776   0.308599E+04   0.277774E+02  -0.163929E+03   0.471725E+06   0.224000E+03
   777   0.309506E+04   0.274153E+02  -0.162754E+03   0.470624E+06   0.223547E+03
   778   0.310417E+04   0.270556E+02  -0.161532E+03   0.469526E+06   0.223096E+03
   779   0.311289E+04   0.266984E+02  -0.160276E+03   0.468432E+06   0.222646E+03
   780   0.312150E+04   0.263421E+02  -0.158973E+03   0.467341E+06   0.222199E+03
   781   0.313002E+04   0.259905E+02  -0.157637E+03   0.466254E+06   0.221757E+03
   782   0.313828E+04   0.256408E+02  -0.156268E+03   0.465170E+06   0.221321E+03
   783   0.314644E+04   0.252944E+02  -0.154844E+03   0.464090E+06   0.220892E+03
   784   0.315442E+04   0.249514E+02  -0.153379E+03   0.463013E+06   0.220471E+03
   785   0.316215E+04   0.246111E+02  -0.151882E+03   0.461939E+06   0.220060E+03
   786   0.316976E+04   0.242742E+02  -0.150323E+03   0.460869E+06   0.219660E+03
   787   0.317712E+04   0.239416E+02  -0.148738E+03   0.459802E+06   0.219272E+03
   788   0.318429E+04   0.236118E+02  -0.147121E+03   0.458739E+06   0.218898E+03
   789   0.319128E+04   0.232849E+02  -0.145472E+03   0.457678E+06   0.218539E+03
   790   0.319815E+04   0.229645E+02  -0.143775E+03   0.456622E+06   0.218196E+03
   791   0.320476E+04   0.226471E+02  -0.142038E+03   0.455568E+06   0.217871E+03
   792   0.321117E+04   0.223348E+02  -0.140277E+03   0.454518E+06   0.217565E+03
   793   0.321733E+04   0.220278E+02  -0.138468E+03   0.453471E+06   0.217279E+03
   794   0.322321E+04   0.217254E+02  -0.136635E+03   0.452427E+06   0.217014E+03
   795   0.322890E+04   0.214268E+02  -0.134762E+03   0.451386E+06   0.216772E+03
   796   0.323454E+04   0.211343E+02  -0.132864E+03   0.450349E+06   0.216554E+03
   797   0.323976E+04   0.208457E+02  -0.130927E+03   0.449315E+06   0.216362E+03
   798   0.324479E+04   0.205633E+02  -0.128965E+03   0.448284E+06   0.216196E+03
   799   0.324961E+04   0.202864E+02  -0.126971E+03   0.447256E+06   0.216058E+03
   800   0.325423E+04   0.200142E+02  -0.124946E+03   0.446231E+06   0.215950E+03
   801   0.325858E+04   0.197484E+02  -0.122896E+03   0.445210E+06   0.215872E+03
   802   0.326257E+04   0.194882E+02  -0.120799E+03   0.444191E+06   0.215822E+03
   803   0.326651E+04   0.192328E+02  -0.118694E+03   0.443176E+06   0.215800E+03
   804   0.327010E+04   0.189846E+02  -0.116550E+03   0.442163E+06   0.215803E+03
   805   0.327356E+04   0.187420E+02  -0.114382E+03   0.441154E+06   0.215829E+03
   806   0.327666E+04   0.185051E+02  -0.112191E+03   0.440148E+06   0.215878E+03
   807   0.327949E+04   0.182755E+02  -0.109977E+03   0.439145E+06   0.215946E+03
   808   0.328204E+04   0.180522E+02  -0.107733E+03   0.438145E+06   0.216034E+03
   809   0.328446E+04   0.178355E+02  -0.105474E+03   0.437148E+06   0.216137E+03
   810   0.328652E+04   0.176253E+02  -0.103185E+03   0.436153E+06   0.216256E+03
   811   0.328831E+04   0.174216E+02  -0.100875E+03   0.435162E+06   0.216388E+03
   812   0.328988E+04   0.172259E+02  -0.985482E+02   0.434174E+06   0.216532E+03
   813   0.329118E+04   0.170354E+02  -0.962042E+02   0.433189E+06   0.216685E+03
   814   0.329235E+04   0.168529E+02  -0.938410E+02   0.432207E+06   0.216846E+03
   815   0.329316E+04   0.166771E+02  -0.914612E+02   0.431228E+06   0.217014E+03
   816   0.329361E+04   0.165086E+02  -0.890649E+02   0.430251E+06   0.217186E+03
   817   0.329386E+04   0.163468E+02  -0.866531E+02   0.429278E+06   0.217361E+03
   818   0.329397E+04   0.161932E+02  -0.842268E+02   0.428307E+06   0.217537E+03
   819   0.329373E+04   0.160463E+02  -0.817870E+02   0.427340E+06   0.217712E+03
   820   0.329328E+04   0.159069E+02  -0.793339E+02   0.426375E+06   0.217884E+03
   821   0.329247E+04   0.157742E+02  -0.768707E+02   0.425413E+06   0.218053E+03
   822   0.329146E+04   0.156505E+02  -0.743962E+02   0.424454E+06   0.218216E+03
   823   0.329016E+04   0.155337E+02  -0.719114E+02   0.423498E+06   0.218371E+03
   824   0.328850E+04   0.154251E+02  -0.694171E+02   0.422545E+06   0.218517E+03
   825   0.328670E+04   0.153234E+02  -0.669159E+02   0.421594E+06   0.218651E+03
   826   0.328455E+04   0.152308E+02  -0.644074E+02   0.420646E+06   0.218773E+03
   827   0.328212E+04   0.151451E+02  -0.618938E+02   0.419702E+06   0.218880E+03
   828   0.327954E+04   0.150677E+02  -0.593748E+02   0.418759E+06   0.218971E+03
   829   0.327661E+04   0.149988E+02  -0.568520E+02   0.417820E+06   0.219043E+03
   830   0.327346E+04   0.149376E+02  -0.543279E+02   0.416883E+06   0.219096E+03
   831   0.327004E+04   0.148841E+02  -0.518013E+02   0.415950E+06   0.219128E+03
   832   0.326632E+04   0.148383E+02  -0.492738E+02   0.415018E+06   0.219136E+03
   833   0.326239E+04   0.148011E+02  -0.467465E+02   0.414090E+06   0.219119E+03
   834   0.325810E+04   0.147716E+02  -0.442196E+02   0.413164E+06   0.219075E+03
   835   0.325367E+04   0.147514E+02  -0.416948E+02   0.412241E+06   0.219003E+03
   836   0.324881E+04   0.147384E+02  -0.391723E+02   0.411321E+06   0.218901E+03
   837   0.324381E+04   0.147339E+02  -0.366539E+02   0.410403E+06   0.218766E+03
   838   0.323852E+04   0.147380E+02  -0.341397E+02   0.409488E+06   0.218598E+03
   839   0.323286E+04   0.147500E+02  -0.316301E+02   0.408576E+06   0.218394E+03
   840   0.322707E+04   0.147714E+02  -0.291275E+02   0.407666E+06   0.218154E+03
   841   0.322099E+04   0.148001E+02  -0.266336E+02   0.406759E+06   0.217874E+03
   842   0.321462E+04   0.148366E+02  -0.241457E+02   0.405854E+06   0.217554E+03
   843   0.320803E+04   0.148819E+02  -0.216699E+02   0.404952E+06   0.217191E+03
   844   0.320108E+04   0.149360E+02  -0.192027E+02   0.404053E+06   0.216784E+03
   845   0.319399E+04   0.149973E+02  -0.167475E+02   0.403156E+06   0.216331E+03
   846   0.318668E+04   0.150690E+02  -0.143048E+02   0.402262E+06   0.215831E+03
   847   0.317916E+04   0.151472E+02  -0.118747E+02   0.401370E+06   0.215281E+03
   848   0.317134E+04   0.152342E+02  -0.945937E+01   0.400481E+06   0.214680E+03
   849   0.316316E+04   0.153294E+02  -0.705835E+01   0.399594E+06   0.214027E+03
   850   0.315491E+04   0.154334E+02  -0.467301E+01   0.398710E+06   0.213318E+03
   851   0.314630E+04   0.155456E+02  -0.230419E+01   0.397828E+06   0.212554E+03
   852   0.313746E+04   0.156667E+02   0.475585E-01   0.396949E+06   0.211736E+03
   853   0.312842E+04   0.157952E+02   0.238131E+01   0.396072E+06   0.210864E+03
   854   0.311908E+04   0.159324E+02   0.469547E+01   0.395198E+06   0.209942E+03
   855   0.310945E+04   0.160778E+02   0.699085E+01   0.394326E+06   0.208970E+03
   856   0.309976E+04   0.162297E+02   0.926541E+01   0.393457E+06   0.207951E+03
   857   0.308971E+04   0.163903E+02   0.115182E+02   0.392590E+06   0.206885E+03
   858   0.307945E+04   0.165604E+02   0.137492E+02   0.391726E+06   0.205776E+03
   859   0.306898E+04   0.167356E+02   0.159588E+02   0.390864E+06   0.204624E+03
   860   0.305838E+04   0.169194E+02   0.181439E+02   0.390004E+06   0.203431E+03
   861   0.304749E+04   0.171111E+02   0.203044E+02   0.389147E+06   0.202199E+03
   862   0.303639E+04   0.173100E+02   0.224408E+02   0.388292E+06   0.200931E+03
   863   0.302509E+04   0.175167E+02   0.245507E+02   0.387439E+06   0.199626E+03
   864   0.301358E+04   0.177299E+02   0.266347E+02   0.386589E+06   0.198288E+03
   865   0.300172E+04   0.179508E+02   0.286904E+02   0.385741E+06   0.196918E+03
   866   0.299003E+04   0.181788E+02   0.307184E+02   0.384896E+06   0.195518E+03
   867   0.297791E+04   0.184145E+02   0.327177E+02   0.384053E+06   0.194089E+03
   868   0.296567E+04   0.186566E+02   0.346882E+02   0.383212E+06   0.192634E+03
   869   0.295322E+04   0.189056E+02   0.366289E+02   0.382374E+06   0.191153E+03
   870   0.294058E+04   0.191608E+02   0.385391E+02   0.381538E+06   0.189649E+03
   871   0.292780E+04   0.194230E+02   0.404176E+02   0.380704E+06   0.188123E+03
