#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   537   0.108980E+05  -0.709030E+02   0.628897E-05  -0.709030E+02   0.281810E+02   0.105610E-05   0.628897E-05   0.105610E-05   0.615810E-07
   538   0.108984E+05  -0.652925E+02   0.663672E-05  -0.652925E+02   0.283776E+02   0.989191E-06   0.663672E-05   0.989191E-06   0.613929E-07
   539   0.108980E+05  -0.596993E+02   0.698301E-05  -0.596993E+02   0.285960E+02   0.922757E-06   0.698301E-05   0.922757E-06   0.612056E-07
   540   0.108966E+05  -0.541269E+02   0.732707E-05  -0.541269E+02   0.288368E+02   0.856792E-06   0.732707E-05   0.856792E-06   0.610190E-07
   541   0.108942E+05  -0.485777E+02   0.766812E-05  -0.485777E+02   0.290998E+02   0.791296E-06   0.766812E-05   0.791296E-06   0.608332E-07
   542   0.108909E+05  -0.430565E+02   0.800539E-05  -0.430565E+02   0.293852E+02   0.726270E-06   0.800539E-05   0.726270E-06   0.606482E-07
   543   0.108865E+05  -0.375653E+02   0.833810E-05  -0.375653E+02   0.296932E+02   0.661713E-06   0.833810E-05   0.661713E-06   0.604640E-07
   544   0.108812E+05  -0.321078E+02   0.866548E-05  -0.321078E+02   0.300239E+02   0.597625E-06   0.866548E-05   0.597625E-06   0.602805E-07
   545   0.108749E+05  -0.266871E+02   0.898675E-05  -0.266871E+02   0.303774E+02   0.534006E-06   0.898675E-05   0.534006E-06   0.600978E-07
   546   0.108676E+05  -0.213066E+02   0.930114E-05  -0.213066E+02   0.307536E+02   0.470856E-06   0.930114E-05   0.470856E-06   0.599159E-07
   547   0.108593E+05  -0.159694E+02   0.960788E-05  -0.159694E+02   0.311529E+02   0.408174E-06   0.960788E-05   0.408174E-06   0.597347E-07
   548   0.108501E+05  -0.106789E+02   0.990618E-05  -0.106789E+02   0.315753E+02   0.345961E-06   0.990618E-05   0.345961E-06   0.595542E-07
   549   0.108398E+05  -0.543837E+01   0.101953E-04  -0.543837E+01   0.320211E+02   0.284216E-06   0.101953E-04   0.284216E-06   0.593745E-07
   550   0.108286E+05  -0.250998E+00   0.104744E-04  -0.250998E+00   0.324903E+02   0.222940E-06   0.104744E-04   0.222940E-06   0.591956E-07
   551   0.108164E+05   0.488026E+01   0.107429E-04   0.488026E+01   0.329831E+02   0.162129E-06   0.107429E-04   0.162129E-06   0.590174E-07
   552   0.108032E+05   0.995262E+01   0.110010E-04   0.995262E+01   0.334992E+02   0.101774E-06   0.110010E-04   0.101774E-06   0.588399E-07
   553   0.107891E+05   0.149643E+02   0.112489E-04   0.149643E+02   0.340369E+02   0.418604E-07   0.112489E-04   0.418604E-07   0.586632E-07
   554   0.107740E+05   0.199130E+02   0.114869E-04   0.199130E+02   0.345989E+02  -0.176247E-07   0.114869E-04  -0.176247E-07   0.584872E-07
   555   0.107580E+05   0.247962E+02   0.117153E-04   0.247962E+02   0.351827E+02  -0.766944E-07   0.117153E-04  -0.766944E-07   0.583120E-07
   556   0.107411E+05   0.296124E+02   0.119344E-04   0.296124E+02   0.357889E+02  -0.135362E-06   0.119344E-04  -0.135362E-06   0.581374E-07
   557   0.107233E+05   0.343582E+02   0.121444E-04   0.343582E+02   0.364163E+02  -0.193640E-06   0.121444E-04  -0.193640E-06   0.579636E-07
   558   0.107046E+05   0.390326E+02   0.123457E-04   0.390326E+02   0.370664E+02  -0.251543E-06   0.123457E-04  -0.251543E-06   0.577905E-07
   559   0.106850E+05   0.436334E+02   0.125386E-04   0.436334E+02   0.377365E+02  -0.309083E-06   0.125386E-04  -0.309083E-06   0.576181E-07
   560   0.106647E+05   0.481575E+02   0.127233E-04   0.481575E+02   0.384271E+02  -0.366273E-06   0.127233E-04  -0.366273E-06   0.574465E-07
   561   0.106434E+05   0.526035E+02   0.129001E-04   0.526035E+02   0.391388E+02  -0.423127E-06   0.129001E-04  -0.423127E-06   0.572755E-07
   562   0.106214E+05   0.569689E+02   0.130694E-04   0.569689E+02   0.398712E+02  -0.479658E-06   0.130694E-04  -0.479658E-06   0.571053E-07
   563   0.105986E+05   0.612538E+02   0.132314E-04   0.612538E+02   0.406227E+02  -0.535880E-06   0.132314E-04  -0.535880E-06   0.569357E-07
   564   0.105751E+05   0.654514E+02   0.133863E-04   0.654514E+02   0.413953E+02  -0.591804E-06   0.133863E-04  -0.591804E-06   0.567669E-07
   565   0.105507E+05   0.695639E+02   0.135346E-04   0.695639E+02   0.421856E+02  -0.647445E-06   0.135346E-04  -0.647445E-06   0.565987E-07
   566   0.105257E+05   0.735867E+02   0.136764E-04   0.735867E+02   0.429956E+02  -0.702816E-06   0.136764E-04  -0.702816E-06   0.564313E-07
   567   0.104999E+05   0.775191E+02   0.138120E-04   0.775191E+02   0.438237E+02  -0.757929E-06   0.138120E-04  -0.757929E-06   0.562645E-07
   568   0.104734E+05   0.813581E+02   0.139419E-04   0.813581E+02   0.446710E+02  -0.812799E-06   0.139419E-04  -0.812799E-06   0.560985E-07
   569   0.104462E+05   0.851043E+02   0.140661E-04   0.851043E+02   0.455366E+02  -0.867438E-06   0.140661E-04  -0.867438E-06   0.559331E-07
   570   0.104184E+05   0.887510E+02   0.141851E-04   0.887510E+02   0.464194E+02  -0.921859E-06   0.141851E-04  -0.921859E-06   0.557684E-07
   571   0.103898E+05   0.922988E+02   0.142991E-04   0.922988E+02   0.473200E+02  -0.976076E-06   0.142991E-04  -0.976076E-06   0.556044E-07
   572   0.103607E+05   0.957463E+02   0.144084E-04   0.957463E+02   0.482372E+02  -0.103010E-05   0.144084E-04  -0.103010E-05   0.554410E-07
   573   0.103309E+05   0.990897E+02   0.145132E-04   0.990897E+02   0.491710E+02  -0.108395E-05   0.145132E-04  -0.108395E-05   0.552784E-07
   574   0.103006E+05   0.102329E+03   0.146140E-04   0.102329E+03   0.501218E+02  -0.113763E-05   0.146140E-04  -0.113763E-05   0.551164E-07
   575   0.102697E+05   0.105460E+03   0.147109E-04   0.105460E+03   0.510877E+02  -0.119116E-05   0.147109E-04  -0.119116E-05   0.549550E-07
   576   0.102382E+05   0.108483E+03   0.148043E-04   0.108483E+03   0.520702E+02  -0.124456E-05   0.148043E-04  -0.124456E-05   0.547944E-07
   577   0.102061E+05   0.111395E+03   0.148944E-04   0.111395E+03   0.530680E+02  -0.129782E-05   0.148944E-04  -0.129782E-05   0.546344E-07
   578   0.101736E+05   0.114194E+03   0.149816E-04   0.114194E+03   0.540804E+02  -0.135098E-05   0.149816E-04  -0.135098E-05   0.544750E-07
   579   0.101405E+05   0.116879E+03   0.150661E-04   0.116879E+03   0.551084E+02  -0.140404E-05   0.150661E-04  -0.140404E-05   0.543163E-07
   580   0.101070E+05   0.119446E+03   0.151481E-04   0.119446E+03   0.561504E+02  -0.145701E-05   0.151481E-04  -0.145701E-05   0.541583E-07
   581   0.100729E+05   0.121895E+03   0.152281E-04   0.121895E+03   0.572061E+02  -0.150990E-05   0.152281E-04  -0.150990E-05   0.540009E-07
   582   0.100384E+05   0.124224E+03   0.153063E-04   0.124224E+03   0.582759E+02  -0.156274E-05   0.153063E-04  -0.156274E-05   0.538441E-07
   583   0.100034E+05   0.126429E+03   0.153829E-04   0.126429E+03   0.593590E+02  -0.161554E-05   0.153829E-04  -0.161554E-05   0.536880E-07
   584   0.996812E+04   0.128511E+03   0.154584E-04   0.128511E+03   0.604549E+02  -0.166830E-05   0.154584E-04  -0.166830E-05   0.535325E-07
   585   0.993241E+04   0.130466E+03   0.155328E-04   0.130466E+03   0.615635E+02  -0.172104E-05   0.155328E-04  -0.172104E-05   0.533777E-07
   586   0.989625E+04   0.132294E+03   0.156066E-04   0.132294E+03   0.626838E+02  -0.177377E-05   0.156066E-04  -0.177377E-05   0.532235E-07
   587   0.985981E+04   0.133992E+03   0.156800E-04   0.133992E+03   0.638170E+02  -0.182651E-05   0.156800E-04  -0.182651E-05   0.530699E-07
   588   0.982295E+04   0.135558E+03   0.157534E-04   0.135558E+03   0.649614E+02  -0.187927E-05   0.157534E-04  -0.187927E-05   0.529170E-07
   589   0.978576E+04   0.136992E+03   0.158269E-04   0.136992E+03   0.661174E+02  -0.193207E-05   0.158269E-04  -0.193207E-05   0.527646E-07
   590   0.974825E+04   0.138290E+03   0.159010E-04   0.138290E+03   0.672833E+02  -0.198491E-05   0.159010E-04  -0.198491E-05   0.526129E-07
   591   0.971052E+04   0.139451E+03   0.159758E-04   0.139451E+03   0.684610E+02  -0.203780E-05   0.159758E-04  -0.203780E-05   0.524618E-07
   592   0.967249E+04   0.140473E+03   0.160517E-04   0.140473E+03   0.696475E+02  -0.209078E-05   0.160517E-04  -0.209078E-05   0.523114E-07
   593   0.963419E+04   0.141357E+03   0.161289E-04   0.141357E+03   0.708452E+02  -0.214383E-05   0.161289E-04  -0.214383E-05   0.521615E-07
   594   0.959554E+04   0.142097E+03   0.162078E-04   0.142097E+03   0.720519E+02  -0.219699E-05   0.162078E-04  -0.219699E-05   0.520122E-07
   595   0.955673E+04   0.142694E+03   0.162887E-04   0.142694E+03   0.732665E+02  -0.225026E-05   0.162887E-04  -0.225026E-05   0.518636E-07
   596   0.951783E+04   0.143146E+03   0.163717E-04   0.143146E+03   0.744916E+02  -0.230365E-05   0.163717E-04  -0.230365E-05   0.517155E-07
   597   0.947870E+04   0.143451E+03   0.164573E-04   0.143451E+03   0.757226E+02  -0.235718E-05   0.164573E-04  -0.235718E-05   0.515681E-07
   598   0.943959E+04   0.143607E+03   0.165457E-04   0.143607E+03   0.769630E+02  -0.241087E-05   0.165457E-04  -0.241087E-05   0.514212E-07
   599   0.940022E+04   0.143614E+03   0.166371E-04   0.143614E+03   0.782110E+02  -0.246472E-05   0.166371E-04  -0.246472E-05   0.512749E-07
   600   0.936066E+04   0.143469E+03   0.167320E-04   0.143469E+03   0.794663E+02  -0.251874E-05   0.167320E-04  -0.251874E-05   0.511293E-07
   601   0.932101E+04   0.143170E+03   0.168304E-04   0.143170E+03   0.807287E+02  -0.257296E-05   0.168304E-04  -0.257296E-05   0.509842E-07
   602   0.928128E+04   0.142719E+03   0.169325E-04   0.142719E+03   0.819962E+02  -0.262734E-05   0.169325E-04  -0.262734E-05   0.508397E-07
   603   0.924141E+04   0.142118E+03   0.170382E-04   0.142118E+03   0.832708E+02  -0.268186E-05   0.170382E-04  -0.268186E-05   0.506957E-07
   604   0.920164E+04   0.141366E+03   0.171474E-04   0.141366E+03   0.845498E+02  -0.273650E-05   0.171474E-04  -0.273650E-05   0.505524E-07
   605   0.916176E+04   0.140465E+03   0.172601E-04   0.140465E+03   0.858335E+02  -0.279123E-05   0.172601E-04  -0.279123E-05   0.504096E-07
   606   0.912193E+04   0.139417E+03   0.173763E-04   0.139417E+03   0.871215E+02  -0.284604E-05   0.173763E-04  -0.284604E-05   0.502674E-07
   607   0.908187E+04   0.138221E+03   0.174959E-04   0.138221E+03   0.884134E+02  -0.290089E-05   0.174959E-04  -0.290089E-05   0.501258E-07
   608   0.904204E+04   0.136879E+03   0.176188E-04   0.136879E+03   0.897087E+02  -0.295576E-05   0.176188E-04  -0.295576E-05   0.499847E-07
   609   0.900231E+04   0.135393E+03   0.177451E-04   0.135393E+03   0.910057E+02  -0.301063E-05   0.177451E-04  -0.301063E-05   0.498442E-07
   610   0.896253E+04   0.133762E+03   0.178748E-04   0.133762E+03   0.923047E+02  -0.306548E-05   0.178748E-04  -0.306548E-05   0.497043E-07
   611   0.892287E+04   0.131990E+03   0.180076E-04   0.131990E+03   0.936059E+02  -0.312027E-05   0.180076E-04  -0.312027E-05   0.495649E-07
   612   0.888335E+04   0.130077E+03   0.181437E-04   0.130077E+03   0.949089E+02  -0.317499E-05   0.181437E-04  -0.317499E-05   0.494261E-07
   613   0.884383E+04   0.128023E+03   0.182830E-04   0.128023E+03   0.962097E+02  -0.322960E-05   0.182830E-04  -0.322960E-05   0.492878E-07
   614   0.880455E+04   0.125830E+03   0.184254E-04   0.125830E+03   0.975123E+02  -0.328410E-05   0.184254E-04  -0.328410E-05   0.491501E-07
   615   0.876538E+04   0.123501E+03   0.185709E-04   0.123501E+03   0.988134E+02  -0.333844E-05   0.185709E-04  -0.333844E-05   0.490129E-07
   616   0.872639E+04   0.121035E+03   0.187195E-04   0.121035E+03   0.100115E+03  -0.339262E-05   0.187195E-04  -0.339262E-05   0.488763E-07
   617   0.868769E+04   0.118434E+03   0.188711E-04   0.118434E+03   0.101414E+03  -0.344659E-05   0.188711E-04  -0.344659E-05   0.487403E-07
   618   0.864913E+04   0.115698E+03   0.190256E-04   0.115698E+03   0.102712E+03  -0.350035E-05   0.190256E-04  -0.350035E-05   0.486047E-07
   619   0.861073E+04   0.112832E+03   0.191831E-04   0.112832E+03   0.104008E+03  -0.355386E-05   0.191831E-04  -0.355386E-05   0.484697E-07
   620   0.857273E+04   0.109834E+03   0.193435E-04   0.109834E+03   0.105298E+03  -0.360711E-05   0.193435E-04  -0.360711E-05   0.483353E-07
   621   0.853485E+04   0.106706E+03   0.195067E-04   0.106706E+03   0.106586E+03  -0.366006E-05   0.195067E-04  -0.366006E-05   0.482014E-07
   622   0.849731E+04   0.103449E+03   0.196727E-04   0.103449E+03   0.107870E+03  -0.371269E-05   0.196727E-04  -0.371269E-05   0.480680E-07
   623   0.846014E+04   0.100067E+03   0.198415E-04   0.100067E+03   0.109148E+03  -0.376498E-05   0.198415E-04  -0.376498E-05   0.479351E-07
   624   0.842320E+04   0.965578E+02   0.200131E-04   0.965578E+02   0.110421E+03  -0.381690E-05   0.200131E-04  -0.381690E-05   0.478028E-07
   625   0.838657E+04   0.929239E+02   0.201873E-04   0.929239E+02   0.111688E+03  -0.386844E-05   0.201873E-04  -0.386844E-05   0.476710E-07
   626   0.835036E+04   0.891675E+02   0.203642E-04   0.891675E+02   0.112950E+03  -0.391955E-05   0.203642E-04  -0.391955E-05   0.475397E-07
   627   0.831456E+04   0.852896E+02   0.205436E-04   0.852896E+02   0.114204E+03  -0.397023E-05   0.205436E-04  -0.397023E-05   0.474090E-07
   628   0.827912E+04   0.812913E+02   0.207257E-04   0.812913E+02   0.115450E+03  -0.402045E-05   0.207257E-04  -0.402045E-05   0.472788E-07
   629   0.824414E+04   0.771743E+02   0.209103E-04   0.771743E+02   0.116688E+03  -0.407018E-05   0.209103E-04  -0.407018E-05   0.471490E-07
   630   0.820946E+04   0.729389E+02   0.210973E-04   0.729389E+02   0.117918E+03  -0.411940E-05   0.210973E-04  -0.411940E-05   0.470198E-07
   631   0.817527E+04   0.685893E+02   0.212868E-04   0.685893E+02   0.119139E+03  -0.416809E-05   0.212868E-04  -0.416809E-05   0.468911E-07
   632   0.814164E+04   0.641241E+02   0.214787E-04   0.641241E+02   0.120350E+03  -0.421621E-05   0.214787E-04  -0.421621E-05   0.467629E-07
   633   0.810836E+04   0.595468E+02   0.216730E-04   0.595468E+02   0.121552E+03  -0.426375E-05   0.216730E-04  -0.426375E-05   0.466352E-07
   634   0.807568E+04   0.548582E+02   0.218696E-04   0.548582E+02   0.122742E+03  -0.431068E-05   0.218696E-04  -0.431068E-05   0.465080E-07
   635   0.804353E+04   0.500599E+02   0.220685E-04   0.500599E+02   0.123922E+03  -0.435698E-05   0.220685E-04  -0.435698E-05   0.463814E-07
   636   0.801178E+04   0.451536E+02   0.222696E-04   0.451536E+02   0.125091E+03  -0.440262E-05   0.222696E-04  -0.440262E-05   0.462552E-07
   637   0.798067E+04   0.401397E+02   0.224729E-04   0.401397E+02   0.126246E+03  -0.444758E-05   0.224729E-04  -0.444758E-05   0.461295E-07
   638   0.795013E+04   0.350215E+02   0.226783E-04   0.350215E+02   0.127390E+03  -0.449183E-05   0.226783E-04  -0.449183E-05   0.460043E-07
   639   0.792018E+04   0.297989E+02   0.228859E-04   0.297989E+02   0.128520E+03  -0.453536E-05   0.228859E-04  -0.453536E-05   0.458795E-07
   640   0.789083E+04   0.244747E+02   0.230956E-04   0.244747E+02   0.129637E+03  -0.457813E-05   0.230956E-04  -0.457813E-05   0.457553E-07
   641   0.786210E+04   0.190499E+02   0.233073E-04   0.190499E+02   0.130740E+03  -0.462013E-05   0.233073E-04  -0.462013E-05   0.456316E-07
   642   0.783393E+04   0.135263E+02   0.235210E-04   0.135263E+02   0.131827E+03  -0.466132E-05   0.235210E-04  -0.466132E-05   0.455083E-07
   643   0.780647E+04   0.790548E+01   0.237367E-04   0.790548E+01   0.132900E+03  -0.470168E-05   0.237367E-04  -0.470168E-05   0.453855E-07
   644   0.777975E+04   0.218908E+01   0.239542E-04   0.218908E+01   0.133956E+03  -0.474120E-05   0.239542E-04  -0.474120E-05   0.452632E-07
   645   0.775363E+04  -0.362152E+01   0.241737E-04  -0.362152E+01   0.134996E+03  -0.477984E-05   0.241737E-04  -0.477984E-05   0.451414E-07
   646   0.772820E+04  -0.952459E+01   0.243949E-04  -0.952459E+01   0.136020E+03  -0.481758E-05   0.243949E-04  -0.481758E-05   0.450200E-07
   647   0.770361E+04  -0.155189E+02   0.246180E-04  -0.155189E+02   0.137027E+03  -0.485439E-05   0.246180E-04  -0.485439E-05   0.448991E-07
   648   0.767959E+04  -0.216016E+02   0.248428E-04  -0.216016E+02   0.138016E+03  -0.489026E-05   0.248428E-04  -0.489026E-05   0.447787E-07
   649   0.765645E+04  -0.277722E+02   0.250694E-04  -0.277722E+02   0.138986E+03  -0.492516E-05   0.250694E-04  -0.492516E-05   0.446588E-07
   650   0.763406E+04  -0.340283E+02   0.252976E-04  -0.340283E+02   0.139937E+03  -0.495906E-05   0.252976E-04  -0.495906E-05   0.445393E-07
   651   0.761241E+04  -0.403686E+02   0.255274E-04  -0.403686E+02   0.140870E+03  -0.499195E-05   0.255274E-04  -0.499195E-05   0.444202E-07
   652   0.759153E+04  -0.467900E+02   0.257588E-04  -0.467900E+02   0.141783E+03  -0.502381E-05   0.257588E-04  -0.502381E-05   0.443016E-07
   653   0.757155E+04  -0.532885E+02   0.259916E-04  -0.532885E+02   0.142676E+03  -0.505466E-05   0.259916E-04  -0.505466E-05   0.441835E-07
   654   0.755226E+04  -0.598610E+02   0.262259E-04  -0.598610E+02   0.143549E+03  -0.508448E-05   0.262259E-04  -0.508448E-05   0.440658E-07
   655   0.753372E+04  -0.665056E+02   0.264615E-04  -0.665056E+02   0.144403E+03  -0.511329E-05   0.264615E-04  -0.511329E-05   0.439486E-07
   656   0.751608E+04  -0.732184E+02   0.266983E-04  -0.732184E+02   0.145236E+03  -0.514107E-05   0.266983E-04  -0.514107E-05   0.438318E-07
   657   0.749921E+04  -0.799953E+02   0.269364E-04  -0.799953E+02   0.146049E+03  -0.516783E-05   0.269364E-04  -0.516783E-05   0.437155E-07
   658   0.748302E+04  -0.868347E+02   0.271755E-04  -0.868347E+02   0.146841E+03  -0.519357E-05   0.271755E-04  -0.519357E-05   0.435996E-07
   659   0.746780E+04  -0.937324E+02   0.274157E-04  -0.937324E+02   0.147612E+03  -0.521829E-05   0.274157E-04  -0.521829E-05   0.434842E-07
   660   0.745335E+04  -0.100685E+03   0.276568E-04  -0.100685E+03   0.148362E+03  -0.524198E-05   0.276568E-04  -0.524198E-05   0.433692E-07
   661   0.743965E+04  -0.107689E+03   0.278988E-04  -0.107689E+03   0.149090E+03  -0.526466E-05   0.278988E-04  -0.526466E-05   0.432546E-07
   662   0.742678E+04  -0.114744E+03   0.281416E-04  -0.114744E+03   0.149798E+03  -0.528632E-05   0.281416E-04  -0.528632E-05   0.431405E-07
   663   0.741467E+04  -0.121844E+03   0.283851E-04  -0.121844E+03   0.150484E+03  -0.530695E-05   0.283851E-04  -0.530695E-05   0.430268E-07
   664   0.740339E+04  -0.128986E+03   0.286293E-04  -0.128986E+03   0.151147E+03  -0.532656E-05   0.286293E-04  -0.532656E-05   0.429136E-07
   665   0.739287E+04  -0.136167E+03   0.288741E-04  -0.136167E+03   0.151788E+03  -0.534515E-05   0.288741E-04  -0.534515E-05   0.428008E-07
   666   0.738318E+04  -0.143384E+03   0.291194E-04  -0.143384E+03   0.152407E+03  -0.536271E-05   0.291194E-04  -0.536271E-05   0.426884E-07
   667   0.737432E+04  -0.150635E+03   0.293651E-04  -0.150635E+03   0.153004E+03  -0.537926E-05   0.293651E-04  -0.537926E-05   0.425764E-07
   668   0.736614E+04  -0.157915E+03   0.296112E-04  -0.157915E+03   0.153578E+03  -0.539478E-05   0.296112E-04  -0.539478E-05   0.424649E-07
   669   0.735894E+04  -0.165221E+03   0.298575E-04  -0.165221E+03   0.154130E+03  -0.540928E-05   0.298575E-04  -0.540928E-05   0.423537E-07
   670   0.735242E+04  -0.172549E+03   0.301041E-04  -0.172549E+03   0.154658E+03  -0.542276E-05   0.301041E-04  -0.542276E-05   0.422430E-07
   671   0.734681E+04  -0.179898E+03   0.303508E-04  -0.179898E+03   0.155164E+03  -0.543522E-05   0.303508E-04  -0.543522E-05   0.421327E-07
   672   0.734188E+04  -0.187264E+03   0.305975E-04  -0.187264E+03   0.155646E+03  -0.544665E-05   0.305975E-04  -0.544665E-05   0.420229E-07
   673   0.733786E+04  -0.194641E+03   0.308442E-04  -0.194641E+03   0.156106E+03  -0.545706E-05   0.308442E-04  -0.545706E-05   0.419134E-07
   674   0.733459E+04  -0.202030E+03   0.310909E-04  -0.202030E+03   0.156541E+03  -0.546644E-05   0.310909E-04  -0.546644E-05   0.418044E-07
   675   0.733216E+04  -0.209425E+03   0.313373E-04  -0.209425E+03   0.156952E+03  -0.547481E-05   0.313373E-04  -0.547481E-05   0.416958E-07
   676   0.733048E+04  -0.216823E+03   0.315836E-04  -0.216823E+03   0.157340E+03  -0.548215E-05   0.315836E-04  -0.548215E-05   0.415875E-07
   677   0.732963E+04  -0.224222E+03   0.318295E-04  -0.224222E+03   0.157703E+03  -0.548846E-05   0.318295E-04  -0.548846E-05   0.414797E-07
   678   0.732961E+04  -0.231618E+03   0.320750E-04  -0.231618E+03   0.158042E+03  -0.549376E-05   0.320750E-04  -0.549376E-05   0.413723E-07
   679   0.733035E+04  -0.239008E+03   0.323200E-04  -0.239008E+03   0.158357E+03  -0.549803E-05   0.323200E-04  -0.549803E-05   0.412653E-07
   680   0.733199E+04  -0.246388E+03   0.325645E-04  -0.246388E+03   0.158647E+03  -0.550127E-05   0.325645E-04  -0.550127E-05   0.411587E-07
   681   0.733439E+04  -0.253755E+03   0.328084E-04  -0.253755E+03   0.158913E+03  -0.550350E-05   0.328084E-04  -0.550350E-05   0.410525E-07
   682   0.733754E+04  -0.261106E+03   0.330516E-04  -0.261106E+03   0.159153E+03  -0.550469E-05   0.330516E-04  -0.550469E-05   0.409466E-07
   683   0.734160E+04  -0.268440E+03   0.332941E-04  -0.268440E+03   0.159369E+03  -0.550487E-05   0.332941E-04  -0.550487E-05   0.408412E-07
   684   0.734635E+04  -0.275751E+03   0.335357E-04  -0.275751E+03   0.159558E+03  -0.550402E-05   0.335357E-04  -0.550402E-05   0.407362E-07
   685   0.735184E+04  -0.283036E+03   0.337763E-04  -0.283036E+03   0.159723E+03  -0.550214E-05   0.337763E-04  -0.550214E-05   0.406315E-07
   686   0.735817E+04  -0.290285E+03   0.340160E-04  -0.290285E+03   0.159863E+03  -0.549925E-05   0.340160E-04  -0.549925E-05   0.405273E-07
   687   0.736540E+04  -0.297505E+03   0.342546E-04  -0.297505E+03   0.159977E+03  -0.549532E-05   0.342546E-04  -0.549532E-05   0.404234E-07
   688   0.737332E+04  -0.304693E+03   0.344921E-04  -0.304693E+03   0.160065E+03  -0.549038E-05   0.344921E-04  -0.549038E-05   0.403199E-07
   689   0.738206E+04  -0.311838E+03   0.347284E-04  -0.311838E+03   0.160127E+03  -0.548440E-05   0.347284E-04  -0.548440E-05   0.402168E-07
   690   0.739157E+04  -0.318945E+03   0.349634E-04  -0.318945E+03   0.160164E+03  -0.547741E-05   0.349634E-04  -0.547741E-05   0.401141E-07
   691   0.740190E+04  -0.326005E+03   0.351970E-04  -0.326005E+03   0.160173E+03  -0.546938E-05   0.351970E-04  -0.546938E-05   0.400118E-07
   692   0.741298E+04  -0.333014E+03   0.354291E-04  -0.333014E+03   0.160157E+03  -0.546034E-05   0.354291E-04  -0.546034E-05   0.399098E-07
   693   0.742490E+04  -0.339977E+03   0.356598E-04  -0.339977E+03   0.160115E+03  -0.545027E-05   0.356598E-04  -0.545027E-05   0.398082E-07
   694   0.743750E+04  -0.346878E+03   0.358889E-04  -0.346878E+03   0.160046E+03  -0.543917E-05   0.358889E-04  -0.543917E-05   0.397069E-07
   695   0.745100E+04  -0.353721E+03   0.361163E-04  -0.353721E+03   0.159951E+03  -0.542705E-05   0.361163E-04  -0.542705E-05   0.396061E-07
   696   0.746526E+04  -0.360519E+03   0.363419E-04  -0.360519E+03   0.159829E+03  -0.541390E-05   0.363419E-04  -0.541390E-05   0.395056E-07
   697   0.748027E+04  -0.367238E+03   0.365658E-04  -0.367238E+03   0.159681E+03  -0.539972E-05   0.365658E-04  -0.539972E-05   0.394055E-07
   698   0.749604E+04  -0.373893E+03   0.367877E-04  -0.373893E+03   0.159504E+03  -0.538452E-05   0.367877E-04  -0.538452E-05   0.393057E-07
   699   0.751257E+04  -0.380472E+03   0.370077E-04  -0.380472E+03   0.159302E+03  -0.536830E-05   0.370077E-04  -0.536830E-05   0.392063E-07
   700   0.752993E+04  -0.386981E+03   0.372256E-04  -0.386981E+03   0.159072E+03  -0.535105E-05   0.372256E-04  -0.535105E-05   0.391073E-07
   701   0.754803E+04  -0.393417E+03   0.374415E-04  -0.393417E+03   0.158815E+03  -0.533277E-05   0.374415E-04  -0.533277E-05   0.390086E-07
   702   0.756689E+04  -0.399764E+03   0.376551E-04  -0.399764E+03   0.158532E+03  -0.531349E-05   0.376551E-04  -0.531349E-05   0.389102E-07
   703   0.758647E+04  -0.406050E+03   0.378665E-04  -0.406050E+03   0.158221E+03  -0.529322E-05   0.378665E-04  -0.529322E-05   0.388123E-07
   704   0.760677E+04  -0.412237E+03   0.380754E-04  -0.412237E+03   0.157885E+03  -0.527198E-05   0.380754E-04  -0.527198E-05   0.387146E-07
   705   0.762770E+04  -0.418338E+03   0.382819E-04  -0.418338E+03   0.157523E+03  -0.524978E-05   0.382819E-04  -0.524978E-05   0.386173E-07
   706   0.764940E+04  -0.424358E+03   0.384858E-04  -0.424358E+03   0.157135E+03  -0.522666E-05   0.384858E-04  -0.522666E-05   0.385204E-07
   707   0.767170E+04  -0.430290E+03   0.386871E-04  -0.430290E+03   0.156722E+03  -0.520262E-05   0.386871E-04  -0.520262E-05   0.384238E-07
   708   0.769482E+04  -0.436117E+03   0.388857E-04  -0.436117E+03   0.156285E+03  -0.517768E-05   0.388857E-04  -0.517768E-05   0.383276E-07
   709   0.771845E+04  -0.441867E+03   0.390814E-04  -0.441867E+03   0.155823E+03  -0.515187E-05   0.390814E-04  -0.515187E-05   0.382317E-07
   710   0.774279E+04  -0.447516E+03   0.392743E-04  -0.447516E+03   0.155336E+03  -0.512520E-05   0.392743E-04  -0.512520E-05   0.381362E-07
   711   0.776770E+04  -0.453063E+03   0.394641E-04  -0.453063E+03   0.154826E+03  -0.509769E-05   0.394641E-04  -0.509769E-05   0.380410E-07
   712   0.779321E+04  -0.458522E+03   0.396509E-04  -0.458522E+03   0.154293E+03  -0.506936E-05   0.396509E-04  -0.506936E-05   0.379461E-07
   713   0.781941E+04  -0.463868E+03   0.398344E-04  -0.463868E+03   0.153736E+03  -0.504023E-05   0.398344E-04  -0.504023E-05   0.378516E-07
   714   0.784598E+04  -0.469116E+03   0.400147E-04  -0.469116E+03   0.153157E+03  -0.501031E-05   0.400147E-04  -0.501031E-05   0.377574E-07
   715   0.787320E+04  -0.474263E+03   0.401917E-04  -0.474263E+03   0.152555E+03  -0.497963E-05   0.401917E-04  -0.497963E-05   0.376635E-07
