#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.488338E+04   0.145773E+02   0.149708E-01   0.145773E+02   0.236502E+00  -0.704975E-04   0.149708E-01  -0.704975E-04   0.211823E-06
     3   0.454600E+04   0.182456E+02   0.148975E-01   0.182456E+02   0.380557E+00  -0.856048E-04   0.148975E-01  -0.856048E-04   0.257961E-06
     4   0.423378E+04   0.187156E+02   0.145155E-01   0.187156E+02   0.421016E+00  -0.853692E-04   0.145155E-01  -0.853692E-04   0.297353E-06
     5   0.399303E+04   0.172927E+02   0.140155E-01   0.172927E+02   0.367242E+00  -0.743123E-04   0.140155E-01  -0.743123E-04   0.331528E-06
     6   0.381720E+04   0.149957E+02   0.134742E-01   0.149957E+02   0.266692E+00  -0.565363E-04   0.134742E-01  -0.565363E-04   0.361321E-06
     7   0.369505E+04   0.124653E+02   0.129364E-01   0.124653E+02   0.167026E+00  -0.359719E-04   0.129364E-01  -0.359719E-04   0.387516E-06
     8   0.361307E+04   0.100846E+02   0.124110E-01   0.100846E+02   0.954222E-01  -0.161747E-04   0.124110E-01  -0.161747E-04   0.410676E-06
     9   0.356145E+04   0.804933E+01   0.118964E-01   0.804933E+01   0.564054E-01   0.800392E-07   0.118964E-01   0.800392E-07   0.431271E-06
    10   0.353286E+04   0.646601E+01   0.113964E-01   0.646601E+01   0.407149E-01   0.113262E-04   0.113964E-01   0.113262E-04   0.449589E-06
    11   0.352024E+04   0.536967E+01   0.109280E-01   0.536967E+01   0.359312E-01   0.174083E-04   0.109280E-01   0.174083E-04   0.466032E-06
    12   0.352429E+04   0.475242E+01   0.104997E-01   0.475242E+01   0.331944E-01   0.188057E-04   0.104997E-01   0.188057E-04   0.480700E-06
    13   0.353927E+04   0.450756E+01   0.101125E-01   0.450756E+01   0.299171E-01   0.162474E-04   0.101125E-01   0.162474E-04   0.493789E-06
    14   0.355987E+04   0.451206E+01   0.976251E-02   0.451206E+01   0.260595E-01   0.107062E-04   0.976251E-02   0.107062E-04   0.505522E-06
    15   0.358670E+04   0.468291E+01   0.943160E-02   0.468291E+01   0.229612E-01   0.396788E-05   0.943160E-02   0.396788E-05   0.516030E-06
    16   0.362124E+04   0.495043E+01   0.910406E-02   0.495043E+01   0.218577E-01  -0.219540E-05   0.910406E-02  -0.219540E-05   0.525424E-06
    17   0.366285E+04   0.525509E+01   0.878719E-02   0.525509E+01   0.224083E-01  -0.687730E-05   0.878719E-02  -0.687730E-05   0.533827E-06
    18   0.370947E+04   0.554687E+01   0.849121E-02   0.554687E+01   0.237477E-01  -0.959616E-05   0.849121E-02  -0.959616E-05   0.541348E-06
    19   0.376050E+04   0.579668E+01   0.821493E-02   0.579668E+01   0.253361E-01  -0.107027E-04   0.821493E-02  -0.107027E-04   0.548034E-06
    20   0.381302E+04   0.598747E+01   0.795421E-02   0.598747E+01   0.269282E-01  -0.106439E-04   0.795421E-02  -0.106439E-04   0.553928E-06
    21   0.386718E+04   0.614365E+01   0.770450E-02   0.614365E+01   0.288618E-01  -0.941796E-05   0.770450E-02  -0.941796E-05   0.559121E-06
    22   0.392334E+04   0.629359E+01   0.746256E-02   0.629359E+01   0.316363E-01  -0.707560E-05   0.746256E-02  -0.707560E-05   0.563703E-06
    23   0.398146E+04   0.644506E+01   0.723078E-02   0.644506E+01   0.354531E-01  -0.432443E-05   0.723078E-02  -0.432443E-05   0.567713E-06
    24   0.404158E+04   0.660177E+01   0.701175E-02   0.660177E+01   0.403745E-01  -0.197230E-05   0.701175E-02  -0.197230E-05   0.571181E-06
    25   0.410304E+04   0.677181E+01   0.680321E-02   0.677181E+01   0.463755E-01  -0.570956E-06   0.680321E-02  -0.570956E-06   0.574154E-06
    26   0.416520E+04   0.696244E+01   0.660273E-02   0.696244E+01   0.533531E-01  -0.410978E-06   0.660273E-02  -0.410978E-06   0.576683E-06
    27   0.422913E+04   0.716603E+01   0.641214E-02   0.716603E+01   0.611441E-01  -0.994469E-06   0.641214E-02  -0.994469E-06   0.578806E-06
    28   0.429540E+04   0.737159E+01   0.623343E-02   0.737159E+01   0.696390E-01  -0.173458E-05   0.623343E-02  -0.173458E-05   0.580553E-06
    29   0.436300E+04   0.756438E+01   0.606506E-02   0.756438E+01   0.788889E-01  -0.247716E-05   0.606506E-02  -0.247716E-05   0.581924E-06
    30   0.443074E+04   0.772912E+01   0.590478E-02   0.772912E+01   0.889622E-01  -0.320713E-05   0.590478E-02  -0.320713E-05   0.582924E-06
    31   0.449901E+04   0.785851E+01   0.575081E-02   0.785851E+01   0.997944E-01  -0.403305E-05   0.575081E-02  -0.403305E-05   0.583601E-06
    32   0.456881E+04   0.794610E+01   0.560165E-02   0.794610E+01   0.111307E+00  -0.500010E-05   0.560165E-02  -0.500010E-05   0.584005E-06
    33   0.464031E+04   0.798130E+01   0.545649E-02   0.798130E+01   0.123545E+00  -0.577630E-05   0.545649E-02  -0.577630E-05   0.584153E-06
    34   0.471321E+04   0.795845E+01   0.531502E-02   0.795845E+01   0.136600E+00  -0.599579E-05   0.531502E-02  -0.599579E-05   0.584055E-06
    35   0.478677E+04   0.789291E+01   0.517851E-02   0.789291E+01   0.150582E+00  -0.553438E-05   0.517851E-02  -0.553438E-05   0.583729E-06
    36   0.486038E+04   0.779798E+01   0.504835E-02   0.779798E+01   0.165584E+00  -0.444613E-05   0.504835E-02  -0.444613E-05   0.583193E-06
    37   0.493469E+04   0.766157E+01   0.492487E-02   0.766157E+01   0.181575E+00  -0.325648E-05   0.492487E-02  -0.325648E-05   0.582462E-06
    38   0.501074E+04   0.747208E+01   0.480793E-02   0.747208E+01   0.198527E+00  -0.246784E-05   0.480793E-02  -0.246784E-05   0.581550E-06
    39   0.508825E+04   0.723640E+01   0.469647E-02   0.723640E+01   0.216513E+00  -0.201923E-05   0.469647E-02  -0.201923E-05   0.580466E-06
    40   0.516649E+04   0.696586E+01   0.458922E-02   0.696586E+01   0.235634E+00  -0.170880E-05   0.458922E-02  -0.170880E-05   0.579220E-06
    41   0.524519E+04   0.666815E+01   0.448514E-02   0.666815E+01   0.255973E+00  -0.137812E-05   0.448514E-02  -0.137812E-05   0.577821E-06
    42   0.532415E+04   0.633743E+01   0.438409E-02   0.633743E+01   0.277511E+00  -0.104235E-05   0.438409E-02  -0.104235E-05   0.576278E-06
    43   0.540367E+04   0.596444E+01   0.428616E-02   0.596444E+01   0.300202E+00  -0.760080E-06   0.428616E-02  -0.760080E-06   0.574601E-06
    44   0.548373E+04   0.554083E+01   0.419145E-02   0.554083E+01   0.323987E+00  -0.589879E-06   0.419145E-02  -0.589879E-06   0.572802E-06
    45   0.556484E+04   0.505835E+01   0.410005E-02   0.505835E+01   0.348815E+00  -0.590328E-06   0.410005E-02  -0.590328E-06   0.570890E-06
    46   0.564703E+04   0.450918E+01   0.401194E-02   0.450918E+01   0.374659E+00  -0.798754E-06   0.401194E-02  -0.798754E-06   0.568875E-06
    47   0.573015E+04   0.389732E+01   0.392672E-02   0.389732E+01   0.401556E+00  -0.116748E-05   0.392672E-02  -0.116748E-05   0.566765E-06
    48   0.581409E+04   0.323239E+01   0.384390E-02   0.323239E+01   0.429572E+00  -0.162758E-05   0.384390E-02  -0.162758E-05   0.564567E-06
    49   0.589886E+04   0.252340E+01   0.376296E-02   0.252340E+01   0.458746E+00  -0.211011E-05   0.376296E-02  -0.211011E-05   0.562288E-06
    50   0.598467E+04   0.177256E+01   0.368340E-02   0.177256E+01   0.489114E+00  -0.254617E-05   0.368340E-02  -0.254617E-05   0.559934E-06
    51   0.607124E+04   0.979047E+00   0.360494E-02   0.979047E+00   0.520689E+00  -0.287985E-05   0.360494E-02  -0.287985E-05   0.557513E-06
    52   0.615881E+04   0.135453E+00   0.352814E-02   0.135453E+00   0.553540E+00  -0.310742E-05   0.352814E-02  -0.310742E-05   0.555029E-06
    53   0.624701E+04  -0.765432E+00   0.345377E-02  -0.765432E+00   0.587779E+00  -0.323820E-05   0.345377E-02  -0.323820E-05   0.552486E-06
    54   0.633577E+04  -0.172284E+01   0.338261E-02  -0.172284E+01   0.623367E+00  -0.328149E-05   0.338261E-02  -0.328149E-05   0.549889E-06
    55   0.642533E+04  -0.273591E+01   0.331544E-02  -0.273591E+01   0.660247E+00  -0.324660E-05   0.331544E-02  -0.324660E-05   0.547242E-06
    56   0.651591E+04  -0.380902E+01   0.325274E-02  -0.380902E+01   0.698250E+00  -0.314436E-05   0.325274E-02  -0.314436E-05   0.544548E-06
    57   0.660745E+04  -0.494142E+01   0.319383E-02  -0.494142E+01   0.737278E+00  -0.299171E-05   0.319383E-02  -0.299171E-05   0.541812E-06
    58   0.669994E+04  -0.613225E+01   0.313772E-02  -0.613225E+01   0.777360E+00  -0.280710E-05   0.313772E-02  -0.280710E-05   0.539034E-06
    59   0.679324E+04  -0.738070E+01   0.308342E-02  -0.738070E+01   0.818551E+00  -0.260898E-05   0.308342E-02  -0.260898E-05   0.536218E-06
    60   0.688735E+04  -0.868451E+01   0.302996E-02  -0.868451E+01   0.860923E+00  -0.241581E-05   0.302996E-02  -0.241581E-05   0.533366E-06
    61   0.698257E+04  -0.100416E+02   0.297656E-02  -0.100416E+02   0.904581E+00  -0.224320E-05   0.297656E-02  -0.224320E-05   0.530481E-06
    62   0.707835E+04  -0.114532E+02   0.292330E-02  -0.114532E+02   0.949480E+00  -0.209536E-05   0.292330E-02  -0.209536E-05   0.527566E-06
    63   0.717496E+04  -0.129209E+02   0.287048E-02  -0.129209E+02   0.995542E+00  -0.197367E-05   0.287048E-02  -0.197367E-05   0.524626E-06
    64   0.727276E+04  -0.144463E+02   0.281839E-02  -0.144463E+02   0.104274E+01  -0.187949E-05   0.281839E-02  -0.187949E-05   0.521665E-06
    65   0.737140E+04  -0.160307E+02   0.276732E-02  -0.160307E+02   0.109101E+01  -0.181419E-05   0.276732E-02  -0.181419E-05   0.518688E-06
    66   0.747122E+04  -0.176724E+02   0.271754E-02  -0.176724E+02   0.114025E+01  -0.178072E-05   0.271754E-02  -0.178072E-05   0.515698E-06
    67   0.757201E+04  -0.193670E+02   0.266913E-02  -0.193670E+02   0.119046E+01  -0.178831E-05   0.266913E-02  -0.178831E-05   0.512697E-06
    68   0.767397E+04  -0.211109E+02   0.262216E-02  -0.211109E+02   0.124169E+01  -0.184778E-05   0.262216E-02  -0.184778E-05   0.509688E-06
    69   0.777680E+04  -0.229003E+02   0.257669E-02  -0.229003E+02   0.129389E+01  -0.196992E-05   0.257669E-02  -0.196992E-05   0.506673E-06
    70   0.788056E+04  -0.247348E+02   0.253279E-02  -0.247348E+02   0.134712E+01  -0.216557E-05   0.253279E-02  -0.216557E-05   0.503652E-06
    71   0.798504E+04  -0.266154E+02   0.249049E-02  -0.266154E+02   0.140135E+01  -0.243524E-05   0.249049E-02  -0.243524E-05   0.500629E-06
    72   0.809037E+04  -0.285436E+02   0.244974E-02  -0.285436E+02   0.145651E+01  -0.273831E-05   0.244974E-02  -0.273831E-05   0.497603E-06
    73   0.819662E+04  -0.305209E+02   0.241048E-02  -0.305209E+02   0.151251E+01  -0.302389E-05   0.241048E-02  -0.302389E-05   0.494574E-06
    74   0.830393E+04  -0.325471E+02   0.237261E-02  -0.325471E+02   0.156927E+01  -0.324108E-05   0.237261E-02  -0.324108E-05   0.491542E-06
    75   0.841254E+04  -0.346215E+02   0.233608E-02  -0.346215E+02   0.162675E+01  -0.333897E-05   0.233608E-02  -0.333897E-05   0.488509E-06
    76   0.852246E+04  -0.367441E+02   0.230077E-02  -0.367441E+02   0.168489E+01  -0.328383E-05   0.230077E-02  -0.328383E-05   0.485473E-06
    77   0.863370E+04  -0.389138E+02   0.226644E-02  -0.389138E+02   0.174368E+01  -0.311061E-05   0.226644E-02  -0.311061E-05   0.482437E-06
    78   0.874617E+04  -0.411311E+02   0.223281E-02  -0.411311E+02   0.180313E+01  -0.287139E-05   0.223281E-02  -0.287139E-05   0.479402E-06
    79   0.885961E+04  -0.433913E+02   0.219958E-02  -0.433913E+02   0.186319E+01  -0.261829E-05   0.219958E-02  -0.261829E-05   0.476370E-06
    80   0.897401E+04  -0.456948E+02   0.216648E-02  -0.456948E+02   0.192385E+01  -0.240342E-05   0.216648E-02  -0.240342E-05   0.473343E-06
    81   0.908920E+04  -0.480408E+02   0.213332E-02  -0.480408E+02   0.198504E+01  -0.226931E-05   0.213332E-02  -0.226931E-05   0.470321E-06
    82   0.920529E+04  -0.504261E+02   0.210025E-02  -0.504261E+02   0.204676E+01  -0.222036E-05   0.210025E-02  -0.222036E-05   0.467308E-06
    83   0.932227E+04  -0.528476E+02   0.206754E-02  -0.528476E+02   0.210890E+01  -0.225139E-05   0.206754E-02  -0.225139E-05   0.464303E-06
    84   0.944027E+04  -0.553010E+02   0.203543E-02  -0.553010E+02   0.217141E+01  -0.235722E-05   0.203543E-02  -0.235722E-05   0.461307E-06
    85   0.955922E+04  -0.577848E+02   0.200417E-02  -0.577848E+02   0.223421E+01  -0.253268E-05   0.200417E-02  -0.253268E-05   0.458322E-06
    86   0.967924E+04  -0.602956E+02   0.197397E-02  -0.602956E+02   0.229727E+01  -0.276936E-05   0.197397E-02  -0.276936E-05   0.455349E-06
    87   0.980052E+04  -0.628322E+02   0.194479E-02  -0.628322E+02   0.236050E+01  -0.304591E-05   0.194479E-02  -0.304591E-05   0.452389E-06
    88   0.992260E+04  -0.653944E+02   0.191654E-02  -0.653944E+02   0.242389E+01  -0.333773E-05   0.191654E-02  -0.333773E-05   0.449442E-06
    89   0.100458E+05  -0.679834E+02   0.188913E-02  -0.679834E+02   0.248740E+01  -0.362024E-05   0.188913E-02  -0.362024E-05   0.446508E-06
    90   0.101700E+05  -0.705961E+02   0.186249E-02  -0.705961E+02   0.255095E+01  -0.386883E-05   0.186249E-02  -0.386883E-05   0.443588E-06
    91   0.102949E+05  -0.732327E+02   0.183652E-02  -0.732327E+02   0.261449E+01  -0.406375E-05   0.183652E-02  -0.406375E-05   0.440683E-06
    92   0.104209E+05  -0.758913E+02   0.181120E-02  -0.758913E+02   0.267797E+01  -0.420448E-05   0.181120E-02  -0.420448E-05   0.437793E-06
    93   0.105478E+05  -0.785700E+02   0.178651E-02  -0.785700E+02   0.274134E+01  -0.429536E-05   0.178651E-02  -0.429536E-05   0.434917E-06
    94   0.106755E+05  -0.812659E+02   0.176242E-02  -0.812659E+02   0.280451E+01  -0.434072E-05   0.176242E-02  -0.434072E-05   0.432057E-06
    95   0.108041E+05  -0.839779E+02   0.173893E-02  -0.839779E+02   0.286743E+01  -0.434487E-05   0.173893E-02  -0.434487E-05   0.429213E-06
    96   0.109334E+05  -0.867037E+02   0.171600E-02  -0.867037E+02   0.293006E+01  -0.431214E-05   0.171600E-02  -0.431214E-05   0.426384E-06
    97   0.110638E+05  -0.894408E+02   0.169362E-02  -0.894408E+02   0.299232E+01  -0.424687E-05   0.169362E-02  -0.424687E-05   0.423571E-06
    98   0.111950E+05  -0.921855E+02   0.167177E-02  -0.921855E+02   0.305416E+01  -0.415336E-05   0.167177E-02  -0.415336E-05   0.420775E-06
    99   0.113269E+05  -0.949391E+02   0.165042E-02  -0.949391E+02   0.311550E+01  -0.403595E-05   0.165042E-02  -0.403595E-05   0.417994E-06
   100   0.114597E+05  -0.976953E+02   0.162957E-02  -0.976953E+02   0.317630E+01  -0.389897E-05   0.162957E-02  -0.389897E-05   0.415231E-06
   101   0.115933E+05  -0.100456E+03   0.160918E-02  -0.100456E+03   0.323657E+01  -0.374673E-05   0.160918E-02  -0.374673E-05   0.412484E-06
   102   0.117281E+05  -0.103216E+03   0.158924E-02  -0.103216E+03   0.329612E+01  -0.358356E-05   0.158924E-02  -0.358356E-05   0.409754E-06
   103   0.118633E+05  -0.105976E+03   0.156973E-02  -0.105976E+03   0.335497E+01  -0.341379E-05   0.156973E-02  -0.341379E-05   0.407042E-06
   104   0.119994E+05  -0.108730E+03   0.155062E-02  -0.108730E+03   0.341308E+01  -0.324174E-05   0.155062E-02  -0.324174E-05   0.404347E-06
   105   0.121362E+05  -0.111479E+03   0.153191E-02  -0.111479E+03   0.347033E+01  -0.307174E-05   0.153191E-02  -0.307174E-05   0.401670E-06
   106   0.122738E+05  -0.114220E+03   0.151356E-02  -0.114220E+03   0.352674E+01  -0.290810E-05   0.151356E-02  -0.290810E-05   0.399010E-06
   107   0.124118E+05  -0.116950E+03   0.149555E-02  -0.116950E+03   0.358213E+01  -0.275517E-05   0.149555E-02  -0.275517E-05   0.396369E-06
   108   0.125509E+05  -0.119669E+03   0.147788E-02  -0.119669E+03   0.363653E+01  -0.261726E-05   0.147788E-02  -0.261726E-05   0.393747E-06
   109   0.126906E+05  -0.122372E+03   0.146051E-02  -0.122372E+03   0.368980E+01  -0.249869E-05   0.146051E-02  -0.249869E-05   0.391143E-06
   110   0.128309E+05  -0.125056E+03   0.144344E-02  -0.125056E+03   0.374192E+01  -0.240379E-05   0.144344E-02  -0.240379E-05   0.388558E-06
   111   0.129720E+05  -0.127723E+03   0.142663E-02  -0.127723E+03   0.379290E+01  -0.233582E-05   0.142663E-02  -0.233582E-05   0.385991E-06
   112   0.131136E+05  -0.130369E+03   0.141008E-02  -0.130369E+03   0.384265E+01  -0.229377E-05   0.141008E-02  -0.229377E-05   0.383444E-06
   113   0.132560E+05  -0.132990E+03   0.139379E-02  -0.132990E+03   0.389112E+01  -0.227556E-05   0.139379E-02  -0.227556E-05   0.380916E-06
   114   0.133989E+05  -0.135584E+03   0.137776E-02  -0.135584E+03   0.393822E+01  -0.227911E-05   0.137776E-02  -0.227911E-05   0.378407E-06
   115   0.135425E+05  -0.138151E+03   0.136198E-02  -0.138151E+03   0.398406E+01  -0.230234E-05   0.136198E-02  -0.230234E-05   0.375917E-06
   116   0.136864E+05  -0.140685E+03   0.134644E-02  -0.140685E+03   0.402838E+01  -0.234317E-05   0.134644E-02  -0.234317E-05   0.373446E-06
   117   0.138310E+05  -0.143187E+03   0.133114E-02  -0.143187E+03   0.407124E+01  -0.239952E-05   0.133114E-02  -0.239952E-05   0.370993E-06
   118   0.139760E+05  -0.145653E+03   0.131608E-02  -0.145653E+03   0.411274E+01  -0.246932E-05   0.131608E-02  -0.246932E-05   0.368560E-06
   119   0.141214E+05  -0.148081E+03   0.130124E-02  -0.148081E+03   0.415270E+01  -0.255048E-05   0.130124E-02  -0.255048E-05   0.366145E-06
   120   0.142671E+05  -0.150468E+03   0.128664E-02  -0.150468E+03   0.419095E+01  -0.264093E-05   0.128664E-02  -0.264093E-05   0.363750E-06
   121   0.144131E+05  -0.152813E+03   0.127226E-02  -0.152813E+03   0.422775E+01  -0.273859E-05   0.127226E-02  -0.273859E-05   0.361373E-06
   122   0.145594E+05  -0.155113E+03   0.125809E-02  -0.155113E+03   0.426277E+01  -0.284137E-05   0.125809E-02  -0.284137E-05   0.359015E-06
   123   0.147059E+05  -0.157366E+03   0.124414E-02  -0.157366E+03   0.429606E+01  -0.294721E-05   0.124414E-02  -0.294721E-05   0.356675E-06
   124   0.148526E+05  -0.159568E+03   0.123040E-02  -0.159568E+03   0.432766E+01  -0.305402E-05   0.123040E-02  -0.305402E-05   0.354354E-06
   125   0.149994E+05  -0.161719E+03   0.121686E-02  -0.161719E+03   0.435745E+01  -0.315971E-05   0.121686E-02  -0.315971E-05   0.352052E-06
   126   0.151464E+05  -0.163816E+03   0.120352E-02  -0.163816E+03   0.438550E+01  -0.326223E-05   0.120352E-02  -0.326223E-05   0.349769E-06
   127   0.152934E+05  -0.165857E+03   0.119038E-02  -0.165857E+03   0.441160E+01  -0.335948E-05   0.119038E-02  -0.335948E-05   0.347505E-06
   128   0.154404E+05  -0.167839E+03   0.117742E-02  -0.167839E+03   0.443589E+01  -0.344938E-05   0.117742E-02  -0.344938E-05   0.345258E-06
   129   0.155875E+05  -0.169760E+03   0.116465E-02  -0.169760E+03   0.445818E+01  -0.352986E-05   0.116465E-02  -0.352986E-05   0.343031E-06
   130   0.157345E+05  -0.171617E+03   0.115207E-02  -0.171617E+03   0.447844E+01  -0.359884E-05   0.115207E-02  -0.359884E-05   0.340822E-06
   131   0.158815E+05  -0.173410E+03   0.113966E-02  -0.173410E+03   0.449679E+01  -0.365473E-05   0.113966E-02  -0.365473E-05   0.338632E-06
   132   0.160284E+05  -0.175134E+03   0.112743E-02  -0.175134E+03   0.451308E+01  -0.369792E-05   0.112743E-02  -0.369792E-05   0.336460E-06
   133   0.161751E+05  -0.176791E+03   0.111537E-02  -0.176791E+03   0.452739E+01  -0.372929E-05   0.111537E-02  -0.372929E-05   0.334306E-06
   134   0.163217E+05  -0.178374E+03   0.110349E-02  -0.178374E+03   0.453973E+01  -0.374971E-05   0.110349E-02  -0.374971E-05   0.332171E-06
   135   0.164681E+05  -0.179885E+03   0.109177E-02  -0.179885E+03   0.455002E+01  -0.376008E-05   0.109177E-02  -0.376008E-05   0.330053E-06
   136   0.166141E+05  -0.181319E+03   0.108023E-02  -0.181319E+03   0.455827E+01  -0.376126E-05   0.108023E-02  -0.376126E-05   0.327954E-06
   137   0.167599E+05  -0.182677E+03   0.106886E-02  -0.182677E+03   0.456456E+01  -0.375413E-05   0.106886E-02  -0.375413E-05   0.325872E-06
   138   0.169053E+05  -0.183956E+03   0.105765E-02  -0.183956E+03   0.456882E+01  -0.373959E-05   0.105765E-02  -0.373959E-05   0.323808E-06
   139   0.170502E+05  -0.185153E+03   0.104661E-02  -0.185153E+03   0.457119E+01  -0.371849E-05   0.104661E-02  -0.371849E-05   0.321761E-06
   140   0.171949E+05  -0.186269E+03   0.103574E-02  -0.186269E+03   0.457147E+01  -0.369173E-05   0.103574E-02  -0.369173E-05   0.319732E-06
   141   0.173390E+05  -0.187299E+03   0.102503E-02  -0.187299E+03   0.456972E+01  -0.366019E-05   0.102503E-02  -0.366019E-05   0.317720E-06
   142   0.174828E+05  -0.188242E+03   0.101449E-02  -0.188242E+03   0.456603E+01  -0.362474E-05   0.101449E-02  -0.362474E-05   0.315725E-06
   143   0.176261E+05  -0.189098E+03   0.100411E-02  -0.189098E+03   0.456040E+01  -0.358626E-05   0.100411E-02  -0.358626E-05   0.313747E-06
   144   0.177687E+05  -0.189865E+03   0.993883E-03  -0.189865E+03   0.455277E+01  -0.354563E-05   0.993883E-03  -0.354563E-05   0.311786E-06
   145   0.179107E+05  -0.190539E+03   0.983820E-03  -0.190539E+03   0.454328E+01  -0.350373E-05   0.983820E-03  -0.350373E-05   0.309841E-06
   146   0.180524E+05  -0.191121E+03   0.973914E-03  -0.191121E+03   0.453171E+01  -0.346145E-05   0.973914E-03  -0.346145E-05   0.307913E-06
   147   0.181931E+05  -0.191606E+03   0.964165E-03  -0.191606E+03   0.451830E+01  -0.341965E-05   0.964165E-03  -0.341965E-05   0.306002E-06
   148   0.183332E+05  -0.191995E+03   0.954571E-03  -0.191995E+03   0.450289E+01  -0.337923E-05   0.954571E-03  -0.337923E-05   0.304107E-06
   149   0.184727E+05  -0.192285E+03   0.945132E-03  -0.192285E+03   0.448557E+01  -0.334106E-05   0.945132E-03  -0.334106E-05   0.302228E-06
   150   0.186113E+05  -0.192473E+03   0.935845E-03  -0.192473E+03   0.446642E+01  -0.330601E-05   0.935845E-03  -0.330601E-05   0.300365E-06
   151   0.187491E+05  -0.192559E+03   0.926709E-03  -0.192559E+03   0.444536E+01  -0.327477E-05   0.926709E-03  -0.327477E-05   0.298518E-06
   152   0.188860E+05  -0.192543E+03   0.917722E-03  -0.192543E+03   0.442239E+01  -0.324723E-05   0.917722E-03  -0.324723E-05   0.296687E-06
   153   0.190220E+05  -0.192421E+03   0.908880E-03  -0.192421E+03   0.439769E+01  -0.322307E-05   0.908880E-03  -0.322307E-05   0.294871E-06
   154   0.191572E+05  -0.192196E+03   0.900179E-03  -0.192196E+03   0.437133E+01  -0.320197E-05   0.900179E-03  -0.320197E-05   0.293072E-06
   155   0.192914E+05  -0.191865E+03   0.891617E-03  -0.191865E+03   0.434335E+01  -0.318363E-05   0.891617E-03  -0.318363E-05   0.291287E-06
   156   0.194245E+05  -0.191429E+03   0.883190E-03  -0.191429E+03   0.431383E+01  -0.316772E-05   0.883190E-03  -0.316772E-05   0.289518E-06
   157   0.195567E+05  -0.190885E+03   0.874896E-03  -0.190885E+03   0.428280E+01  -0.315394E-05   0.874896E-03  -0.315394E-05   0.287765E-06
   158   0.196878E+05  -0.190235E+03   0.866730E-03  -0.190235E+03   0.425041E+01  -0.314197E-05   0.866730E-03  -0.314197E-05   0.286026E-06
   159   0.198178E+05  -0.189476E+03   0.858689E-03  -0.189476E+03   0.421655E+01  -0.313149E-05   0.858689E-03  -0.313149E-05   0.284303E-06
   160   0.199467E+05  -0.188609E+03   0.850771E-03  -0.188609E+03   0.418143E+01  -0.312220E-05   0.850771E-03  -0.312220E-05   0.282594E-06
   161   0.200744E+05  -0.187632E+03   0.842971E-03  -0.187632E+03   0.414518E+01  -0.311378E-05   0.842971E-03  -0.311378E-05   0.280900E-06
   162   0.202009E+05  -0.186547E+03   0.835287E-03  -0.186547E+03   0.410771E+01  -0.310590E-05   0.835287E-03  -0.310590E-05   0.279221E-06
   163   0.203263E+05  -0.185351E+03   0.827716E-03  -0.185351E+03   0.406915E+01  -0.309827E-05   0.827716E-03  -0.309827E-05   0.277557E-06
   164   0.204503E+05  -0.184046E+03   0.820254E-03  -0.184046E+03   0.402963E+01  -0.309057E-05   0.820254E-03  -0.309057E-05   0.275907E-06
   165   0.205731E+05  -0.182627E+03   0.812898E-03  -0.182627E+03   0.398912E+01  -0.308248E-05   0.812898E-03  -0.308248E-05   0.274271E-06
   166   0.206946E+05  -0.181098E+03   0.805644E-03  -0.181098E+03   0.394783E+01  -0.307368E-05   0.805644E-03  -0.307368E-05   0.272650E-06
   167   0.208147E+05  -0.179457E+03   0.798490E-03  -0.179457E+03   0.390560E+01  -0.306387E-05   0.798490E-03  -0.306387E-05   0.271043E-06
   168   0.209333E+05  -0.177702E+03   0.791432E-03  -0.177702E+03   0.386285E+01  -0.305273E-05   0.791432E-03  -0.305273E-05   0.269449E-06
   169   0.210505E+05  -0.175833E+03   0.784467E-03  -0.175833E+03   0.381933E+01  -0.303995E-05   0.784467E-03  -0.303995E-05   0.267870E-06
   170   0.211662E+05  -0.173851E+03   0.777591E-03  -0.173851E+03   0.377534E+01  -0.302521E-05   0.777591E-03  -0.302521E-05   0.266305E-06
   171   0.212802E+05  -0.171753E+03   0.770802E-03  -0.171753E+03   0.373092E+01  -0.300819E-05   0.770802E-03  -0.300819E-05   0.264753E-06
   172   0.213927E+05  -0.169540E+03   0.764096E-03  -0.169540E+03   0.368605E+01  -0.298859E-05   0.764096E-03  -0.298859E-05   0.263215E-06
   173   0.215034E+05  -0.167212E+03   0.757469E-03  -0.167212E+03   0.364079E+01  -0.296609E-05   0.757469E-03  -0.296609E-05   0.261690E-06
   174   0.216126E+05  -0.164768E+03   0.750920E-03  -0.164768E+03   0.359549E+01  -0.294038E-05   0.750920E-03  -0.294038E-05   0.260179E-06
   175   0.217201E+05  -0.162207E+03   0.744443E-03  -0.162207E+03   0.354991E+01  -0.291114E-05   0.744443E-03  -0.291114E-05   0.258681E-06
   176   0.218257E+05  -0.159529E+03   0.738037E-03  -0.159529E+03   0.350434E+01  -0.287814E-05   0.738037E-03  -0.287814E-05   0.257196E-06
   177   0.219295E+05  -0.156735E+03   0.731700E-03  -0.156735E+03   0.345880E+01  -0.284148E-05   0.731700E-03  -0.284148E-05   0.255724E-06
   178   0.220316E+05  -0.153825E+03   0.725429E-03  -0.153825E+03   0.341364E+01  -0.280134E-05   0.725429E-03  -0.280134E-05   0.254265E-06
   179   0.221317E+05  -0.150799E+03   0.719224E-03  -0.150799E+03   0.336867E+01  -0.275790E-05   0.719224E-03  -0.275790E-05   0.252819E-06
