#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
     2   0.100722E+04   0.299387E+01   0.310987E-02   0.299387E+01   0.486771E-01  -0.145132E-04   0.310987E-02  -0.145132E-04   0.439731E-07
     3   0.938471E+03   0.375386E+01   0.309668E-02   0.375386E+01   0.784397E-01  -0.176484E-04   0.309668E-02  -0.176484E-04   0.536014E-07
     4   0.874673E+03   0.385517E+01   0.301883E-02   0.385517E+01   0.868629E-01  -0.176162E-04   0.301883E-02  -0.176162E-04   0.618270E-07
     5   0.825495E+03   0.356543E+01   0.291614E-02   0.356543E+01   0.758226E-01  -0.153449E-04   0.291614E-02  -0.153449E-04   0.689684E-07
     6   0.789651E+03   0.309421E+01   0.280470E-02   0.309421E+01   0.550929E-01  -0.116797E-04   0.280470E-02  -0.116797E-04   0.751986E-07
     7   0.764822E+03   0.257369E+01   0.269381E-02   0.257369E+01   0.345196E-01  -0.743269E-05   0.269381E-02  -0.743269E-05   0.806798E-07
     8   0.748233E+03   0.208331E+01   0.258525E-02   0.208331E+01   0.197299E-01  -0.333986E-05   0.258525E-02  -0.333986E-05   0.855290E-07
     9   0.737885E+03   0.166372E+01   0.247868E-02   0.166372E+01   0.116693E-01   0.230696E-07   0.247868E-02   0.230696E-07   0.898438E-07
    10   0.732285E+03   0.133714E+01   0.237508E-02   0.133714E+01   0.842943E-02   0.235123E-05   0.237508E-02   0.235123E-05   0.936839E-07
    11   0.729987E+03   0.111102E+01   0.227807E-02   0.111102E+01   0.744382E-02   0.361129E-05   0.227807E-02   0.361129E-05   0.971329E-07
    12   0.731243E+03   0.983658E+00   0.218939E-02   0.983658E+00   0.696228E-02   0.390138E-05   0.218939E-02   0.390138E-05   0.100212E-06
    13   0.734494E+03   0.933613E+00   0.210913E-02   0.933613E+00   0.620274E-02   0.337140E-05   0.210913E-02   0.337140E-05   0.102961E-06
    14   0.738973E+03   0.934990E+00   0.203637E-02   0.934990E+00   0.538308E-02   0.222212E-05   0.203637E-02   0.222212E-05   0.105427E-06
    15   0.744797E+03   0.970664E+00   0.196754E-02   0.970664E+00   0.476371E-02   0.824128E-06   0.196754E-02   0.824128E-06   0.107637E-06
    16   0.752172E+03   0.102669E+01   0.189952E-02   0.102669E+01   0.451829E-02  -0.454540E-06   0.189952E-02  -0.454540E-06   0.109615E-06
    17   0.761059E+03   0.108990E+01   0.183377E-02   0.108990E+01   0.465150E-02  -0.142583E-05   0.183377E-02  -0.142583E-05   0.111385E-06
    18   0.770616E+03   0.115023E+01   0.177233E-02   0.115023E+01   0.493930E-02  -0.198990E-05   0.177233E-02  -0.198990E-05   0.112971E-06
    19   0.781768E+03   0.120268E+01   0.171491E-02   0.120268E+01   0.526044E-02  -0.221974E-05   0.171491E-02  -0.221974E-05   0.114382E-06
    20   0.792903E+03   0.124246E+01   0.166065E-02   0.124246E+01   0.559943E-02  -0.220811E-05   0.166065E-02  -0.220811E-05   0.115627E-06
    21   0.804311E+03   0.127508E+01   0.160865E-02   0.127508E+01   0.599356E-02  -0.195412E-05   0.160865E-02  -0.195412E-05   0.116726E-06
    22   0.816205E+03   0.130637E+01   0.155828E-02   0.130637E+01   0.656508E-02  -0.146774E-05   0.155828E-02  -0.146774E-05   0.117697E-06
    23   0.828431E+03   0.133804E+01   0.151002E-02   0.133804E+01   0.736387E-02  -0.895980E-06   0.151002E-02  -0.895980E-06   0.118548E-06
    24   0.841085E+03   0.137090E+01   0.146441E-02   0.137090E+01   0.838334E-02  -0.406895E-06   0.146441E-02  -0.406895E-06   0.119285E-06
    25   0.854055E+03   0.140622E+01   0.142102E-02   0.140622E+01   0.963462E-02  -0.115499E-06   0.142102E-02  -0.115499E-06   0.119919E-06
    26   0.867117E+03   0.144613E+01   0.137936E-02   0.144613E+01   0.110891E-01  -0.824753E-07   0.137936E-02  -0.824753E-07   0.120460E-06
    27   0.880626E+03   0.148843E+01   0.133973E-02   0.148843E+01   0.127057E-01  -0.204199E-06   0.133973E-02  -0.204199E-06   0.120915E-06
    28   0.894533E+03   0.153101E+01   0.130248E-02   0.153101E+01   0.144732E-01  -0.358467E-06   0.130248E-02  -0.358467E-06   0.121292E-06
    29   0.908756E+03   0.157135E+01   0.126733E-02   0.157135E+01   0.163973E-01  -0.513091E-06   0.126733E-02  -0.513091E-06   0.121589E-06
    30   0.923060E+03   0.160580E+01   0.123389E-02   0.160580E+01   0.184922E-01  -0.664878E-06   0.123389E-02  -0.664878E-06   0.121809E-06
    31   0.937372E+03   0.163291E+01   0.120179E-02   0.163291E+01   0.207488E-01  -0.836617E-06   0.120179E-02  -0.836617E-06   0.121962E-06
    32   0.952032E+03   0.165142E+01   0.117074E-02   0.165142E+01   0.231466E-01  -0.103792E-05   0.117074E-02  -0.103792E-05   0.122056E-06
    33   0.967087E+03   0.165871E+01   0.114052E-02   0.165871E+01   0.256925E-01  -0.119968E-05   0.114052E-02  -0.119968E-05   0.122097E-06
    34   0.982385E+03   0.165380E+01   0.111106E-02   0.165380E+01   0.284110E-01  -0.124568E-05   0.111106E-02  -0.124568E-05   0.122087E-06
    35   0.997845E+03   0.164045E+01   0.108259E-02   0.164045E+01   0.313220E-01  -0.114990E-05   0.108259E-02  -0.114990E-05   0.122028E-06
    36   0.101335E+04   0.162115E+01   0.105540E-02   0.162115E+01   0.344462E-01  -0.923427E-06   0.105540E-02  -0.923427E-06   0.121926E-06
    37   0.102891E+04   0.159248E+01   0.102960E-02   0.159248E+01   0.377771E-01  -0.675662E-06   0.102960E-02  -0.675662E-06   0.121782E-06
    38   0.104486E+04   0.155268E+01   0.100519E-02   0.155268E+01   0.413115E-01  -0.511250E-06   0.100519E-02  -0.511250E-06   0.121600E-06
    39   0.106118E+04   0.150362E+01   0.981957E-03   0.150362E+01   0.450593E-01  -0.417585E-06   0.981957E-03  -0.417585E-06   0.121382E-06
    40   0.107758E+04   0.144787E+01   0.959601E-03   0.144787E+01   0.490387E-01  -0.352749E-06   0.959601E-03  -0.352749E-06   0.121130E-06
    41   0.109419E+04   0.138696E+01   0.937893E-03   0.138696E+01   0.532686E-01  -0.283834E-06   0.937893E-03  -0.283834E-06   0.120845E-06
    42   0.111077E+04   0.131907E+01   0.916804E-03   0.131907E+01   0.577505E-01  -0.213982E-06   0.916804E-03  -0.213982E-06   0.120531E-06
    43   0.112748E+04   0.124157E+01   0.896360E-03   0.124157E+01   0.624813E-01  -0.155349E-06   0.896360E-03  -0.155349E-06   0.120188E-06
    44   0.114416E+04   0.115272E+01   0.876585E-03   0.115272E+01   0.674429E-01  -0.120089E-06   0.876585E-03  -0.120089E-06   0.119819E-06
    45   0.116120E+04   0.105086E+01   0.857502E-03   0.105086E+01   0.726277E-01  -0.120357E-06   0.857502E-03  -0.120357E-06   0.119427E-06
    46   0.117853E+04   0.933015E+00   0.839114E-03   0.933015E+00   0.780327E-01  -0.163891E-06   0.839114E-03  -0.163891E-06   0.119012E-06
    47   0.119599E+04   0.800969E+00   0.821336E-03   0.800969E+00   0.836601E-01  -0.240768E-06   0.821336E-03  -0.240768E-06   0.118578E-06
    48   0.121353E+04   0.660330E+00   0.804060E-03   0.660330E+00   0.895203E-01  -0.336645E-06   0.804060E-03  -0.336645E-06   0.118125E-06
    49   0.123122E+04   0.516114E+00   0.787179E-03   0.516114E+00   0.956015E-01  -0.437181E-06   0.787179E-03  -0.437181E-06   0.117655E-06
    50   0.124927E+04   0.366551E+00   0.770585E-03   0.366551E+00   0.101885E+00  -0.528035E-06   0.770585E-03  -0.528035E-06   0.117169E-06
    51   0.126749E+04   0.208056E+00   0.754217E-03   0.208056E+00   0.108345E+00  -0.597580E-06   0.754217E-03  -0.597580E-06   0.116669E-06
    52   0.128607E+04   0.353959E-01   0.738188E-03   0.353959E-01   0.115065E+00  -0.645036E-06   0.738188E-03  -0.645036E-06   0.116156E-06
    53   0.130463E+04  -0.155217E+00   0.722660E-03  -0.155217E+00   0.122189E+00  -0.672339E-06   0.722660E-03  -0.672339E-06   0.115630E-06
    54   0.132310E+04  -0.359604E+00   0.707791E-03  -0.359604E+00   0.129705E+00  -0.681423E-06   0.707791E-03  -0.681423E-06   0.115092E-06
    55   0.134168E+04  -0.573467E+00   0.693743E-03  -0.573467E+00   0.137586E+00  -0.674224E-06   0.693743E-03  -0.674224E-06   0.114544E-06
    56   0.136060E+04  -0.798594E+00   0.680614E-03  -0.798594E+00   0.145685E+00  -0.652993E-06   0.680614E-03  -0.652993E-06   0.113986E-06
    57   0.137977E+04  -0.103479E+01   0.668269E-03  -0.103479E+01   0.153896E+00  -0.621252E-06   0.668269E-03  -0.621252E-06   0.113419E-06
    58   0.139923E+04  -0.128261E+01   0.656510E-03  -0.128261E+01   0.162233E+00  -0.582841E-06   0.656510E-03  -0.582841E-06   0.112844E-06
    59   0.141882E+04  -0.154261E+01   0.645140E-03  -0.154261E+01   0.170737E+00  -0.541597E-06   0.645140E-03  -0.541597E-06   0.112260E-06
    60   0.143856E+04  -0.181393E+01   0.633962E-03  -0.181393E+01   0.179465E+00  -0.501359E-06   0.633962E-03  -0.501359E-06   0.111668E-06
    61   0.145875E+04  -0.209560E+01   0.622822E-03  -0.209560E+01   0.188513E+00  -0.465377E-06   0.622822E-03  -0.465377E-06   0.111069E-06
    62   0.147881E+04  -0.238859E+01   0.611728E-03  -0.238859E+01   0.197867E+00  -0.434537E-06   0.611728E-03  -0.434537E-06   0.110464E-06
    63   0.149896E+04  -0.269400E+01   0.600731E-03  -0.269400E+01   0.207482E+00  -0.409138E-06   0.600731E-03  -0.409138E-06   0.109854E-06
    64   0.151949E+04  -0.301315E+01   0.589881E-03  -0.301315E+01   0.217368E+00  -0.389477E-06   0.589881E-03  -0.389477E-06   0.109239E-06
    65   0.154004E+04  -0.334676E+01   0.579228E-03  -0.334676E+01   0.227495E+00  -0.375851E-06   0.579228E-03  -0.375851E-06   0.108620E-06
    66   0.156091E+04  -0.369305E+01   0.568818E-03  -0.369305E+01   0.237795E+00  -0.368883E-06   0.568818E-03  -0.368883E-06   0.107999E-06
    67   0.158191E+04  -0.404926E+01   0.558679E-03  -0.404926E+01   0.248272E+00  -0.370503E-06   0.558679E-03  -0.370503E-06   0.107375E-06
    68   0.160332E+04  -0.441370E+01   0.548833E-03  -0.441370E+01   0.258973E+00  -0.382964E-06   0.548833E-03  -0.382964E-06   0.106750E-06
    69   0.162489E+04  -0.478459E+01   0.539302E-03  -0.478459E+01   0.269861E+00  -0.408520E-06   0.539302E-03  -0.408520E-06   0.106123E-06
    70   0.164674E+04  -0.516360E+01   0.530108E-03  -0.516360E+01   0.280982E+00  -0.449425E-06   0.530108E-03  -0.449425E-06   0.105495E-06
    71   0.166871E+04  -0.555308E+01   0.521266E-03  -0.555308E+01   0.292327E+00  -0.505786E-06   0.521266E-03  -0.505786E-06   0.104866E-06
    72   0.169084E+04  -0.595435E+01   0.512763E-03  -0.595435E+01   0.303868E+00  -0.569117E-06   0.512763E-03  -0.569117E-06   0.104236E-06
    73   0.171309E+04  -0.636796E+01   0.504576E-03  -0.636796E+01   0.315565E+00  -0.628784E-06   0.504576E-03  -0.628784E-06   0.103606E-06
    74   0.173552E+04  -0.679297E+01   0.496686E-03  -0.679297E+01   0.327402E+00  -0.674155E-06   0.496686E-03  -0.674155E-06   0.102975E-06
    75   0.175825E+04  -0.722784E+01   0.489069E-03  -0.722784E+01   0.339384E+00  -0.694595E-06   0.489069E-03  -0.694595E-06   0.102344E-06
    76   0.178124E+04  -0.767193E+01   0.481700E-03  -0.767193E+01   0.351509E+00  -0.683058E-06   0.481700E-03  -0.683058E-06   0.101712E-06
    77   0.180452E+04  -0.812524E+01   0.474527E-03  -0.812524E+01   0.363774E+00  -0.646853E-06   0.474527E-03  -0.646853E-06   0.101080E-06
    78   0.182815E+04  -0.858938E+01   0.467494E-03  -0.858938E+01   0.376213E+00  -0.596873E-06   0.467494E-03  -0.596873E-06   0.100448E-06
    79   0.185190E+04  -0.906079E+01   0.460546E-03  -0.906079E+01   0.388777E+00  -0.544015E-06   0.460546E-03  -0.544015E-06   0.998163E-07
    80   0.187591E+04  -0.954110E+01   0.453625E-03  -0.954110E+01   0.401479E+00  -0.499172E-06   0.453625E-03  -0.499172E-06   0.991858E-07
    81   0.190004E+04  -0.100309E+02   0.446693E-03  -0.100309E+02   0.414272E+00  -0.471243E-06   0.446693E-03  -0.471243E-06   0.985565E-07
    82   0.192440E+04  -0.105293E+02   0.439785E-03  -0.105293E+02   0.427177E+00  -0.461128E-06   0.439785E-03  -0.461128E-06   0.979286E-07
    83   0.194891E+04  -0.110355E+02   0.432951E-03  -0.110355E+02   0.440167E+00  -0.467731E-06   0.432951E-03  -0.467731E-06   0.973025E-07
    84   0.197368E+04  -0.115477E+02   0.426244E-03  -0.115477E+02   0.453234E+00  -0.489956E-06   0.426244E-03  -0.489956E-06   0.966783E-07
    85   0.199856E+04  -0.120668E+02   0.419716E-03  -0.120668E+02   0.466350E+00  -0.526707E-06   0.419716E-03  -0.526707E-06   0.960563E-07
    86   0.202366E+04  -0.125916E+02   0.413406E-03  -0.125916E+02   0.479526E+00  -0.576214E-06   0.413406E-03  -0.576214E-06   0.954367E-07
    87   0.204918E+04  -0.131213E+02   0.407308E-03  -0.131213E+02   0.492733E+00  -0.634020E-06   0.407308E-03  -0.634020E-06   0.948196E-07
    88   0.207468E+04  -0.136563E+02   0.401404E-03  -0.136563E+02   0.505989E+00  -0.694994E-06   0.401404E-03  -0.694994E-06   0.942052E-07
    89   0.210053E+04  -0.141982E+02   0.395675E-03  -0.141982E+02   0.519283E+00  -0.754008E-06   0.395675E-03  -0.754008E-06   0.935935E-07
    90   0.212656E+04  -0.147442E+02   0.390105E-03  -0.147442E+02   0.532581E+00  -0.805932E-06   0.390105E-03  -0.805932E-06   0.929847E-07
    91   0.215271E+04  -0.152952E+02   0.384676E-03  -0.152952E+02   0.545879E+00  -0.846640E-06   0.384676E-03  -0.846640E-06   0.923789E-07
    92   0.217911E+04  -0.158506E+02   0.379382E-03  -0.158506E+02   0.559163E+00  -0.876032E-06   0.379382E-03  -0.876032E-06   0.917762E-07
    93   0.220577E+04  -0.164104E+02   0.374220E-03  -0.164104E+02   0.572428E+00  -0.895010E-06   0.374220E-03  -0.895010E-06   0.911765E-07
    94   0.223247E+04  -0.169733E+02   0.369184E-03  -0.169733E+02   0.585639E+00  -0.904479E-06   0.369184E-03  -0.904479E-06   0.905800E-07
    95   0.225943E+04  -0.175400E+02   0.364271E-03  -0.175400E+02   0.598797E+00  -0.905342E-06   0.364271E-03  -0.905342E-06   0.899867E-07
    96   0.228636E+04  -0.181099E+02   0.359477E-03  -0.181099E+02   0.611891E+00  -0.898502E-06   0.359477E-03  -0.898502E-06   0.893966E-07
    97   0.231370E+04  -0.186823E+02   0.354797E-03  -0.186823E+02   0.624906E+00  -0.884864E-06   0.354797E-03  -0.884864E-06   0.888097E-07
    98   0.234123E+04  -0.192551E+02   0.350227E-03  -0.192551E+02   0.637838E+00  -0.865331E-06   0.350227E-03  -0.865331E-06   0.882263E-07
    99   0.236881E+04  -0.198313E+02   0.345763E-03  -0.198313E+02   0.650651E+00  -0.840806E-06   0.345763E-03  -0.840806E-06   0.876461E-07
   100   0.239666E+04  -0.204065E+02   0.341401E-03  -0.204065E+02   0.663346E+00  -0.812194E-06   0.341401E-03  -0.812194E-06   0.870694E-07
   101   0.242463E+04  -0.209838E+02   0.337136E-03  -0.209838E+02   0.675986E+00  -0.780397E-06   0.337136E-03  -0.780397E-06   0.864962E-07
   102   0.245310E+04  -0.215610E+02   0.332965E-03  -0.215610E+02   0.688423E+00  -0.746321E-06   0.332965E-03  -0.746321E-06   0.859265E-07
   103   0.248146E+04  -0.221390E+02   0.328883E-03  -0.221390E+02   0.700735E+00  -0.710867E-06   0.328883E-03  -0.710867E-06   0.853604E-07
   104   0.251003E+04  -0.227149E+02   0.324886E-03  -0.227149E+02   0.712922E+00  -0.674940E-06   0.324886E-03  -0.674940E-06   0.847979E-07
   105   0.253873E+04  -0.232902E+02   0.320970E-03  -0.232902E+02   0.724912E+00  -0.639444E-06   0.320970E-03  -0.639444E-06   0.842390E-07
   106   0.256763E+04  -0.238642E+02   0.317130E-03  -0.238642E+02   0.736781E+00  -0.605282E-06   0.317130E-03  -0.605282E-06   0.836839E-07
   107   0.259644E+04  -0.244356E+02   0.313363E-03  -0.244356E+02   0.748383E+00  -0.573358E-06   0.313363E-03  -0.573358E-06   0.831325E-07
   108   0.262560E+04  -0.250051E+02   0.309664E-03  -0.250051E+02   0.759794E+00  -0.544575E-06   0.309664E-03  -0.544575E-06   0.825849E-07
   109   0.265490E+04  -0.255714E+02   0.306028E-03  -0.255714E+02   0.770942E+00  -0.519838E-06   0.306028E-03  -0.519838E-06   0.820412E-07
   110   0.268426E+04  -0.261330E+02   0.302453E-03  -0.261330E+02   0.781828E+00  -0.500049E-06   0.302453E-03  -0.500049E-06   0.815014E-07
   111   0.271375E+04  -0.266915E+02   0.298934E-03  -0.266915E+02   0.792529E+00  -0.485890E-06   0.298934E-03  -0.485890E-06   0.809655E-07
   112   0.274338E+04  -0.272462E+02   0.295470E-03  -0.272462E+02   0.802970E+00  -0.477148E-06   0.295470E-03  -0.477148E-06   0.804336E-07
   113   0.277322E+04  -0.277957E+02   0.292059E-03  -0.277957E+02   0.813155E+00  -0.473390E-06   0.292059E-03  -0.473390E-06   0.799056E-07
   114   0.280312E+04  -0.283392E+02   0.288702E-03  -0.283392E+02   0.823009E+00  -0.474180E-06   0.288702E-03  -0.474180E-06   0.793816E-07
   115   0.283323E+04  -0.288768E+02   0.285396E-03  -0.288768E+02   0.832683E+00  -0.479085E-06   0.285396E-03  -0.479085E-06   0.788615E-07
   116   0.286333E+04  -0.294077E+02   0.282142E-03  -0.294077E+02   0.841954E+00  -0.487669E-06   0.282142E-03  -0.487669E-06   0.783453E-07
   117   0.289371E+04  -0.299313E+02   0.278938E-03  -0.299313E+02   0.850898E+00  -0.499499E-06   0.278938E-03  -0.499499E-06   0.778330E-07
   118   0.292423E+04  -0.304482E+02   0.275783E-03  -0.304482E+02   0.859666E+00  -0.514139E-06   0.275783E-03  -0.514139E-06   0.773247E-07
   119   0.295473E+04  -0.309565E+02   0.272676E-03  -0.309565E+02   0.868109E+00  -0.531156E-06   0.272676E-03  -0.531156E-06   0.768202E-07
   120   0.298536E+04  -0.314560E+02   0.269617E-03  -0.314560E+02   0.876079E+00  -0.550114E-06   0.269617E-03  -0.550114E-06   0.763197E-07
   121   0.301598E+04  -0.319468E+02   0.266605E-03  -0.319468E+02   0.883877E+00  -0.570578E-06   0.266605E-03  -0.570578E-06   0.758231E-07
   122   0.304666E+04  -0.324281E+02   0.263638E-03  -0.324281E+02   0.891205E+00  -0.592116E-06   0.263638E-03  -0.592116E-06   0.753304E-07
   123   0.307739E+04  -0.329001E+02   0.260717E-03  -0.329001E+02   0.898139E+00  -0.614291E-06   0.260717E-03  -0.614291E-06   0.748415E-07
   124   0.310818E+04  -0.333598E+02   0.257839E-03  -0.333598E+02   0.904754E+00  -0.636670E-06   0.257839E-03  -0.636670E-06   0.743566E-07
   125   0.313896E+04  -0.338094E+02   0.255004E-03  -0.338094E+02   0.910978E+00  -0.658817E-06   0.255004E-03  -0.658817E-06   0.738755E-07
   126   0.316979E+04  -0.342483E+02   0.252211E-03  -0.342483E+02   0.916885E+00  -0.680299E-06   0.252211E-03  -0.680299E-06   0.733984E-07
   127   0.320061E+04  -0.346757E+02   0.249459E-03  -0.346757E+02   0.922329E+00  -0.700680E-06   0.249459E-03  -0.700680E-06   0.729251E-07
   128   0.323141E+04  -0.350909E+02   0.246748E-03  -0.350909E+02   0.927459E+00  -0.719527E-06   0.246748E-03  -0.719527E-06   0.724556E-07
   129   0.326226E+04  -0.354932E+02   0.244076E-03  -0.354932E+02   0.932128E+00  -0.736405E-06   0.244076E-03  -0.736405E-06   0.719901E-07
   130   0.329310E+04  -0.358819E+02   0.241442E-03  -0.358819E+02   0.936337E+00  -0.750878E-06   0.241442E-03  -0.750878E-06   0.715284E-07
   131   0.332391E+04  -0.362585E+02   0.238847E-03  -0.362585E+02   0.940236E+00  -0.762616E-06   0.238847E-03  -0.762616E-06   0.710705E-07
   132   0.335479E+04  -0.366202E+02   0.236288E-03  -0.366202E+02   0.943676E+00  -0.771700E-06   0.236288E-03  -0.771700E-06   0.706165E-07
   133   0.338558E+04  -0.369692E+02   0.233767E-03  -0.369692E+02   0.946731E+00  -0.778312E-06   0.233767E-03  -0.778312E-06   0.701663E-07
   134   0.341635E+04  -0.373011E+02   0.231282E-03  -0.373011E+02   0.949401E+00  -0.782636E-06   0.231282E-03  -0.782636E-06   0.697199E-07
   135   0.344711E+04  -0.376189E+02   0.228833E-03  -0.376189E+02   0.951613E+00  -0.784856E-06   0.228833E-03  -0.784856E-06   0.692772E-07
   136   0.347772E+04  -0.379192E+02   0.226420E-03  -0.379192E+02   0.953366E+00  -0.785156E-06   0.226420E-03  -0.785156E-06   0.688382E-07
   137   0.350833E+04  -0.382040E+02   0.224043E-03  -0.382040E+02   0.954735E+00  -0.783718E-06   0.224043E-03  -0.783718E-06   0.684029E-07
   138   0.353885E+04  -0.384721E+02   0.221702E-03  -0.384721E+02   0.955644E+00  -0.780727E-06   0.221702E-03  -0.780727E-06   0.679713E-07
   139   0.356916E+04  -0.387228E+02   0.219395E-03  -0.387228E+02   0.956243E+00  -0.776366E-06   0.219395E-03  -0.776366E-06   0.675434E-07
   140   0.359953E+04  -0.389568E+02   0.217124E-03  -0.389568E+02   0.956309E+00  -0.770819E-06   0.217124E-03  -0.770819E-06   0.671190E-07
   141   0.362969E+04  -0.391720E+02   0.214886E-03  -0.391720E+02   0.955916E+00  -0.764269E-06   0.214886E-03  -0.764269E-06   0.666983E-07
   142   0.365986E+04  -0.393693E+02   0.212683E-03  -0.393693E+02   0.955138E+00  -0.756899E-06   0.212683E-03  -0.756899E-06   0.662811E-07
   143   0.368996E+04  -0.395486E+02   0.210514E-03  -0.395486E+02   0.953976E+00  -0.748894E-06   0.210514E-03  -0.748894E-06   0.658674E-07
   144   0.371984E+04  -0.397094E+02   0.208378E-03  -0.397094E+02   0.952355E+00  -0.740437E-06   0.208378E-03  -0.740437E-06   0.654573E-07
   145   0.374959E+04  -0.398510E+02   0.206275E-03  -0.398510E+02   0.950423E+00  -0.731711E-06   0.206275E-03  -0.731711E-06   0.650506E-07
   146   0.377943E+04  -0.399734E+02   0.204205E-03  -0.399734E+02   0.947958E+00  -0.722901E-06   0.204205E-03  -0.722901E-06   0.646474E-07
   147   0.380892E+04  -0.400752E+02   0.202167E-03  -0.400752E+02   0.945182E+00  -0.714189E-06   0.202167E-03  -0.714189E-06   0.642476E-07
   148   0.383828E+04  -0.401580E+02   0.200162E-03  -0.401580E+02   0.941947E+00  -0.705758E-06   0.200162E-03  -0.705758E-06   0.638512E-07
   149   0.386758E+04  -0.402203E+02   0.198188E-03  -0.402203E+02   0.938328E+00  -0.697794E-06   0.198188E-03  -0.697794E-06   0.634581E-07
   150   0.389661E+04  -0.402601E+02   0.196247E-03  -0.402601E+02   0.934398E+00  -0.690479E-06   0.196247E-03  -0.690479E-06   0.630685E-07
   151   0.392552E+04  -0.402803E+02   0.194336E-03  -0.402803E+02   0.930083E+00  -0.683955E-06   0.194336E-03  -0.683955E-06   0.626821E-07
   152   0.395416E+04  -0.402795E+02   0.192456E-03  -0.402795E+02   0.925307E+00  -0.678199E-06   0.192456E-03  -0.678199E-06   0.622990E-07
   153   0.398267E+04  -0.402554E+02   0.190606E-03  -0.402554E+02   0.920216E+00  -0.673145E-06   0.190606E-03  -0.673145E-06   0.619192E-07
   154   0.401099E+04  -0.402103E+02   0.188785E-03  -0.402103E+02   0.914809E+00  -0.668729E-06   0.188785E-03  -0.668729E-06   0.615427E-07
   155   0.403912E+04  -0.401435E+02   0.186992E-03  -0.401435E+02   0.909082E+00  -0.664885E-06   0.186992E-03  -0.664885E-06   0.611694E-07
   156   0.406689E+04  -0.400549E+02   0.185228E-03  -0.400549E+02   0.903035E+00  -0.661548E-06   0.185228E-03  -0.661548E-06   0.607993E-07
   157   0.409462E+04  -0.399430E+02   0.183491E-03  -0.399430E+02   0.896665E+00  -0.658653E-06   0.183491E-03  -0.658653E-06   0.604323E-07
   158   0.412208E+04  -0.398087E+02   0.181780E-03  -0.398087E+02   0.890045E+00  -0.656135E-06   0.181780E-03  -0.656135E-06   0.600686E-07
   159   0.414927E+04  -0.396519E+02   0.180096E-03  -0.396519E+02   0.883023E+00  -0.653928E-06   0.180096E-03  -0.653928E-06   0.597079E-07
   160   0.417626E+04  -0.394711E+02   0.178437E-03  -0.394711E+02   0.875747E+00  -0.651968E-06   0.178437E-03  -0.651968E-06   0.593504E-07
   161   0.420306E+04  -0.392678E+02   0.176802E-03  -0.392678E+02   0.868288E+00  -0.650190E-06   0.176802E-03  -0.650190E-06   0.589959E-07
   162   0.422958E+04  -0.390421E+02   0.175191E-03  -0.390421E+02   0.860495E+00  -0.648528E-06   0.175191E-03  -0.648528E-06   0.586446E-07
   163   0.425599E+04  -0.387924E+02   0.173604E-03  -0.387924E+02   0.852442E+00  -0.646917E-06   0.173604E-03  -0.646917E-06   0.582962E-07
   164   0.428197E+04  -0.385202E+02   0.172039E-03  -0.385202E+02   0.844201E+00  -0.645292E-06   0.172039E-03  -0.645292E-06   0.579509E-07
   165   0.430783E+04  -0.382233E+02   0.170497E-03  -0.382233E+02   0.835694E+00  -0.643588E-06   0.170497E-03  -0.643588E-06   0.576086E-07
   166   0.433343E+04  -0.379033E+02   0.168975E-03  -0.379033E+02   0.827068E+00  -0.641739E-06   0.168975E-03  -0.641739E-06   0.572693E-07
   167   0.435882E+04  -0.375607E+02   0.167474E-03  -0.375607E+02   0.818100E+00  -0.639682E-06   0.167474E-03  -0.639682E-06   0.569329E-07
   168   0.438380E+04  -0.371935E+02   0.165994E-03  -0.371935E+02   0.809157E+00  -0.637349E-06   0.165994E-03  -0.637349E-06   0.565994E-07
   169   0.440851E+04  -0.368016E+02   0.164532E-03  -0.368016E+02   0.799941E+00  -0.634678E-06   0.164532E-03  -0.634678E-06   0.562689E-07
   170   0.443295E+04  -0.363866E+02   0.163089E-03  -0.363866E+02   0.790672E+00  -0.631601E-06   0.163089E-03  -0.631601E-06   0.559412E-07
   171   0.445696E+04  -0.359461E+02   0.161664E-03  -0.359461E+02   0.781349E+00  -0.628054E-06   0.161664E-03  -0.628054E-06   0.556164E-07
   172   0.448064E+04  -0.354817E+02   0.160257E-03  -0.354817E+02   0.771895E+00  -0.623973E-06   0.160257E-03  -0.623973E-06   0.552944E-07
   173   0.450389E+04  -0.349933E+02   0.158866E-03  -0.349933E+02   0.762309E+00  -0.619291E-06   0.158866E-03  -0.619291E-06   0.549752E-07
   174   0.452688E+04  -0.344811E+02   0.157491E-03  -0.344811E+02   0.752884E+00  -0.613944E-06   0.157491E-03  -0.613944E-06   0.546589E-07
   175   0.454952E+04  -0.339441E+02   0.156132E-03  -0.339441E+02   0.743322E+00  -0.607866E-06   0.156132E-03  -0.607866E-06   0.543453E-07
   176   0.457167E+04  -0.333826E+02   0.154787E-03  -0.333826E+02   0.733844E+00  -0.601010E-06   0.154787E-03  -0.601010E-06   0.540344E-07
   177   0.459347E+04  -0.327978E+02   0.153457E-03  -0.327978E+02   0.724372E+00  -0.593395E-06   0.153457E-03  -0.593395E-06   0.537262E-07
   178   0.461486E+04  -0.321884E+02   0.152141E-03  -0.321884E+02   0.715123E+00  -0.585060E-06   0.152141E-03  -0.585060E-06   0.534208E-07
   179   0.463584E+04  -0.315542E+02   0.150838E-03  -0.315542E+02   0.705798E+00  -0.576041E-06   0.150838E-03  -0.576041E-06   0.531180E-07
