#    L    TxT            TxE            TxP            ExT            ExE            ExP            PxT            PxE            PxP         
   625   0.176483E+04   0.197519E+02   0.424976E-05   0.197519E+02   0.235138E+02  -0.812581E-06   0.424976E-05  -0.812581E-06   0.100592E-07
   626   0.175724E+04   0.189633E+02   0.428652E-05   0.189633E+02   0.237789E+02  -0.823324E-06   0.428652E-05  -0.823324E-06   0.100315E-07
   627   0.174978E+04   0.181478E+02   0.432385E-05   0.181478E+02   0.240422E+02  -0.833977E-06   0.432385E-05  -0.833977E-06   0.100040E-07
   628   0.174238E+04   0.173053E+02   0.436172E-05   0.173053E+02   0.243037E+02  -0.844533E-06   0.436172E-05  -0.844533E-06   0.997654E-08
   629   0.173510E+04   0.164366E+02   0.440014E-05   0.164366E+02   0.245634E+02  -0.854987E-06   0.440014E-05  -0.854987E-06   0.994923E-08
   630   0.172781E+04   0.155409E+02   0.443909E-05   0.155409E+02   0.248214E+02  -0.865335E-06   0.443909E-05  -0.865335E-06   0.992201E-08
   631   0.172064E+04   0.146209E+02   0.447857E-05   0.146209E+02   0.250776E+02  -0.875571E-06   0.447857E-05  -0.875571E-06   0.989491E-08
   632   0.171368E+04   0.136745E+02   0.451857E-05   0.136745E+02   0.253313E+02  -0.885691E-06   0.451857E-05  -0.885691E-06   0.986791E-08
   633   0.170670E+04   0.127037E+02   0.455908E-05   0.127037E+02   0.255840E+02  -0.895689E-06   0.455908E-05  -0.895689E-06   0.984102E-08
   634   0.169992E+04   0.117086E+02   0.460009E-05   0.117086E+02   0.258328E+02  -0.905561E-06   0.460009E-05  -0.905561E-06   0.981424E-08
   635   0.169326E+04   0.106893E+02   0.464159E-05   0.106893E+02   0.260806E+02  -0.915301E-06   0.464159E-05  -0.915301E-06   0.978756E-08
   636   0.168659E+04   0.964660E+01   0.468359E-05   0.964660E+01   0.263267E+02  -0.924905E-06   0.468359E-05  -0.924905E-06   0.976098E-08
   637   0.168012E+04   0.857969E+01   0.472606E-05   0.857969E+01   0.265682E+02  -0.934367E-06   0.472606E-05  -0.934367E-06   0.973451E-08
   638   0.167377E+04   0.749069E+01   0.476900E-05   0.749069E+01   0.268088E+02  -0.943682E-06   0.476900E-05  -0.943682E-06   0.970814E-08
   639   0.166755E+04   0.637856E+01   0.481241E-05   0.637856E+01   0.270454E+02  -0.952846E-06   0.481241E-05  -0.952846E-06   0.968187E-08
   640   0.166145E+04   0.524483E+01   0.485627E-05   0.524483E+01   0.272805E+02  -0.961853E-06   0.485627E-05  -0.961853E-06   0.965571E-08
   641   0.165548E+04   0.408940E+01   0.490057E-05   0.408940E+01   0.275124E+02  -0.970698E-06   0.490057E-05  -0.970698E-06   0.962965E-08
   642   0.164957E+04   0.291296E+01   0.494531E-05   0.291296E+01   0.277405E+02  -0.979376E-06   0.494531E-05  -0.979376E-06   0.960369E-08
   643   0.164385E+04   0.171593E+01   0.499049E-05   0.171593E+01   0.279670E+02  -0.987883E-06   0.499049E-05  -0.987883E-06   0.957783E-08
   644   0.163833E+04   0.498900E+00   0.503608E-05   0.498900E+00   0.281881E+02  -0.996213E-06   0.503608E-05  -0.996213E-06   0.955207E-08
   645   0.163286E+04  -0.737901E+00   0.508210E-05  -0.737901E+00   0.284070E+02  -0.100436E-05   0.508210E-05  -0.100436E-05   0.952641E-08
   646   0.162751E+04  -0.199388E+01   0.512851E-05  -0.199388E+01   0.286228E+02  -0.101232E-05   0.512851E-05  -0.101232E-05   0.950085E-08
   647   0.162244E+04  -0.326896E+01   0.517533E-05  -0.326896E+01   0.288348E+02  -0.102009E-05   0.517533E-05  -0.102009E-05   0.947539E-08
   648   0.161734E+04  -0.456128E+01   0.522253E-05  -0.456128E+01   0.290438E+02  -0.102766E-05   0.522253E-05  -0.102766E-05   0.945003E-08
   649   0.161252E+04  -0.587165E+01   0.527011E-05  -0.587165E+01   0.292484E+02  -0.103503E-05   0.527011E-05  -0.103503E-05   0.942476E-08
   650   0.160781E+04  -0.719868E+01   0.531807E-05  -0.719868E+01   0.294491E+02  -0.104220E-05   0.531807E-05  -0.104220E-05   0.939959E-08
   651   0.160323E+04  -0.854242E+01   0.536640E-05  -0.854242E+01   0.296477E+02  -0.104915E-05   0.536640E-05  -0.104915E-05   0.937452E-08
   652   0.159878E+04  -0.990222E+01   0.541507E-05  -0.990222E+01   0.298417E+02  -0.105589E-05   0.541507E-05  -0.105589E-05   0.934955E-08
   653   0.159459E+04  -0.112767E+02   0.546408E-05  -0.112767E+02   0.300306E+02  -0.106242E-05   0.546408E-05  -0.106242E-05   0.932467E-08
   654   0.159046E+04  -0.126652E+02   0.551340E-05  -0.126652E+02   0.302165E+02  -0.106873E-05   0.551340E-05  -0.106873E-05   0.929988E-08
   655   0.158644E+04  -0.140685E+02   0.556302E-05  -0.140685E+02   0.303986E+02  -0.107484E-05   0.556302E-05  -0.107484E-05   0.927519E-08
   656   0.158270E+04  -0.154853E+02   0.561292E-05  -0.154853E+02   0.305763E+02  -0.108073E-05   0.561292E-05  -0.108073E-05   0.925059E-08
   657   0.157909E+04  -0.169142E+02   0.566310E-05  -0.169142E+02   0.307495E+02  -0.108641E-05   0.566310E-05  -0.108641E-05   0.922609E-08
   658   0.157552E+04  -0.183559E+02   0.571352E-05  -0.183559E+02   0.309190E+02  -0.109187E-05   0.571352E-05  -0.109187E-05   0.920168E-08
   659   0.157231E+04  -0.198091E+02   0.576418E-05  -0.198091E+02   0.310840E+02  -0.109712E-05   0.576418E-05  -0.109712E-05   0.917737E-08
   660   0.156921E+04  -0.212732E+02   0.581505E-05  -0.212732E+02   0.312438E+02  -0.110216E-05   0.581505E-05  -0.110216E-05   0.915315E-08
   661   0.156625E+04  -0.227467E+02   0.586613E-05  -0.227467E+02   0.313991E+02  -0.110698E-05   0.586613E-05  -0.110698E-05   0.912902E-08
   662   0.156348E+04  -0.242312E+02   0.591739E-05  -0.242312E+02   0.315507E+02  -0.111160E-05   0.591739E-05  -0.111160E-05   0.910498E-08
   663   0.156084E+04  -0.257254E+02   0.596882E-05  -0.257254E+02   0.316978E+02  -0.111599E-05   0.596882E-05  -0.111599E-05   0.908103E-08
   664   0.155841E+04  -0.272270E+02   0.602040E-05  -0.272270E+02   0.318389E+02  -0.112018E-05   0.602040E-05  -0.112018E-05   0.905718E-08
   665   0.155609E+04  -0.287370E+02   0.607212E-05  -0.287370E+02   0.319756E+02  -0.112415E-05   0.607212E-05  -0.112415E-05   0.903341E-08
   666   0.155398E+04  -0.302539E+02   0.612396E-05  -0.302539E+02   0.321078E+02  -0.112790E-05   0.612396E-05  -0.112790E-05   0.900973E-08
   667   0.155208E+04  -0.317778E+02   0.617590E-05  -0.317778E+02   0.322348E+02  -0.113144E-05   0.617590E-05  -0.113144E-05   0.898615E-08
   668   0.155022E+04  -0.333080E+02   0.622792E-05  -0.333080E+02   0.323573E+02  -0.113477E-05   0.622792E-05  -0.113477E-05   0.896265E-08
   669   0.154872E+04  -0.348433E+02   0.628002E-05  -0.348433E+02   0.324746E+02  -0.113788E-05   0.628002E-05  -0.113788E-05   0.893925E-08
   670   0.154727E+04  -0.363820E+02   0.633217E-05  -0.363820E+02   0.325867E+02  -0.114078E-05   0.633217E-05  -0.114078E-05   0.891593E-08
   671   0.154609E+04  -0.379260E+02   0.638436E-05  -0.379260E+02   0.326951E+02  -0.114346E-05   0.638436E-05  -0.114346E-05   0.889269E-08
   672   0.154497E+04  -0.394737E+02   0.643657E-05  -0.394737E+02   0.327967E+02  -0.114593E-05   0.643657E-05  -0.114593E-05   0.886955E-08
   673   0.154413E+04  -0.410229E+02   0.648878E-05  -0.410229E+02   0.328946E+02  -0.114818E-05   0.648878E-05  -0.114818E-05   0.884649E-08
   674   0.154342E+04  -0.425747E+02   0.654098E-05  -0.425747E+02   0.329866E+02  -0.115022E-05   0.654098E-05  -0.115022E-05   0.882352E-08
   675   0.154292E+04  -0.441282E+02   0.659315E-05  -0.441282E+02   0.330733E+02  -0.115204E-05   0.659315E-05  -0.115204E-05   0.880064E-08
   676   0.154254E+04  -0.456814E+02   0.664528E-05  -0.456814E+02   0.331548E+02  -0.115364E-05   0.664528E-05  -0.115364E-05   0.877784E-08
   677   0.154237E+04  -0.472350E+02   0.669735E-05  -0.472350E+02   0.332311E+02  -0.115503E-05   0.669735E-05  -0.115503E-05   0.875513E-08
   678   0.154240E+04  -0.487885E+02   0.674934E-05  -0.487885E+02   0.333015E+02  -0.115621E-05   0.674934E-05  -0.115621E-05   0.873250E-08
   679   0.154257E+04  -0.503404E+02   0.680123E-05  -0.503404E+02   0.333673E+02  -0.115717E-05   0.680123E-05  -0.115717E-05   0.870996E-08
   680   0.154301E+04  -0.518908E+02   0.685301E-05  -0.518908E+02   0.334280E+02  -0.115791E-05   0.685301E-05  -0.115791E-05   0.868750E-08
   681   0.154359E+04  -0.534377E+02   0.690467E-05  -0.534377E+02   0.334826E+02  -0.115843E-05   0.690467E-05  -0.115843E-05   0.866512E-08
   682   0.154429E+04  -0.549824E+02   0.695619E-05  -0.549824E+02   0.335313E+02  -0.115874E-05   0.695619E-05  -0.115874E-05   0.864283E-08
   683   0.154528E+04  -0.565245E+02   0.700754E-05  -0.565245E+02   0.335763E+02  -0.115883E-05   0.700754E-05  -0.115883E-05   0.862062E-08
   684   0.154633E+04  -0.580618E+02   0.705872E-05  -0.580618E+02   0.336138E+02  -0.115871E-05   0.705872E-05  -0.115871E-05   0.859850E-08
   685   0.154751E+04  -0.595943E+02   0.710970E-05  -0.595943E+02   0.336469E+02  -0.115837E-05   0.710970E-05  -0.115837E-05   0.857645E-08
   686   0.154890E+04  -0.611133E+02   0.716048E-05  -0.611133E+02   0.336739E+02  -0.115781E-05   0.716048E-05  -0.115781E-05   0.855449E-08
   687   0.155057E+04  -0.626299E+02   0.721103E-05  -0.626299E+02   0.336965E+02  -0.115703E-05   0.721103E-05  -0.115703E-05   0.853260E-08
   688   0.155230E+04  -0.641420E+02   0.726134E-05  -0.641420E+02   0.337124E+02  -0.115604E-05   0.726134E-05  -0.115604E-05   0.851080E-08
   689   0.155423E+04  -0.656424E+02   0.731139E-05  -0.656424E+02   0.337231E+02  -0.115483E-05   0.731139E-05  -0.115483E-05   0.848908E-08
   690   0.155631E+04  -0.671384E+02   0.736117E-05  -0.671384E+02   0.337292E+02  -0.115340E-05   0.736117E-05  -0.115340E-05   0.846744E-08
   691   0.155859E+04  -0.686228E+02   0.741065E-05  -0.686228E+02   0.337280E+02  -0.115175E-05   0.741065E-05  -0.115175E-05   0.844588E-08
   692   0.156100E+04  -0.700957E+02   0.745983E-05  -0.700957E+02   0.337230E+02  -0.114989E-05   0.745983E-05  -0.114989E-05   0.842439E-08
   693   0.156363E+04  -0.715645E+02   0.750869E-05  -0.715645E+02   0.337120E+02  -0.114780E-05   0.750869E-05  -0.114780E-05   0.840299E-08
   694   0.156631E+04  -0.730146E+02   0.755720E-05  -0.730146E+02   0.336950E+02  -0.114550E-05   0.755720E-05  -0.114550E-05   0.838166E-08
   695   0.156928E+04  -0.744534E+02   0.760536E-05  -0.744534E+02   0.336743E+02  -0.114298E-05   0.760536E-05  -0.114298E-05   0.836041E-08
   696   0.157239E+04  -0.758959E+02   0.765314E-05  -0.758959E+02   0.336469E+02  -0.114024E-05   0.765314E-05  -0.114024E-05   0.833924E-08
   697   0.157563E+04  -0.773124E+02   0.770053E-05  -0.773124E+02   0.336143E+02  -0.113729E-05   0.770053E-05  -0.113729E-05   0.831814E-08
   698   0.157901E+04  -0.787179E+02   0.774752E-05  -0.787179E+02   0.335757E+02  -0.113411E-05   0.774752E-05  -0.113411E-05   0.829712E-08
   699   0.158253E+04  -0.801051E+02   0.779409E-05  -0.801051E+02   0.335326E+02  -0.113071E-05   0.779409E-05  -0.113071E-05   0.827618E-08
   700   0.158626E+04  -0.814814E+02   0.784022E-05  -0.814814E+02   0.334836E+02  -0.112710E-05   0.784022E-05  -0.112710E-05   0.825531E-08
   701   0.159013E+04  -0.828471E+02   0.788589E-05  -0.828471E+02   0.334293E+02  -0.112327E-05   0.788589E-05  -0.112327E-05   0.823452E-08
   702   0.159413E+04  -0.841871E+02   0.793108E-05  -0.841871E+02   0.333705E+02  -0.111922E-05   0.793108E-05  -0.111922E-05   0.821380E-08
   703   0.159827E+04  -0.855313E+02   0.797579E-05  -0.855313E+02   0.333057E+02  -0.111496E-05   0.797579E-05  -0.111496E-05   0.819316E-08
   704   0.160256E+04  -0.868425E+02   0.801999E-05  -0.868425E+02   0.332364E+02  -0.111049E-05   0.801999E-05  -0.111049E-05   0.817259E-08
   705   0.160691E+04  -0.881356E+02   0.806365E-05  -0.881356E+02   0.331611E+02  -0.110582E-05   0.806365E-05  -0.110582E-05   0.815209E-08
   706   0.161147E+04  -0.894181E+02   0.810677E-05  -0.894181E+02   0.330811E+02  -0.110095E-05   0.810677E-05  -0.110095E-05   0.813167E-08
   707   0.161610E+04  -0.906824E+02   0.814933E-05  -0.906824E+02   0.329959E+02  -0.109589E-05   0.814933E-05  -0.109589E-05   0.811132E-08
   708   0.162102E+04  -0.919139E+02   0.819130E-05  -0.919139E+02   0.329060E+02  -0.109063E-05   0.819130E-05  -0.109063E-05   0.809104E-08
   709   0.162593E+04  -0.931421E+02   0.823267E-05  -0.931421E+02   0.328108E+02  -0.108519E-05   0.823267E-05  -0.108519E-05   0.807084E-08
   710   0.163106E+04  -0.943449E+02   0.827342E-05  -0.943449E+02   0.327102E+02  -0.107957E-05   0.827342E-05  -0.107957E-05   0.805071E-08
   711   0.163626E+04  -0.955223E+02   0.831353E-05  -0.955223E+02   0.326050E+02  -0.107376E-05   0.831353E-05  -0.107376E-05   0.803065E-08
   712   0.164161E+04  -0.966890E+02   0.835299E-05  -0.966890E+02   0.324951E+02  -0.106778E-05   0.835299E-05  -0.106778E-05   0.801066E-08
   713   0.164717E+04  -0.978229E+02   0.839177E-05  -0.978229E+02   0.323797E+02  -0.106163E-05   0.839177E-05  -0.106163E-05   0.799074E-08
   714   0.165265E+04  -0.989389E+02   0.842985E-05  -0.989389E+02   0.322604E+02  -0.105532E-05   0.842985E-05  -0.105532E-05   0.797089E-08
   715   0.165836E+04  -0.100037E+03   0.846723E-05  -0.100037E+03   0.321356E+02  -0.104884E-05   0.846723E-05  -0.104884E-05   0.795111E-08
   716   0.166421E+04  -0.101109E+03   0.850387E-05  -0.101109E+03   0.320061E+02  -0.104220E-05   0.850387E-05  -0.104220E-05   0.793141E-08
   717   0.167013E+04  -0.102149E+03   0.853977E-05  -0.102149E+03   0.318726E+02  -0.103541E-05   0.853977E-05  -0.103541E-05   0.791177E-08
   718   0.167612E+04  -0.103178E+03   0.857490E-05  -0.103178E+03   0.317343E+02  -0.102846E-05   0.857490E-05  -0.102846E-05   0.789220E-08
   719   0.168227E+04  -0.104168E+03   0.860924E-05  -0.104168E+03   0.315898E+02  -0.102137E-05   0.860924E-05  -0.102137E-05   0.787270E-08
   720   0.168841E+04  -0.105146E+03   0.864279E-05  -0.105146E+03   0.314419E+02  -0.101414E-05   0.864279E-05  -0.101414E-05   0.785327E-08
   721   0.169485E+04  -0.106085E+03   0.867551E-05  -0.106085E+03   0.312907E+02  -0.100677E-05   0.867551E-05  -0.100677E-05   0.783391E-08
   722   0.170122E+04  -0.106998E+03   0.870739E-05  -0.106998E+03   0.311339E+02  -0.999262E-06   0.870739E-05  -0.999262E-06   0.781461E-08
   723   0.170773E+04  -0.107893E+03   0.873841E-05  -0.107893E+03   0.309738E+02  -0.991625E-06   0.873841E-05  -0.991625E-06   0.779538E-08
   724   0.171433E+04  -0.108763E+03   0.876855E-05  -0.108763E+03   0.308088E+02  -0.983863E-06   0.876855E-05  -0.983863E-06   0.777622E-08
   725   0.172100E+04  -0.109600E+03   0.879781E-05  -0.109600E+03   0.306403E+02  -0.975977E-06   0.879781E-05  -0.975977E-06   0.775713E-08
   726   0.172782E+04  -0.110405E+03   0.882614E-05  -0.110405E+03   0.304693E+02  -0.967974E-06   0.882614E-05  -0.967974E-06   0.773811E-08
   727   0.173464E+04  -0.111192E+03   0.885355E-05  -0.111192E+03   0.302925E+02  -0.959856E-06   0.885355E-05  -0.959856E-06   0.771915E-08
   728   0.174154E+04  -0.111946E+03   0.888001E-05  -0.111946E+03   0.301108E+02  -0.951628E-06   0.888001E-05  -0.951628E-06   0.770025E-08
   729   0.174853E+04  -0.112675E+03   0.890549E-05  -0.112675E+03   0.299264E+02  -0.943294E-06   0.890549E-05  -0.943294E-06   0.768142E-08
   730   0.175551E+04  -0.113372E+03   0.893000E-05  -0.113372E+03   0.297385E+02  -0.934857E-06   0.893000E-05  -0.934857E-06   0.766266E-08
   731   0.176273E+04  -0.114036E+03   0.895349E-05  -0.114036E+03   0.295456E+02  -0.926323E-06   0.895349E-05  -0.926323E-06   0.764396E-08
   732   0.176988E+04  -0.114667E+03   0.897597E-05  -0.114667E+03   0.293514E+02  -0.917694E-06   0.897597E-05  -0.917694E-06   0.762533E-08
   733   0.177718E+04  -0.115280E+03   0.899740E-05  -0.115280E+03   0.291522E+02  -0.908975E-06   0.899740E-05  -0.908975E-06   0.760676E-08
   734   0.178449E+04  -0.115846E+03   0.901777E-05  -0.115846E+03   0.289502E+02  -0.900170E-06   0.901777E-05  -0.900170E-06   0.758825E-08
   735   0.179189E+04  -0.116402E+03   0.903707E-05  -0.116402E+03   0.287439E+02  -0.891284E-06   0.903707E-05  -0.891284E-06   0.756981E-08
   736   0.179922E+04  -0.116911E+03   0.905527E-05  -0.116911E+03   0.285347E+02  -0.882319E-06   0.905527E-05  -0.882319E-06   0.755143E-08
   737   0.180670E+04  -0.117401E+03   0.907235E-05  -0.117401E+03   0.283234E+02  -0.873280E-06   0.907235E-05  -0.873280E-06   0.753312E-08
   738   0.181412E+04  -0.117845E+03   0.908830E-05  -0.117845E+03   0.281093E+02  -0.864172E-06   0.908830E-05  -0.864172E-06   0.751487E-08
   739   0.182163E+04  -0.118263E+03   0.910310E-05  -0.118263E+03   0.278915E+02  -0.854998E-06   0.910310E-05  -0.854998E-06   0.749668E-08
   740   0.182915E+04  -0.118656E+03   0.911673E-05  -0.118656E+03   0.276708E+02  -0.845761E-06   0.911673E-05  -0.845761E-06   0.747855E-08
   741   0.183675E+04  -0.119017E+03   0.912918E-05  -0.119017E+03   0.274464E+02  -0.836468E-06   0.912918E-05  -0.836468E-06   0.746048E-08
   742   0.184437E+04  -0.119338E+03   0.914041E-05  -0.119338E+03   0.272221E+02  -0.827120E-06   0.914041E-05  -0.827120E-06   0.744247E-08
   743   0.185199E+04  -0.119634E+03   0.915042E-05  -0.119634E+03   0.269955E+02  -0.817723E-06   0.915042E-05  -0.817723E-06   0.742453E-08
   744   0.185971E+04  -0.119890E+03   0.915919E-05  -0.119890E+03   0.267652E+02  -0.808280E-06   0.915919E-05  -0.808280E-06   0.740664E-08
   745   0.186736E+04  -0.120129E+03   0.916670E-05  -0.120129E+03   0.265327E+02  -0.798796E-06   0.916670E-05  -0.798796E-06   0.738882E-08
   746   0.187496E+04  -0.120313E+03   0.917293E-05  -0.120313E+03   0.262987E+02  -0.789274E-06   0.917293E-05  -0.789274E-06   0.737105E-08
   747   0.188257E+04  -0.120479E+03   0.917786E-05  -0.120479E+03   0.260616E+02  -0.779718E-06   0.917786E-05  -0.779718E-06   0.735335E-08
   748   0.189026E+04  -0.120613E+03   0.918147E-05  -0.120613E+03   0.258237E+02  -0.770134E-06   0.918147E-05  -0.770134E-06   0.733570E-08
   749   0.189798E+04  -0.120722E+03   0.918376E-05  -0.120722E+03   0.255820E+02  -0.760523E-06   0.918376E-05  -0.760523E-06   0.731812E-08
   750   0.190563E+04  -0.120791E+03   0.918468E-05  -0.120791E+03   0.253402E+02  -0.750892E-06   0.918468E-05  -0.750892E-06   0.730059E-08
   751   0.191331E+04  -0.120828E+03   0.918425E-05  -0.120828E+03   0.250961E+02  -0.741243E-06   0.918425E-05  -0.741243E-06   0.728312E-08
   752   0.192100E+04  -0.120826E+03   0.918250E-05  -0.120826E+03   0.248518E+02  -0.731581E-06   0.918250E-05  -0.731581E-06   0.726571E-08
   753   0.192863E+04  -0.120798E+03   0.917948E-05  -0.120798E+03   0.246044E+02  -0.721911E-06   0.917948E-05  -0.721911E-06   0.724835E-08
   754   0.193621E+04  -0.120730E+03   0.917525E-05  -0.120730E+03   0.243568E+02  -0.712238E-06   0.917525E-05  -0.712238E-06   0.723106E-08
   755   0.194388E+04  -0.120637E+03   0.916985E-05  -0.120637E+03   0.241076E+02  -0.702567E-06   0.916985E-05  -0.702567E-06   0.721382E-08
   756   0.195135E+04  -0.120511E+03   0.916333E-05  -0.120511E+03   0.238574E+02  -0.692901E-06   0.916333E-05  -0.692901E-06   0.719663E-08
   757   0.195898E+04  -0.120344E+03   0.915576E-05  -0.120344E+03   0.236070E+02  -0.683246E-06   0.915576E-05  -0.683246E-06   0.717951E-08
   758   0.196641E+04  -0.120145E+03   0.914718E-05  -0.120145E+03   0.233549E+02  -0.673606E-06   0.914718E-05  -0.673606E-06   0.716244E-08
   759   0.197393E+04  -0.119921E+03   0.913764E-05  -0.119921E+03   0.231019E+02  -0.663986E-06   0.913764E-05  -0.663986E-06   0.714542E-08
   760   0.198132E+04  -0.119663E+03   0.912719E-05  -0.119663E+03   0.228485E+02  -0.654390E-06   0.912719E-05  -0.654390E-06   0.712846E-08
   761   0.198866E+04  -0.119372E+03   0.911589E-05  -0.119372E+03   0.225949E+02  -0.644824E-06   0.911589E-05  -0.644824E-06   0.711156E-08
   762   0.199609E+04  -0.119048E+03   0.910379E-05  -0.119048E+03   0.223410E+02  -0.635292E-06   0.910379E-05  -0.635292E-06   0.709472E-08
   763   0.200332E+04  -0.118690E+03   0.909093E-05  -0.118690E+03   0.220876E+02  -0.625798E-06   0.909093E-05  -0.625798E-06   0.707792E-08
   764   0.201056E+04  -0.118307E+03   0.907738E-05  -0.118307E+03   0.218331E+02  -0.616347E-06   0.907738E-05  -0.616347E-06   0.706119E-08
   765   0.201768E+04  -0.117882E+03   0.906318E-05  -0.117882E+03   0.215783E+02  -0.606945E-06   0.906318E-05  -0.606945E-06   0.704451E-08
   766   0.202482E+04  -0.117432E+03   0.904838E-05  -0.117432E+03   0.213246E+02  -0.597594E-06   0.904838E-05  -0.597594E-06   0.702788E-08
   767   0.203184E+04  -0.116947E+03   0.903303E-05  -0.116947E+03   0.210713E+02  -0.588301E-06   0.903303E-05  -0.588301E-06   0.701130E-08
   768   0.203879E+04  -0.116422E+03   0.901720E-05  -0.116422E+03   0.208177E+02  -0.579070E-06   0.901720E-05  -0.579070E-06   0.699479E-08
   769   0.204570E+04  -0.115877E+03   0.900092E-05  -0.115877E+03   0.205636E+02  -0.569905E-06   0.900092E-05  -0.569905E-06   0.697832E-08
   770   0.205248E+04  -0.115299E+03   0.898426E-05  -0.115299E+03   0.203114E+02  -0.560811E-06   0.898426E-05  -0.560811E-06   0.696191E-08
   771   0.205921E+04  -0.114687E+03   0.896725E-05  -0.114687E+03   0.200595E+02  -0.551793E-06   0.896725E-05  -0.551793E-06   0.694555E-08
   772   0.206580E+04  -0.114033E+03   0.894996E-05  -0.114033E+03   0.198087E+02  -0.542856E-06   0.894996E-05  -0.542856E-06   0.692924E-08
   773   0.207235E+04  -0.113359E+03   0.893244E-05  -0.113359E+03   0.195589E+02  -0.534003E-06   0.893244E-05  -0.534003E-06   0.691299E-08
   774   0.207877E+04  -0.112659E+03   0.891473E-05  -0.112659E+03   0.193101E+02  -0.525240E-06   0.891473E-05  -0.525240E-06   0.689678E-08
   775   0.208522E+04  -0.111925E+03   0.889689E-05  -0.111925E+03   0.190623E+02  -0.516572E-06   0.889689E-05  -0.516572E-06   0.688064E-08
   776   0.209139E+04  -0.111163E+03   0.887897E-05  -0.111163E+03   0.188163E+02  -0.508003E-06   0.887897E-05  -0.508003E-06   0.686454E-08
   777   0.209751E+04  -0.110367E+03   0.886103E-05  -0.110367E+03   0.185713E+02  -0.499537E-06   0.886103E-05  -0.499537E-06   0.684849E-08
   778   0.210372E+04  -0.109537E+03   0.884311E-05  -0.109537E+03   0.183280E+02  -0.491180E-06   0.884311E-05  -0.491180E-06   0.683250E-08
   779   0.210959E+04  -0.108686E+03   0.882526E-05  -0.108686E+03   0.180863E+02  -0.482936E-06   0.882526E-05  -0.482936E-06   0.681655E-08
   780   0.211541E+04  -0.107801E+03   0.880754E-05  -0.107801E+03   0.178449E+02  -0.474810E-06   0.880754E-05  -0.474810E-06   0.680066E-08
   781   0.212118E+04  -0.106896E+03   0.879000E-05  -0.106896E+03   0.176073E+02  -0.466806E-06   0.879000E-05  -0.466806E-06   0.678482E-08
   782   0.212675E+04  -0.105970E+03   0.877269E-05  -0.105970E+03   0.173707E+02  -0.458928E-06   0.877269E-05  -0.458928E-06   0.676903E-08
   783   0.213227E+04  -0.105002E+03   0.875566E-05  -0.105002E+03   0.171365E+02  -0.451183E-06   0.875566E-05  -0.451183E-06   0.675328E-08
   784   0.213766E+04  -0.104007E+03   0.873897E-05  -0.104007E+03   0.169046E+02  -0.443574E-06   0.873897E-05  -0.443574E-06   0.673759E-08
   785   0.214286E+04  -0.102991E+03   0.872266E-05  -0.102991E+03   0.166743E+02  -0.436106E-06   0.872266E-05  -0.436106E-06   0.672195E-08
   786   0.214801E+04  -0.101925E+03   0.870679E-05  -0.101925E+03   0.164464E+02  -0.428783E-06   0.870679E-05  -0.428783E-06   0.670636E-08
   787   0.215296E+04  -0.100846E+03   0.869140E-05  -0.100846E+03   0.162215E+02  -0.421611E-06   0.869140E-05  -0.421611E-06   0.669081E-08
   788   0.215779E+04  -0.997464E+02   0.867656E-05  -0.997464E+02   0.159982E+02  -0.414593E-06   0.867656E-05  -0.414593E-06   0.667532E-08
   789   0.216249E+04  -0.986260E+02   0.866231E-05  -0.986260E+02   0.157764E+02  -0.407736E-06   0.866231E-05  -0.407736E-06   0.665987E-08
   790   0.216715E+04  -0.974700E+02   0.864870E-05  -0.974700E+02   0.155599E+02  -0.401042E-06   0.864870E-05  -0.401042E-06   0.664447E-08
   791   0.217161E+04  -0.962857E+02   0.863579E-05  -0.962857E+02   0.153449E+02  -0.394517E-06   0.863579E-05  -0.394517E-06   0.662912E-08
   792   0.217595E+04  -0.950880E+02   0.862363E-05  -0.950880E+02   0.151336E+02  -0.388166E-06   0.862363E-05  -0.388166E-06   0.661382E-08
   793   0.218009E+04  -0.938543E+02   0.861226E-05  -0.938543E+02   0.149261E+02  -0.381993E-06   0.861226E-05  -0.381993E-06   0.659857E-08
   794   0.218404E+04  -0.926070E+02   0.860175E-05  -0.926070E+02   0.147215E+02  -0.376003E-06   0.860175E-05  -0.376003E-06   0.658336E-08
   795   0.218787E+04  -0.913310E+02   0.859214E-05  -0.913310E+02   0.145191E+02  -0.370201E-06   0.859214E-05  -0.370201E-06   0.656820E-08
   796   0.219172E+04  -0.900412E+02   0.858348E-05  -0.900412E+02   0.143211E+02  -0.364590E-06   0.858348E-05  -0.364590E-06   0.655308E-08
   797   0.219523E+04  -0.887226E+02   0.857582E-05  -0.887226E+02   0.141254E+02  -0.359177E-06   0.857582E-05  -0.359177E-06   0.653802E-08
   798   0.219862E+04  -0.873900E+02   0.856923E-05  -0.873900E+02   0.139340E+02  -0.353965E-06   0.856923E-05  -0.353965E-06   0.652300E-08
   799   0.220189E+04  -0.860359E+02   0.856374E-05  -0.860359E+02   0.137462E+02  -0.348959E-06   0.856374E-05  -0.348959E-06   0.650802E-08
   800   0.220504E+04  -0.846601E+02   0.855941E-05  -0.846601E+02   0.135613E+02  -0.344164E-06   0.855941E-05  -0.344164E-06   0.649309E-08
   801   0.220799E+04  -0.832701E+02   0.855627E-05  -0.832701E+02   0.133807E+02  -0.339582E-06   0.855627E-05  -0.339582E-06   0.647821E-08
