#    L    TT             EE             TE             PP             TP          
     2   0.100722E+04   0.486771E-01   0.299387E+01   0.912510E+06   0.289943E+05
     3   0.938471E+03   0.784397E-01   0.375386E+01   0.140777E+07   0.344504E+05
     4   0.874673E+03   0.868629E-01   0.385517E+01   0.184753E+07   0.369982E+05
     5   0.825495E+03   0.758226E-01   0.356543E+01   0.223625E+07   0.379964E+05
     6   0.789651E+03   0.550929E-01   0.309421E+01   0.257958E+07   0.381218E+05
     7   0.764822E+03   0.345196E-01   0.257369E+01   0.288412E+07   0.377647E+05
     8   0.748233E+03   0.197299E-01   0.208331E+01   0.315531E+07   0.371091E+05
     9   0.737885E+03   0.116693E-01   0.166372E+01   0.339787E+07   0.362486E+05
    10   0.732285E+03   0.842943E-02   0.133714E+01   0.361504E+07   0.352611E+05
    11   0.729987E+03   0.744382E-02   0.111102E+01   0.381085E+07   0.342444E+05
    12   0.731243E+03   0.696228E-02   0.983658E+00   0.398682E+07   0.332577E+05
    13   0.734494E+03   0.620274E-02   0.933613E+00   0.414511E+07   0.323245E+05
    14   0.738973E+03   0.538308E-02   0.934990E+00   0.428804E+07   0.314501E+05
    15   0.744797E+03   0.476371E-02   0.970664E+00   0.441711E+07   0.305905E+05
    16   0.752172E+03   0.451829E-02   0.102669E+01   0.453360E+07   0.297068E+05
    17   0.761059E+03   0.465150E-02   0.108990E+01   0.463886E+07   0.288281E+05
    18   0.770616E+03   0.493930E-02   0.115023E+01   0.473409E+07   0.279918E+05
    19   0.781768E+03   0.526044E-02   0.120268E+01   0.481988E+07   0.271978E+05
    20   0.792903E+03   0.559943E-02   0.124246E+01   0.489682E+07   0.264364E+05
    21   0.804311E+03   0.599356E-02   0.127508E+01   0.496584E+07   0.256959E+05
    22   0.816205E+03   0.656508E-02   0.130637E+01   0.502790E+07   0.249686E+05
    23   0.828431E+03   0.736387E-02   0.133804E+01   0.508346E+07   0.242642E+05
    24   0.841085E+03   0.838334E-02   0.137090E+01   0.513289E+07   0.235927E+05
    25   0.854055E+03   0.963462E-02   0.140622E+01   0.517671E+07   0.229486E+05
    26   0.867117E+03   0.110891E-01   0.144613E+01   0.521547E+07   0.223253E+05
    27   0.880626E+03   0.127057E-01   0.148843E+01   0.524958E+07   0.217286E+05
    28   0.894533E+03   0.144732E-01   0.153101E+01   0.527939E+07   0.211650E+05
    29   0.908756E+03   0.163973E-01   0.157135E+01   0.530496E+07   0.206306E+05
    30   0.923060E+03   0.184922E-01   0.160580E+01   0.532639E+07   0.201197E+05
    31   0.937372E+03   0.207488E-01   0.163291E+01   0.534416E+07   0.196270E+05
    32   0.952032E+03   0.231466E-01   0.165142E+01   0.535878E+07   0.191479E+05
    33   0.967087E+03   0.256925E-01   0.165871E+01   0.537044E+07   0.186794E+05
    34   0.982385E+03   0.284110E-01   0.165380E+01   0.537928E+07   0.182205E+05
    35   0.997845E+03   0.313220E-01   0.164045E+01   0.538549E+07   0.177754E+05
    36   0.101335E+04   0.344462E-01   0.162115E+01   0.538926E+07   0.173490E+05
    37   0.102891E+04   0.377771E-01   0.159248E+01   0.539078E+07   0.169435E+05
    38   0.104486E+04   0.413115E-01   0.155268E+01   0.539019E+07   0.165591E+05
    39   0.106118E+04   0.450593E-01   0.150362E+01   0.538762E+07   0.161922E+05
    40   0.107758E+04   0.490387E-01   0.144787E+01   0.538315E+07   0.158384E+05
    41   0.109419E+04   0.532686E-01   0.138696E+01   0.537690E+07   0.154939E+05
    42   0.111077E+04   0.577505E-01   0.131907E+01   0.536899E+07   0.151584E+05
    43   0.112748E+04   0.624813E-01   0.124157E+01   0.535951E+07   0.148324E+05
    44   0.114416E+04   0.674429E-01   0.115272E+01   0.534859E+07   0.145164E+05
    45   0.116120E+04   0.726277E-01   0.105086E+01   0.533634E+07   0.142110E+05
    46   0.117853E+04   0.780327E-01   0.933015E+00   0.532286E+07   0.139161E+05
    47   0.119599E+04   0.836601E-01   0.800969E+00   0.530824E+07   0.136305E+05
    48   0.121353E+04   0.895203E-01   0.660330E+00   0.529256E+07   0.133525E+05
    49   0.123122E+04   0.956015E-01   0.516114E+00   0.527589E+07   0.130804E+05
    50   0.124927E+04   0.101885E+00   0.366551E+00   0.525831E+07   0.128123E+05
    51   0.126749E+04   0.108345E+00   0.208056E+00   0.523990E+07   0.125474E+05
    52   0.128607E+04   0.115065E+00   0.353959E-01   0.522070E+07   0.122875E+05
    53   0.130463E+04   0.122189E+00  -0.155217E+00   0.520076E+07   0.120355E+05
    54   0.132310E+04   0.129705E+00  -0.359604E+00   0.518014E+07   0.117939E+05
    55   0.134168E+04   0.137586E+00  -0.573467E+00   0.515888E+07   0.115656E+05
    56   0.136060E+04   0.145685E+00  -0.798594E+00   0.513703E+07   0.113522E+05
    57   0.137977E+04   0.153896E+00  -0.103479E+01   0.511462E+07   0.111514E+05
    58   0.139923E+04   0.162233E+00  -0.128261E+01   0.509169E+07   0.109601E+05
    59   0.141882E+04   0.170737E+00  -0.154261E+01   0.506825E+07   0.107749E+05
    60   0.143856E+04   0.179465E+00  -0.181393E+01   0.504434E+07   0.105926E+05
    61   0.145875E+04   0.188513E+00  -0.209560E+01   0.501998E+07   0.104106E+05
    62   0.147881E+04   0.197867E+00  -0.238859E+01   0.499524E+07   0.102292E+05
    63   0.149896E+04   0.207482E+00  -0.269400E+01   0.497014E+07   0.100491E+05
    64   0.151949E+04   0.217368E+00  -0.301315E+01   0.494473E+07   0.987120E+04
    65   0.154004E+04   0.227495E+00  -0.334676E+01   0.491906E+07   0.969639E+04
    66   0.156091E+04   0.237795E+00  -0.369305E+01   0.489317E+07   0.952542E+04
    67   0.158191E+04   0.248272E+00  -0.404926E+01   0.486708E+07   0.935876E+04
    68   0.160332E+04   0.258973E+00  -0.441370E+01   0.484082E+07   0.919679E+04
    69   0.162489E+04   0.269861E+00  -0.478459E+01   0.481441E+07   0.903992E+04
    70   0.164674E+04   0.280982E+00  -0.516360E+01   0.478787E+07   0.888853E+04
    71   0.166871E+04   0.292327E+00  -0.555308E+01   0.476122E+07   0.874288E+04
    72   0.169084E+04   0.303868E+00  -0.595435E+01   0.473446E+07   0.860275E+04
    73   0.171309E+04   0.315565E+00  -0.636796E+01   0.470760E+07   0.846779E+04
    74   0.173552E+04   0.327402E+00  -0.679297E+01   0.468065E+07   0.833765E+04
    75   0.175825E+04   0.339384E+00  -0.722784E+01   0.465360E+07   0.821199E+04
    76   0.178124E+04   0.351509E+00  -0.767193E+01   0.462647E+07   0.809035E+04
    77   0.180452E+04   0.363774E+00  -0.812524E+01   0.459927E+07   0.797190E+04
    78   0.182815E+04   0.376213E+00  -0.858938E+01   0.457202E+07   0.785569E+04
    79   0.185190E+04   0.388777E+00  -0.906079E+01   0.454474E+07   0.774078E+04
    80   0.187591E+04   0.401479E+00  -0.954110E+01   0.451744E+07   0.762624E+04
    81   0.190004E+04   0.414272E+00  -0.100309E+02   0.449015E+07   0.751143E+04
    82   0.192440E+04   0.427177E+00  -0.105293E+02   0.446287E+07   0.739691E+04
    83   0.194891E+04   0.440167E+00  -0.110355E+02   0.443562E+07   0.728356E+04
    84   0.197368E+04   0.453234E+00  -0.115477E+02   0.440842E+07   0.717225E+04
    85   0.199856E+04   0.466350E+00  -0.120668E+02   0.438127E+07   0.706387E+04
    86   0.202366E+04   0.479526E+00  -0.125916E+02   0.435418E+07   0.695908E+04
    87   0.204918E+04   0.492733E+00  -0.131213E+02   0.432717E+07   0.685779E+04
    88   0.207468E+04   0.505989E+00  -0.136563E+02   0.430024E+07   0.675969E+04
    89   0.210053E+04   0.519283E+00  -0.141982E+02   0.427340E+07   0.666449E+04
    90   0.212656E+04   0.532581E+00  -0.147442E+02   0.424665E+07   0.657187E+04
    91   0.215271E+04   0.545879E+00  -0.152952E+02   0.422001E+07   0.648160E+04
    92   0.217911E+04   0.559163E+00  -0.158506E+02   0.419347E+07   0.639354E+04
    93   0.220577E+04   0.572428E+00  -0.164104E+02   0.416703E+07   0.630765E+04
    94   0.223247E+04   0.585639E+00  -0.169733E+02   0.414071E+07   0.622384E+04
    95   0.225943E+04   0.598797E+00  -0.175400E+02   0.411450E+07   0.614204E+04
    96   0.228636E+04   0.611891E+00  -0.181099E+02   0.408841E+07   0.606220E+04
    97   0.231370E+04   0.624906E+00  -0.186823E+02   0.406244E+07   0.598424E+04
    98   0.234123E+04   0.637838E+00  -0.192551E+02   0.403659E+07   0.590809E+04
    99   0.236881E+04   0.650651E+00  -0.198313E+02   0.401087E+07   0.583369E+04
   100   0.239666E+04   0.663346E+00  -0.204065E+02   0.398528E+07   0.576096E+04
   101   0.242463E+04   0.675986E+00  -0.209838E+02   0.395981E+07   0.568983E+04
   102   0.245310E+04   0.688423E+00  -0.215610E+02   0.393449E+07   0.562024E+04
   103   0.248146E+04   0.700735E+00  -0.221390E+02   0.390930E+07   0.555212E+04
   104   0.251003E+04   0.712922E+00  -0.227149E+02   0.388426E+07   0.548540E+04
   105   0.253873E+04   0.724912E+00  -0.232902E+02   0.385935E+07   0.542000E+04
   106   0.256763E+04   0.736781E+00  -0.238642E+02   0.383460E+07   0.535587E+04
   107   0.259644E+04   0.748383E+00  -0.244356E+02   0.381000E+07   0.529293E+04
   108   0.262560E+04   0.759794E+00  -0.250051E+02   0.378555E+07   0.523111E+04
   109   0.265490E+04   0.770942E+00  -0.255714E+02   0.376126E+07   0.517035E+04
   110   0.268426E+04   0.781828E+00  -0.261330E+02   0.373712E+07   0.511057E+04
   111   0.271375E+04   0.792529E+00  -0.266915E+02   0.371315E+07   0.505172E+04
   112   0.274338E+04   0.802970E+00  -0.272462E+02   0.368935E+07   0.499377E+04
   113   0.277322E+04   0.813155E+00  -0.277957E+02   0.366570E+07   0.493670E+04
   114   0.280312E+04   0.823009E+00  -0.283392E+02   0.364222E+07   0.488051E+04
   115   0.283323E+04   0.832683E+00  -0.288768E+02   0.361891E+07   0.482518E+04
   116   0.286333E+04   0.841954E+00  -0.294077E+02   0.359576E+07   0.477069E+04
   117   0.289371E+04   0.850898E+00  -0.299313E+02   0.357277E+07   0.471703E+04
   118   0.292423E+04   0.859666E+00  -0.304482E+02   0.354994E+07   0.466418E+04
   119   0.295473E+04   0.868109E+00  -0.309565E+02   0.352728E+07   0.461213E+04
   120   0.298536E+04   0.876079E+00  -0.314560E+02   0.350479E+07   0.456087E+04
   121   0.301598E+04   0.883877E+00  -0.319468E+02   0.348246E+07   0.451037E+04
   122   0.304666E+04   0.891205E+00  -0.324281E+02   0.346029E+07   0.446064E+04
   123   0.307739E+04   0.898139E+00  -0.329001E+02   0.343829E+07   0.441164E+04
   124   0.310818E+04   0.904754E+00  -0.333598E+02   0.341646E+07   0.436337E+04
   125   0.313896E+04   0.910978E+00  -0.338094E+02   0.339479E+07   0.431581E+04
   126   0.316979E+04   0.916885E+00  -0.342483E+02   0.337329E+07   0.426894E+04
   127   0.320061E+04   0.922329E+00  -0.346757E+02   0.335195E+07   0.422276E+04
   128   0.323141E+04   0.927459E+00  -0.350909E+02   0.333078E+07   0.417725E+04
   129   0.326226E+04   0.932128E+00  -0.354932E+02   0.330977E+07   0.413238E+04
   130   0.329310E+04   0.936337E+00  -0.358819E+02   0.328894E+07   0.408816E+04
   131   0.332391E+04   0.940236E+00  -0.362585E+02   0.326827E+07   0.404456E+04
   132   0.335479E+04   0.943676E+00  -0.366202E+02   0.324776E+07   0.400158E+04
   133   0.338558E+04   0.946731E+00  -0.369692E+02   0.322742E+07   0.395922E+04
   134   0.341635E+04   0.949401E+00  -0.373011E+02   0.320724E+07   0.391746E+04
   135   0.344711E+04   0.951613E+00  -0.376189E+02   0.318723E+07   0.387630E+04
   136   0.347772E+04   0.953366E+00  -0.379192E+02   0.316738E+07   0.383575E+04
   137   0.350833E+04   0.954735E+00  -0.382040E+02   0.314768E+07   0.379578E+04
   138   0.353885E+04   0.955644E+00  -0.384721E+02   0.312815E+07   0.375641E+04
   139   0.356916E+04   0.956243E+00  -0.387228E+02   0.310878E+07   0.371762E+04
   140   0.359953E+04   0.956309E+00  -0.389568E+02   0.308956E+07   0.367941E+04
   141   0.362969E+04   0.955916E+00  -0.391720E+02   0.307050E+07   0.364177E+04
   142   0.365986E+04   0.955138E+00  -0.393693E+02   0.305160E+07   0.360469E+04
   143   0.368996E+04   0.953976E+00  -0.395486E+02   0.303285E+07   0.356819E+04
   144   0.371984E+04   0.952355E+00  -0.397094E+02   0.301426E+07   0.353223E+04
   145   0.374959E+04   0.950423E+00  -0.398510E+02   0.299581E+07   0.349684E+04
   146   0.377943E+04   0.947958E+00  -0.399734E+02   0.297752E+07   0.346199E+04
   147   0.380892E+04   0.945182E+00  -0.400752E+02   0.295938E+07   0.342768E+04
   148   0.383828E+04   0.941947E+00  -0.401580E+02   0.294139E+07   0.339392E+04
   149   0.386758E+04   0.938328E+00  -0.402203E+02   0.292355E+07   0.336068E+04
   150   0.389661E+04   0.934398E+00  -0.402601E+02   0.290585E+07   0.332797E+04
   151   0.392552E+04   0.930083E+00  -0.402803E+02   0.288831E+07   0.329579E+04
   152   0.395416E+04   0.925307E+00  -0.402795E+02   0.287090E+07   0.326412E+04
   153   0.398267E+04   0.920216E+00  -0.402554E+02   0.285365E+07   0.323295E+04
   154   0.401099E+04   0.914809E+00  -0.402103E+02   0.283653E+07   0.320226E+04
   155   0.403912E+04   0.909082E+00  -0.401435E+02   0.281956E+07   0.317206E+04
   156   0.406689E+04   0.903035E+00  -0.400549E+02   0.280273E+07   0.314233E+04
   157   0.409462E+04   0.896665E+00  -0.399430E+02   0.278604E+07   0.311305E+04
   158   0.412208E+04   0.890045E+00  -0.398087E+02   0.276949E+07   0.308421E+04
   159   0.414927E+04   0.883023E+00  -0.396519E+02   0.275309E+07   0.305582E+04
   160   0.417626E+04   0.875747E+00  -0.394711E+02   0.273681E+07   0.302784E+04
   161   0.420306E+04   0.868288E+00  -0.392678E+02   0.272068E+07   0.300028E+04
   162   0.422958E+04   0.860495E+00  -0.390421E+02   0.270468E+07   0.297311E+04
   163   0.425599E+04   0.852442E+00  -0.387924E+02   0.268882E+07   0.294634E+04
   164   0.428197E+04   0.844201E+00  -0.385202E+02   0.267309E+07   0.291995E+04
   165   0.430783E+04   0.835694E+00  -0.382233E+02   0.265750E+07   0.289392E+04
   166   0.433343E+04   0.827068E+00  -0.379033E+02   0.264203E+07   0.286826E+04
   167   0.435882E+04   0.818100E+00  -0.375607E+02   0.262670E+07   0.284293E+04
   168   0.438380E+04   0.809157E+00  -0.371935E+02   0.261150E+07   0.281794E+04
   169   0.440851E+04   0.799941E+00  -0.368016E+02   0.259643E+07   0.279328E+04
   170   0.443295E+04   0.790672E+00  -0.363866E+02   0.258149E+07   0.276893E+04
   171   0.445696E+04   0.781349E+00  -0.359461E+02   0.256668E+07   0.274488E+04
   172   0.448064E+04   0.771895E+00  -0.354817E+02   0.255199E+07   0.272112E+04
   173   0.450389E+04   0.762309E+00  -0.349933E+02   0.253743E+07   0.269764E+04
   174   0.452688E+04   0.752884E+00  -0.344811E+02   0.252299E+07   0.267442E+04
   175   0.454952E+04   0.743322E+00  -0.339441E+02   0.250868E+07   0.265147E+04
   176   0.457167E+04   0.733844E+00  -0.333826E+02   0.249449E+07   0.262876E+04
   177   0.459347E+04   0.724372E+00  -0.327978E+02   0.248042E+07   0.260629E+04
   178   0.461486E+04   0.715123E+00  -0.321884E+02   0.246648E+07   0.258406E+04
   179   0.463584E+04   0.705798E+00  -0.315542E+02   0.245265E+07   0.256205E+04
   180   0.465655E+04   0.696614E+00  -0.308968E+02   0.243894E+07   0.254028E+04
   181   0.467678E+04   0.687567E+00  -0.302162E+02   0.242535E+07   0.251872E+04
   182   0.469660E+04   0.678729E+00  -0.295107E+02   0.241187E+07   0.249737E+04
   183   0.471593E+04   0.670020E+00  -0.287820E+02   0.239851E+07   0.247624E+04
   184   0.473493E+04   0.661511E+00  -0.280293E+02   0.238527E+07   0.245531E+04
   185   0.475353E+04   0.653346E+00  -0.272547E+02   0.237213E+07   0.243458E+04
   186   0.477135E+04   0.645379E+00  -0.264552E+02   0.235911E+07   0.241405E+04
   187   0.478907E+04   0.637749E+00  -0.256324E+02   0.234619E+07   0.239370E+04
   188   0.480631E+04   0.630436E+00  -0.247877E+02   0.233339E+07   0.237353E+04
   189   0.482301E+04   0.623472E+00  -0.239196E+02   0.232069E+07   0.235355E+04
   190   0.483960E+04   0.616907E+00  -0.230302E+02   0.230810E+07   0.233373E+04
   191   0.485536E+04   0.610758E+00  -0.221167E+02   0.229562E+07   0.231409E+04
   192   0.487079E+04   0.605043E+00  -0.211813E+02   0.228323E+07   0.229460E+04
   193   0.488568E+04   0.599803E+00  -0.202253E+02   0.227096E+07   0.227528E+04
   194   0.490025E+04   0.595063E+00  -0.192466E+02   0.225878E+07   0.225611E+04
   195   0.491429E+04   0.590857E+00  -0.182473E+02   0.224671E+07   0.223708E+04
   196   0.492779E+04   0.587217E+00  -0.172267E+02   0.223473E+07   0.221819E+04
   197   0.494090E+04   0.584185E+00  -0.161863E+02   0.222285E+07   0.219945E+04
   198   0.495355E+04   0.581778E+00  -0.151253E+02   0.221107E+07   0.218083E+04
   199   0.496574E+04   0.580029E+00  -0.140444E+02   0.219939E+07   0.216234E+04
   200   0.497748E+04   0.578964E+00  -0.129444E+02   0.218780E+07   0.214397E+04
   201   0.498869E+04   0.578638E+00  -0.118245E+02   0.217630E+07   0.212571E+04
   202   0.499944E+04   0.579056E+00  -0.106860E+02   0.216490E+07   0.210757E+04
   203   0.500966E+04   0.580272E+00  -0.952828E+01   0.215358E+07   0.208955E+04
   204   0.501927E+04   0.582307E+00  -0.835411E+01   0.214236E+07   0.207165E+04
   205   0.502843E+04   0.585201E+00  -0.716123E+01   0.213123E+07   0.205386E+04
   206   0.503698E+04   0.588988E+00  -0.595083E+01   0.212019E+07   0.203620E+04
   207   0.504508E+04   0.593686E+00  -0.472327E+01   0.210924E+07   0.201865E+04
   208   0.505249E+04   0.599345E+00  -0.347901E+01   0.209838E+07   0.200122E+04
   209   0.505938E+04   0.605982E+00  -0.221833E+01   0.208760E+07   0.198391E+04
   210   0.506572E+04   0.613648E+00  -0.942071E+00   0.207691E+07   0.196672E+04
   211   0.507154E+04   0.622367E+00   0.349795E+00   0.206631E+07   0.194965E+04
   212   0.507667E+04   0.632166E+00   0.165640E+01   0.205579E+07   0.193271E+04
   213   0.508135E+04   0.643086E+00   0.297787E+01   0.204536E+07   0.191589E+04
   214   0.508541E+04   0.655116E+00   0.431306E+01   0.203500E+07   0.189919E+04
   215   0.508894E+04   0.668447E+00   0.566131E+01   0.202474E+07   0.188261E+04
   216   0.509186E+04   0.682888E+00   0.702321E+01   0.201455E+07   0.186616E+04
   217   0.509432E+04   0.698593E+00   0.839683E+01   0.200444E+07   0.184983E+04
   218   0.509617E+04   0.715558E+00   0.978247E+01   0.199442E+07   0.183362E+04
   219   0.509748E+04   0.733779E+00   0.111812E+02   0.198448E+07   0.181755E+04
   220   0.509825E+04   0.753401E+00   0.125885E+02   0.197461E+07   0.180160E+04
   221   0.509849E+04   0.774348E+00   0.140068E+02   0.196482E+07   0.178577E+04
   222   0.509819E+04   0.796763E+00   0.154347E+02   0.195511E+07   0.177008E+04
   223   0.509720E+04   0.820569E+00   0.168730E+02   0.194548E+07   0.175451E+04
   224   0.509583E+04   0.845763E+00   0.183180E+02   0.193592E+07   0.173907E+04
   225   0.509384E+04   0.872490E+00   0.197728E+02   0.192644E+07   0.172375E+04
   226   0.509131E+04   0.900747E+00   0.212337E+02   0.191703E+07   0.170857E+04
   227   0.508817E+04   0.930529E+00   0.227023E+02   0.190769E+07   0.169352E+04
   228   0.508456E+04   0.961834E+00   0.241772E+02   0.189843E+07   0.167860E+04
   229   0.508041E+04   0.994732E+00   0.256569E+02   0.188924E+07   0.166381E+04
   230   0.507565E+04   0.102922E+01   0.271424E+02   0.188012E+07   0.164915E+04
   231   0.507027E+04   0.106537E+01   0.286329E+02   0.187107E+07   0.163463E+04
   232   0.506442E+04   0.110310E+01   0.301269E+02   0.186209E+07   0.162023E+04
   233   0.505804E+04   0.114263E+01   0.316232E+02   0.185318E+07   0.160597E+04
   234   0.505096E+04   0.118382E+01   0.331224E+02   0.184433E+07   0.159185E+04
   235   0.504341E+04   0.122672E+01   0.346233E+02   0.183556E+07   0.157786E+04
   236   0.503525E+04   0.127134E+01   0.361258E+02   0.182685E+07   0.156400E+04
   237   0.502654E+04   0.131775E+01   0.376286E+02   0.181821E+07   0.155028E+04
   238   0.501729E+04   0.136602E+01   0.391317E+02   0.180963E+07   0.153670E+04
   239   0.500757E+04   0.141600E+01   0.406345E+02   0.180112E+07   0.152325E+04
   240   0.499716E+04   0.146776E+01   0.421348E+02   0.179266E+07   0.150994E+04
   241   0.498635E+04   0.152144E+01   0.436334E+02   0.178428E+07   0.149677E+04
   242   0.497500E+04   0.157689E+01   0.451296E+02   0.177595E+07   0.148374E+04
   243   0.496310E+04   0.163425E+01   0.466221E+02   0.176769E+07   0.147085E+04
   244   0.495065E+04   0.169346E+01   0.481116E+02   0.175948E+07   0.145809E+04
   245   0.493766E+04   0.175457E+01   0.495953E+02   0.175134E+07   0.144548E+04
   246   0.492419E+04   0.181759E+01   0.510747E+02   0.174325E+07   0.143301E+04
   247   0.491026E+04   0.188244E+01   0.525477E+02   0.173522E+07   0.142068E+04
   248   0.489577E+04   0.194948E+01   0.540142E+02   0.172725E+07   0.140849E+04
   249   0.488089E+04   0.201820E+01   0.554738E+02   0.171934E+07   0.139644E+04
   250   0.486545E+04   0.208903E+01   0.569249E+02   0.171148E+07   0.138454E+04
   251   0.484962E+04   0.216167E+01   0.583683E+02   0.170368E+07   0.137277E+04
   252   0.483317E+04   0.223636E+01   0.598027E+02   0.169593E+07   0.136115E+04
   253   0.481646E+04   0.231287E+01   0.612266E+02   0.168823E+07   0.134967E+04
   254   0.479920E+04   0.239149E+01   0.626401E+02   0.168059E+07   0.133833E+04
   255   0.478146E+04   0.247195E+01   0.640432E+02   0.167300E+07   0.132712E+04
   256   0.476331E+04   0.255461E+01   0.654360E+02   0.166547E+07   0.131604E+04
   257   0.474477E+04   0.263902E+01   0.668104E+02   0.165799E+07   0.130509E+04
   258   0.472574E+04   0.272557E+01   0.681791E+02   0.165056E+07   0.129427E+04
   259   0.470630E+04   0.281411E+01   0.695272E+02   0.164318E+07   0.128358E+04
   260   0.468653E+04   0.290464E+01   0.708697E+02   0.163585E+07   0.127300E+04
   261   0.466628E+04   0.299708E+01   0.721843E+02   0.162857E+07   0.126255E+04
   262   0.464555E+04   0.309168E+01   0.734935E+02   0.162134E+07   0.125222E+04
   263   0.462470E+04   0.318820E+01   0.747898E+02   0.161417E+07   0.124200E+04
   264   0.460329E+04   0.328673E+01   0.760659E+02   0.160704E+07   0.123190E+04
   265   0.458140E+04   0.338719E+01   0.773143E+02   0.159996E+07   0.122190E+04
   266   0.455924E+04   0.348981E+01   0.785576E+02   0.159293E+07   0.121202E+04
   267   0.453659E+04   0.359422E+01   0.797733E+02   0.158595E+07   0.120224E+04
   268   0.451360E+04   0.370079E+01   0.809765E+02   0.157901E+07   0.119257E+04
   269   0.449012E+04   0.380924E+01   0.821597E+02   0.157212E+07   0.118299E+04
   270   0.446645E+04   0.391963E+01   0.833231E+02   0.156528E+07   0.117352E+04
   271   0.444236E+04   0.403190E+01   0.844666E+02   0.155849E+07   0.116415E+04
   272   0.441808E+04   0.414635E+01   0.855830E+02   0.155174E+07   0.115487E+04
   273   0.439338E+04   0.426239E+01   0.866871E+02   0.154504E+07   0.114568E+04
   274   0.436840E+04   0.438061E+01   0.877567E+02   0.153838E+07   0.113658E+04
   275   0.434308E+04   0.450050E+01   0.888142E+02   0.153176E+07   0.112758E+04
   276   0.431756E+04   0.462229E+01   0.898373E+02   0.152519E+07   0.111865E+04
   277   0.429162E+04   0.474597E+01   0.908483E+02   0.151867E+07   0.110981E+04
   278   0.426548E+04   0.487148E+01   0.918251E+02   0.151219E+07   0.110106E+04
   279   0.423906E+04   0.499874E+01   0.927752E+02   0.150575E+07   0.109238E+04
   280   0.421237E+04   0.512776E+01   0.937134E+02   0.149935E+07   0.108377E+04
   281   0.418554E+04   0.525861E+01   0.946175E+02   0.149300E+07   0.107525E+04
   282   0.415829E+04   0.539101E+01   0.954950E+02   0.148668E+07   0.106679E+04
   283   0.413091E+04   0.552517E+01   0.963460E+02   0.148041E+07   0.105840E+04
   284   0.410333E+04   0.566103E+01   0.971706E+02   0.147418E+07   0.105008E+04
   285   0.407554E+04   0.579859E+01   0.979687E+02   0.146799E+07   0.104183E+04
   286   0.404746E+04   0.593770E+01   0.987331E+02   0.146184E+07   0.103364E+04
   287   0.401918E+04   0.607837E+01   0.994786E+02   0.145573E+07   0.102551E+04
   288   0.399076E+04   0.622060E+01   0.100190E+03   0.144965E+07   0.101743E+04
   289   0.396214E+04   0.636432E+01   0.100876E+03   0.144362E+07   0.100942E+04
   290   0.393337E+04   0.650938E+01   0.101536E+03   0.143762E+07   0.100145E+04
   291   0.390447E+04   0.665653E+01   0.102154E+03   0.143167E+07   0.993540E+03
   292   0.387513E+04   0.680466E+01   0.102754E+03   0.142575E+07   0.985677E+03
   293   0.384596E+04   0.695341E+01   0.103314E+03   0.141986E+07   0.977859E+03
   294   0.381649E+04   0.710425E+01   0.103855E+03   0.141401E+07   0.970086E+03
   295   0.378710E+04   0.725571E+01   0.104355E+03   0.140820E+07   0.962355E+03
   296   0.375743E+04   0.740927E+01   0.104829E+03   0.140243E+07   0.954663E+03
   297   0.372769E+04   0.756271E+01   0.105278E+03   0.139669E+07   0.947009E+03
   298   0.369772E+04   0.771827E+01   0.105686E+03   0.139098E+07   0.939390E+03
   299   0.366777E+04   0.787520E+01   0.106062E+03   0.138531E+07   0.931803E+03
   300   0.363767E+04   0.803201E+01   0.106404E+03   0.137967E+07   0.924247E+03
   301   0.360749E+04   0.819021E+01   0.106721E+03   0.137407E+07   0.916719E+03
   302   0.357732E+04   0.834905E+01   0.107012E+03   0.136850E+07   0.909219E+03
   303   0.354707E+04   0.850929E+01   0.107263E+03   0.136296E+07   0.901747E+03
   304   0.351675E+04   0.867093E+01   0.107474E+03   0.135745E+07   0.894302E+03
   305   0.348643E+04   0.883249E+01   0.107659E+03   0.135198E+07   0.886884E+03
   306   0.345604E+04   0.899474E+01   0.107811E+03   0.134654E+07   0.879494E+03
   307   0.342563E+04   0.915766E+01   0.107922E+03   0.134113E+07   0.872130E+03
   308   0.339523E+04   0.932277E+01   0.108015E+03   0.133575E+07   0.864793E+03
   309   0.336489E+04   0.948708E+01   0.108060E+03   0.133041E+07   0.857482E+03
   310   0.333448E+04   0.965137E+01   0.108080E+03   0.132509E+07   0.850197E+03
   311   0.330413E+04   0.981786E+01   0.108058E+03   0.131981E+07   0.842939E+03
   312   0.327385E+04   0.998359E+01   0.108011E+03   0.131456E+07   0.835706E+03
   313   0.324356E+04   0.101500E+02   0.107923E+03   0.130933E+07   0.828499E+03
   314   0.321333E+04   0.103172E+02   0.107809E+03   0.130414E+07   0.821318E+03
   315   0.318317E+04   0.104837E+02   0.107654E+03   0.129898E+07   0.814162E+03
   316   0.315307E+04   0.106509E+02   0.107466E+03   0.129385E+07   0.807030E+03
   317   0.312303E+04   0.108174E+02   0.107244E+03   0.128875E+07   0.799924E+03
   318   0.309305E+04   0.109855E+02   0.106989E+03   0.128367E+07   0.792842E+03
   319   0.306321E+04   0.111528E+02   0.106700E+03   0.127863E+07   0.785785E+03
   320   0.303350E+04   0.113201E+02   0.106385E+03   0.127362E+07   0.778752E+03
   321   0.300385E+04   0.114883E+02   0.106029E+03   0.126863E+07   0.771743E+03
   322   0.297433E+04   0.116551E+02   0.105640E+03   0.126367E+07   0.764758E+03
