#    L    TT             EE             BB             TE             PP             TP             EP          
     2   0.100875E+04   0.487272E-01   0.806078E-04   0.299501E+01   0.439731E-07   0.310987E-02  -0.145132E-04
     3   0.939694E+03   0.785029E-01   0.918753E-04   0.375276E+01   0.536014E-07   0.309668E-02  -0.176484E-04
     4   0.875817E+03   0.869292E-01   0.891732E-04   0.385336E+01   0.618270E-07   0.301883E-02  -0.176162E-04
     5   0.826607E+03   0.758827E-01   0.774458E-04   0.356349E+01   0.689684E-07   0.291614E-02  -0.153449E-04
     6   0.790750E+03   0.551417E-01   0.618846E-04   0.309240E+01   0.751985E-07   0.280470E-02  -0.116797E-04
     7   0.765916E+03   0.345559E-01   0.465025E-04   0.257211E+01   0.806798E-07   0.269381E-02  -0.743270E-05
     8   0.749326E+03   0.197556E-01   0.336367E-04   0.208197E+01   0.855290E-07   0.258525E-02  -0.333986E-05
     9   0.738981E+03   0.116874E-01   0.241770E-04   0.166257E+01   0.898438E-07   0.247868E-02   0.230696E-07
    10   0.733385E+03   0.844319E-02   0.180773E-04   0.133614E+01   0.936839E-07   0.237508E-02   0.235123E-05
    11   0.731092E+03   0.745589E-02   0.148073E-04   0.111012E+01   0.971329E-07   0.227807E-02   0.361129E-05
    12   0.732350E+03   0.697449E-02   0.136867E-04   0.982816E+00   0.100212E-06   0.218942E-02   0.390077E-05
    13   0.735603E+03   0.621625E-02   0.140746E-04   0.932789E+00   0.102961E-06   0.210913E-02   0.337140E-05
    14   0.740084E+03   0.539850E-02   0.154012E-04   0.934153E+00   0.105427E-06   0.203639E-02   0.222137E-05
    15   0.745912E+03   0.478136E-02   0.173186E-04   0.969788E+00   0.107637E-06   0.196754E-02   0.824128E-06
    16   0.753291E+03   0.453835E-02   0.195664E-04   0.102576E+01   0.109615E-06   0.189951E-02  -0.454478E-06
    17   0.762182E+03   0.467408E-02   0.220138E-04   0.108888E+01   0.111385E-06   0.183377E-02  -0.142583E-05
    18   0.771741E+03   0.496449E-02   0.245768E-04   0.114912E+01   0.112971E-06   0.177234E-02  -0.198961E-05
    19   0.782894E+03   0.528836E-02   0.272286E-04   0.120146E+01   0.114382E-06   0.171491E-02  -0.221974E-05
    20   0.794029E+03   0.563019E-02   0.299584E-04   0.124113E+01   0.115627E-06   0.166065E-02  -0.220828E-05
    21   0.805437E+03   0.602726E-02   0.327600E-04   0.127363E+01   0.116726E-06   0.160865E-02  -0.195412E-05
    22   0.817329E+03   0.660183E-02   0.356286E-04   0.130480E+01   0.117697E-06   0.155828E-02  -0.146753E-05
    23   0.829553E+03   0.740376E-02   0.385593E-04   0.133633E+01   0.118548E-06   0.151002E-02  -0.895980E-06
    24   0.842204E+03   0.842645E-02   0.415465E-04   0.136904E+01   0.119285E-06   0.146442E-02  -0.406855E-06
    25   0.855171E+03   0.968102E-02   0.445825E-04   0.140421E+01   0.119919E-06   0.142102E-02  -0.115499E-06
    26   0.868229E+03   0.111388E-01   0.476609E-04   0.144396E+01   0.120460E-06   0.137936E-02  -0.826158E-07
    27   0.881734E+03   0.127589E-01   0.507822E-04   0.148610E+01   0.120915E-06   0.133973E-02  -0.204199E-06
    28   0.895635E+03   0.145297E-01   0.539482E-04   0.152852E+01   0.121292E-06   0.130248E-02  -0.358432E-06
    29   0.909853E+03   0.164574E-01   0.571571E-04   0.156869E+01   0.121589E-06   0.126733E-02  -0.513091E-06
    30   0.924152E+03   0.185559E-01   0.604065E-04   0.160297E+01   0.121809E-06   0.123389E-02  -0.664855E-06
    31   0.938457E+03   0.208162E-01   0.636939E-04   0.162990E+01   0.121962E-06   0.120179E-02  -0.836617E-06
    32   0.953110E+03   0.232179E-01   0.670165E-04   0.164823E+01   0.122056E-06   0.117074E-02  -0.103796E-05
    33   0.968159E+03   0.257676E-01   0.703708E-04   0.165534E+01   0.122097E-06   0.114052E-02  -0.119968E-05
    34   0.983449E+03   0.284899E-01   0.737520E-04   0.165025E+01   0.122087E-06   0.111106E-02  -0.124569E-05
    35   0.998901E+03   0.314049E-01   0.771495E-04   0.163672E+01   0.122028E-06   0.108259E-02  -0.114990E-05
    36   0.101440E+04   0.345331E-01   0.805547E-04   0.161723E+01   0.121926E-06   0.105540E-02  -0.923340E-06
    37   0.102995E+04   0.378679E-01   0.839735E-04   0.158838E+01   0.121782E-06   0.102960E-02  -0.675662E-06
    38   0.104589E+04   0.414065E-01   0.874117E-04   0.154840E+01   0.121600E-06   0.100520E-02  -0.511393E-06
    39   0.106220E+04   0.451584E-01   0.908617E-04   0.149916E+01   0.121382E-06   0.981958E-03  -0.417732E-06
    40   0.107860E+04   0.491419E-01   0.943121E-04   0.144323E+01   0.121130E-06   0.959601E-03  -0.352749E-06
    41   0.109519E+04   0.533760E-01   0.977533E-04   0.138213E+01   0.120845E-06   0.937893E-03  -0.283667E-06
    42   0.111176E+04   0.578622E-01   0.101181E-03   0.131407E+01   0.120531E-06   0.916805E-03  -0.213718E-06
    43   0.112846E+04   0.625972E-01   0.104591E-03   0.123639E+01   0.120188E-06   0.896360E-03  -0.155089E-06
    44   0.114513E+04   0.675630E-01   0.107982E-03   0.114737E+01   0.119819E-06   0.876584E-03  -0.119930E-06
    45   0.116216E+04   0.727521E-01   0.111349E-03   0.104533E+01   0.119427E-06   0.857502E-03  -0.120357E-06
    46   0.117948E+04   0.781614E-01   0.114690E-03   0.927322E+00   0.119012E-06   0.839115E-03  -0.164042E-06
    47   0.119693E+04   0.837931E-01   0.118000E-03   0.795110E+00   0.118578E-06   0.821338E-03  -0.240998E-06
    48   0.121446E+04   0.896576E-01   0.121275E-03   0.654308E+00   0.118125E-06   0.804062E-03  -0.336858E-06
    49   0.123213E+04   0.957432E-01   0.124510E-03   0.509932E+00   0.117655E-06   0.787180E-03  -0.437300E-06
    50   0.125018E+04   0.102031E+00   0.127702E-03   0.360214E+00   0.117169E-06   0.770585E-03  -0.528035E-06
    51   0.126838E+04   0.108495E+00   0.130844E-03   0.201567E+00   0.116669E-06   0.754215E-03  -0.597505E-06
    52   0.128695E+04   0.115220E+00   0.133936E-03   0.287605E-01   0.116156E-06   0.738186E-03  -0.644940E-06
    53   0.130550E+04   0.122348E+00   0.136974E-03  -0.161995E+00   0.115630E-06   0.722658E-03  -0.672263E-06
    54   0.132396E+04   0.129868E+00   0.139955E-03  -0.366520E+00   0.115092E-06   0.707790E-03  -0.681388E-06
    55   0.134253E+04   0.137753E+00   0.142878E-03  -0.580516E+00   0.114544E-06   0.693743E-03  -0.674224E-06
    56   0.136143E+04   0.145856E+00   0.145739E-03  -0.805771E+00   0.113986E-06   0.680616E-03  -0.653002E-06
    57   0.138059E+04   0.154072E+00   0.148535E-03  -0.104209E+01   0.113419E-06   0.668271E-03  -0.621255E-06
    58   0.140003E+04   0.162413E+00   0.151264E-03  -0.129003E+01   0.112844E-06   0.656512E-03  -0.582836E-06
    59   0.141961E+04   0.170921E+00   0.153922E-03  -0.155014E+01   0.112260E-06   0.645141E-03  -0.541591E-06
    60   0.143933E+04   0.179653E+00   0.156506E-03  -0.182157E+01   0.111668E-06   0.633962E-03  -0.501359E-06
    61   0.145952E+04   0.188706E+00   0.159013E-03  -0.210333E+01   0.111069E-06   0.622821E-03  -0.465383E-06
    62   0.147956E+04   0.198063E+00   0.161442E-03  -0.239642E+01   0.110464E-06   0.611727E-03  -0.434548E-06
    63   0.149970E+04   0.207682E+00   0.163791E-03  -0.270192E+01   0.109854E-06   0.600730E-03  -0.409150E-06
    64   0.152022E+04   0.217572E+00   0.166058E-03  -0.302115E+01   0.109239E-06   0.589880E-03  -0.389486E-06
    65   0.154076E+04   0.227703E+00   0.168243E-03  -0.335484E+01   0.108620E-06   0.579228E-03  -0.375851E-06
    66   0.156160E+04   0.238007E+00   0.170345E-03  -0.370120E+01   0.107999E-06   0.568819E-03  -0.368868E-06
    67   0.158259E+04   0.248488E+00   0.172361E-03  -0.405748E+01   0.107375E-06   0.558680E-03  -0.370475E-06
    68   0.160399E+04   0.259192E+00   0.174289E-03  -0.442197E+01   0.106750E-06   0.548833E-03  -0.382931E-06
    69   0.162554E+04   0.270083E+00   0.176128E-03  -0.479293E+01   0.106123E-06   0.539302E-03  -0.408495E-06
    70   0.164738E+04   0.281208E+00   0.177875E-03  -0.517198E+01   0.105495E-06   0.530107E-03  -0.449425E-06
    71   0.166934E+04   0.292557E+00   0.179529E-03  -0.556150E+01   0.104866E-06   0.521266E-03  -0.505822E-06
    72   0.169145E+04   0.304101E+00   0.181089E-03  -0.596280E+01   0.104236E-06   0.512763E-03  -0.569179E-06
    73   0.171369E+04   0.315802E+00   0.182557E-03  -0.637644E+01   0.103606E-06   0.504576E-03  -0.628849E-06
    74   0.173611E+04   0.327642E+00   0.183932E-03  -0.680147E+01   0.102975E-06   0.496686E-03  -0.674196E-06
    75   0.175883E+04   0.339627E+00   0.185214E-03  -0.723636E+01   0.102344E-06   0.489069E-03  -0.694595E-06
    76   0.178180E+04   0.351755E+00   0.186403E-03  -0.768046E+01   0.101712E-06   0.481700E-03  -0.683019E-06
    77   0.180508E+04   0.364023E+00   0.187500E-03  -0.813377E+01   0.101080E-06   0.474527E-03  -0.646793E-06
    78   0.182868E+04   0.376465E+00   0.188504E-03  -0.859792E+01   0.100448E-06   0.467495E-03  -0.596818E-06
    79   0.185243E+04   0.389032E+00   0.189414E-03  -0.906932E+01   0.998163E-07   0.460546E-03  -0.543985E-06
    80   0.187642E+04   0.401736E+00   0.190229E-03  -0.954961E+01   0.991858E-07   0.453625E-03  -0.499172E-06
    81   0.190054E+04   0.414532E+00   0.190950E-03  -0.100394E+02   0.985565E-07   0.446693E-03  -0.471258E-06
    82   0.192489E+04   0.427440E+00   0.191576E-03  -0.105377E+02   0.979286E-07   0.439785E-03  -0.461144E-06
    83   0.194939E+04   0.440432E+00   0.192107E-03  -0.110440E+02   0.973025E-07   0.432951E-03  -0.467740E-06
    84   0.197414E+04   0.453501E+00   0.192544E-03  -0.115561E+02   0.966783E-07   0.426244E-03  -0.489956E-06
    85   0.199901E+04   0.466620E+00   0.192887E-03  -0.120752E+02   0.960563E-07   0.419716E-03  -0.526707E-06
    86   0.202410E+04   0.479797E+00   0.193137E-03  -0.125999E+02   0.954366E-07   0.413406E-03  -0.576228E-06
    87   0.204961E+04   0.493006E+00   0.193293E-03  -0.131296E+02   0.948196E-07   0.407308E-03  -0.634051E-06
    88   0.207510E+04   0.506264E+00   0.193356E-03  -0.136646E+02   0.942051E-07   0.401404E-03  -0.695034E-06
    89   0.210093E+04   0.519560E+00   0.193328E-03  -0.142064E+02   0.935935E-07   0.395675E-03  -0.754039E-06
    90   0.212696E+04   0.532860E+00   0.193209E-03  -0.147523E+02   0.929847E-07   0.390105E-03  -0.805932E-06
    91   0.215309E+04   0.546159E+00   0.192999E-03  -0.153032E+02   0.923790E-07   0.384676E-03  -0.846589E-06
    92   0.217948E+04   0.559444E+00   0.192700E-03  -0.158585E+02   0.917763E-07   0.379383E-03  -0.875915E-06
    93   0.220613E+04   0.572711E+00   0.192314E-03  -0.164183E+02   0.911767E-07   0.374221E-03  -0.894819E-06
    94   0.223282E+04   0.585923E+00   0.191843E-03  -0.169811E+02   0.905802E-07   0.369186E-03  -0.904211E-06
    95   0.225977E+04   0.599083E+00   0.191289E-03  -0.175477E+02   0.899870E-07   0.364274E-03  -0.905000E-06
    96   0.228668E+04   0.612177E+00   0.190654E-03  -0.181175E+02   0.893969E-07   0.359480E-03  -0.898092E-06
    97   0.231402E+04   0.625194E+00   0.189939E-03  -0.186898E+02   0.888101E-07   0.354801E-03  -0.884396E-06
    98   0.234154E+04   0.638126E+00   0.189146E-03  -0.192625E+02   0.882267E-07   0.350231E-03  -0.864817E-06
    99   0.236911E+04   0.650939E+00   0.188277E-03  -0.198386E+02   0.876466E-07   0.345767E-03  -0.840260E-06
   100   0.239695E+04   0.663635E+00   0.187335E-03  -0.204137E+02   0.870699E-07   0.341405E-03  -0.811632E-06
   101   0.242491E+04   0.676276E+00   0.186320E-03  -0.209909E+02   0.864967E-07   0.337141E-03  -0.779835E-06
   102   0.245336E+04   0.688714E+00   0.185235E-03  -0.215681E+02   0.859269E-07   0.332969E-03  -0.745774E-06
   103   0.248172E+04   0.701025E+00   0.184081E-03  -0.221459E+02   0.853608E-07   0.328887E-03  -0.710352E-06
   104   0.251028E+04   0.713212E+00   0.182861E-03  -0.227217E+02   0.847982E-07   0.324889E-03  -0.674472E-06
   105   0.253897E+04   0.725202E+00   0.181576E-03  -0.232968E+02   0.842393E-07   0.320973E-03  -0.639035E-06
   106   0.256786E+04   0.737071E+00   0.180228E-03  -0.238708E+02   0.836841E-07   0.317132E-03  -0.604944E-06
   107   0.259666E+04   0.748673E+00   0.178819E-03  -0.244420E+02   0.831327E-07   0.313364E-03  -0.573099E-06
   108   0.262582E+04   0.760084E+00   0.177351E-03  -0.250114E+02   0.825850E-07   0.309665E-03  -0.544401E-06
   109   0.265510E+04   0.771231E+00   0.175825E-03  -0.255776E+02   0.820413E-07   0.306029E-03  -0.519751E-06
   110   0.268445E+04   0.782117E+00   0.174244E-03  -0.261391E+02   0.815014E-07   0.302453E-03  -0.500049E-06
   111   0.271394E+04   0.792817E+00   0.172609E-03  -0.266975E+02   0.809655E-07   0.298934E-03  -0.485971E-06
   112   0.274356E+04   0.803258E+00   0.170923E-03  -0.272521E+02   0.804336E-07   0.295469E-03  -0.477305E-06
   113   0.277340E+04   0.813442E+00   0.169188E-03  -0.278014E+02   0.799056E-07   0.292059E-03  -0.473614E-06
   114   0.280329E+04   0.823295E+00   0.167407E-03  -0.283448E+02   0.793816E-07   0.288701E-03  -0.474463E-06
   115   0.283340E+04   0.832968E+00   0.165581E-03  -0.288822E+02   0.788614E-07   0.285395E-03  -0.479415E-06
   116   0.286349E+04   0.842238E+00   0.163713E-03  -0.294130E+02   0.783453E-07   0.282141E-03  -0.488038E-06
   117   0.289386E+04   0.851181E+00   0.161807E-03  -0.299364E+02   0.778330E-07   0.278937E-03  -0.499894E-06
   118   0.292437E+04   0.859947E+00   0.159863E-03  -0.304533E+02   0.773247E-07   0.275782E-03  -0.514551E-06
   119   0.295486E+04   0.868388E+00   0.157884E-03  -0.309614E+02   0.768203E-07   0.272676E-03  -0.531573E-06
   120   0.298549E+04   0.876358E+00   0.155873E-03  -0.314607E+02   0.763198E-07   0.269617E-03  -0.550525E-06
   121   0.301610E+04   0.884153E+00   0.153833E-03  -0.319514E+02   0.758231E-07   0.266605E-03  -0.570975E-06
   122   0.304677E+04   0.891480E+00   0.151765E-03  -0.324326E+02   0.753304E-07   0.263638E-03  -0.592489E-06
   123   0.307750E+04   0.898412E+00   0.149671E-03  -0.329045E+02   0.748416E-07   0.260716E-03  -0.614632E-06
   124   0.310829E+04   0.905025E+00   0.147555E-03  -0.333640E+02   0.743567E-07   0.257838E-03  -0.636972E-06
   125   0.313906E+04   0.911247E+00   0.145419E-03  -0.338135E+02   0.738756E-07   0.255004E-03  -0.659074E-06
   126   0.316989E+04   0.917152E+00   0.143265E-03  -0.342522E+02   0.733984E-07   0.252211E-03  -0.680506E-06
   127   0.320070E+04   0.922594E+00   0.141095E-03  -0.346795E+02   0.729251E-07   0.249459E-03  -0.700836E-06
   128   0.323150E+04   0.927722E+00   0.138912E-03  -0.350946E+02   0.724557E-07   0.246748E-03  -0.719629E-06
   129   0.326235E+04   0.932389E+00   0.136718E-03  -0.354968E+02   0.719901E-07   0.244076E-03  -0.736454E-06
   130   0.329318E+04   0.936595E+00   0.134515E-03  -0.358853E+02   0.715284E-07   0.241442E-03  -0.750878E-06
   131   0.332399E+04   0.940492E+00   0.132307E-03  -0.362618E+02   0.710705E-07   0.238847E-03  -0.762571E-06
   132   0.335486E+04   0.943929E+00   0.130094E-03  -0.366234E+02   0.706165E-07   0.236288E-03  -0.771615E-06
   133   0.338564E+04   0.946982E+00   0.127878E-03  -0.369722E+02   0.701663E-07   0.233767E-03  -0.778193E-06
   134   0.341641E+04   0.949650E+00   0.125662E-03  -0.373040E+02   0.697199E-07   0.231282E-03  -0.782488E-06
   135   0.344718E+04   0.951859E+00   0.123447E-03  -0.376218E+02   0.692772E-07   0.228833E-03  -0.784686E-06
   136   0.347778E+04   0.953609E+00   0.121234E-03  -0.379219E+02   0.688383E-07   0.226421E-03  -0.784968E-06
   137   0.350838E+04   0.954974E+00   0.119025E-03  -0.382066E+02   0.684030E-07   0.224044E-03  -0.783519E-06
   138   0.353891E+04   0.955881E+00   0.116823E-03  -0.384746E+02   0.679714E-07   0.221702E-03  -0.780522E-06
   139   0.356920E+04   0.956477E+00   0.114628E-03  -0.387251E+02   0.675434E-07   0.219396E-03  -0.776160E-06
   140   0.359958E+04   0.956540E+00   0.112443E-03  -0.389590E+02   0.671191E-07   0.217124E-03  -0.770616E-06
   141   0.362974E+04   0.956144E+00   0.110269E-03  -0.391741E+02   0.666983E-07   0.214887E-03  -0.764074E-06
   142   0.365990E+04   0.955363E+00   0.108108E-03  -0.393713E+02   0.662811E-07   0.212683E-03  -0.756718E-06
   143   0.369000E+04   0.954198E+00   0.105962E-03  -0.395505E+02   0.658675E-07   0.210514E-03  -0.748729E-06
   144   0.371988E+04   0.952573E+00   0.103833E-03  -0.397112E+02   0.654573E-07   0.208378E-03  -0.740291E-06
   145   0.374963E+04   0.950638E+00   0.101722E-03  -0.398527E+02   0.650506E-07   0.206275E-03  -0.731587E-06
   146   0.377947E+04   0.948170E+00   0.996302E-04  -0.399750E+02   0.646474E-07   0.204205E-03  -0.722800E-06
   147   0.380895E+04   0.945391E+00   0.975605E-04  -0.400767E+02   0.642476E-07   0.202167E-03  -0.714113E-06
   148   0.383831E+04   0.942153E+00   0.955142E-04  -0.401594E+02   0.638512E-07   0.200162E-03  -0.705709E-06
   149   0.386761E+04   0.938530E+00   0.934931E-04  -0.402216E+02   0.634581E-07   0.198188E-03  -0.697770E-06
   150   0.389664E+04   0.934597E+00   0.914989E-04  -0.402613E+02   0.630685E-07   0.196247E-03  -0.690479E-06
   151   0.392555E+04   0.930279E+00   0.895332E-04  -0.402814E+02   0.626821E-07   0.194336E-03  -0.683977E-06
   152   0.395418E+04   0.925499E+00   0.875966E-04  -0.402805E+02   0.622990E-07   0.192456E-03  -0.678241E-06
   153   0.398270E+04   0.920405E+00   0.856899E-04  -0.402564E+02   0.619193E-07   0.190606E-03  -0.673206E-06
   154   0.401101E+04   0.914995E+00   0.838135E-04  -0.402112E+02   0.615427E-07   0.188785E-03  -0.668805E-06
   155   0.403914E+04   0.909265E+00   0.819680E-04  -0.401443E+02   0.611694E-07   0.186993E-03  -0.664974E-06
   156   0.406691E+04   0.903215E+00   0.801541E-04  -0.400556E+02   0.607993E-07   0.185228E-03  -0.661649E-06
   157   0.409464E+04   0.896841E+00   0.783723E-04  -0.399437E+02   0.604324E-07   0.183491E-03  -0.658763E-06
   158   0.412210E+04   0.890218E+00   0.766232E-04  -0.398093E+02   0.600686E-07   0.181781E-03  -0.656252E-06
   159   0.414929E+04   0.883193E+00   0.749073E-04  -0.396524E+02   0.597080E-07   0.180096E-03  -0.654050E-06
   160   0.417628E+04   0.875913E+00   0.732253E-04  -0.394715E+02   0.593505E-07   0.178437E-03  -0.652093E-06
   161   0.420307E+04   0.868450E+00   0.715777E-04  -0.392682E+02   0.589960E-07   0.176803E-03  -0.650315E-06
   162   0.422960E+04   0.860655E+00   0.699651E-04  -0.390424E+02   0.586447E-07   0.175192E-03  -0.648651E-06
   163   0.425600E+04   0.852599E+00   0.683881E-04  -0.387926E+02   0.582963E-07   0.173605E-03  -0.647037E-06
   164   0.428199E+04   0.844354E+00   0.668473E-04  -0.385204E+02   0.579510E-07   0.172040E-03  -0.645407E-06
   165   0.430785E+04   0.835843E+00   0.653432E-04  -0.382235E+02   0.576087E-07   0.170497E-03  -0.643697E-06
   166   0.433344E+04   0.827215E+00   0.638764E-04  -0.379034E+02   0.572694E-07   0.168976E-03  -0.641840E-06
   167   0.435884E+04   0.818243E+00   0.624475E-04  -0.375608E+02   0.569330E-07   0.167475E-03  -0.639773E-06
   168   0.438381E+04   0.809297E+00   0.610571E-04  -0.371935E+02   0.565995E-07   0.165994E-03  -0.637431E-06
   169   0.440852E+04   0.800078E+00   0.597058E-04  -0.368016E+02   0.562689E-07   0.164532E-03  -0.634748E-06
   170   0.443296E+04   0.790806E+00   0.583940E-04  -0.363865E+02   0.559412E-07   0.163089E-03  -0.631660E-06
   171   0.445698E+04   0.781480E+00   0.571226E-04  -0.359459E+02   0.556164E-07   0.161665E-03  -0.628101E-06
   172   0.448065E+04   0.772023E+00   0.558919E-04  -0.354815E+02   0.552944E-07   0.160257E-03  -0.624008E-06
   173   0.450391E+04   0.762433E+00   0.547026E-04  -0.349931E+02   0.549753E-07   0.158866E-03  -0.619314E-06
   174   0.452689E+04   0.753006E+00   0.535552E-04  -0.344808E+02   0.546589E-07   0.157491E-03  -0.613955E-06
   175   0.454953E+04   0.743441E+00   0.524504E-04  -0.339439E+02   0.543453E-07   0.156132E-03  -0.607866E-06
   176   0.457168E+04   0.733960E+00   0.513885E-04  -0.333823E+02   0.540344E-07   0.154787E-03  -0.600999E-06
   177   0.459349E+04   0.724485E+00   0.503689E-04  -0.327975E+02   0.537262E-07   0.153457E-03  -0.593376E-06
   178   0.461488E+04   0.715233E+00   0.493910E-04  -0.321880E+02   0.534208E-07   0.152141E-03  -0.585032E-06
   179   0.463585E+04   0.705905E+00   0.484541E-04  -0.315539E+02   0.531180E-07   0.150838E-03  -0.576005E-06
   180   0.465657E+04   0.696718E+00   0.475573E-04  -0.308964E+02   0.528178E-07   0.149549E-03  -0.566334E-06
   181   0.467679E+04   0.687670E+00   0.467000E-04  -0.302158E+02   0.525203E-07   0.148273E-03  -0.556055E-06
   182   0.469661E+04   0.678829E+00   0.458814E-04  -0.295103E+02   0.522253E-07   0.147010E-03  -0.545205E-06
   183   0.471594E+04   0.670117E+00   0.451008E-04  -0.287816E+02   0.519329E-07   0.145759E-03  -0.533822E-06
   184   0.473495E+04   0.661605E+00   0.443575E-04  -0.280288E+02   0.516430E-07   0.144521E-03  -0.521943E-06
   185   0.475355E+04   0.653438E+00   0.436508E-04  -0.272542E+02   0.513556E-07   0.143295E-03  -0.509606E-06
   186   0.477137E+04   0.645469E+00   0.429798E-04  -0.264548E+02   0.510707E-07   0.142080E-03  -0.496847E-06
   187   0.478909E+04   0.637836E+00   0.423439E-04  -0.256319E+02   0.507883E-07   0.140876E-03  -0.483705E-06
   188   0.480633E+04   0.630521E+00   0.417424E-04  -0.247872E+02   0.505082E-07   0.139683E-03  -0.470216E-06
   189   0.482302E+04   0.623555E+00   0.411745E-04  -0.239191E+02   0.502306E-07   0.138501E-03  -0.456418E-06
   190   0.483962E+04   0.616987E+00   0.406395E-04  -0.230298E+02   0.499553E-07   0.137330E-03  -0.442349E-06
   191   0.485537E+04   0.610836E+00   0.401366E-04  -0.221163E+02   0.496823E-07   0.136168E-03  -0.428044E-06
   192   0.487081E+04   0.605119E+00   0.396652E-04  -0.211808E+02   0.494117E-07   0.135016E-03  -0.413542E-06
   193   0.488570E+04   0.599877E+00   0.392245E-04  -0.202249E+02   0.491433E-07   0.133874E-03  -0.398881E-06
   194   0.490027E+04   0.595136E+00   0.388137E-04  -0.192461E+02   0.488773E-07   0.132740E-03  -0.384096E-06
   195   0.491431E+04   0.590928E+00   0.384322E-04  -0.182469E+02   0.486134E-07   0.131616E-03  -0.369226E-06
   196   0.492781E+04   0.587287E+00   0.380791E-04  -0.172263E+02   0.483518E-07   0.130499E-03  -0.354307E-06
   197   0.494092E+04   0.584252E+00   0.377539E-04  -0.161859E+02   0.480923E-07   0.129391E-03  -0.339378E-06
   198   0.495357E+04   0.581843E+00   0.374557E-04  -0.151249E+02   0.478350E-07   0.128291E-03  -0.324475E-06
   199   0.496576E+04   0.580093E+00   0.371838E-04  -0.140440E+02   0.475798E-07   0.127199E-03  -0.309635E-06
   200   0.497750E+04   0.579026E+00   0.369375E-04  -0.129440E+02   0.473267E-07   0.126113E-03  -0.294896E-06
   201   0.498871E+04   0.578699E+00   0.367160E-04  -0.118241E+02   0.470756E-07   0.125035E-03  -0.280288E-06
   202   0.499946E+04   0.579116E+00   0.365187E-04  -0.106857E+02   0.468267E-07   0.123963E-03  -0.265816E-06
   203   0.500968E+04   0.580331E+00   0.363447E-04  -0.952791E+01   0.465797E-07   0.122899E-03  -0.251477E-06
   204   0.501929E+04   0.582365E+00   0.361932E-04  -0.835376E+01   0.463348E-07   0.121842E-03  -0.237270E-06
   205   0.502845E+04   0.585257E+00   0.360635E-04  -0.716090E+01   0.460919E-07   0.120791E-03  -0.223191E-06
   206   0.503701E+04   0.589043E+00   0.359549E-04  -0.595051E+01   0.458510E-07   0.119748E-03  -0.209238E-06
   207   0.504510E+04   0.593741E+00   0.358666E-04  -0.472296E+01   0.456120E-07   0.118712E-03  -0.195410E-06
   208   0.505252E+04   0.599398E+00   0.357978E-04  -0.347871E+01   0.453750E-07   0.117683E-03  -0.181704E-06
   209   0.505940E+04   0.606035E+00   0.357478E-04  -0.221806E+01   0.451399E-07   0.116661E-03  -0.168118E-06
   210   0.506575E+04   0.613699E+00   0.357157E-04  -0.941809E+00   0.449067E-07   0.115646E-03  -0.154649E-06
   211   0.507156E+04   0.622418E+00   0.357009E-04   0.350041E+00   0.446754E-07   0.114639E-03  -0.141295E-06
   212   0.507670E+04   0.632216E+00   0.357026E-04   0.165663E+01   0.444460E-07   0.113639E-03  -0.128054E-06
   213   0.508137E+04   0.643136E+00   0.357200E-04   0.297808E+01   0.442185E-07   0.112646E-03  -0.114923E-06
   214   0.508543E+04   0.655166E+00   0.357523E-04   0.431325E+01   0.439928E-07   0.111660E-03  -0.101901E-06
   215   0.508896E+04   0.668496E+00   0.357988E-04   0.566149E+01   0.437689E-07   0.110682E-03  -0.889849E-07
   216   0.509188E+04   0.682936E+00   0.358588E-04   0.702337E+01   0.435469E-07   0.109711E-03  -0.761725E-07
   217   0.509434E+04   0.698641E+00   0.359314E-04   0.839697E+01   0.433266E-07   0.108748E-03  -0.634614E-07
   218   0.509619E+04   0.715605E+00   0.360160E-04   0.978259E+01   0.431081E-07   0.107792E-03  -0.508496E-07
   219   0.509750E+04   0.733826E+00   0.361116E-04   0.111813E+02   0.428914E-07   0.106843E-03  -0.383347E-07
   220   0.509827E+04   0.753448E+00   0.362177E-04   0.125886E+02   0.426764E-07   0.105902E-03  -0.259144E-07
   221   0.509851E+04   0.774394E+00   0.363333E-04   0.140069E+02   0.424631E-07   0.104969E-03  -0.135865E-07
   222   0.509821E+04   0.796809E+00   0.364579E-04   0.154348E+02   0.422515E-07   0.104043E-03  -0.134874E-08
   223   0.509723E+04   0.820616E+00   0.365905E-04   0.168730E+02   0.420416E-07   0.103125E-03   0.108012E-07
   224   0.509585E+04   0.845810E+00   0.367305E-04   0.183180E+02   0.418334E-07   0.102214E-03   0.228656E-07
   225   0.509386E+04   0.872537E+00   0.368770E-04   0.197728E+02   0.416268E-07   0.101311E-03   0.348468E-07
   226   0.509133E+04   0.900793E+00   0.370293E-04   0.212337E+02   0.414219E-07   0.100416E-03   0.467469E-07
   227   0.508819E+04   0.930575E+00   0.371867E-04   0.227023E+02   0.412186E-07   0.995285E-04   0.585682E-07
   228   0.508458E+04   0.961880E+00   0.373484E-04   0.241771E+02   0.410169E-07   0.986487E-04   0.703130E-07
   229   0.508043E+04   0.994778E+00   0.375136E-04   0.256569E+02   0.408167E-07   0.977767E-04   0.819837E-07
   230   0.507567E+04   0.102927E+01   0.376816E-04   0.271423E+02   0.406182E-07   0.969126E-04   0.935823E-07
   231   0.507029E+04   0.106541E+01   0.378515E-04   0.286327E+02   0.404211E-07   0.960563E-04   0.105111E-06
